B12002A_001E,B12002A_001EA,B12002A_001M,B12002A_001MA,B12002A_002E,B12002A_002EA,B12002A_002M,B12002A_002MA,B12002A_003E,B12002A_003EA,B12002A_003M,B12002A_003MA,B12002A_004E,B12002A_004EA,B12002A_004M,B12002A_004MA,B12002A_005E,B12002A_005EA,B12002A_005M,B12002A_005MA,B12002A_006E,B12002A_006EA,B12002A_006M,B12002A_006MA,B12002A_007E,B12002A_007EA,B12002A_007M,B12002A_007MA,B12002A_008E,B12002A_008EA,B12002A_008M,B12002A_008MA,B12002A_009E,B12002A_009EA,B12002A_009M,B12002A_009MA,B12002A_010E,B12002A_010EA,B12002A_010M,B12002A_010MA,B12002A_011E,B12002A_011EA,B12002A_011M,B12002A_011MA,B12002A_012E,B12002A_012EA,B12002A_012M,B12002A_012MA,B12002A_013E,B12002A_013EA,B12002A_013M,B12002A_013MA,GEO_ID,NAME,state
290723,null,2594,null,158030,null,1694,null,48528,null,2857,null,86656,null,3161,null,2949,null,1104,null,2914,null,854,null,16983,null,2101,null,132693,null,1655,null,29898,null,2349,null,72902,null,2741,null,2249,null,731,null,10288,null,1149,null,17356,null,2045,null,0400000US15,Hawaii,15
1083970,null,2925,null,539998,null,2264,null,142463,null,4100,null,323114,null,5614,null,6285,null,1533,null,10512,null,1304,null,57624,null,3874,null,543972,null,2027,null,110184,null,3716,null,314052,null,5756,null,6254,null,1436,null,47334,null,2176,null,66148,null,3684,null,0400000US16,Idaho,16
7400156,null,14757,null,3615752,null,9419,null,1159342,null,11300,null,2013619,null,15711,null,35551,null,3117,null,95352,null,4443,null,311888,null,8813,null,3784404,null,7429,null,959395,null,10453,null,1963226,null,13848,null,47968,null,3546,null,401316,null,5766,null,412499,null,8999,null,0400000US17,Illinois,17
4381934,null,5672,null,2133706,null,3740,null,605898,null,8510,null,1210524,null,11112,null,22417,null,2768,null,55602,null,3272,null,239265,null,6923,null,2248228,null,3362,null,495866,null,6838,null,1205332,null,12670,null,32886,null,3160,null,225512,null,4986,null,288632,null,8064,null,0400000US18,Indiana,18
2251922,null,3777,null,1093704,null,2480,null,318938,null,5143,null,632095,null,7131,null,11354,null,1735,null,28507,null,2033,null,102810,null,3937,null,1158218,null,2206,null,264512,null,5078,null,629667,null,7829,null,13764,null,1724,null,128262,null,3514,null,122013,null,4460,null,0400000US19,Iowa,19
1914478,null,4604,null,934240,null,3341,null,265026,null,5369,null,540551,null,7875,null,11565,null,1949,null,25997,null,1912,null,91101,null,4260,null,980238,null,2645,null,207165,null,5235,null,538238,null,8676,null,11782,null,1956,null,102513,null,3315,null,120540,null,4785,null,0400000US20,Kansas,20
3074226,null,3738,null,1488076,null,3191,null,418318,null,7503,null,824995,null,11361,null,26338,null,3027,null,43234,null,2945,null,175191,null,7063,null,1586150,null,2490,null,330961,null,7601,null,823182,null,12578,null,34691,null,2857,null,186386,null,5445,null,210930,null,7480,null,0400000US21,Kentucky,21
2252143,null,3998,null,1093744,null,2572,null,316203,null,5594,null,620035,null,7035,null,13182,null,1954,null,30981,null,2331,null,113343,null,5509,null,1158399,null,2904,null,257663,null,5800,null,609454,null,8600,null,23804,null,2815,null,131154,null,3906,null,136324,null,5757,null,0400000US22,Louisiana,22
1051228,null,2017,null,506511,null,1430,null,140628,null,4419,null,289680,null,6094,null,5253,null,1118,null,14560,null,1745,null,56390,null,3336,null,544717,null,1442,null,123259,null,3841,null,283494,null,6048,null,7935,null,1550,null,55650,null,2765,null,74379,null,3853,null,0400000US23,Maine,23
2801415,null,7351,null,1357255,null,4667,null,414963,null,7690,null,764156,null,9479,null,26201,null,2902,null,40511,null,2956,null,111424,null,5452,null,1444160,null,3857,null,355436,null,6136,null,754064,null,9281,null,33497,null,2676,null,148610,null,3453,null,152553,null,5818,null,0400000US24,Maryland,24
4432136,null,8702,null,2116875,null,5920,null,760115,null,10599,null,1100941,null,11719,null,25007,null,3177,null,60685,null,3748,null,170127,null,6881,null,2315261,null,5339,null,699319,null,10734,null,1086579,null,12384,null,38450,null,3674,null,241790,null,5261,null,249123,null,7235,null,0400000US25,Massachusetts,25
6539788,null,6489,null,3207386,null,4359,null,997062,null,9348,null,1773428,null,11977,null,29159,null,2543,null,86419,null,3074,null,321318,null,7677,null,3332402,null,3547,null,811922,null,8978,null,1742253,null,13284,null,38248,null,2981,null,341473,null,5411,null,398506,null,7561,null,0400000US26,Michigan,26
3729347,null,4742,null,1835775,null,3378,null,578436,null,7123,null,1043348,null,9906,null,15569,null,1834,null,40055,null,2341,null,158367,null,5838,null,1893572,null,2726,null,479326,null,6598,null,1023067,null,8104,null,20411,null,2442,null,176471,null,4403,null,194297,null,4693,null,0400000US27,Minnesota,27
1420217,null,2747,null,689333,null,2617,null,176217,null,6017,null,414075,null,7665,null,8723,null,1330,null,18550,null,2149,null,71768,null,4358,null,730884,null,2198,null,128592,null,4756,null,409339,null,7401,null,12775,null,2061,null,92867,null,2724,null,87311,null,4622,null,0400000US28,Mississippi,28
4007675,null,4652,null,1941144,null,2961,null,551869,null,8494,null,1102896,null,11547,null,30154,null,3028,null,49223,null,2319,null,207002,null,6606,null,2066531,null,2968,null,453529,null,7825,null,1095377,null,12667,null,36907,null,2934,null,220722,null,5098,null,259996,null,8097,null,0400000US29,Missouri,29
709856,null,1590,null,354104,null,1127,null,105973,null,3315,null,190947,null,4500,null,5018,null,1290,null,8615,null,1103,null,43551,null,2853,null,355752,null,1013,null,81044,null,3060,null,193066,null,4593,null,4251,null,1216,null,34175,null,1759,null,43216,null,3004,null,0400000US30,Montana,30
1272342,null,3230,null,621987,null,2223,null,187609,null,5156,null,357154,null,5913,null,5603,null,1056,null,16463,null,1431,null,55158,null,2812,null,650355,null,1697,null,151138,null,3421,null,352582,null,5354,null,8068,null,1366,null,69820,null,2656,null,68747,null,3952,null,0400000US31,Nebraska,31
1520189,null,8627,null,776499,null,5544,null,230828,null,6051,null,405755,null,6446,null,14823,null,2481,null,21355,null,2186,null,103738,null,5554,null,743690,null,5069,null,166343,null,5517,null,386835,null,6941,null,17586,null,2162,null,60793,null,3417,null,112133,null,5611,null,0400000US32,Nevada,32
1026569,null,2058,null,501235,null,1338,null,154319,null,3994,null,280503,null,5633,null,5254,null,1128,null,11843,null,1325,null,49316,null,3818,null,525334,null,1271,null,130550,null,4040,null,272631,null,6207,null,8057,null,1349,null,45791,null,2557,null,68305,null,3971,null,0400000US33,New Hampshire,33
4965100,null,13895,null,2395353,null,8451,null,754978,null,11007,null,1366017,null,13685,null,30420,null,2669,null,72685,null,3600,null,171253,null,6755,null,2569747,null,7405,null,648649,null,9039,null,1314828,null,14400,null,48239,null,4116,null,304225,null,5308,null,253806,null,8161,null,0400000US34,New Jersey,34
1107138,null,8447,null,540988,null,5861,null,176839,null,5675,null,278970,null,6291,null,8210,null,1631,null,15954,null,1899,null,61015,null,4057,null,566150,null,4959,null,138055,null,5523,null,275480,null,6641,null,10830,null,1890,null,56318,null,2819,null,85467,null,4211,null,0400000US35,New Mexico,35
10617228,null,25877,null,5130006,null,14473,null,1811939,null,16228,null,2698760,null,19509,null,90196,null,5454,null,151077,null,5101,null,378034,null,12393,null,5487222,null,13352,null,1582705,null,16782,null,2610552,null,18313,null,133305,null,6247,null,632041,null,9600,null,528619,null,11448,null,0400000US36,New York,36
5186044,null,9530,null,2506947,null,5933,null,675821,null,10057,null,1483779,null,12376,null,56451,null,4532,null,62750,null,3436,null,228146,null,7757,null,2679097,null,4960,null,540999,null,8378,null,1479652,null,13686,null,71746,null,4882,null,282954,null,6354,null,303746,null,8991,null,0400000US37,North Carolina,37
482664,null,875,null,241255,null,790,null,79044,null,3334,null,134062,null,4192,null,2013,null,711,null,7340,null,1041,null,18796,null,1974,null,241409,null,663,null,57659,null,2411,null,133468,null,3818,null,3014,null,969,null,27827,null,1420,null,19441,null,1905,null,0400000US38,North Dakota,38
7853309,null,5139,null,3797199,null,3494,null,1137394,null,12224,null,2098968,null,16790,null,51466,null,3909,null,109882,null,4839,null,399489,null,9760,null,4056110,null,3047,null,966418,null,10616,null,2083607,null,17102,null,64105,null,4553,null,438871,null,6984,null,503109,null,11323,null,0400000US39,Ohio,39
2209779,null,5304,null,1077263,null,3606,null,277665,null,6468,null,622168,null,7553,null,17304,null,2567,null,34116,null,2548,null,126010,null,4532,null,1132516,null,3175,null,217232,null,4321,null,604041,null,8056,null,24626,null,2779,null,129587,null,4315,null,157030,null,5036,null,0400000US40,Oklahoma,40
2656694,null,7169,null,1301444,null,5307,null,399592,null,8449,null,697764,null,10364,null,18313,null,2711,null,32355,null,2839,null,153420,null,5143,null,1355250,null,3708,null,316249,null,5939,null,688137,null,9013,null,25440,null,2833,null,129454,null,4477,null,195970,null,6322,null,0400000US41,Oregon,41
8666131,null,8057,null,4173337,null,4981,null,1298250,null,11648,null,2316969,null,16741,null,66700,null,4209,null,133674,null,4334,null,357744,null,9154,null,4492794,null,5595,null,1123185,null,10207,null,2280629,null,16851,null,90042,null,4404,null,547394,null,8199,null,451544,null,10246,null,0400000US42,Pennsylvania,42
736243,null,3549,null,350749,null,2130,null,119187,null,4117,null,179220,null,4752,null,4575,null,1325,null,11133,null,1369,null,36634,null,3598,null,385494,null,2405,null,110019,null,3802,null,180772,null,5199,null,4833,null,1184,null,45095,null,2180,null,44775,null,3099,null,0400000US44,Rhode Island,44
2440512,null,3787,null,1187650,null,2734,null,320373,null,5854,null,694748,null,9079,null,26491,null,2658,null,33046,null,2532,null,112992,null,5202,null,1252862,null,2184,null,247262,null,6067,null,693013,null,10447,null,33528,null,3264,null,135735,null,4268,null,143324,null,7019,null,0400000US45,South Carolina,45
567107,null,1530,null,279541,null,1225,null,82041,null,2811,null,160464,null,3474,null,2407,null,826,null,7652,null,1173,null,26977,null,2400,null,287566,null,1060,null,67534,null,2964,null,158423,null,3763,null,2811,null,821,null,31155,null,1616,null,27643,null,2385,null,0400000US46,South Dakota,46
3984300,null,5333,null,1929377,null,3873,null,515648,null,8252,null,1100299,null,11201,null,29639,null,3143,null,52577,null,3161,null,231214,null,7693,null,2054923,null,3115,null,405055,null,8198,null,1091764,null,14000,null,40369,null,3600,null,231560,null,5356,null,286175,null,9297,null,0400000US47,Tennessee,47
13157064,null,35263,null,6499244,null,20849,null,1988551,null,21485,null,3622493,null,22422,null,119171,null,6858,null,149233,null,6009,null,619796,null,14590,null,6657820,null,19361,null,1568525,null,16518,null,3469970,null,23011,null,178890,null,7225,null,628568,null,10163,null,811867,null,15508,null,0400000US48,Texas,48
1778226,null,4811,null,888569,null,2902,null,272273,null,6028,null,523566,null,6669,null,8805,null,1557,null,14345,null,1648,null,69580,null,3434,null,889657,null,2719,null,216881,null,5561,null,511114,null,8328,null,11882,null,2027,null,58438,null,2787,null,91342,null,4092,null,0400000US49,Utah,49
499060,null,860,null,243201,null,786,null,78793,null,2848,null,129091,null,3750,null,2971,null,1070,null,5927,null,1001,null,26419,null,2450,null,255859,null,636,null,64292,null,2420,null,129335,null,3690,null,3968,null,800,null,24188,null,1397,null,34076,null,2501,null,0400000US50,Vermont,50
4461800,null,8523,null,2180954,null,5968,null,640223,null,9472,null,1262685,null,11609,null,40261,null,3773,null,52920,null,2827,null,184865,null,5824,null,2280846,null,4908,null,522484,null,8774,null,1235433,null,11902,null,51287,null,3891,null,225816,null,6289,null,245826,null,6925,null,0400000US51,Virginia,51
4286844,null,8527,null,2119272,null,4977,null,652821,null,10697,null,1143881,null,11763,null,32507,null,2821,null,49620,null,3070,null,240443,null,7433,null,2167572,null,5425,null,513492,null,8257,null,1124736,null,12287,null,36210,null,3688,null,190601,null,4894,null,302533,null,8554,null,0400000US53,Washington,53
1418372,null,1793,null,684106,null,1650,null,183949,null,4305,null,389739,null,7479,null,9416,null,1742,null,24776,null,2399,null,76226,null,5014,null,734266,null,1699,null,158178,null,4911,null,384211,null,7791,null,13408,null,2193,null,91345,null,3222,null,87124,null,4502,null,0400000US54,West Virginia,54
4027905,null,4224,null,1983308,null,2723,null,614676,null,8952,null,1119531,null,9439,null,16525,null,1756,null,49627,null,2925,null,182949,null,6255,null,2044597,null,2379,null,497200,null,7371,null,1099704,null,10437,null,21667,null,2473,null,206691,null,4291,null,219335,null,5906,null,0400000US55,Wisconsin,55
389527,null,2005,null,197206,null,1665,null,57042,null,2632,null,106562,null,3490,null,2909,null,985,null,5537,null,1011,null,25156,null,2558,null,192321,null,1015,null,39953,null,2143,null,105828,null,3109,null,2957,null,915,null,18109,null,1451,null,25474,null,2387,null,0400000US56,Wyoming,56
2370305,null,16238,null,1101404,null,9811,null,431491,null,7794,null,488168,null,10065,null,35877,null,2728,null,36575,null,2684,null,109293,null,4448,null,1268901,null,10000,null,404184,null,8266,null,495706,null,10218,null,49152,null,3866,null,144759,null,4749,null,175100,null,5593,null,0400000US72,Puerto Rico,72
