GEO_ID,C08113_001E,C08113_001M,C08113_002E,C08113_002M,C08113_003E,C08113_003M,C08113_004E,C08113_004M,C08113_005E,C08113_005M,C08113_006E,C08113_006M,C08113_007E,C08113_007M,C08113_008E,C08113_008M,C08113_009E,C08113_009M,C08113_010E,C08113_010M,C08113_011E,C08113_011M,C08113_012E,C08113_012M,C08113_013E,C08113_013M,C08113_014E,C08113_014M,C08113_015E,C08113_015M,C08113_016E,C08113_016M,C08113_017E,C08113_017M,C08113_018E,C08113_018M,C08113_019E,C08113_019M,C08113_020E,C08113_020M,C08113_021E,C08113_021M,C08113_022E,C08113_022M,C08113_023E,C08113_023M,C08113_024E,C08113_024M,C08113_025E,C08113_025M,C08113_026E,C08113_026M,C08113_027E,C08113_027M,C08113_028E,C08113_028M,C08113_029E,C08113_029M,C08113_030E,C08113_030M,NAME,C08113_001MA,C08113_001EA,C08113_002EA,C08113_002MA,C08113_003EA,C08113_003MA,C08113_004EA,C08113_004MA,C08113_005MA,C08113_005EA,C08113_006MA,C08113_006EA,C08113_007MA,C08113_007EA,C08113_008EA,C08113_008MA,C08113_009EA,C08113_009MA,C08113_010EA,C08113_010MA,C08113_011MA,C08113_011EA,C08113_012MA,C08113_012EA,C08113_013EA,C08113_013MA,C08113_014EA,C08113_014MA,C08113_015EA,C08113_015MA,C08113_016MA,C08113_016EA,C08113_017MA,C08113_017EA,C08113_018MA,C08113_018EA,C08113_019EA,C08113_019MA,C08113_020EA,C08113_020MA,C08113_021EA,C08113_021MA,C08113_022EA,C08113_022MA,C08113_023EA,C08113_023MA,C08113_024MA,C08113_024EA,C08113_025EA,C08113_025MA,C08113_026MA,C08113_026EA,C08113_027EA,C08113_027MA,C08113_028EA,C08113_028MA,C08113_029MA,C08113_029EA,C08113_030EA,C08113_030MA,state
0400000US48,11608001,31148,7504120,33317,4103881,27628,2439116,25400,1664765,26667,9292439,32347,6153723,31146,3138716,27100,1952903,23623,1185813,21659,1280750,20942,652295,15097,628455,14664,308302,9461,320153,12306,189285,8723,116534,7169,72751,4802,34188,2928,38563,3561,389873,13034,234329,8998,155544,8439,78832,6107,76712,5566,455654,11353,347239,9642,108415,5702,64891,4380,43524,3934,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1296763,8455,1102313,10451,194450,6526,116233,5524,78217,4706,981257,8637,845065,9590,136192,5792,84688,5166,51504,3728,158411,7008,122975,6188,35436,3531,17081,2174,18355,2691,32473,3324,24853,2689,7620,1411,3689,1011,3931,1039,62809,3896,54251,3835,8558,1526,5961,1057,2597,963,61813,3734,55169,3574,6644,1405,4814,1097,1830,703,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,318829,4556,301546,4724,17283,1924,13313,1727,3970,925,234408,4634,224496,4499,9912,1257,8016,1118,1896,519,32522,2488,30196,2341,2326,720,1947,655,379,216,3781,804,2805,680,976,431,759,378,217,187,24925,2131,22150,2056,2775,865,1614,508,1161,606,23193,1919,21899,1840,1294,473,977,384,317,240,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3967188,18571,3286210,18642,680978,11372,422868,12484,258110,9304,3067222,20066,2602407,18806,464815,11075,304090,9970,160725,6984,393282,10827,288388,8548,104894,7327,48748,3461,56146,6344,174525,6727,120850,5265,53675,4976,33329,3598,20346,2834,144409,5867,115474,5056,28935,3366,16242,2617,12693,2197,187750,6797,159091,6140,28659,3400,20459,2927,8200,1577,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3181100,15447,2561118,15558,619982,13124,360834,10261,259148,8650,2297264,17657,1883583,14530,413681,11400,250135,8622,163546,6755,340987,11125,238767,7753,102220,6961,47095,4137,55125,5349,185379,8227,137771,6694,47608,4554,29060,3513,18548,2565,182233,7060,152039,5919,30194,3306,17997,2143,12197,2042,175237,6460,148958,5756,26279,3490,16547,2645,9732,1907,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,733687,9255,714165,9218,19522,2155,14199,1997,5323,1291,599271,9193,586283,9044,12988,1716,9806,1613,3182,876,77490,4417,74790,4323,2700,757,2144,673,556,294,5356,1138,4841,1010,515,324,480,320,35,74,30399,2766,27765,2777,2634,1012,1200,683,1434,878,21171,2177,20486,2201,685,374,569,353,116,124,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2799940,11057,2568073,10949,231867,6404,141467,5323,90400,4861,2245736,12905,2080770,12096,164966,5407,106341,4599,58625,3952,250241,7483,215253,6857,34988,3043,16929,2019,18059,2234,50384,3063,42771,3111,7613,1279,4184,1086,3429,925,144186,4774,126991,4198,17195,2079,9628,1443,7567,1221,109393,4430,102288,4302,7105,1060,4385,747,2720,703,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,285940,4681,264915,4813,21025,2541,14548,2309,6477,1339,216595,5203,202515,5060,14080,1939,11097,1985,2983,781,33043,2962,29373,2713,3670,1054,2148,948,1522,545,4379,954,3188,763,1191,780,90,103,1101,775,16135,2603,15002,2439,1133,639,697,423,436,451,15788,1997,14837,1955,951,466,516,363,435,305,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1053975,12607,50486,3413,1003489,12309,205092,7684,798397,11627,849901,11254,36967,3097,812934,10913,166494,6954,646440,10353,102432,5263,8090,1490,94342,5211,20105,2324,74237,4742,27214,2819,1911,593,25303,2657,4509,996,20794,2448,53221,4123,2672,701,50549,4172,8710,1600,41839,3869,21207,2395,846,495,20361,2347,5274,1246,15087,2107,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1970822,16683,1856670,15703,114152,5118,58722,4669,55430,3841,1680837,16054,1597461,15004,83376,4737,47641,3938,35735,3045,186834,7639,162949,7467,23885,2886,7819,1588,16066,2812,8096,1441,7190,1402,906,447,178,156,728,431,44100,3224,40231,3211,3869,1122,1669,642,2200,737,50955,3258,48839,3296,2116,601,1415,424,701,425,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,356567,5362,300950,5865,55617,3571,39112,3368,16505,2133,235946,5800,207086,5686,28860,3069,22129,2927,6731,1248,47473,4331,36975,3516,10498,1897,7042,1361,3456,1165,5746,1261,5167,1191,579,361,518,356,61,91,47503,3974,34545,3027,12958,1865,7794,917,5164,1272,19899,2496,17177,2225,2722,939,1629,639,1093,633,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2721795,15551,1997320,17037,724475,13987,466899,11824,257576,9224,2088074,16942,1547574,16910,540500,12511,363064,10603,177436,8360,300566,9972,191298,7692,109268,6369,58747,3959,50521,4414,54614,4654,38563,3803,16051,2419,8667,1713,7384,1733,130237,5897,96431,5192,33806,3808,19475,2559,14331,2437,148304,6579,123454,5606,24850,2851,16946,2332,7904,1288,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1233150,10763,1138478,9963,94672,4388,44449,3359,50223,3521,1013982,10229,948792,9156,65190,4456,33518,3140,31672,2805,137885,6996,115865,6119,22020,3518,6979,1638,15041,2999,5748,1345,4549,1125,1199,706,587,543,612,460,32868,2749,29801,2672,3067,853,1350,551,1717,667,42667,3540,39471,3225,3196,1125,2015,948,1181,693,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
