GEO_ID,C17020C_001E,C17020C_001M,C17020C_002E,C17020C_002M,C17020C_003E,C17020C_003M,C17020C_004E,C17020C_004M,C17020C_005E,C17020C_005M,C17020C_006E,C17020C_006M,C17020C_007E,C17020C_007M,C17020C_008E,C17020C_008M,C17020C_009E,C17020C_009M,NAME,C17020C_001EA,C17020C_001MA,C17020C_002MA,C17020C_002EA,C17020C_003MA,C17020C_003EA,C17020C_004EA,C17020C_004MA,C17020C_005EA,C17020C_005MA,C17020C_006EA,C17020C_006MA,C17020C_007MA,C17020C_007EA,C17020C_008MA,C17020C_008EA,C17020C_009MA,C17020C_009EA,state
0400000US27,52367,2282,16730,1811,6248,1035,10106,1179,376,147,35637,2258,10289,1237,22308,1618,3040,490,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,12185,1347,3410,1379,1391,636,1827,792,192,194,8775,1554,2581,832,5440,1017,754,309,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,27047,2624,7723,2259,2857,1478,4620,1164,246,171,19324,2334,4575,979,12243,1733,2506,759,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,62742,2317,22611,2910,9399,1357,12459,1719,753,229,40131,3073,11524,1411,24827,2028,3780,530,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15045,1777,6051,1493,1917,666,3934,1108,200,157,8994,1376,2806,643,5675,1116,513,187,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30373,2691,7603,2053,2012,723,5137,1462,454,204,22770,3186,5236,1342,14828,2155,2706,631,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2305,750,460,400,27,50,433,389,0,181,1845,649,183,101,1222,504,440,359,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,21164,3483,4592,1817,1584,1041,2688,1036,320,232,16572,3077,5028,1474,9777,2056,1767,555,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,187962,3312,67743,4331,26093,2431,36719,2651,4931,781,120219,4963,32639,2687,76634,3281,10946,866,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,71664,5652,19807,3165,6226,1423,12548,2236,1033,406,51857,4850,11945,1972,33727,3596,6185,1017,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,110014,3608,38240,3467,12792,1524,22764,2343,2684,777,71774,4332,16238,1701,47814,3113,7722,895,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,36038,1746,13088,1561,5811,847,6745,879,532,205,22950,2020,6977,909,14412,1263,1561,435,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20444,2134,4986,1270,1233,714,3522,969,231,157,15458,1803,1789,762,10884,1451,2785,929,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,271746,5980,61995,3811,24250,2243,33935,2296,3810,653,209751,6620,62266,3113,127959,4182,19526,1074,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,45323,4217,15237,3103,5223,1796,9409,1722,605,339,30086,2976,6071,1289,20256,2187,3759,918,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20431,2891,6507,1882,2004,1033,4192,1102,311,250,13924,2496,3365,988,9746,1951,813,324,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,4478,1290,1482,860,269,253,1033,666,180,215,2996,1126,461,381,2171,962,364,231,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14721,1611,3502,937,1046,613,2247,620,209,183,11219,1473,2642,676,7386,1035,1191,484,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,69372,2475,33019,2667,14663,1766,17385,1627,971,380,36353,2792,11789,1373,22088,1696,2476,417,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16931,3114,3826,1893,1165,1163,2464,939,197,185,13105,2524,2635,1071,9133,1765,1337,575,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,122570,8517,31769,4712,10966,2919,19541,2766,1262,415,90801,7189,20697,3003,60221,5271,9883,1440,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30361,2722,8553,1561,2989,900,5006,900,558,262,21808,2727,5059,1075,15377,2091,1372,510,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1988,659,605,460,57,93,372,363,176,279,1383,550,233,211,832,377,318,224,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,21581,2918,3346,1086,454,381,2336,841,556,272,18235,2738,3555,906,13175,2332,1505,564,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,92628,4368,27626,2739,9013,1671,17419,1930,1194,399,65002,4399,16729,2002,42806,3057,5467,827,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2526,852,495,307,0,182,481,308,14,27,2031,802,360,293,1474,702,197,185,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,49766,2448,12566,1976,4830,1098,7285,1203,451,236,37200,2882,9410,1178,24516,2133,3274,527,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11886,1914,3873,1278,1238,607,2559,844,76,71,8013,1449,2273,596,5291,1021,449,205,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13043,3101,6140,1981,2105,1046,3719,1237,316,210,6903,2351,1029,822,5401,1779,473,258,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,23728,2619,5176,1592,1235,668,3363,1125,578,332,18552,2405,3701,884,13030,1971,1821,553,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,100236,3521,22456,2344,8867,1290,12903,1367,686,208,77780,3843,23248,2124,47631,2227,6901,591,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,283645,4829,109298,8034,43276,4314,59844,4436,6178,738,174347,7601,45571,3900,114032,4879,14744,895,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16947,2017,4260,1282,1431,719,2601,788,228,206,12687,1807,1925,525,9690,1566,1072,454,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
