GEO_ID,C12002I_001E,C12002I_001M,C12002I_002E,C12002I_002M,C12002I_003E,C12002I_003M,C12002I_004E,C12002I_004M,C12002I_005E,C12002I_005M,C12002I_006E,C12002I_006M,NAME,C12002I_001MA,C12002I_001EA,C12002I_002MA,C12002I_002EA,C12002I_003MA,C12002I_003EA,C12002I_004MA,C12002I_004EA,C12002I_005EA,C12002I_005MA,C12002I_006EA,C12002I_006MA,state
0400000US27,171318,1308,76552,3685,73061,3696,4741,1051,2004,577,14960,1943,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,56914,2575,25981,2592,23539,2270,1631,713,1366,599,4397,1134,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,151256,2168,61326,3151,68428,3493,5221,1399,3835,877,12446,1975,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22213,841,8934,1173,9322,1159,583,274,1018,508,2356,715,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,115182,1020,47620,3191,52712,3294,2638,824,2428,710,9784,1788,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,526982,612,210509,6397,235227,8147,17423,2396,13347,1805,50476,4572,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27418,895,12065,1148,10582,1497,910,572,968,503,2893,832,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1236835,410,546137,8180,497337,11178,49447,3659,37700,3048,106214,5636,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,724887,640,272700,5950,313763,7239,16523,2407,35522,2473,86379,4957,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2723833,1556,1296107,14640,942907,16190,131522,6363,103687,4757,249610,8966,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,556982,3362,239253,7335,259989,7413,18919,2866,9433,1366,29388,3070,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11347,701,5643,978,4577,822,32,44,106,120,989,403,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,254067,2171,112272,3258,100154,3134,7549,1501,7332,1233,26760,2339,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,232979,941,85638,3328,114235,3480,9428,1655,5516,936,18162,1652,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,317699,1560,137362,5270,137973,5754,11540,1980,5988,1199,24836,2672,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,546960,1253,271013,5429,187999,6676,24462,2888,18326,2162,45160,3855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,98961,548,47787,2568,33779,2814,4821,1107,2274,714,10300,1740,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,169699,2400,68484,3789,81618,4037,6985,1493,3644,823,8968,1750,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16295,1006,7492,1076,6003,987,1110,624,444,225,1246,573,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,204347,2288,87251,3987,95149,4807,5292,1103,3577,1067,13078,2064,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7059452,2368,2602686,21429,3312854,28901,278658,11480,260529,8429,604725,14354,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,250520,768,96325,3808,119334,4590,9040,1922,5221,1205,20600,2683,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7480,584,3851,672,2168,608,100,105,257,149,1104,400,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,495935,2795,208550,6460,231034,8022,13201,2040,9628,1731,33522,3390,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,538552,957,228275,5856,241214,7630,16454,2556,9826,1390,42783,3501,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15880,1370,5851,1202,7225,1059,317,221,552,324,1935,551,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,232570,1358,105220,3724,94650,4232,7567,1506,4522,956,20611,2192,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,39067,991,16083,1589,16538,1675,794,525,1272,587,4380,1041,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2947500,3343,1129046,12247,1117543,16433,87361,4798,205952,5488,407598,10983,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,119757,2385,44971,2903,62325,3190,2587,1134,2248,698,7626,1557,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30719,557,12701,1142,13753,1440,773,475,643,433,2849,735,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1381922,585,583261,10074,585254,11962,41466,4093,47887,3493,124054,6684,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,129492,1822,48194,3791,66802,3824,3602,1213,2383,838,8511,1733,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
