GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001MA,B16006_001EA,B16006_002MA,B16006_002EA,B16006_003MA,B16006_003EA,B16006_004EA,B16006_004MA,B16006_005MA,B16006_005EA,B16006_006MA,B16006_006EA,B16006_007MA,B16006_007EA,B16006_008MA,B16006_008EA,state
0400000US41,421210,1159,140902,7301,277433,7549,150835,7435,51649,4981,50240,5074,24709,4097,2875,1103,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,698116,1220,228675,8918,464735,8925,266838,9133,91513,6720,67920,5345,38464,3917,4706,1681,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,124885,480,21752,2787,102843,2900,53226,3286,19019,2568,18897,2525,11701,2262,290,247,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,219499,2748,60167,5020,158026,5513,80430,4430,30693,3292,33080,3398,13823,2960,1306,705,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21911,1013,12047,1675,9631,1451,3977,956,3164,980,1567,869,923,294,233,268,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,267983,3405,71745,6018,194746,6165,98834,5443,42373,3726,44156,3827,9383,1651,1492,803,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8973008,1982,2120657,32694,6835113,33108,3981385,29973,1199994,21263,1022378,19906,631356,15664,17238,3065,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,332776,802,113091,7802,218289,7691,125029,6126,44265,3795,37844,3419,11151,2317,1396,690,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9223,409,5133,685,3703,676,2756,588,379,207,501,296,67,93,387,351,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,615603,2969,162990,8940,447904,8922,253304,10629,81724,5303,80242,6229,32634,4696,4709,1211,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,711674,846,218954,9388,486787,9243,272354,8492,85490,5441,80718,4545,48225,4479,5933,2167,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19479,1598,11238,1865,8190,1556,5108,1145,1874,598,972,437,236,291,51,99,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,311399,1347,107397,5598,202407,5900,111903,5530,39974,3339,35686,3116,14844,2304,1595,846,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,49185,978,26753,2196,22225,2165,15715,2144,3318,701,2232,784,960,567,207,195,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3423298,3814,177420,9082,3242973,10096,507151,14656,554906,12866,759132,12301,1421784,17483,2905,969,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,158606,3308,45856,4397,110926,4862,47664,3965,23910,2810,30344,3275,9008,2210,1824,1524,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39067,645,21456,2377,17358,2169,11301,1779,3278,863,2385,796,394,283,253,215,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1779373,518,580007,18521,1192432,18472,750642,14561,166068,9107,166383,8824,109339,6981,6934,2227,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,174114,1458,55694,5129,117899,5124,57722,4018,29117,2780,22090,2707,8970,1938,521,441,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
