GEO_ID,C14007F_001E,C14007F_001M,C14007F_002E,C14007F_002M,C14007F_003E,C14007F_003M,C14007F_004E,C14007F_004M,C14007F_005E,C14007F_005M,C14007F_006E,C14007F_006M,C14007F_007E,C14007F_007M,NAME,C14007F_001MA,C14007F_001EA,C14007F_002EA,C14007F_002MA,C14007F_003EA,C14007F_003MA,C14007F_004EA,C14007F_004MA,C14007F_005MA,C14007F_005EA,C14007F_006MA,C14007F_006EA,C14007F_007MA,C14007F_007EA,state
0400000US22,45918,6638,13276,2763,2450,897,5266,1526,1897,719,3663,1224,32642,5058,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2431,746,1305,556,13,23,725,462,244,190,323,236,1126,475,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,192254,12272,57579,5109,7429,1456,24230,3034,13556,1993,12364,1888,134675,9142,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,257423,11182,86975,5502,8961,1763,33642,3174,21578,2258,22794,2406,170448,7760,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,89529,7487,32477,3772,3460,950,15033,2334,7503,1515,6481,1693,57052,4948,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,69084,6216,24489,2823,3687,928,10914,1827,5866,1250,4022,988,44595,4307,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20816,3618,7311,1836,1213,726,2231,786,2022,1115,1845,770,13505,2669,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,66139,6131,21032,3043,2599,807,9417,1807,3797,888,5219,1380,45107,4198,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6104,1320,1257,592,30,47,930,511,30,50,267,261,4847,1126,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,39635,4337,13557,2199,2049,720,6299,1321,3569,958,1640,641,26078,2761,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,224092,11710,74491,5522,8487,1484,36265,3279,20242,2643,9497,1678,149601,8324,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5322,1495,1554,649,124,193,776,361,608,362,46,76,3768,1133,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,497623,18123,159899,8389,21799,2662,68307,4920,33880,3019,35913,3667,337724,13374,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,243662,12946,71847,6730,7262,1677,31539,3518,17850,2665,15196,2547,171815,8999,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1570575,27765,472692,12628,50075,4205,198734,6781,109591,5397,114292,5794,1097883,20349,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,238926,14443,88890,6587,13530,2554,45925,4453,19336,2634,10099,1894,150036,10124,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3812,1082,1316,548,209,224,841,463,165,136,101,95,2496,651,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,86321,6439,29740,4049,3932,965,14003,2641,5822,1492,5983,1313,56581,4944,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,83454,6403,25529,2712,4076,940,11789,1677,5929,1002,3735,857,57925,4728,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,129626,9273,47324,4791,6045,1383,21456,2569,10567,2432,9256,1701,82302,6357,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,232644,11423,78584,5980,7651,1724,35180,3943,20112,2257,15641,2101,154060,7289,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,54758,5708,18709,2554,1069,617,8505,1644,4514,1040,4621,1135,36049,4001,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74267,6722,24340,3592,3118,1118,12183,2296,2984,759,6055,1545,49927,4826,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7270,1911,1975,679,179,186,959,331,394,304,443,340,5295,1622,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,86053,9004,24759,3697,4514,1271,12514,2230,4188,1141,3543,1129,61294,6595,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1520128,46139,484992,20386,54343,4060,231150,13104,109955,5980,89544,6241,1035136,30622,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,111106,8418,41029,4433,6258,1234,18586,3063,8699,1465,7486,1745,70077,5616,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1313,563,513,316,43,68,147,147,71,107,252,208,800,340,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,177032,11164,51165,4306,5367,1405,21840,2686,10087,1719,13871,2156,125867,8707,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,239974,11251,79793,6298,8530,1681,41602,4387,18659,2722,11002,1931,160181,8006,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3855,1272,1446,629,238,169,502,346,139,142,567,375,2409,908,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,90266,8223,33432,4251,4224,1126,15821,2693,7100,1473,6287,1714,56834,5061,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,10570,2438,3517,1167,522,402,1276,607,356,347,1363,639,7053,1740,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,341621,15624,100372,6983,10571,1660,42017,4360,20408,2628,27376,2887,241249,11153,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,48874,6265,17553,3054,1943,749,11778,2297,2029,781,1803,644,31321,4075,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6405,1428,1727,555,144,185,1033,366,141,120,409,287,4678,1253,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,400277,16773,131988,8751,12706,1998,59892,5562,32218,2981,27172,3199,268289,11029,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,55355,4823,20986,2614,3481,1085,9638,1841,5266,1611,2601,907,34369,3414,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
