GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001MA,B18101I_001EA,B18101I_002MA,B18101I_002EA,B18101I_003MA,B18101I_003EA,B18101I_004EA,B18101I_004MA,B18101I_005EA,B18101I_005MA,B18101I_006MA,B18101I_006EA,B18101I_007MA,B18101I_007EA,B18101I_008MA,B18101I_008EA,B18101I_009EA,B18101I_009MA,B18101I_010MA,B18101I_010EA,state
0400000US39,367579,1920,138960,1483,6668,1161,132292,1859,210646,2169,21519,2083,189127,2657,17973,1311,7010,933,10963,1189,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,348757,1097,140052,549,6072,1158,133980,1345,197802,1790,15613,1572,182189,2162,10903,1028,4675,628,6228,978,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,469402,866,183926,602,8633,1786,175293,1771,270572,1457,23202,2971,247370,3610,14904,938,5585,915,9319,923,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,763297,1561,275278,774,21793,2851,253485,2726,452680,1995,66928,4659,385752,4456,35339,1399,14767,1509,20572,1882,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,137575,326,47218,340,1952,738,45266,724,83996,531,11505,1671,72491,1711,6361,374,2455,684,3906,733,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,239456,2103,88075,1882,2377,771,85698,2155,143729,2522,7349,1445,136380,2795,7652,1132,2711,728,4941,913,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23919,1009,9777,511,852,413,8925,504,13351,955,458,207,12893,954,791,394,419,263,372,269,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,303510,2817,117711,1733,5203,1401,112508,2154,176576,2073,10384,1800,166192,2505,9223,1504,3606,1009,5617,1231,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9816895,4335,3417406,1734,145278,7329,3272128,7473,5814347,4863,524253,12789,5290094,13415,585142,3008,268501,5725,316641,5692,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,375065,843,149347,417,4682,1327,144665,1309,212843,1000,14340,1908,198503,2141,12875,658,4779,863,8096,990,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9700,356,2675,448,117,117,2558,461,6261,522,648,254,5613,488,764,345,159,112,605,342,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,666414,3520,221134,2250,5552,1188,215582,2635,422104,3375,18743,2819,403361,4354,23176,1700,5768,1258,17408,1832,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,795403,1385,313367,467,11425,2192,301942,2171,457132,2094,36973,3525,420159,4039,24904,1357,8662,1181,16242,1449,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22630,1668,8583,1097,299,185,8284,1070,12413,1099,1981,758,10432,985,1634,502,735,380,899,390,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,349785,932,140078,902,5297,1177,134781,1476,198021,1424,17251,1917,180770,2253,11686,955,4714,731,6972,1027,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53424,710,17825,663,501,320,17324,743,31999,887,2930,688,29069,1001,3600,805,1051,515,2549,712,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3607155,4044,842896,1446,69581,4312,773315,4488,2194671,3117,396696,8502,1797975,9025,569588,1112,291940,4971,277648,4977,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,182796,3277,71831,2169,2361,808,69470,2171,106008,2396,5749,1501,100259,2920,4957,930,1458,530,3499,837,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40914,849,15028,155,298,170,14730,202,24512,888,2476,690,22036,1198,1374,512,395,366,979,332,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1936580,2279,704971,334,23230,2724,681741,2698,1123093,2296,87226,4606,1035867,4931,108516,843,44080,2578,64436,2534,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,195224,1052,79733,1104,3501,971,76232,1484,111384,1595,7934,1697,103450,2311,4107,1123,1719,641,2388,824,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
