GEO_ID,C19001A_001E,C19001A_001M,C19001A_002E,C19001A_002M,C19001A_003E,C19001A_003M,C19001A_004E,C19001A_004M,C19001A_005E,C19001A_005M,C19001A_006E,C19001A_006M,C19001A_007E,C19001A_007M,C19001A_008E,C19001A_008M,C19001A_009E,C19001A_009M,C19001A_010E,C19001A_010M,C19001A_011E,C19001A_011M,NAME,C19001A_001MA,C19001A_001EA,C19001A_002EA,C19001A_002MA,C19001A_003MA,C19001A_003EA,C19001A_004EA,C19001A_004MA,C19001A_005EA,C19001A_005MA,C19001A_006MA,C19001A_006EA,C19001A_007MA,C19001A_007EA,C19001A_008EA,C19001A_008MA,C19001A_009EA,C19001A_009MA,C19001A_010EA,C19001A_010MA,C19001A_011MA,C19001A_011EA,state
0400000US34,2335019,10546,102363,4881,85342,4326,181677,5513,180546,6407,243696,7201,383050,9443,307551,8138,410373,8168,214986,6188,225435,5142,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,588604,6683,50188,3497,36708,2894,74255,4339,68226,3959,80750,3966,99813,4349,70972,3313,66432,3136,24094,2322,17166,1735,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5072850,13701,309600,7700,237276,6646,476356,11226,428261,8848,580285,10625,880164,12602,638034,9072,779109,12406,340097,7276,403668,9197,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2731213,13656,181484,7109,156329,5839,307006,7746,305685,8521,400162,8634,519433,11047,340614,7664,315347,8213,101031,4716,104122,4500,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270519,2736,16333,1930,12576,1467,25721,1969,27443,2005,40858,2580,52328,2920,36098,2241,36095,2202,11035,1460,12032,1452,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3845516,11923,248533,7132,212314,5721,445137,7776,420611,8114,577822,10787,755808,10818,478010,9519,443712,8938,138942,5070,124627,4854,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1127134,5574,81885,3549,67973,2816,137078,4395,130653,3803,173554,4810,214468,5816,130964,4869,117706,3550,37634,2586,35219,2061,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1353425,7348,102662,5353,74795,4477,157464,5853,140625,5126,199198,5418,257242,7815,164684,6056,163660,5225,50078,3017,43017,2525,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4220647,11584,246561,7302,217276,5021,454338,9199,431384,7833,585692,10223,809315,10702,557858,10549,550367,8210,191188,5837,176668,3875,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,354996,3734,24493,2327,19703,2124,34477,2531,31088,2489,45880,3454,62812,3735,45252,3235,53929,2807,19786,2001,17576,1841,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1259206,9389,85888,4749,66563,3867,146109,6015,136411,5571,193104,5519,243659,6687,150147,5040,145066,5529,48639,3347,43620,3001,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,294252,3009,16208,1798,14782,1456,32471,2362,32789,2275,49389,3105,59328,2791,40343,2358,32363,2447,8879,1212,7700,1215,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1997158,10087,152104,6195,131116,5135,241228,7574,245913,8389,304297,8783,369627,8127,225625,7036,201168,6666,62612,3948,63468,3294,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6900753,23394,465890,11754,353417,9372,745266,12667,708239,11768,946589,16341,1242494,17013,835531,17094,905745,12184,347365,9357,350217,8668,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,812726,5735,40098,2863,30699,2555,72419,3491,74268,3808,120279,4826,179584,5712,116862,4400,113959,4466,35876,2522,28682,2457,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,250101,2853,13536,1404,14587,1542,26240,1862,25526,1735,36612,2159,49922,2349,34773,2132,31420,1894,8813,1167,8672,858,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2220729,11481,108742,4053,82569,4367,180357,5893,183847,5577,274540,7378,397560,9057,293453,8564,352298,6994,166677,5311,180686,4954,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2186697,10874,126929,5809,94215,4567,199508,6435,198964,5924,300229,6675,426503,8714,289908,7278,325513,7488,118922,5188,106006,4621,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,703788,5738,71761,3743,50570,3253,103696,4352,85417,4114,102317,4435,125387,5201,78471,3657,58142,3476,15213,1535,12814,1418,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2058573,8018,109818,3836,104629,4878,220199,6281,215413,6321,308214,7337,420710,6339,282970,6316,262052,5234,71075,3055,63493,3061,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,209943,3126,10518,1492,11260,1713,21614,2264,20486,2195,28786,2335,40599,2744,31655,2421,29966,2644,9736,1379,5323,1121,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,872911,10701,246101,7196,100065,4653,166884,5677,104614,5390,108042,4446,80814,4648,32298,2538,19843,2077,8629,1324,5621,1189,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1315608,8562,97459,3949,86165,4749,154976,4994,144398,5355,189398,5892,243659,6742,161408,6088,150385,5402,50011,3007,37749,2661,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,188219,2595,5705,935,5904,798,12973,1634,14136,1638,20099,1802,35860,2475,28715,2352,36689,2632,14773,1493,13365,1516,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1996144,9554,139508,5646,107910,5131,225392,6712,218790,7622,304928,8614,380787,10093,233180,8050,240970,6348,76962,4386,67717,3780,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,917745,6891,72597,4377,67519,3791,127114,5118,112521,4219,137311,5281,171021,6198,96691,4096,86997,3952,24058,2299,21916,2042,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
