GEO_ID,C24010H_001E,C24010H_001M,C24010H_002E,C24010H_002M,C24010H_003E,C24010H_003M,C24010H_004E,C24010H_004M,C24010H_005E,C24010H_005M,C24010H_006E,C24010H_006M,C24010H_007E,C24010H_007M,C24010H_008E,C24010H_008M,C24010H_009E,C24010H_009M,C24010H_010E,C24010H_010M,C24010H_011E,C24010H_011M,C24010H_012E,C24010H_012M,C24010H_013E,C24010H_013M,NAME,C24010H_001EA,C24010H_001MA,C24010H_002MA,C24010H_002EA,C24010H_003MA,C24010H_003EA,C24010H_004EA,C24010H_004MA,C24010H_005EA,C24010H_005MA,C24010H_006EA,C24010H_006MA,C24010H_007MA,C24010H_007EA,C24010H_008MA,C24010H_008EA,C24010H_009EA,C24010H_009MA,C24010H_010EA,C24010H_010MA,C24010H_011EA,C24010H_011MA,C24010H_012EA,C24010H_012MA,C24010H_013MA,C24010H_013EA,state
0400000US26,3467084,14225,1811184,9804,596569,9623,237067,6097,305990,7381,273700,5886,397858,7908,1655900,11091,621715,10283,371217,8673,550115,8561,10446,1360,102407,4414,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2401422,10562,1239919,7623,452418,7195,137886,4667,226888,6401,193855,5605,228872,5883,1161503,6440,516098,6989,218479,6164,359121,6792,8356,1065,59449,3150,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,749027,8587,407943,6617,125328,4759,44490,3551,61357,4257,95162,5042,81606,4516,341084,5598,143968,5199,53835,3411,123547,5351,2716,895,17018,2133,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2313654,12339,1198796,8562,376335,8876,158114,5961,211392,7287,209741,5466,243214,7084,1114858,7980,443910,9422,225219,7161,375290,7726,8107,1462,62332,3894,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,435855,4956,230522,3417,79663,3464,31615,2454,33384,2618,50762,3219,35098,2453,205333,3674,82175,3327,47648,3292,65521,3036,2620,707,7369,1102,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,813569,5601,424986,3714,147413,4284,48352,2784,75608,3063,78904,3538,74709,3680,388583,3781,159024,4510,79545,3253,127884,3738,3344,712,18786,1566,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,681018,7502,368093,4894,119272,4094,72215,3810,72453,4047,55850,3459,48303,3705,312925,5002,117760,4564,66669,3848,114886,5439,1929,606,11681,1988,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,645236,6198,332458,3968,122415,4060,41376,3274,59815,3249,58368,3534,50484,3246,312778,4491,134540,4908,60358,3242,98180,4409,1889,522,17811,1834,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2525658,13900,1327225,8330,559483,8821,160075,5738,261908,6649,191350,6476,154409,5664,1198433,10162,576028,10743,173658,6981,410483,8172,5129,1176,33135,2486,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,385760,6768,204454,4761,89167,3639,26426,2962,36276,2942,29076,2840,23509,2870,181306,3540,87829,3815,28126,2819,57721,3371,2300,859,5330,1287,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5526854,25287,2864494,15796,1167832,13300,394256,9078,533266,10288,398466,6994,370674,8735,2662360,16336,1303210,13752,430712,8598,824476,12197,15376,1927,88586,3771,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2905564,17858,1515258,10255,549664,8887,184957,6417,275568,8449,258448,6871,246621,7953,1390306,12410,625712,9139,249217,7507,438665,9274,8879,1417,67833,3801,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,343548,3863,184489,2823,60046,2692,19193,1802,27085,2250,43770,2333,34395,2336,159059,2438,59882,2665,37170,2152,53714,2871,2011,608,6282,860,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4447860,16999,2322170,12329,730542,10005,293233,7919,407797,9151,353182,7694,537416,9918,2125690,13981,818233,11242,443816,10316,696126,11167,14853,2057,152662,4731,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1211542,8400,649323,5089,205944,4492,76086,3167,113622,4433,131357,4264,122314,3880,562219,6707,224485,5606,112932,4238,197808,4837,5104,928,21890,1984,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1386018,10908,719488,8141,261284,6317,91612,4979,135593,6201,103281,4560,127718,4511,666530,7836,273472,6317,147727,5428,210308,5866,5564,1214,29459,2821,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4914654,17737,2566735,11596,880482,11498,320809,7020,434570,8740,413453,8696,517421,9462,2347919,12740,966041,10873,462821,10230,779382,11644,15136,1851,124539,5107,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406567,6569,205281,4189,70697,4029,34911,2783,37651,3037,31847,3109,30175,2679,201286,4762,87875,4369,39506,2905,64795,3580,1050,453,8060,1538,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1347989,11886,708315,7437,238195,7419,99256,5636,128323,5401,119384,5390,123157,5127,639674,8237,268845,6749,110253,5018,224419,6372,4886,1109,31271,2704,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,378521,4549,198412,3168,68885,2991,22393,2446,31101,2445,38908,2870,37125,2630,180109,3256,68911,2822,37821,2680,61967,3002,2390,703,9020,1277,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2176417,13376,1154029,9795,369781,9280,140433,5647,211555,7069,191371,7349,240889,7061,1022388,10235,414472,9550,188863,6030,350177,9485,7363,1374,61513,3944,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5632553,20651,3066933,15665,1268354,17742,316463,9194,583478,14109,477512,11719,421126,11089,2565620,16314,1228277,15343,379459,9496,864096,13035,16770,2019,77018,4639,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1075884,8113,594444,5297,234003,5853,67680,4203,114540,5071,87961,4380,90260,5117,481440,5626,194425,5523,84005,3839,176481,5260,3427,1155,23102,1942,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,310061,4169,158900,2583,57429,2550,22363,1776,22817,1687,29909,2173,26382,1888,151161,2654,69260,2607,28628,2043,45050,2466,1504,548,6719,995,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2594865,14795,1356619,9822,592912,8358,159793,6019,218571,7021,208421,6081,176922,5494,1238246,10893,610285,8765,191905,7473,379923,8970,10118,1972,46015,3538,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2379571,12392,1258704,8761,490489,8641,155368,6759,217800,7407,193748,7535,201299,6555,1120867,8994,484178,8120,229710,7173,348918,8421,11490,1889,46571,3489,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,707028,8773,370527,5812,94715,4541,50767,3064,61239,3502,86393,4486,77413,4383,336501,5546,126295,4436,77198,4070,117185,4434,1761,648,14062,1763,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2474315,10173,1276432,7141,409816,8150,142888,5294,212850,6378,201397,5454,309481,6952,1197883,7467,484826,7209,237486,5560,379760,7076,10278,1366,85533,3481,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,251797,3960,137253,2938,42711,2824,15480,1844,15309,2004,38290,2457,25463,2360,114544,2828,41301,2510,27843,2295,37640,2182,1911,773,5849,1047,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7897,1502,4652,1112,2912,900,441,461,544,478,262,220,493,348,3245,885,1506,575,416,341,1204,541,0,214,119,199,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1406466,12066,773783,8316,249060,7217,91288,5384,125407,5741,146076,6052,161952,6598,632683,7650,262420,5769,104142,5207,223911,6006,5145,1085,37065,3258,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,242637,4459,133585,3503,48993,2809,19231,2664,16768,1977,29394,2139,19199,2086,109052,2559,52570,3144,18982,1708,32631,2515,1728,887,3141,899,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1673144,10901,877779,8233,349789,8441,124522,5647,185301,7405,117909,5561,100258,5482,795365,7698,339749,9788,141084,6586,283736,8256,4400,1294,26396,2824,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,960554,8736,511584,5524,147534,4760,58307,3963,85309,4087,104038,4847,116396,4854,448970,6143,174461,5415,88934,4421,157090,6719,3408,889,25077,2149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
