C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026MA,C07001_026EA,C07001_027EA,C07001_027MA,C07001_028MA,C07001_028EA,C07001_029MA,C07001_029EA,C07001_030MA,C07001_030EA,C07001_031MA,C07001_031EA,C07001_032EA,C07001_032MA,C07001_033EA,C07001_033MA,C07001_034MA,C07001_034EA,C07001_035EA,C07001_035MA,C07001_036MA,C07001_036EA,C07001_037MA,C07001_037EA,C07001_038EA,C07001_038MA,C07001_039EA,C07001_039MA,C07001_040EA,C07001_040MA,C07001_041EA,C07001_041MA,C07001_042EA,C07001_042MA,C07001_043EA,C07001_043MA,C07001_044EA,C07001_044MA,C07001_045EA,C07001_045MA,C07001_046EA,C07001_046MA,C07001_047MA,C07001_047EA,C07001_048MA,C07001_048EA,C07001_049EA,C07001_049MA,C07001_050EA,C07001_050MA,C07001_051EA,C07001_051MA,C07001_052EA,C07001_052MA,C07001_053MA,C07001_053EA,C07001_054EA,C07001_054MA,C07001_055EA,C07001_055MA,C07001_056EA,C07001_056MA,C07001_057EA,C07001_057MA,C07001_058MA,C07001_058EA,C07001_059MA,C07001_059EA,C07001_060EA,C07001_060MA,NAME,C07001_001MA,C07001_001EA,C07001_002MA,C07001_002EA,C07001_003EA,C07001_003MA,C07001_004MA,C07001_004EA,C07001_005EA,C07001_005MA,C07001_006EA,C07001_006MA,C07001_007MA,C07001_007EA,C07001_008EA,C07001_008MA,C07001_009MA,C07001_009EA,C07001_010EA,C07001_010MA,C07001_011EA,C07001_011MA,C07001_012MA,C07001_012EA,C07001_013MA,C07001_013EA,C07001_014EA,C07001_014MA,C07001_015MA,C07001_015EA,C07001_016EA,C07001_016MA,C07001_017EA,C07001_017MA,C07001_018MA,C07001_018EA,C07001_019EA,C07001_019MA,C07001_020MA,C07001_020EA,C07001_021EA,C07001_021MA,C07001_022EA,C07001_022MA,C07001_023MA,C07001_023EA,C07001_024MA,C07001_024EA,C07001_025MA,C07001_025EA,state
67688,5027,53540,3602,34935,2859,14909,1801,18053,1715,228628,11512,13255,2440,25756,3877,68946,4472,50854,4234,21380,2446,21474,2277,12928,2296,6071,1190,7964,1283,134137,9664,8485,2020,17603,3211,33275,3514,28331,3554,15768,2508,12577,2578,10709,1876,4331,1304,3058,862,24612,3645,1119,615,3585,1301,7377,1796,5704,1411,2915,1052,1394,515,1290,454,671,373,557,334,0400000US18,6457067,4184,343890,4690,1165262,3370,668970,4456,831240,3988,822480,3748,923559,3866,812240,2996,492886,1799,396540,1835,5493090,26865,275041,5700,1015699,9639,437166,7856,629691,9286,714729,7178,834574,5618,752378,5551,466904,2870,366908,2673,576600,18090,45990,3264,102619,7365,122206,6576,116660,5799,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
25017,2697,20665,2100,13551,1647,6320,1082,11381,1281,100826,5724,5396,938,11697,1811,35113,3466,19934,2029,9510,1541,8040,1217,5850,1056,2834,771,2452,594,75760,5982,4795,1050,9088,1762,20928,2162,16686,2471,9598,1691,7342,1486,4104,1045,2184,797,1035,438,10792,1952,187,176,1676,813,3541,1012,2153,803,1226,585,972,630,287,157,322,217,428,222,0400000US19,3035469,2721,157280,2970,526669,2684,314527,2395,389631,3115,360444,2929,424197,2626,393103,1665,240189,1457,229429,948,2585979,14093,127022,4126,461082,5789,189999,5123,293632,5378,315093,4325,387178,3676,369311,2571,228529,1908,214133,1662,262112,10885,19880,2387,43126,4311,64946,4604,57226,3823,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
32906,3351,25127,2407,14203,2001,5971,1116,9470,1187,105653,6755,6268,1282,12650,2775,33583,2838,24789,2655,9448,1554,8141,1304,5180,1052,2520,706,3074,729,88284,7145,7846,1388,12837,2673,22786,2462,18700,2366,10667,1961,6622,1357,4232,881,2571,801,2023,643,16830,2856,817,548,1330,606,6542,1708,3728,1105,1696,714,940,383,840,485,423,328,514,347,0400000US20,2848708,2507,164221,2846,519859,2136,301404,2942,383049,2914,345040,2800,390310,2151,350601,1937,207483,1474,186741,1379,2361899,16878,125434,3737,445309,6249,179713,4600,277836,6444,290323,4007,349480,3519,326146,2481,195998,2340,171660,2073,276042,15702,23856,2677,47733,5400,58780,3733,57996,4524,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
49576,4289,32620,2942,22918,2418,10298,1546,9708,1265,149956,10142,10298,1627,17884,3202,36617,3362,35038,3022,19047,2559,15251,2165,8032,1605,3684,758,4105,968,112787,7854,6445,1489,14703,2136,25308,2770,21995,2744,15477,2322,13849,2083,8979,1709,2532,791,3499,1059,17856,3275,873,432,2581,984,4268,1201,5085,1663,2619,962,906,424,903,592,409,202,212,181,0400000US21,4328626,2851,224884,3529,741306,2350,426975,2883,561750,3894,567749,3149,628346,3531,563990,1951,355055,1621,258571,1233,3676472,15304,174564,3653,640193,5975,286294,5837,426334,6776,481030,5716,565720,5302,523158,3209,338132,2392,241047,2132,371555,13279,32704,3195,65945,5387,74488,4765,73298,4673,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
42270,3665,36939,3691,20595,2269,10628,1507,7806,1244,152119,9856,12127,1967,20508,2904,33125,3313,34631,3479,20145,2803,14250,1769,9087,1942,3468,862,4778,1157,91215,6941,6995,1897,11994,2490,17603,2077,23502,2536,13920,2195,7157,1571,5597,1182,3100,1000,1347,403,14270,2470,526,323,2080,785,2063,971,3836,1008,2086,643,1804,865,1088,421,466,545,321,253,0400000US22,4545914,4612,253301,5088,809844,2956,476164,4335,644935,6472,565163,5088,632814,4293,565943,2440,343498,2475,254252,2303,3912023,21791,204028,5496,698442,7913,353394,6538,501341,8267,486742,6615,572664,5047,529576,4173,325836,2752,240000,2326,376287,15953,29625,3775,76820,5756,69979,4707,81625,5779,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
12383,1901,11096,1793,7692,1486,4667,1087,4633,871,37486,3558,2568,871,4087,1082,11452,1608,6999,1214,4649,1226,3229,930,2315,718,992,445,1195,484,27523,3132,829,439,2710,881,7117,1283,5932,1399,3171,895,2296,724,2286,785,2044,809,1138,421,4281,1182,130,148,846,464,702,482,757,426,698,407,534,375,306,194,80,117,228,196,0400000US23,1315586,1384,52584,1655,199797,1356,116188,1472,147351,1562,161719,1328,210020,1138,201954,1125,125335,579,100638,504,1132344,9895,42104,2074,172892,3716,75211,3416,108103,3852,140818,3063,192865,2346,189355,2071,117552,1495,93444,1195,113952,8246,6953,1450,19262,3246,21706,2866,25560,3079,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
54090,3966,46081,4030,23025,2573,10814,1744,12636,1898,149518,9114,8187,1845,16869,2737,32212,3178,40557,3431,18927,3061,15473,2038,9723,1661,3444,807,4126,819,154983,8958,9847,1582,17741,2971,33132,3020,44255,4025,21443,2980,14502,2342,7538,1337,3365,857,3160,996,43059,4885,2668,1011,8325,2131,7901,1634,8207,1460,7093,1657,4720,1151,2606,668,1373,482,166,120,0400000US24,5816472,3717,296534,4004,978310,1927,569493,2604,801626,3527,775962,3541,894876,2665,736990,1483,429926,1757,332755,1599,5068457,21604,245904,4939,866103,7025,429918,7682,620328,7530,674409,7246,814100,5718,694098,3867,410930,2795,312667,2072,400455,18131,29928,3156,69272,5711,66330,6521,88279,6595,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
63101,4677,48055,4039,34869,3163,14284,1887,18687,1853,160704,9414,7660,1711,9463,1612,42606,4106,50209,4777,16621,2274,13816,2360,10432,1587,4878,1117,5019,1073,142577,7863,7002,1847,13111,2092,43965,3320,38467,3880,15006,2146,11160,1727,6237,1063,3106,805,4523,1074,59518,6623,2170,970,8010,2128,15466,2311,13753,2507,7804,1958,5311,1314,3035,995,2664,936,1305,566,0400000US25,6580641,3587,298356,3760,1037396,1168,688280,2416,886716,2145,856995,1927,1002726,2178,849141,1705,509669,1269,451362,1454,5752166,19793,254501,4778,944000,5964,501751,7016,671934,8011,754463,6032,924384,5772,794568,4098,484737,3213,421828,2706,465676,15907,27023,2857,62812,5325,84492,5744,112353,6623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
116386,6200,87878,4762,53661,3436,20599,2144,25184,2433,358955,12309,21770,1940,43866,4624,103723,5791,77192,4148,40124,3310,30528,2391,23541,2870,8710,1394,9501,1393,133981,8566,8264,1624,17528,3157,30824,3168,31550,3032,16370,2349,11140,1695,9340,1689,4735,1063,4230,1040,45904,4348,2220,674,6237,1388,12948,1731,9391,2069,7294,1744,2950,785,2563,674,1051,365,1250,492,0400000US26,9778980,4263,467265,4410,1695978,2180,994719,3485,1172289,4211,1225386,3511,1457028,3378,1323692,1958,795091,2095,647532,1672,8330990,24803,363259,6095,1461303,9320,665250,9165,869484,9273,1045212,7391,1324532,6160,1234587,5081,759996,3160,607367,3434,909150,23215,71752,4526,167044,7634,181974,7221,184672,7814,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
48982,3736,37681,3309,20148,1866,8713,1441,17766,1993,231913,10983,13380,1902,27364,3102,68965,4151,54544,4534,24102,2514,19270,2510,13553,1644,4370,1021,6365,1142,101042,6534,6628,1275,11752,2433,25611,2442,25742,2700,12096,2029,7473,1374,6057,1445,2903,779,2780,793,24871,3235,1801,730,3384,1043,4577,918,6932,1196,3089,951,2125,703,1008,481,1366,576,589,328,0400000US27,5315228,2787,283670,2717,930219,2369,500595,2672,737436,3202,671226,2849,786610,2714,675562,1856,392040,1583,337870,1148,4536303,18312,230851,3709,816790,7894,311891,5890,553899,7352,582957,5446,720061,4536,634796,2953,374688,2227,310370,2786,421099,14757,31010,2423,70929,5978,89551,4526,96319,5208,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
29789,3643,18720,2314,14002,2048,5256,1089,5590,1072,111441,8049,6882,1608,15355,2662,31851,3774,23316,2617,13319,2165,8235,1502,7188,1501,2786,799,2509,866,73500,7080,3860,1112,11568,2420,18808,2249,13162,2274,9818,1704,7154,1935,5983,1389,2023,806,1124,530,5012,1277,95,117,718,495,1500,607,774,438,732,374,573,422,420,270,137,143,63,89,0400000US28,2947696,2744,165166,3180,545273,2446,325289,4649,374529,6098,375050,5148,396700,3126,362965,1706,231898,2017,170826,2040,2529377,17940,131808,4537,468477,6913,231610,6066,295464,7528,321392,6843,362018,4058,335372,3217,221696,2519,161540,2461,228366,14061,22521,3182,49155,5207,41520,4231,41813,4694,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
62691,4365,49255,4061,32423,2560,13831,1714,16694,1884,247523,13104,17207,2364,34789,4218,59083,4430,54798,4470,29167,3160,23193,2432,15230,2332,6696,1194,7360,1196,162930,8034,10566,1471,21055,3153,41590,3020,33336,3005,16765,2364,16688,2516,12321,2365,5835,1220,4774,1200,22431,3287,1910,632,3480,1046,4264,1129,5915,1347,3004,929,1451,471,1638,647,520,255,249,198,0400000US29,5951913,3866,304516,4056,1029115,3176,594641,4155,790238,4810,731535,3764,855166,3272,762377,2333,488601,2062,395724,1869,4965459,21306,230392,5195,868539,8460,376173,6938,576737,7802,619908,6100,764579,5590,700765,4240,461719,2974,366647,3011,553570,17732,44441,4309,101252,6349,113531,6066,119452,6163,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
10797,2037,6298,1091,5027,1366,2572,787,3163,728,34602,4619,1868,674,4020,1196,11017,1937,7201,1593,3066,973,3532,981,2527,817,585,312,786,395,37690,4305,2758,997,4963,1428,10065,1598,6861,1634,4306,1127,3780,986,2956,929,1006,445,995,536,1902,524,21,39,284,188,349,209,262,172,290,203,231,197,295,171,83,87,87,108,0400000US30,995544,947,49242,1243,161301,1274,98231,1540,123950,1609,114594,1737,141267,1443,148374,1140,89772,822,68813,695,829489,8669,37897,1859,137270,3365,56190,2940,87694,3373,96135,2465,127426,2105,137569,2178,85526,1088,63782,1240,91861,7056,6698,1254,14764,2631,20610,2417,21932,2516,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
18884,2173,13984,1645,10134,1562,2958,726,7861,1392,60653,4706,3609,804,7350,1543,20561,2103,12082,1894,6074,1050,5296,1186,2179,488,806,339,2696,699,43266,4512,2459,730,5844,1991,11677,1942,9213,1418,5175,1151,4565,933,2327,597,1113,403,893,362,7856,1718,179,159,1406,450,2674,1192,1223,511,862,407,925,452,420,328,71,94,96,136,0400000US31,1829420,2101,105896,2426,330801,1833,185815,1904,249263,2672,222995,2429,250281,1971,227397,1363,132784,999,124188,850,1540361,9074,85304,2692,288032,3918,107850,3488,188849,3740,192000,3391,225511,2770,212337,2328,127836,1324,112642,1694,177284,8537,14345,1980,28169,3208,43053,3429,37896,3314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
68242,4415,47158,3919,33941,3141,14518,2214,7984,1209,25154,3585,1088,613,3639,1265,4686,960,5434,1262,4336,1271,2718,789,1793,645,1000,367,460,354,124285,9956,8143,1623,18169,3831,19047,2543,24031,3210,14983,2408,14720,2480,13333,2243,6951,1169,4908,1454,14429,2285,589,291,2337,823,2091,694,3520,1025,2224,815,1501,563,1161,472,912,543,94,117,0400000US32,2725280,3005,149261,3120,481510,1486,253867,1895,394004,2313,380539,2062,375615,1804,330998,1188,221977,1129,137509,736,2105070,21984,102355,3987,365423,7908,165625,4621,267966,6831,290754,5028,309518,4668,280770,4056,198596,2627,124063,1899,456342,19080,37086,3921,91942,7506,62418,4489,93053,5645,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
12345,2155,9286,1581,7195,1784,3112,1050,1939,538,31642,4682,1548,586,4625,1544,8407,1955,6022,1241,3634,1234,3264,990,2665,848,870,475,607,377,50484,5282,3052,1152,5941,1522,11765,1763,11446,2402,7018,1939,4900,1149,2932,876,1413,526,2017,885,6225,1675,589,338,1104,639,1303,703,1492,726,694,370,364,283,276,172,237,183,166,178,0400000US33,1309203,1504,53991,1738,209516,1284,125813,1692,148055,1578,168883,1794,219584,1793,189264,1044,109623,1003,84474,769,1127376,9730,44516,1933,181526,3821,83995,3335,110445,3793,145192,3230,201770,2548,176196,1926,103991,1740,79745,1345,93476,9213,4286,1099,16320,3191,20343,2611,18650,3055,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
74762,5898,52731,4819,31081,2890,14901,2121,15063,1938,177437,8293,9582,1733,15564,2120,35913,3299,49628,4487,24833,2753,17907,2321,12014,2086,6533,1231,5463,1006,130223,7649,10643,2014,15227,3031,20794,2541,35966,3186,17042,2145,11419,2011,8881,1414,4799,1241,5452,1392,57486,5907,4940,1591,9496,1860,7918,1586,15248,2594,7255,1569,4159,1146,2982,735,3392,929,2096,699,0400000US34,8772744,4541,434741,4724,1500151,1309,788500,2181,1128566,2822,1198565,2017,1367769,2020,1104138,1392,672683,2063,577631,1855,7929570,23298,371662,5940,1381992,7478,661292,7193,916603,7554,1074673,7047,1281553,5765,1049180,4000,643058,3552,549557,3243,478028,19287,37914,3443,77872,6159,62583,4708,111121,6441,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
20999,2549,15360,2205,11889,1782,6446,1396,4325,967,47221,5438,4237,1532,5600,1743,10627,1750,9480,1836,4923,1588,6027,1310,3433,1069,1556,775,1338,459,54693,5877,2989,923,7342,1581,9985,1806,13764,2266,7930,1946,4407,1276,4248,1025,1913,646,2115,853,10318,2657,583,476,1132,669,1737,845,2727,1022,1796,673,1105,695,909,393,40,68,289,242,0400000US35,2060595,2119,118093,2318,372812,1508,209360,2798,274879,3640,248118,2928,276610,2569,266465,1169,168984,1816,125274,1649,1769341,11461,93492,3138,327404,4465,151981,4461,212061,5787,212470,4369,249711,3589,245986,2612,159029,2487,117207,1848,179022,9633,16792,2183,31334,4159,35030,3766,36847,3829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
175199,7602,129585,6822,81211,4362,39723,3028,49569,3504,456287,13816,21902,2262,41333,4275,120114,5853,121410,6426,55949,3964,43132,3407,26897,2884,10527,1723,15023,2219,270053,11861,11907,2099,21341,3160,88436,5969,78401,5081,28418,3298,18771,2624,11979,1895,6510,1184,4290,938,156849,9211,7355,1646,20551,2879,38909,3748,37062,3822,21121,2708,12950,2112,11305,1771,4201,926,3395,892,0400000US36,19352153,6112,946214,6481,3096688,2266,1999490,4291,2755074,4525,2537255,3449,2840055,3397,2417916,2515,1484408,2071,1275053,1764,17202134,34343,815834,7299,2821397,10030,1551652,10033,2208319,16584,2256568,9342,2635617,7907,2286524,6446,1423447,4346,1202776,4573,1266830,29689,89216,4161,192066,8898,200379,7092,309882,12946,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
99950,6316,83377,6102,44472,3645,20016,2327,17101,1746,334515,13540,20636,2783,36813,3897,94905,5372,72226,4930,40222,3519,33939,3483,19739,2372,8313,1532,7722,1472,273149,13136,16508,2247,34540,4723,65791,4495,56281,4618,36446,4301,25325,2724,20410,2778,11408,1866,6440,1184,50431,5085,3019,977,5548,1579,11051,1863,13528,2147,7129,1519,4586,1256,3065,875,1884,819,621,317,0400000US37,9640490,5097,500169,5606,1672250,3469,978188,5431,1252143,6072,1330471,6416,1364023,5973,1196546,3151,784044,3297,562656,3018,8167830,27074,393243,6977,1449309,9898,653465,10159,926238,9399,1146724,9576,1216796,9629,1108860,5618,742423,4196,530772,3855,814565,23470,66763,4637,146040,8851,152976,7648,183870,7915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
