GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001EA,C01001I_001MA,C01001I_002EA,C01001I_002MA,C01001I_003MA,C01001I_003EA,C01001I_004MA,C01001I_004EA,C01001I_005EA,C01001I_005MA,C01001I_006EA,C01001I_006MA,C01001I_007EA,C01001I_007MA,C01001I_008EA,C01001I_008MA,C01001I_009EA,C01001I_009MA,state
0400000US31,178884,494,94252,1315,38145,1157,53858,933,2249,462,84632,1300,34491,1109,47254,957,2887,496,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,752051,-555555555,385264,1231,136572,901,233840,767,14852,425,366787,1230,129921,901,217930,730,18936,707,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40138,901,19060,1158,7111,1055,11252,915,697,339,21078,1196,7730,925,12112,698,1236,458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1641399,-555555555,827575,1109,244933,1116,538595,760,44047,719,813824,1108,234711,1114,516767,335,62346,352,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,979724,-555555555,485985,1118,153023,1118,291030,465,41932,464,493739,1118,149261,1123,292677,356,51801,354,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3553686,902,1755110,2791,506621,1977,1139297,1961,109192,899,1798576,2848,485426,2036,1144785,2021,168365,979,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,844896,1916,447946,3934,167946,3446,270171,2782,9829,1285,396950,4055,159179,3406,226883,2333,10888,1173,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16672,728,8914,594,3103,410,5625,540,186,157,7758,819,2921,572,4666,688,171,145,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,374276,1701,192118,2370,69514,1619,114485,1820,8119,663,182158,2126,69461,1511,102518,1495,10179,963,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,356299,-555555555,188535,1676,72351,1559,111045,885,5139,606,167764,1674,67918,1558,93806,1200,6040,774,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,474155,-555555555,249405,2047,95578,1820,147444,993,6383,764,224750,2046,88382,1663,127799,967,8569,672,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,780862,981,399409,1793,142312,1676,241549,1579,15548,847,381453,1723,133525,1498,227289,1396,20639,995,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,138550,-555555555,68312,675,23678,577,42037,533,2597,232,70238,675,23546,544,42928,472,3764,278,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,249762,2255,137018,2895,46938,2250,86805,1902,3275,753,112744,3211,41510,2204,66732,2120,4502,737,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24769,920,13627,976,5140,667,7850,793,637,283,11142,1197,4757,690,6042,959,343,240,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,307758,2725,165620,2783,61025,2297,100145,1937,4450,942,142138,2783,56686,2253,80525,1646,4927,1101,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9960910,-555555555,5020545,4243,1740429,3730,3024490,2728,255626,1683,4940365,4248,1680597,3711,2918000,2256,341768,1954,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,379433,-555555555,194460,1419,76110,1260,112287,664,6063,429,184973,1418,73758,1308,104330,785,6885,517,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9827,349,4981,616,1248,370,3235,543,498,300,4846,639,1473,398,3107,495,266,154,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,687972,2927,354568,3669,111932,2729,233595,2694,9041,897,333404,3124,109381,2648,209653,2161,14370,1235,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,807596,-555555555,421464,1972,161685,1624,247622,1320,12157,1048,386132,1972,152267,1533,220948,1079,12917,872,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23721,1716,10752,1307,3346,732,6559,826,847,378,12969,1527,5237,1109,6945,907,787,352,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,354399,636,185321,2182,72739,1885,107363,1408,5219,588,169078,2270,67571,1783,94810,1293,6697,691,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,54316,642,28302,1214,9833,995,16962,780,1507,504,26014,1171,8092,814,15755,936,2167,614,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3631408,4007,1739586,3567,434327,2769,1055219,2004,250040,668,1891822,3809,409169,2999,1156180,2098,326473,703,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,185441,3237,100396,2831,37529,2235,60521,1903,2346,616,85045,2729,34315,2081,48063,1557,2667,743,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43686,509,22470,643,7692,450,14379,477,399,256,21216,555,7346,430,12885,535,985,439,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1976104,-555555555,995887,986,359933,939,587431,565,48523,496,980217,985,345811,938,573033,324,61373,376,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,197865,944,103614,1836,41216,1617,60405,1471,1993,690,94251,1764,38613,1581,53341,1295,2297,781,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
