GEO_ID,B10001_001E,B10001_001M,B10001_002E,B10001_002M,B10001_003E,B10001_003M,B10001_004E,B10001_004M,NAME,B10001_001EA,B10001_001MA,B10001_002EA,B10001_002MA,B10001_003EA,B10001_003MA,B10001_004MA,B10001_004EA,state
0400000US25,81066,5258,38450,2733,24760,2958,17856,2261,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US26,149382,6754,71163,4059,44646,3465,33573,2477,Michigan,null,null,null,null,null,null,null,null,26
0400000US27,46328,3261,22924,2116,14115,1767,9289,1225,Minnesota,null,null,null,null,null,null,null,null,27
0400000US28,97051,6150,46116,4308,28787,3621,22148,2388,Mississippi,null,null,null,null,null,null,null,null,28
0400000US29,99969,5868,49070,3829,27766,2795,23133,2527,Missouri,null,null,null,null,null,null,null,null,29
0400000US30,14466,1728,6074,1057,5145,1058,3247,803,Montana,null,null,null,null,null,null,null,null,30
0400000US31,18319,2194,9565,1482,5492,1264,3262,755,Nebraska,null,null,null,null,null,null,null,null,31
0400000US32,42148,4260,21265,2564,12271,2081,8612,1541,Nevada,null,null,null,null,null,null,null,null,32
0400000US33,15549,2659,8725,1690,3307,855,3517,950,New Hampshire,null,null,null,null,null,null,null,null,33
0400000US34,115005,6504,55357,3574,32601,3266,27047,2360,New Jersey,null,null,null,null,null,null,null,null,34
0400000US35,54476,4685,25537,2799,15333,2035,13606,1986,New Mexico,null,null,null,null,null,null,null,null,35
0400000US36,301606,11050,150768,6838,84973,5111,65865,4209,New York,null,null,null,null,null,null,null,null,36
0400000US37,171058,10097,77965,5028,53513,4515,39580,3416,North Carolina,null,null,null,null,null,null,null,null,37
0400000US38,5591,1071,2454,591,2019,612,1118,400,North Dakota,null,null,null,null,null,null,null,null,38
0400000US39,184087,9651,83011,5042,54960,4582,46116,3868,Ohio,null,null,null,null,null,null,null,null,39
0400000US40,71954,4258,30548,2601,22758,2153,18648,1794,Oklahoma,null,null,null,null,null,null,null,null,40
0400000US41,49764,4637,24767,3013,13006,2016,11991,2159,Oregon,null,null,null,null,null,null,null,null,41
0400000US42,197683,8598,97176,5454,56123,3926,44384,3069,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US44,13639,2590,6603,1737,3581,850,3455,1075,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US45,113655,6844,48290,3938,36240,3608,29125,3116,South Carolina,null,null,null,null,null,null,null,null,45
0400000US46,11641,1489,6005,934,3445,811,2191,615,South Dakota,null,null,null,null,null,null,null,null,46
0400000US47,135659,7794,58108,5260,41002,3163,36549,3623,Tennessee,null,null,null,null,null,null,null,null,47
0400000US48,628601,19049,313939,12970,188807,8050,125855,6171,Texas,null,null,null,null,null,null,null,null,48
0400000US49,49506,4962,24740,2743,14068,2006,10698,2024,Utah,null,null,null,null,null,null,null,null,49
0400000US50,7191,1355,2858,759,2636,754,1697,549,Vermont,null,null,null,null,null,null,null,null,50
0400000US51,129905,6509,63119,3767,38350,2894,28436,2950,Virginia,null,null,null,null,null,null,null,null,51
0400000US53,87863,6364,39761,3605,29403,3392,18699,2402,Washington,null,null,null,null,null,null,null,null,53
0400000US54,30811,2774,13314,1952,10309,1384,7188,1135,West Virginia,null,null,null,null,null,null,null,null,54
0400000US55,56799,3842,30182,2827,14957,1715,11660,1424,Wisconsin,null,null,null,null,null,null,null,null,55
0400000US56,7024,1475,2776,684,2428,806,1820,692,Wyoming,null,null,null,null,null,null,null,null,56
0400000US72,114315,6717,47640,4312,35289,3118,31386,3907,Puerto Rico,null,null,null,null,null,null,null,null,72
0400000US01,114901,6615,47647,3716,36774,3500,30480,2666,Alabama,null,null,null,null,null,null,null,null,01
0400000US02,12405,1717,6193,927,3449,798,2763,798,Alaska,null,null,null,null,null,null,null,null,02
0400000US04,135006,7882,64652,4537,41922,3751,28432,3055,Arizona,null,null,null,null,null,null,null,null,04
0400000US05,65209,4218,27848,2662,19916,2380,17445,2423,Arkansas,null,null,null,null,null,null,null,null,05
