GEO_ID,C12002A_001E,C12002A_001M,C12002A_002E,C12002A_002M,C12002A_003E,C12002A_003M,C12002A_004E,C12002A_004M,C12002A_005E,C12002A_005M,C12002A_006E,C12002A_006M,NAME,C12002A_001MA,C12002A_001EA,C12002A_002MA,C12002A_002EA,C12002A_003EA,C12002A_003MA,C12002A_004EA,C12002A_004MA,C12002A_005MA,C12002A_005EA,C12002A_006MA,C12002A_006EA,state
0400000US26,6486734,6263,1854813,15624,3380925,22992,71933,3406,406985,7247,772078,13039,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3775780,4557,1096902,10037,2052660,14652,33582,2839,203827,5129,388809,7657,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1448342,3302,343583,8586,787790,12322,27617,2629,109941,4811,179411,6625,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4084444,4554,1082239,13354,2138049,20930,70329,3866,279466,6620,514361,13408,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,744724,1481,195269,5529,401998,7700,9300,1504,45531,2346,92626,4925,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1313881,3580,363437,7426,716094,10113,14453,1575,83746,2957,136151,5662,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1578042,8599,460238,9267,752261,14993,33287,2986,86328,3979,245928,10054,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1041424,1790,303968,7017,536339,10748,12677,1776,58262,2743,130178,6051,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5062846,15161,1536676,17466,2632450,21523,83505,4900,356447,7426,453768,10119,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1218710,9125,353787,9029,599959,11897,19828,2692,74399,3311,170737,6607,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10685092,23867,3593544,26699,5139514,29880,228364,8518,733433,9593,990237,15390,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5623952,11348,1428373,14164,3073238,24485,150821,8076,364529,8238,606991,12580,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,519219,829,153175,4419,278922,6361,3991,892,33000,1551,50131,3358,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7863869,5181,2200388,16316,4034340,28093,126725,5644,529185,8887,973231,15113,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2297996,5433,545426,7821,1228489,11699,44858,2874,164069,4288,315154,7694,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2765395,7992,793373,10434,1380768,15288,47567,3989,159251,5263,384436,11317,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8773401,8931,2601336,17430,4518690,25512,160611,5121,654982,9099,837782,13106,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,728666,4760,238525,5744,342218,9648,9829,1621,49735,2682,88359,6178,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2628023,4933,665710,10438,1424282,16381,68136,5110,178664,6233,291231,9457,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,580569,1971,158897,4751,313820,6908,6212,1462,38184,2357,63456,4145,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4147657,6556,1011189,13929,2228301,24394,76184,5089,279442,7514,552541,13581,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15315204,34844,4430085,31935,7956830,39754,383843,12590,825742,11735,1718704,21120,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1869213,6729,526191,9131,1060013,13705,28981,2836,71057,3641,182971,6748,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,502679,669,151285,3347,253646,5153,6881,1178,29956,1650,60911,3051,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4690946,9762,1291938,14719,2554512,23393,93836,5046,273310,6177,477350,11301,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4470702,9221,1277186,15871,2323908,21380,66975,4670,231782,5851,570851,14222,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1448141,1822,376795,7280,739489,12949,21825,2431,117214,3770,192818,7814,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4102271,5434,1169390,11507,2191158,16309,39117,2901,249761,5519,452845,8869,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,424762,2238,109926,4636,229019,7048,7344,1383,23701,2279,54772,4233,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2063968,20287,751021,12141,813924,17022,59061,3656,149891,5300,290071,9136,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,2744576,4660,626281,10913,1525412,15102,47190,3995,197632,5158,348061,8886,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,400360,1713,116769,4143,209740,6002,7334,1614,14217,1787,52300,3790,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4188239,12110,1248446,16438,2061557,22656,77229,5746,248997,7098,552010,14266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1883603,4144,430409,8559,1031014,13148,34898,3190,136267,4147,251015,7592,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
