GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001EA,B24091_001MA,B24091_002EA,B24091_002MA,B24091_003EA,B24091_003MA,B24091_004EA,B24091_004MA,B24091_005EA,B24091_005MA,B24091_006EA,B24091_006MA,B24091_007EA,B24091_007MA,B24091_008MA,B24091_008EA,B24091_009EA,B24091_009MA,state
0400000US21,38322,727,37273,441,36866,456,50740,1190,39464,2148,39968,1401,41071,783,53486,2572,28684,2903,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,39906,676,39100,1223,37874,1149,60284,3879,38186,2205,37241,1188,42665,1491,52419,2929,33505,3290,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,39880,886,38849,1596,38006,1544,46800,4101,40180,1530,41776,1535,42253,1343,57378,3259,30005,5053,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,52407,391,48498,995,47624,879,61599,3384,52921,2017,55036,1423,50833,693,87092,1412,35029,3936,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,53051,712,52345,340,52145,327,62381,5514,52623,1381,60148,1214,57087,1285,61500,925,40973,853,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42506,377,41600,199,41357,208,51280,841,44000,1202,50856,564,52513,1092,56775,824,30141,1498,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,46001,335,45518,435,45147,475,52574,2829,45779,809,50600,719,50291,1035,56181,1103,33817,2756,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,34896,598,33828,1040,32478,747,51423,2235,34558,3055,32682,1608,36546,1127,51377,1502,27230,2967,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38684,510,38192,671,37665,607,50234,1815,40421,770,38617,1290,37268,932,55682,1424,30627,893,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37045,530,36464,640,36170,688,41226,3887,35448,2212,37360,1486,42006,1790,51196,1164,29589,3495,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,39347,631,37813,806,37432,548,45763,4882,40443,843,42623,1585,42757,2153,55947,2019,31190,996,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40044,525,36637,408,36358,414,55190,6389,44194,2502,56154,1973,50856,2729,55670,2539,39156,6134,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,48731,1139,48807,1585,48278,1515,55694,6421,46746,1656,50802,1184,47347,3647,57995,3247,37680,5334,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,53633,684,52151,294,51769,316,70736,2672,54072,2305,60511,1115,61011,1005,62670,2287,40556,1876,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37707,776,34905,925,34347,997,42155,6712,40282,1975,38916,2657,41762,1062,60044,2878,30121,5379,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,47943,491,45511,335,44819,610,59625,3626,48894,1245,57445,1007,58642,1496,58946,2110,33067,1992,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38545,405,37443,398,37006,284,50595,1199,42218,824,37581,947,39885,757,52963,1924,29405,2825,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,40722,408,39329,993,38565,1008,52077,9888,41869,2942,41013,1366,42993,2826,49605,3456,45869,5621,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,41490,182,40503,232,40252,244,52341,2210,42959,1255,46536,695,48895,1651,60261,1599,31954,656,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,36562,250,35810,345,35347,347,50844,972,37509,1217,35973,756,37309,571,53925,2100,31469,728,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42043,333,41078,407,40684,402,51593,3021,43264,2314,51546,1036,47497,2202,58296,3662,30188,1693,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43150,426,42053,204,41783,208,55105,3285,43593,1015,48800,1147,50326,637,56760,800,34449,2625,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,46403,1130,42356,1640,42108,959,55396,6845,46369,4057,66919,5689,55845,4457,66282,3165,35690,5836,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37733,637,36999,449,36528,450,54211,4661,41869,1525,37391,1394,39933,1474,53585,3258,31549,946,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,36333,532,35701,695,35079,1026,50791,2895,36530,2023,36117,693,37285,1741,50365,4229,35942,2420,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,37420,325,36628,326,36261,327,61517,3606,40756,804,40325,508,38539,1606,56502,2635,30579,556,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40660,141,40015,260,39103,392,62082,1683,42139,554,42359,502,42768,809,55816,942,31856,493,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,41501,350,40451,406,39998,735,51868,1561,46226,1820,43164,1838,44447,1768,56173,1297,32164,3190,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,41420,511,40667,646,40396,737,46471,7869,42383,2414,44249,2779,50356,1855,60560,8394,27791,2040,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,47144,340,44080,962,42875,923,61252,1164,50120,1340,44847,747,42092,758,82518,2128,31535,862,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,48798,553,46738,500,46152,495,59261,3914,47616,2183,59694,2424,50978,620,59171,2635,32745,2797,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,37454,890,36935,603,36723,642,48219,5627,35677,3359,36842,1635,36556,1311,55680,2342,31723,1427,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,41854,196,41123,252,40948,251,50204,1978,42212,788,50282,580,49577,1409,55991,1077,27499,1862,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,44217,2047,44900,3065,43825,2867,59366,7489,35324,3116,47476,3132,45248,2679,57367,7910,27122,6992,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22238,254,20808,369,20482,385,37112,6234,21402,1202,18809,690,27484,862,40003,3452,19381,1624,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,38460,579,36833,401,36297,428,53927,4848,37075,1484,38603,1827,42868,1811,62348,3242,30830,1852,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50728,748,46890,1680,45874,1894,67556,8465,45738,3463,60973,2730,53663,4427,60915,2793,50096,15541,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40559,239,39149,729,38288,731,52022,2693,42119,1180,45093,1392,41609,703,56764,1826,30674,1322,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35557,400,34819,799,33903,849,50931,1470,37723,2906,34291,1877,38080,2227,54141,2401,29067,3229,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
