GEO_ID,B18101G_001E,B18101G_001M,B18101G_002E,B18101G_002M,B18101G_003E,B18101G_003M,B18101G_004E,B18101G_004M,B18101G_005E,B18101G_005M,B18101G_006E,B18101G_006M,B18101G_007E,B18101G_007M,B18101G_008E,B18101G_008M,B18101G_009E,B18101G_009M,B18101G_010E,B18101G_010M,NAME,B18101G_001MA,B18101G_001EA,B18101G_002EA,B18101G_002MA,B18101G_003EA,B18101G_003MA,B18101G_004EA,B18101G_004MA,B18101G_005EA,B18101G_005MA,B18101G_006MA,B18101G_006EA,B18101G_007EA,B18101G_007MA,B18101G_008MA,B18101G_008EA,B18101G_009EA,B18101G_009MA,B18101G_010EA,B18101G_010MA,state
0400000US23,25698,2287,11948,1611,618,383,11330,1529,12503,1355,2941,732,9562,1185,1247,423,670,326,577,318,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,181169,9080,88562,6073,4265,1215,84297,5978,85712,5098,9943,2018,75769,4510,6895,896,2510,656,4385,902,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,182073,8780,72924,4467,5461,1192,67463,4134,101071,6907,12096,1703,88975,6479,8078,1224,3794,863,4284,864,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,250102,9974,130487,6854,9299,1694,121188,6622,108353,5515,22969,2090,85384,4891,11262,1321,4816,930,6446,1064,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,134473,7271,78927,5210,4383,974,74544,4995,52664,3502,6642,1157,46022,3267,2882,678,1186,369,1696,546,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31808,3473,17081,2562,1022,564,16059,2643,12518,2121,3373,979,9145,1887,2209,671,1289,501,920,399,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,139290,6842,70582,5400,4970,1171,65612,5212,61192,3900,10306,1553,50886,3622,7516,1244,4071,930,3445,767,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25397,2638,10574,1634,386,273,10188,1629,13869,1525,3247,838,10622,1471,954,332,511,247,443,214,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37914,3675,21310,2259,1003,464,20307,2200,15811,2062,2287,652,13524,1957,793,402,429,312,364,231,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,112449,7305,55894,4466,2360,928,53534,4269,50075,4161,5799,1073,44276,3975,6480,1493,2853,941,3627,1041,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23882,2859,12323,2181,833,514,11490,2087,10717,1467,1512,503,9205,1472,842,327,327,241,515,277,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,220871,11496,98189,6586,4262,1352,93927,6179,111487,6941,11394,1720,100093,6576,11195,1563,4428,975,6767,1275,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,64095,5437,28798,3592,2315,943,26483,3361,30506,2919,4092,967,26414,2840,4791,1068,2582,688,2209,783,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,525367,16090,215093,8939,11082,1879,204011,9075,279354,10152,34382,3207,244972,9890,30920,2712,12524,1597,18396,2338,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219920,10670,119236,7255,9166,2490,110070,7062,92986,5444,16618,2155,76368,4473,7698,1351,4097,1048,3601,908,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13656,2206,6674,1347,385,316,6289,1344,6705,1235,935,470,5770,1218,277,219,152,138,125,124,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,260158,10066,143328,7233,10180,1580,133148,6882,105880,5173,19918,2442,85962,4974,10950,1349,4911,1003,6039,988,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,285319,8516,122823,4808,6550,1181,116273,4889,143188,4739,24969,2109,118219,4474,19308,1298,9733,950,9575,960,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,153384,7721,68480,4224,4045,1165,64435,3835,77571,4448,12089,1677,65482,4299,7333,1081,3325,676,4008,888,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,256497,11360,129495,6932,8120,1553,121375,6456,117772,6379,20909,2327,96863,5871,9230,1292,4338,943,4892,804,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28175,2871,12393,1982,298,260,12095,2039,14234,1897,2104,868,12130,1732,1548,526,656,350,892,348,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,90479,6272,49459,5047,2885,798,46574,5055,37122,3974,5714,1378,31408,3468,3898,909,1490,521,2408,845,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,17169,2694,9979,1906,331,192,9648,1863,6795,1261,1434,478,5361,1197,395,180,143,94,252,161,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,116881,6739,58414,4356,3281,951,55133,4346,52215,4641,10326,1560,41889,4272,6252,1258,3314,769,2938,781,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,603332,18835,286774,12568,16419,2897,270355,11893,285962,10093,41696,3446,244266,9597,30596,2457,13976,1915,16620,2174,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,68919,5864,37955,3511,1252,583,36703,3429,28933,3255,2948,764,25985,3006,2031,689,1023,452,1008,460,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12470,1162,5240,982,321,172,4919,958,6857,878,1856,534,5001,754,373,194,262,176,111,86,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,257726,11433,129979,7019,4420,1048,125559,6896,117686,6994,13084,2091,104602,6520,10061,1403,4040,912,6021,1017,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,337604,11320,161473,7520,7095,1528,154378,7408,165159,6412,23039,2262,142120,6270,10972,1313,4450,801,6522,1039,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,35117,3401,14505,2315,1564,542,12941,2199,17802,2214,4769,1041,13033,1948,2810,624,1419,475,1391,471,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,111656,6244,61236,4334,3995,834,57241,4112,47065,3621,7584,1188,39481,3305,3355,613,1775,499,1580,472,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,17105,2333,8076,1484,188,193,7888,1464,8220,1658,1464,602,6756,1566,809,462,114,124,695,414,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,442629,15418,114813,5901,15039,2223,99774,5308,275939,10756,51528,3625,224411,10270,51877,3748,32165,2565,19712,2404,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,75177,5568,36673,4302,1895,704,34778,4125,33364,2622,8237,1189,25127,2239,5140,986,3011,648,2129,641,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,57274,4055,27741,2548,783,333,26958,2508,27983,2508,3608,978,24375,2304,1550,456,913,354,637,263,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,186517,9669,93683,6679,4248,1405,89435,6397,84584,5013,11977,1820,72607,4732,8250,1210,3069,830,5181,964,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57229,4547,27528,3314,3244,876,24284,3116,24092,2211,5523,976,18569,2085,5609,1052,2956,791,2653,854,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
