GEO_ID,C12002H_001E,C12002H_001M,C12002H_002E,C12002H_002M,C12002H_003E,C12002H_003M,C12002H_004E,C12002H_004M,C12002H_005E,C12002H_005M,C12002H_006E,C12002H_006M,NAME,C12002H_001EA,C12002H_001MA,C12002H_002MA,C12002H_002EA,C12002H_003MA,C12002H_003EA,C12002H_004MA,C12002H_004EA,C12002H_005EA,C12002H_005MA,C12002H_006EA,C12002H_006MA,state
0400000US34,4318932,4065,1227240,14043,2318314,16947,55335,4057,329354,6905,388689,9711,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,718716,1256,168119,4893,378323,8510,8723,1735,50167,3047,113384,5238,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9493106,4723,3066078,18906,4687345,28061,181064,7308,681054,9950,877565,13877,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5270015,2510,1284268,11430,2899892,21018,138555,7822,357966,8178,589334,12052,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,512357,193,150093,4273,275791,6168,3991,892,32909,1531,49573,3388,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7701109,2690,2133172,16221,3965209,27383,122697,5444,523779,9025,956252,14915,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2156032,793,495542,6869,1156236,11024,39318,2795,160790,4328,304146,7629,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2567790,2046,707834,8835,1294506,14012,41387,3572,155075,5044,368988,10702,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8477269,2549,2469420,16513,4399996,24468,147997,5144,645426,8637,814430,13352,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,682509,1381,218153,4966,324522,9581,7932,1303,48560,2629,83342,6118,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2525296,1119,625584,9488,1373485,14864,64788,4609,176181,6139,285258,8981,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,571905,791,155449,4824,310344,6789,5619,1243,37987,2350,62506,4007,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4016879,1615,959838,12984,2164983,23933,72818,4882,276452,7418,542788,13533,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9655484,4232,2387064,21635,5265550,28032,163050,8810,609461,10941,1230359,17828,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1714135,768,466787,8017,986876,12308,22446,2343,67743,3494,170283,6384,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,497323,295,148868,3318,251735,5028,6857,1176,29772,1646,60091,2978,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4383448,1940,1168598,13740,2403934,20953,86098,4517,266802,5939,458016,10695,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4155064,1833,1141767,13935,2182705,20542,58184,4589,226134,5851,546274,14057,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1436678,1150,373062,7221,733686,12835,21566,2416,116865,3708,191499,7706,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3953409,703,1103847,10563,2128913,15535,35339,2685,246488,5307,438822,8593,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,398870,144,99859,4210,217832,6634,6745,1278,22771,2133,51663,4215,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,20129,2279,5776,1145,10421,1594,411,276,1071,544,2450,929,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,2666596,1703,598041,10814,1482661,14838,45937,3995,196327,5129,343630,8964,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,380799,643,109001,4243,200220,6180,6978,1568,13785,1755,50815,3701,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3185354,1616,831635,11302,1631974,19554,46108,3996,213298,5954,462339,13096,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1799440,790,398773,7438,987062,11485,32388,3190,134652,4201,246565,7511,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
