GEO_ID,C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,NAME,C23002I_001EA,C23002I_001MA,C23002I_002MA,C23002I_002EA,C23002I_003MA,C23002I_003EA,C23002I_004EA,C23002I_004MA,C23002I_005EA,C23002I_005MA,C23002I_006EA,C23002I_006MA,C23002I_007MA,C23002I_007EA,C23002I_008MA,C23002I_008EA,C23002I_009EA,C23002I_009MA,C23002I_010EA,C23002I_010MA,C23002I_011EA,C23002I_011MA,C23002I_012MA,C23002I_012EA,C23002I_013MA,C23002I_013EA,C23002I_014MA,C23002I_014EA,C23002I_015EA,C23002I_015MA,C23002I_016EA,C23002I_016MA,C23002I_017MA,C23002I_017EA,C23002I_018MA,C23002I_018EA,C23002I_019MA,C23002I_019EA,C23002I_020EA,C23002I_020MA,C23002I_021EA,C23002I_021MA,C23002I_022MA,C23002I_022EA,C23002I_023MA,C23002I_023EA,C23002I_024MA,C23002I_024EA,C23002I_025EA,C23002I_025MA,C23002I_026EA,C23002I_026MA,C23002I_027MA,C23002I_027EA,state
0400000US13,592094,2906,322834,3054,311716,3149,262049,4604,4719,890,257330,4555,233738,5210,23592,3819,49667,4403,11118,1150,3089,818,2835,772,254,329,8029,1150,269260,2914,253868,2829,146770,5548,813,478,145957,5571,127064,5498,18893,2633,107098,5468,15392,1739,1721,737,1434,659,287,274,13671,1591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,88920,717,46110,575,43663,668,33887,1458,4923,760,28964,1553,25684,1728,3280,1095,9776,1494,2447,379,723,292,650,258,73,120,1724,467,42810,466,39152,477,27262,1397,571,311,26691,1308,23986,1413,2705,743,11890,1427,3658,109,615,279,615,279,0,177,3043,281,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,117900,1058,62330,1396,59437,1491,47653,1813,339,307,47314,1702,43116,1473,4198,1079,11784,1892,2893,685,1064,407,972,388,92,153,1829,518,55570,1338,52077,1521,36809,2597,113,177,36696,2593,31239,2913,5457,1629,15268,2190,3493,717,220,159,220,159,0,187,3273,717,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1440839,3375,747270,2645,703988,2695,584324,5354,1150,577,583174,5314,516212,5830,66962,3391,119664,5548,43282,805,7748,1368,7212,1318,536,326,35534,1401,693569,2751,641171,2738,425495,6161,224,244,425271,6194,370678,6977,54593,4044,215676,5910,52398,744,5586,800,5082,751,504,339,46812,969,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,265316,2474,138211,2542,131253,2525,106725,2815,368,301,106357,2837,97087,2754,9270,1580,24528,2224,6958,775,1448,532,1342,516,106,136,5510,601,127105,1880,118720,2164,78461,2869,14,14,78447,2868,68056,2861,10391,1749,40259,2754,8385,835,1543,486,1516,486,27,45,6842,752,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,99575,1694,52525,1410,50412,1315,42842,1736,0,151,42842,1736,39150,1844,3692,1161,7570,1301,2113,572,791,407,791,407,0,151,1322,434,47050,1448,44638,1689,31793,2012,107,195,31686,2030,28881,2023,2805,882,12845,1671,2412,921,72,68,72,68,0,151,2340,908,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,201960,1177,105591,1291,100570,1200,83613,2117,1555,560,82058,2177,75661,2353,6397,1242,16957,1928,5021,567,1879,552,1678,522,201,189,3142,647,96369,1131,90705,1201,59160,2462,404,330,58756,2372,52486,2294,6270,1186,31545,2293,5664,777,872,438,831,443,41,65,4792,911,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,89056,1909,48453,1839,46624,1878,37726,2094,1748,551,35978,2059,33655,2036,2323,788,8898,1378,1829,516,655,346,655,346,0,181,1174,444,40603,1504,37984,1366,24983,1586,207,182,24776,1588,20864,1799,3912,1166,13001,1660,2619,719,462,326,462,326,0,181,2157,660,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,152486,1626,84573,1902,78240,1776,63248,1962,1157,432,62091,1966,55983,2283,6108,1881,14992,2052,6333,819,897,325,771,304,126,161,5436,789,67913,1713,59242,1642,38898,2644,219,278,38679,2591,34820,2347,3859,1237,20344,2198,8671,947,1310,506,1239,491,71,96,7361,944,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12675,882,6052,1037,5507,994,4184,849,0,155,4184,849,3475,848,709,441,1323,561,545,267,0,155,0,155,0,155,545,267,6623,799,6322,796,4686,804,0,155,4686,804,3766,721,920,507,1636,477,301,158,4,7,4,7,0,155,297,159,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,362557,1321,190776,1368,183103,1432,161784,2230,2453,807,159331,2265,148380,2597,10951,2128,21319,2117,7673,656,3214,695,2865,727,349,358,4459,785,171781,1242,160057,1264,115692,3269,915,455,114777,3234,104673,3533,10104,1574,44365,3426,11724,528,2245,617,2169,609,76,69,9479,805,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,479604,1611,233192,1381,219753,1379,160388,3417,235,247,160153,3425,136197,4447,23956,2763,59365,3410,13439,519,2790,720,2303,680,487,297,10649,829,246412,1361,227607,1502,149232,4143,26,44,149206,4149,126797,4367,22409,2433,78375,4211,18805,544,1633,551,1585,551,48,75,17172,761,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,300015,1487,152155,1640,141647,1703,107500,2162,144,130,107356,2165,92386,2806,14970,1797,34147,2040,10508,895,1243,334,1079,310,164,122,9265,897,147860,1411,135242,1535,86042,2440,0,161,86042,2440,73190,2652,12852,1741,49200,2444,12618,813,1402,470,1254,472,148,138,11216,926,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,165417,1347,88312,1521,84115,1538,71059,1821,60,90,70999,1815,64345,1844,6654,1401,13056,1461,4197,614,1977,707,1902,711,75,86,2220,586,77105,1531,73417,1469,51268,2471,0,139,51268,2471,44502,2562,6766,1427,22149,2085,3688,550,514,275,514,275,0,139,3174,584,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,55503,2618,33122,2340,32182,2325,22715,2098,1026,438,21689,2143,20757,2127,932,475,9467,1388,940,550,282,343,282,343,0,198,658,422,22381,1518,21072,1492,11653,1525,175,174,11478,1530,10312,1527,1166,432,9419,1409,1309,631,100,175,100,175,0,198,1209,600,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,147670,2173,77372,2118,72336,2108,56235,2277,1785,690,54450,2142,49140,2095,5310,1239,16101,2028,5036,846,1080,475,1080,475,0,177,3956,801,70298,1984,65569,2054,43582,2481,872,613,42710,2405,37276,2471,5434,1238,21987,2449,4729,691,799,381,770,371,29,54,3930,738,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21512,790,10495,1081,9784,976,7573,972,294,278,7279,995,6626,1044,653,431,2211,708,711,372,223,219,223,219,0,157,488,313,11017,948,9871,867,6989,950,0,157,6989,950,6003,848,986,449,2882,742,1146,494,215,206,215,206,0,157,931,438,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,112540,1198,60118,1133,57869,1154,49459,1353,855,433,48604,1454,44650,1641,3954,1124,8410,1140,2249,462,812,357,812,357,0,149,1437,386,52422,1053,49535,1145,33444,2302,0,149,33444,2302,29762,2165,3682,977,16091,1975,2887,496,746,428,746,428,0,149,2141,489,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,512515,1424,262205,1231,247353,1272,202529,2876,1338,583,201191,2933,176694,3661,24497,3193,44824,2878,14852,425,2696,809,2162,743,534,392,12156,875,250310,1362,231374,1286,155382,4181,135,128,155247,4207,134200,4265,21047,2359,75992,3949,18936,707,2515,786,2330,747,185,203,16421,960,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26344,966,12587,991,11890,986,9641,1163,0,181,9641,1163,8446,1162,1195,615,2249,1040,697,339,273,242,273,242,0,181,424,277,13757,821,12521,795,8158,946,0,181,8158,946,7381,883,777,479,4363,1071,1236,458,185,148,185,148,0,181,1051,438,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1212725,2271,609673,1669,565626,1748,459395,4956,1082,544,458313,5037,410247,5798,48066,4097,106231,5099,44047,719,10576,1291,9728,1329,848,413,33471,1356,603052,1476,540706,1527,376056,6093,112,153,375944,6134,328295,6055,47649,3695,164650,6092,62346,352,8636,1336,7339,1206,1297,665,53710,1396,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,710708,1461,349978,1040,308046,1157,227067,3755,752,311,226315,3763,198391,4230,27924,3325,80979,3879,41932,464,6737,945,6225,954,512,249,35195,901,360730,1285,308929,1340,202360,4404,51,62,202309,4405,176647,4575,25662,2784,106569,4309,51801,354,5751,848,5357,827,394,298,46050,857,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2673394,3583,1304285,3190,1195093,3114,913734,7962,3812,845,909922,8071,808016,9138,101906,6242,281359,8726,109192,899,22248,1811,20140,1885,2108,635,86944,2068,1369109,2703,1200744,2985,769396,9967,298,288,769098,10000,671585,10461,97513,5379,431348,10371,168365,979,16293,1744,15224,1672,1069,543,152072,2030,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,543279,3534,294758,3469,284929,3530,246440,3356,11475,1505,234965,3741,212477,4170,22488,3246,38489,3577,9829,1285,3975,927,3831,920,144,166,5854,1105,248521,2661,237633,2678,144065,4715,1121,369,142944,4759,122762,4184,20182,2789,93568,4324,10888,1173,2095,787,2073,778,22,45,8793,1231,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11127,687,6244,625,6058,631,5254,664,504,286,4750,719,4647,725,103,119,804,277,186,157,98,121,0,141,98,121,88,98,4883,651,4712,681,3692,707,192,192,3500,700,3224,665,276,230,1020,309,171,145,0,141,0,141,0,141,171,145,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,247991,2162,129477,2164,121358,2101,92410,2776,477,293,91933,2764,80145,3056,11788,1710,28948,2564,8119,663,1728,463,1683,452,45,76,6391,728,118514,1682,108335,1707,70237,2726,0,182,70237,2726,60608,3054,9629,1377,38098,2847,10179,963,1207,409,1158,396,49,81,8972,1020,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,227295,1124,122141,1201,117002,1174,97872,1501,2547,721,95325,1647,90392,1859,4933,985,19130,1574,5139,606,1506,495,1506,495,0,149,3633,521,105154,1220,99114,1394,61212,2465,153,118,61059,2473,54888,2487,6171,1067,37902,2036,6040,774,1085,397,1034,389,51,87,4955,790,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,308975,1873,163220,1900,156837,1814,128969,2416,75,118,128894,2435,112494,3414,16400,2684,27868,2613,6383,764,1385,524,1215,499,170,202,4998,756,145755,1635,137186,1621,90868,3033,0,193,90868,3033,78996,3066,11872,2023,46318,3190,8569,672,780,316,736,307,44,62,7789,719,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,533032,2063,272074,1970,256526,2078,184121,3350,486,303,183635,3371,155919,3572,27716,2491,72405,3675,15548,847,2822,790,2674,775,148,149,12726,927,260958,1524,240319,1660,149853,3936,110,142,149743,3936,122220,3616,27523,2665,90466,4007,20639,995,3016,882,2960,873,56,69,17623,1191,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,96612,762,47501,648,44904,640,34030,1475,220,233,33810,1482,28664,1710,5146,1360,10874,1435,2597,232,345,253,345,253,0,200,2252,329,49111,744,45347,792,28585,1851,0,200,28585,1851,23877,1860,4708,1079,16762,1761,3764,278,773,450,733,451,40,70,2991,518,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,166430,2408,93084,1955,89809,1943,78908,2146,5054,1101,73854,2308,67074,3011,6780,1655,10901,1557,3275,753,603,329,544,314,59,75,2672,727,73346,2135,68844,2264,43174,2226,421,259,42753,2254,37656,2479,5097,1271,25670,2598,4502,737,470,312,470,312,0,197,4032,748,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15862,943,8828,830,8191,814,7122,797,0,147,7122,797,6201,768,921,389,1069,348,637,283,313,267,313,267,0,147,324,239,7034,992,6691,1015,4771,1039,0,147,4771,1039,4696,1051,75,80,1920,629,343,240,11,26,11,26,0,147,332,243,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,199072,2232,108839,2193,104389,2156,89846,2458,1764,548,88082,2434,83159,2840,4923,1346,14543,2212,4450,942,1107,510,958,484,149,173,3343,906,90233,1905,85306,1985,47147,2609,143,200,47004,2638,42819,2655,4185,1035,38159,2834,4927,1101,658,427,658,427,0,193,4269,1046,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6884557,7447,3454343,5809,3198717,6060,2551762,10844,14705,1937,2537057,10789,2339497,11732,197560,8479,646955,11360,255626,1683,57253,3267,53922,3326,3331,905,198373,3653,3430214,4808,3088446,5027,1910170,16572,1588,507,1908582,16520,1719925,17120,188657,7468,1178276,16854,341768,1954,39951,3133,37736,3127,2215,673,301817,3419,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,242795,1186,125418,1047,119355,1114,97736,2107,197,160,97539,2119,88376,2352,9163,1599,21619,2230,6063,429,1915,721,1548,695,367,271,4148,686,117377,1244,110492,1417,74349,2768,91,153,74258,2757,66392,3018,7866,1580,36143,2647,6885,517,1526,443,1439,450,87,102,5359,604,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
