GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,NAME,C17010_001EA,C17010_001MA,C17010_002EA,C17010_002MA,C17010_003EA,C17010_003MA,C17010_004EA,C17010_004MA,C17010_005MA,C17010_005EA,C17010_006MA,C17010_006EA,C17010_007EA,C17010_007MA,C17010_008MA,C17010_008EA,C17010_009EA,C17010_009MA,C17010_010EA,C17010_010MA,C17010_011MA,C17010_011EA,C17010_012EA,C17010_012MA,C17010_013MA,C17010_013EA,C17010_014EA,C17010_014MA,C17010_015EA,C17010_015MA,C17010_016MA,C17010_016EA,C17010_017MA,C17010_017EA,state
0400000US18,1648172,14329,186201,5877,60834,3397,38906,2796,125367,5374,22829,2166,18187,2017,102538,4952,91518,4996,1461971,13691,1168272,12839,470474,8665,293699,7817,91943,4431,52803,3688,201756,6920,117195,5143,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,70337,3702,23869,2087,13401,1748,46468,3057,8759,1494,7365,1473,37709,2489,34171,2408,726407,7311,602083,6637,235762,5300,124324,4543,40978,3042,25210,2352,83346,3170,52662,2824,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,67828,3618,23724,2126,16636,1783,44104,2935,9649,1467,7767,1326,34455,2583,31297,2418,659343,7039,539683,7243,227828,5232,119660,5070,40620,2833,24798,2391,79040,3883,50714,2851,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,169148,5700,60397,3810,34146,2909,108751,4831,18236,1941,14313,1804,90515,4453,76811,3909,971623,10148,774245,9492,301626,6596,197378,5956,62897,3719,31951,2860,134481,4489,76056,3823,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,174766,6579,44123,3483,22522,2595,130643,5405,17554,2020,13348,1596,113089,5209,97832,5204,950893,9486,700683,9685,286756,7175,250210,8480,72748,4764,39931,3867,177462,6448,101742,5422,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,34019,2499,13330,1565,7773,1453,20689,2403,4246,1038,3624,991,16443,2108,15108,2051,312931,5166,257238,4717,85860,3811,55693,3548,18974,1958,10910,1775,36719,2782,21672,2349,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,104724,5338,29706,3153,16227,2288,75018,3860,10968,1759,8414,1636,64050,3796,54859,3587,1332389,10662,988423,10639,431510,7748,343966,8179,95487,5145,50844,3912,248479,6365,144053,5255,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,135819,5457,36546,2957,19839,2337,99273,4800,12018,1897,9512,1702,87255,4642,73924,4131,1463048,11274,1136741,11824,484881,8732,326307,8189,91694,4700,40386,3214,234613,6424,125534,4945,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,312684,7523,102176,3782,65136,3144,210508,7357,33516,3065,25140,2704,176992,6459,150715,5664,2169928,15432,1719739,13601,658898,9517,450189,9731,133520,5226,68552,4093,316669,8486,168983,6130,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,104285,4782,33160,2493,19460,1827,71125,3969,11800,1578,8966,1402,59325,3615,53308,3256,1270151,9399,1046649,9490,431682,7204,223502,6922,78087,3988,44941,2637,145415,5451,93455,4602,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,143510,6988,37376,3208,24075,2578,106134,6151,13972,2505,9596,2065,92162,5335,77791,4842,604110,8871,443656,8991,177899,6746,160454,6349,43005,3668,22693,2526,117449,4534,67027,4126,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,177919,6713,61994,4119,34733,3114,115925,4949,19208,2466,14651,2122,96717,4374,85865,4029,1339312,11908,1062209,12201,410335,8664,277103,7732,81516,3680,45086,3117,195587,6520,112176,4886,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,26547,2218,11336,1395,6652,1190,15211,1533,3291,776,2700,767,11920,1418,10097,1365,233103,5160,194248,4503,70245,3380,38855,3101,16082,1972,9451,1393,22773,2216,13946,1596,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,43306,2669,14907,1561,10064,1403,28399,2582,5396,1273,4448,1217,23003,2242,21171,2006,431258,6410,354431,5499,146213,4229,76827,3273,26340,2219,16581,1809,50487,2758,31382,2053,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,81805,4772,31853,2788,23462,2704,49952,3993,10707,1825,8668,1566,39245,3417,33700,2916,569028,9141,413459,8441,171725,6653,155569,6304,54806,3840,29784,2770,100763,4620,61165,4397,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,23062,2624,8364,1576,4959,1218,14698,2070,2638,913,1998,781,12060,1894,11259,1906,318656,6051,260684,5826,97895,3704,57972,4064,19048,1776,11043,1441,38924,3522,23181,2812,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,182374,6218,55961,3582,33522,2663,126413,5496,18432,2319,13841,1855,107981,5463,93232,5289,2029268,11090,1570057,11264,719972,10561,459211,8643,135683,5214,59841,4335,323528,7037,171012,5320,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,84047,4110,33676,2553,19400,2005,50371,3002,8959,1341,6059,1206,41412,2738,35299,2749,417374,7998,313394,7202,119581,4330,103980,4762,34742,3268,21186,2577,69238,3705,40356,3299,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,560748,9815,198280,6252,128142,5603,362468,8865,58483,4716,41431,3803,303985,7566,251598,6269,4027109,19840,2949632,18457,1255693,14209,1077477,14053,311152,8499,141457,6385,766325,11843,401001,9023,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,331842,8395,112264,5982,72900,4396,219578,7523,37600,3484,29476,3087,181978,6430,156784,6142,2140388,16167,1683668,14332,674452,10462,456720,11370,133533,5611,69445,4343,323187,9856,187388,8009,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,12342,1328,3933,726,2012,574,8409,1280,1649,552,1296,447,6760,1188,6100,1154,163038,3810,135974,3808,51803,2488,27064,2255,10360,1344,6035,1181,16704,1681,11272,1453,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,349081,8678,102424,4791,63009,3844,246657,8328,39114,3271,29098,3087,207543,7407,182854,6844,2564231,14280,2029001,15464,780058,11134,535230,12142,163902,6516,90224,4717,371328,9669,204856,7972,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,125048,3631,46891,2618,29301,1861,78157,3368,14062,1462,10999,1234,64095,2967,55949,2816,832019,7593,655374,6748,264000,4419,176645,4919,59482,3162,33607,2318,117163,3762,68527,3634,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,117202,5776,45700,3565,27953,2781,71502,4831,15062,2112,11384,1816,56440,4455,48999,4083,847690,8772,683681,8311,258037,6762,164009,6091,53996,3178,31636,2554,110013,5524,61781,4112,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,304659,8110,93858,3869,51750,2992,210801,6855,36183,2971,29472,2829,174618,5973,150095,5329,2897430,15690,2292307,14371,865656,9164,605123,10514,178866,6620,86613,3993,426257,8392,225557,6498,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,23710,2237,6780,1015,3510,789,16930,2057,2215,760,1720,684,14715,1926,12794,1883,233709,5060,173674,5525,67054,3868,60035,3322,16721,2207,8030,1660,43314,2896,23509,2331,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,169766,6595,48461,3241,27805,2349,121305,6071,18551,2274,12204,2175,102754,5255,88971,4848,1034275,12278,790707,10018,301830,7553,243568,8550,67953,4805,33582,3696,175615,6815,100264,5424,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,17777,1672,5624,910,2903,697,12153,1446,2285,663,1618,485,9868,1333,8941,1314,188891,3737,153943,3456,58043,2536,34948,2376,11640,1368,6962,1164,23308,2219,16402,1889,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,224722,7137,81893,4679,49125,3427,142829,6475,23882,2817,18051,2556,118947,6028,100364,5709,1416943,12805,1118754,12958,437248,9419,298189,8332,86652,5315,45829,3751,211537,6607,116138,4643,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,875385,13529,360382,10066,255289,8803,515003,11767,80065,5303,60452,4824,434938,10679,383934,10168,5363810,23248,4132221,24321,1959749,19077,1231589,18760,385816,10867,209045,9332,845773,14800,515464,11256,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,64059,4846,34250,3631,25188,3150,29809,2761,5599,1171,4331,1054,24210,2359,20709,2282,602602,7131,508337,7386,265358,6171,94265,3974,32422,2623,19353,2027,61843,3192,38514,2962,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,11857,1293,3560,725,2170,611,8297,1271,1678,563,1240,488,6619,1144,6226,1135,149021,3255,122959,3054,44602,1985,26062,2066,8450,1131,5189,1024,17612,1731,10634,1473,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,175030,5740,58950,3566,34768,3224,116080,5140,15879,2024,12044,1899,100201,4530,84257,4222,1869392,14307,1482235,14694,639006,10450,387157,9660,111157,5760,59837,4389,276000,7457,153658,5528,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,156411,7225,61538,3418,39482,2984,94873,5546,16731,2225,13844,2171,78142,5016,67898,4396,1531375,14981,1240285,13764,517257,9217,291090,9214,99200,5207,56281,3947,191890,6701,112107,5706,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,60924,3222,25160,2063,13673,1595,35764,2743,6552,1178,4840,1110,29212,2403,25129,2226,410612,7533,333506,6816,114092,4112,77106,4481,25230,2579,12342,1884,51876,3446,25071,2641,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1461573,10805,130464,4622,41411,2397,24685,2101,89053,4361,16397,2071,13545,1982,72656,4012,64454,3691,1331109,10318,1085463,9540,418080,7018,245646,5758,84055,3833,47142,3199,161591,4763,99326,4174,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146745,3551,12425,1418,4407,1022,2876,855,8018,1192,855,396,844,396,7163,1210,6431,1188,134320,3718,110991,4029,42662,2852,23329,2139,9424,1602,6243,1342,13905,1448,8472,1170,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895380,12009,363735,8335,148142,5548,63937,3974,215593,6440,43096,2997,27610,2585,172497,5899,121484,4903,531645,9801,365007,7190,134379,4911,166638,5985,38478,2918,14821,1693,128160,5165,56512,3503,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1233937,11653,180873,5448,57968,4000,33577,3260,122905,4516,14889,1753,10012,1399,108016,4445,91457,4154,1053064,10642,825323,9958,318836,7851,227741,7162,58189,3717,26768,2455,169552,6340,91902,4644,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,166400,3894,12542,1458,3568,723,2315,557,8974,1354,1945,434,1531,338,7029,1257,6730,1244,153858,3775,119680,3717,55074,2882,34178,2483,11586,1336,7106,1151,22592,2135,16212,2126,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560687,15808,212634,6251,85037,4895,58344,4354,127597,5304,27388,2512,20995,2307,100209,4494,83620,4126,1348053,14877,1037847,12648,403786,8838,310206,8690,101870,5528,59700,4645,208336,7617,123433,6584,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758601,8707,110938,4523,40423,3110,26522,2448,70515,3985,11251,1622,7941,1435,59264,3640,49907,3312,647663,8295,517559,7701,198555,5307,130104,4914,39102,3099,21322,2073,91002,4091,49833,3060,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
