GEO_ID,C17010I_001E,C17010I_001M,C17010I_002E,C17010I_002M,C17010I_003E,C17010I_003M,C17010I_004E,C17010I_004M,C17010I_005E,C17010I_005M,C17010I_006E,C17010I_006M,C17010I_007E,C17010I_007M,C17010I_008E,C17010I_008M,C17010I_009E,C17010I_009M,C17010I_010E,C17010I_010M,C17010I_011E,C17010I_011M,C17010I_012E,C17010I_012M,C17010I_013E,C17010I_013M,C17010I_014E,C17010I_014M,C17010I_015E,C17010I_015M,C17010I_016E,C17010I_016M,C17010I_017E,C17010I_017M,NAME,C17010I_001MA,C17010I_001EA,C17010I_002EA,C17010I_002MA,C17010I_003EA,C17010I_003MA,C17010I_004EA,C17010I_004MA,C17010I_005EA,C17010I_005MA,C17010I_006MA,C17010I_006EA,C17010I_007MA,C17010I_007EA,C17010I_008EA,C17010I_008MA,C17010I_009EA,C17010I_009MA,C17010I_010EA,C17010I_010MA,C17010I_011MA,C17010I_011EA,C17010I_012MA,C17010I_012EA,C17010I_013EA,C17010I_013MA,C17010I_014EA,C17010I_014MA,C17010I_015EA,C17010I_015MA,C17010I_016EA,C17010I_016MA,C17010I_017MA,C17010I_017EA,state
0400000US18,79632,3322,19582,2245,7653,1403,7262,1432,11929,1917,2186,809,1987,734,9743,1718,9397,1716,60050,3374,41858,3246,27425,2726,18192,2193,8788,1440,5363,1258,9404,1382,6589,1266,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31541,1975,7381,1531,3323,1061,3111,1064,4058,1203,979,607,962,604,3079,1092,3079,1092,24160,1750,15831,1622,10746,1246,8329,1442,2695,754,1301,500,5634,1164,4515,1147,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60560,2471,13033,1402,6139,1148,5393,1084,6894,1203,1324,552,1248,535,5570,1197,5205,1129,47527,2721,34937,2397,23586,1962,12590,1611,5127,1011,3192,847,7463,1240,5935,1054,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25287,1665,6988,1149,3240,869,3061,806,3748,935,884,512,848,511,2864,857,2714,865,18299,1748,12816,1686,7843,1387,5483,1279,2463,800,1483,614,3020,872,1624,634,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41349,2434,8063,1490,3109,1006,1758,681,4954,1251,942,486,708,442,4012,1147,3737,1089,33286,2641,22586,2176,11267,1727,10700,1913,4999,1242,2641,1030,5701,1340,3522,1120,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2988,595,812,481,358,331,323,329,454,350,24,40,24,40,430,348,430,348,2176,553,1489,501,882,429,687,415,235,229,94,120,452,350,452,350,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,98356,2836,11200,1732,4149,1103,3644,1060,7051,1317,1162,683,1079,655,5889,1153,5590,1134,87156,3160,55288,3021,38588,2781,31868,2880,15169,2073,9372,1776,16699,2122,11875,1741,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,138549,4013,42049,3155,7543,1421,4908,1198,34506,3009,2990,931,2724,923,31516,2689,27917,2558,96500,4092,53723,3513,33604,2589,42777,3354,10177,1723,5238,1252,32600,2534,23749,2320,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,88987,3500,23519,2160,10802,1375,9539,1424,12717,1488,2119,660,1574,582,10598,1391,9394,1337,65468,3683,47455,2884,29995,2430,18013,2372,6733,1466,4829,1306,11280,1770,7594,1402,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48628,2331,11462,1529,4417,1074,4048,1038,7045,1180,824,303,698,266,6221,1138,5983,1092,37166,2235,24515,1960,18530,1751,12651,1767,4989,1107,3251,955,7662,1480,5967,1332,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,13593,1392,4797,1006,2877,792,2494,824,1920,769,352,365,352,365,1568,719,1502,712,8796,1395,5888,1200,3529,971,2908,934,1439,830,593,457,1469,618,1229,571,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42146,2297,11214,1567,5641,1291,5010,1268,5573,1299,869,477,831,472,4704,1273,4261,1187,30932,2125,22727,2011,12944,1779,8205,1327,2851,837,2252,690,5354,1140,3590,1077,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6413,993,1097,503,438,299,409,298,659,392,0,157,0,157,659,392,659,392,5316,979,3718,968,2048,825,1598,615,633,381,319,268,965,512,693,414,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,37049,2103,9479,1342,3365,944,3006,910,6114,1275,1791,809,1761,804,4323,1070,4147,1016,27570,1960,18555,1862,13829,1786,9015,1496,4724,1233,3007,968,4291,968,3726,849,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,153393,4090,34743,2886,16599,2009,14816,1952,18144,2231,4697,1259,4477,1234,13447,1949,12336,1722,118650,3945,76719,3820,51357,3466,41931,3304,17245,2037,11156,1731,24686,2396,18580,2319,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7205,1251,1666,795,312,330,312,330,1354,784,354,392,354,392,1000,664,1000,664,5539,1064,3641,892,2210,620,1898,602,382,310,254,253,1516,559,1073,481,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,363494,6098,66817,4298,17399,1972,11347,1551,49418,3860,7523,1663,6141,1493,41895,3612,38399,3400,296677,5694,186841,5826,112002,4395,109836,4631,37938,2882,20148,2435,71898,3720,47167,3422,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,216899,5543,48854,2850,19495,1977,12808,1681,29359,2353,4767,1092,3263,958,24592,2124,20929,2050,168045,5204,117190,4371,54805,3092,50855,3165,17230,2297,11058,1849,33625,2673,21871,2304,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,746514,8381,184678,6330,46857,3694,34252,3292,137821,5824,22058,3007,17299,2698,115763,5419,96686,4913,561836,8665,313787,7606,176866,6166,248049,7478,78126,4802,43524,3837,169923,6079,99427,5481,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,162565,4309,52418,4045,21935,2942,19768,2798,30483,3629,8843,1552,8415,1554,21640,3366,20782,3307,110147,5523,78470,4490,53793,3897,31677,2990,15194,2140,9669,1644,16483,2306,12219,2329,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3024,629,544,311,157,131,27,30,387,279,257,245,257,245,130,125,75,118,2480,607,1605,497,953,406,875,456,623,423,409,341,252,178,217,166,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,69981,2716,18205,1918,5096,940,4093,918,13109,1851,2588,804,2155,737,10521,1710,9761,1565,51776,2569,34192,2050,19735,1573,17584,1971,6400,1308,3605,994,11184,1632,7232,1391,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,69401,2239,18599,1714,8491,1041,7605,1048,10108,1420,2008,597,1918,579,8100,1231,7470,1172,50802,2127,38123,1866,26043,1771,12679,1486,6463,1087,3199,745,6216,892,4668,838,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,90109,2714,26431,2378,12373,1939,10421,1775,14058,2212,3514,1110,2818,935,10544,1859,10085,1845,63678,3112,43808,3000,30592,2688,19870,2375,9386,1734,6837,1452,10484,1846,7071,1504,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,152859,4340,48427,3215,10412,1616,8335,1512,38015,2801,6579,1458,6038,1414,31436,2696,28335,2666,104432,4238,65410,3425,40428,2793,39022,3446,11065,1899,5924,1270,27957,2697,20688,2522,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28698,1978,9425,1688,1820,550,1151,512,7605,1541,1042,532,977,526,6563,1419,5529,1332,19273,1823,10584,1340,6475,1237,8689,1372,2569,907,1588,822,6120,1142,4245,1045,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,46950,2626,12765,1867,6100,1074,5689,1118,6665,1527,1537,838,1537,838,5128,1120,4971,1114,34185,2505,24958,2557,15680,2226,9227,1576,3977,982,2165,877,5250,1281,3894,1128,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3897,653,860,401,234,141,175,114,626,426,118,188,0,147,508,414,508,414,3037,544,1883,512,884,383,1154,479,471,241,333,230,683,452,532,442,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,58290,2393,19773,1962,9104,1517,7977,1539,10669,1690,3274,1124,3266,1124,7395,1480,6934,1472,38517,2370,28357,2358,18978,2230,10160,1635,5749,1509,3633,1179,4411,966,2802,806,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2119468,16139,504483,9554,230485,7243,185684,7024,273998,8103,42108,3953,33814,3705,231890,7034,210931,7125,1614985,15129,1149717,13872,719291,11519,465268,11462,164341,7395,93539,5431,300927,9221,197380,8329,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,72931,2601,19385,2683,9425,1821,8690,1807,9960,2160,2320,992,2236,981,7640,1871,6824,1783,53546,2781,40744,2615,27276,2395,12802,1815,5483,1155,4533,1171,7319,1494,5294,1379,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1557,408,289,212,65,94,65,94,224,185,0,143,0,143,224,185,224,185,1268,356,799,344,390,212,469,223,191,143,37,66,278,199,182,151,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,137319,4486,19879,2432,7032,1468,5903,1343,12847,2002,1519,724,1519,724,11328,1880,10813,1830,117440,4314,84025,4456,56312,3692,33415,3177,13806,2103,8850,1718,19609,2364,14625,2086,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,157223,3806,36720,3137,15334,1681,14043,1619,21386,2533,3579,923,3296,912,17807,2487,16646,2385,120503,4438,86410,4204,56606,3636,34093,2746,12878,2021,9084,1773,21215,2321,16083,2370,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4318,774,731,408,280,241,280,241,451,357,6,16,0,182,445,363,445,363,3587,679,2890,637,1654,489,697,355,279,203,279,203,418,306,196,172,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,66469,2516,18750,1861,7366,1215,6329,1140,11384,1746,3322,1123,3013,1116,8062,1463,7829,1428,47719,2508,31015,2169,20666,2172,16704,1790,5841,1195,3758,1039,10863,1434,8500,1327,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,10564,1334,1616,647,538,416,468,380,1078,520,74,92,74,92,1004,516,1004,516,8948,1386,6637,1270,3561,842,2311,709,280,178,280,178,2031,693,1208,499,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,886714,12002,360908,8361,146741,5554,63218,3804,214167,6524,42807,2950,27321,2517,171360,5982,120492,4945,525806,9985,360818,7092,133028,4947,164988,6002,37719,2802,14462,1651,127269,5164,55966,3542,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,36014,2497,12350,1997,7570,1599,6439,1529,4780,1086,517,416,401,383,4263,936,4063,989,23664,2099,17771,1685,10992,1448,5893,1393,3260,1103,2347,1061,2633,862,2012,839,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8606,1240,1219,603,209,198,194,197,1010,536,6,16,6,16,1004,540,1004,540,7387,1121,5206,1084,3506,878,2181,660,597,317,266,194,1584,588,1288,534,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,401656,7810,105466,4996,41555,3209,34594,3102,63911,3977,13429,1795,10505,1768,50482,3170,44861,3059,296190,7424,199966,6542,119812,4649,96224,5082,34216,3744,22394,2941,62008,3934,41035,3304,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40961,2390,11458,1643,5829,1297,5460,1232,5629,1178,598,377,499,342,5031,1174,4567,1134,29503,2302,23465,2162,16374,1887,6038,1458,2784,958,1735,746,3254,1118,2517,976,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
