GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001MA,C15002D_001EA,C15002D_002MA,C15002D_002EA,C15002D_003MA,C15002D_003EA,C15002D_004EA,C15002D_004MA,C15002D_005EA,C15002D_005MA,C15002D_006EA,C15002D_006MA,C15002D_007EA,C15002D_007MA,C15002D_008MA,C15002D_008EA,C15002D_009MA,C15002D_009EA,C15002D_010MA,C15002D_010EA,C15002D_011MA,C15002D_011EA,state
0400000US50,5264,551,2096,384,543,334,320,244,186,128,1047,411,3168,451,772,291,634,336,608,284,1154,307,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,319574,3464,144422,2162,10053,1490,18831,2260,24797,2223,90741,2945,175152,2376,20204,1803,27862,2420,33942,2705,93144,3041,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,353383,3869,156151,2394,18213,1925,26251,2298,36612,2676,75075,2844,197232,2806,31171,2530,35292,3039,45547,3319,85222,3339,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8022,1105,3296,655,180,139,558,365,718,318,1840,507,4726,873,383,257,695,293,612,292,3036,843,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,75047,2326,33969,1550,4569,728,6535,1059,6624,1368,16241,1693,41078,1501,9040,1222,6537,1078,8753,1430,16748,1420,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3090,748,1445,555,0,185,552,390,322,303,571,302,1645,439,307,315,346,219,256,194,736,309,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9562,2032,2748,1002,1270,642,756,439,289,202,433,290,6814,1687,2387,968,1087,449,1217,602,2123,1015,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,37417,2491,15363,1376,1005,534,1978,631,2412,764,9968,1401,22054,1692,3022,934,4847,1310,3956,885,10229,1449,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27047,1103,11935,768,1799,553,5128,1118,2910,828,2098,651,15112,738,2729,818,4545,843,3801,1007,4037,1142,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,131125,2720,57213,1601,4493,1084,6098,1032,11651,1678,34971,2361,73912,1553,9766,1381,10528,1614,15802,1850,37816,2373,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24727,1469,10934,997,1749,661,1252,506,1622,696,6311,1124,13793,1311,1745,606,2710,678,3070,987,6268,1077,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
