B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090MA,B08126_091EA,B08126_091MA,B08126_092EA,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095MA,B08126_095EA,B08126_096EA,B08126_096MA,B08126_097EA,B08126_097MA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102MA,B08126_102EA,B08126_103MA,B08126_103EA,B08126_104EA,B08126_104MA,B08126_105MA,B08126_105EA,NAME,B08126_001EA,B08126_001MA,B08126_002MA,B08126_002EA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006MA,B08126_006EA,B08126_007MA,B08126_007EA,B08126_008MA,B08126_008EA,B08126_009MA,B08126_009EA,B08126_010EA,B08126_010MA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015MA,B08126_015EA,B08126_016EA,B08126_016MA,B08126_017EA,B08126_017MA,B08126_018MA,B08126_018EA,B08126_019MA,B08126_019EA,B08126_020EA,B08126_020MA,B08126_021EA,B08126_021MA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026MA,B08126_026EA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029MA,B08126_029EA,B08126_030EA,B08126_030MA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036EA,B08126_036MA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040MA,B08126_040EA,B08126_041EA,B08126_041MA,B08126_042EA,B08126_042MA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047EA,B08126_047MA,B08126_048EA,B08126_048MA,B08126_049EA,B08126_049MA,B08126_050EA,B08126_050MA,B08126_051MA,B08126_051EA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057MA,B08126_057EA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061MA,B08126_061EA,B08126_062MA,B08126_062EA,B08126_063MA,B08126_063EA,B08126_064MA,B08126_064EA,B08126_065EA,B08126_065MA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070MA,B08126_070EA,B08126_071EA,B08126_071MA,B08126_072EA,B08126_072MA,B08126_073MA,B08126_073EA,B08126_074MA,B08126_074EA,B08126_075EA,B08126_075MA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080EA,B08126_080MA,B08126_081MA,B08126_081EA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084MA,B08126_084EA,B08126_085EA,B08126_085MA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090EA,state
184,98314,4293,6900,1102,6121,1417,9307,1415,2575,698,7736,1177,3160,1264,2347,764,9920,1528,20616,2173,17132,1796,3164,804,7605,1470,1427,594,304,301,0400000US18,2954205,15974,39833,2418,171027,7605,562172,11073,75854,4839,345913,10919,152725,7528,39151,2813,152845,6359,235409,6375,666217,11103,267287,7868,143577,5345,98498,3857,3697,986,2435019,16983,27246,2307,135018,6649,469685,10273,64818,3982,292199,9257,129536,6420,32462,2598,128542,5828,178648,5521,563046,10075,208555,7563,115102,4673,86968,3399,3194,912,276458,7666,3378,820,24004,2606,63124,3615,5694,2231,30213,2996,13378,2084,2677,844,8642,1489,23039,2265,51229,3128,29546,3059,13512,1908,7947,1530,75,102,33311,3171,91,145,1133,509,3745,991,587,447,3330,951,1576,805,282,229,2103,662,4908,1138,8764,1386,5075,1231,1064,599,653,289,0,184,64333,4076,1673,567,2480,834,5490,1110,941,431,7086,1297,905,341,921,381,2601,907,4397,1072,18435,1791,14578,1925,4117,1180,585,286,124,97,46770,3439,545,380,2271,655,10821,1588,1239,572,5349,1317,4170,891,462,274,1037,568,3801,933,7611,1293,6369,1486,2177,780,918,428,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
98,71929,3466,15575,1451,3551,883,4369,1026,1648,441,4388,1061,2314,665,1747,536,4564,1127,7909,1181,18187,1795,2194,657,4435,800,1005,393,43,67,0400000US19,1530289,8390,61332,3048,94462,4148,231905,6511,41701,2119,177227,5196,73123,3824,28196,2944,119257,5315,106048,4731,371731,6764,109303,4490,66090,2990,48227,2514,1687,494,1222653,10410,36786,2265,72983,3474,192632,6086,36061,1884,146956,4445,61708,3314,22683,2601,100498,4471,83448,3754,290815,6088,82625,3984,51503,2891,42618,2470,1337,476,138408,6075,3928,747,14393,1750,25703,2524,2691,705,14919,2064,4496,1049,1749,529,9840,1496,8627,1470,31009,2099,12221,1745,5631,1084,3008,768,193,136,16630,2061,130,117,315,251,1448,638,91,118,1621,568,377,377,226,197,743,318,1152,542,8229,1579,1533,542,348,254,417,319,0,151,55697,3185,3978,687,1966,603,3815,895,853,397,6483,1226,1370,605,1276,463,2480,754,3305,776,18907,1889,7564,1656,3226,703,429,195,45,58,24972,2598,935,525,1254,501,3938,1053,357,171,2860,790,2858,662,515,292,1132,623,1607,628,4584,913,3166,755,947,424,750,411,69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
490,56326,3561,7343,1151,3501,998,2705,702,1690,616,4148,1007,1116,520,1926,747,4509,904,9561,1464,11256,1493,1615,540,3262,699,412,221,3282,811,0400000US20,1388601,9358,45896,2394,87286,3886,175144,5658,36921,3164,152034,6113,63847,3330,33156,2372,81177,4563,115700,5396,334219,7735,112630,5213,63749,3164,67903,4004,18939,2315,1140807,9069,32251,2049,67336,3449,147866,5514,30158,3037,130263,5500,55695,3208,27062,2125,70662,4415,91520,4775,275770,7123,88346,4414,51001,2797,60096,3737,12781,2228,135242,5829,4042,836,13672,2071,20170,2517,4226,1098,12063,2035,4921,994,2943,854,4234,937,10921,1968,31087,2379,14219,1937,5673,1052,5691,1066,1380,693,7884,1601,43,43,474,369,945,423,155,261,571,562,94,94,333,454,389,318,628,337,1837,723,1676,675,230,322,369,345,140,126,30985,2700,1738,608,912,447,1701,693,308,186,3277,837,665,403,629,336,1014,478,1296,533,10902,1280,4557,1369,2473,685,774,344,739,328,17357,1693,479,250,1391,552,1757,631,384,281,1712,692,1356,566,263,158,369,262,1774,579,3367,797,2217,748,1110,539,561,214,617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
132,56597,3857,5561,1078,4813,1209,4058,920,1533,521,4494,906,2134,666,1112,377,5730,1278,10333,1451,8434,1282,2841,921,4930,1162,579,323,45,79,0400000US21,1845659,13246,53049,3299,110907,5242,250263,7316,49465,3243,217724,6868,106672,4684,31545,2659,101741,5028,137096,4982,443494,9214,161626,6178,83486,4226,81679,4424,16912,1731,1526467,11999,37929,2860,82805,4657,212680,6664,42473,3100,184376,6279,92521,3949,26046,2566,86710,4695,108016,4317,377755,8227,122803,5165,67889,3620,74639,4145,9825,1776,180512,6917,7084,1915,20266,2293,28646,2714,4180,974,19163,2331,7029,1318,2757,930,5827,1066,13014,1766,38357,2979,20430,2397,7197,1451,4685,1053,1877,852,18673,2208,31,43,1041,756,1680,681,126,129,2163,743,1041,472,316,230,1071,442,1546,536,4663,1045,3976,996,571,386,412,257,36,61,42463,3052,2026,702,872,457,1164,423,739,502,4909,1206,960,412,870,361,1823,828,2212,650,10594,1595,8179,1519,2350,645,733,338,5032,599,20947,2400,418,246,1110,513,2035,642,414,304,2619,794,2987,731,444,339,580,392,1975,842,3691,841,3397,1019,549,297,631,376,97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
276,46945,3586,2346,733,4432,1216,2066,634,1692,654,3453,884,2345,774,1873,1330,4366,912,8480,1254,7389,1249,2503,916,3938,976,1504,641,558,370,0400000US22,1965689,11987,97548,5735,157241,6696,153625,7121,49802,3793,224052,6645,96842,5578,30180,3190,105448,5992,168163,7353,456050,10090,203243,8183,102052,5975,106697,5205,14746,1500,1622316,11994,78393,5016,118527,5776,133043,6750,43493,3648,183998,5648,83540,5187,24966,2825,92456,6002,137458,6444,389579,9587,152321,7059,80631,4557,92546,4598,11365,1311,194194,8483,9815,1826,27639,2853,13841,2155,2750,734,23827,2624,6297,1201,2521,703,5950,1162,15682,2404,39751,3383,24877,2744,10378,1701,9823,1702,1043,445,24516,2500,502,278,1525,708,773,465,484,288,2965,829,826,518,377,337,321,281,2014,626,5130,1102,8320,1392,655,303,425,262,199,213,36437,2697,1172,504,1262,525,1045,461,645,437,4789,1086,909,448,308,190,1805,597,2546,735,7763,1394,8150,1392,4241,1316,648,313,1154,529,41281,3090,5320,1397,3856,1211,2857,849,738,413,5020,1124,2925,866,135,135,550,333,1983,648,6438,1064,7072,1452,2209,1106,1751,720,427,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
67,33228,2512,1551,712,2107,765,2009,694,847,375,2102,619,975,517,527,310,2617,667,8114,1593,5848,1039,2793,911,3377,816,324,197,37,53,0400000US23,631826,7271,15618,1531,46830,3134,58043,3597,14227,1687,85712,4078,25285,2152,10694,1590,36820,2917,52392,2897,172070,5617,57819,3614,27710,2104,27542,2079,1064,430,485919,7425,9849,1270,34997,2815,45556,2949,11678,1454,68953,3785,20648,1758,8362,1312,30842,2728,34342,2393,137653,4741,39473,2999,19543,1685,23279,2041,744,401,69730,3454,2594,661,8341,1645,8031,1373,1376,682,8731,1674,1702,710,1228,522,2425,633,5983,1035,15825,1702,7762,1337,2931,858,2752,704,49,63,3597,896,158,141,304,290,114,114,0,155,681,437,80,114,0,155,237,288,149,140,1003,605,547,339,100,122,224,158,0,155,27462,2145,1051,491,456,269,1217,466,105,112,4402,1084,472,235,377,281,492,300,1787,594,9335,1114,5719,1065,1251,415,613,269,185,177,11890,1872,415,199,625,394,1116,635,221,166,843,460,1408,588,200,199,207,142,2017,860,2406,848,1525,634,508,359,350,217,49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
275,121882,4809,3610,1026,6398,1413,5375,977,2505,927,6029,1029,2775,1071,4451,919,13100,1749,37434,2951,21158,2147,5637,1070,8276,1428,3610,928,1524,614,0400000US24,2909794,13064,16288,1824,190775,8090,140305,6486,55711,4313,290150,9044,126332,5137,61131,3799,179030,6480,449471,8410,670720,13242,234949,7816,152117,5971,314775,8437,28040,2305,2135379,14985,8083,1428,131093,6854,111965,5672,45778,3726,221588,7812,102054,4867,44201,3282,137166,6167,311076,7730,517939,11988,154208,6859,102544,4855,228673,6338,19011,2323,286359,10378,2789,786,39364,3938,12792,2013,5077,1325,26726,3081,10693,1814,5339,1370,11198,1681,39754,3256,57195,4172,27601,3044,17244,2318,27898,3091,2689,878,258280,8366,143,141,9279,1617,6198,1305,1624,672,21741,2485,7015,1385,6114,1152,12496,2293,46843,3086,46662,3863,31569,3268,18280,2424,49130,3194,1186,428,71970,3925,1354,525,2426,839,1602,516,341,240,10698,1880,1862,739,643,316,4094,1131,8776,1560,19842,1955,10825,1705,3876,933,2351,754,3280,1141,35924,3266,309,213,2215,795,2373,897,386,233,3368,1095,1933,725,383,271,976,463,5588,1433,7924,1397,5109,1279,1897,767,3113,864,350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
77,137047,5918,1289,565,6428,1236,8539,1355,3934,951,9797,1510,2879,874,5588,991,11930,1591,41251,2936,27042,2511,9328,1854,7797,1459,1245,466,0,195,0400000US25,3273690,17356,13906,1695,182746,6339,297810,8690,76012,4451,357039,10545,120647,4679,71563,3878,253186,7338,420336,10430,907786,14028,292125,9042,143148,6245,133481,5276,3905,886,2354944,19671,8612,1407,139438,6199,238190,8017,60832,4039,262377,8823,98220,4408,48158,3350,171928,6290,270519,8401,664063,12009,180548,6316,103188,5311,105700,4614,3171,838,255640,8615,1775,603,23049,2984,29747,2778,5078,1119,31506,2804,7216,1686,4750,1278,12907,1654,28456,3118,63377,3905,29944,3563,10383,1783,7056,1181,396,298,309147,8211,651,570,9670,2265,10576,2159,2647,962,27743,3011,6854,1308,9561,1809,42811,3761,55886,4047,78429,4386,39060,3879,11151,1518,13953,1506,155,145,161358,6390,1184,711,1780,728,6455,1224,2510,904,18661,2621,2356,604,2241,583,11750,2173,15562,1688,61148,3468,25303,2838,8201,1439,4086,908,121,116,55554,4360,395,271,2381,889,4303,1029,1011,644,6955,1634,3122,925,1265,650,1860,520,8662,1330,13727,1675,7942,1492,2428,775,1441,585,62,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
161,153937,5004,7584,964,8399,1543,12798,1362,4877,944,10632,1575,3538,793,4385,937,11693,1434,35640,2561,30019,2086,6556,1195,13852,1737,3955,759,9,23,0400000US26,4190898,18028,54513,3080,204679,6190,725557,12794,103334,3672,478525,9570,172938,5266,65360,4083,233256,6520,396199,8844,992428,14834,402814,11169,203444,6469,154778,4964,3073,761,3459252,17360,34280,2146,161394,5713,619195,12122,88533,3640,407029,9325,149300,4817,55096,3794,202656,5734,309600,7993,829163,13800,311542,9945,156864,6080,132237,5096,2363,629,377209,9962,7902,1555,29761,2175,73655,4511,7605,1379,38020,2566,11520,1900,3904,849,13342,1566,35691,2899,77985,3618,44368,3066,19915,2254,13038,1428,503,306,54893,3049,279,222,1367,635,5292,1123,569,317,6958,1357,1244,497,495,340,792,322,5459,1273,16268,1682,11696,1808,1999,584,2475,652,0,161,91536,4420,3771,972,1565,407,5946,1148,806,406,10439,1429,1517,522,936,509,4052,1079,4807,823,27085,1857,19778,2482,8489,1400,2147,615,198,212,54071,3090,697,315,2193,695,8671,1413,944,414,5447,986,5819,1034,544,213,721,353,5002,1056,11908,1491,8874,1638,2325,658,926,365,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
58,146228,5027,16074,1052,6261,972,10690,1387,4517,897,9192,1287,2775,643,3236,711,14203,1598,26497,2116,35092,2190,7434,968,7740,1231,2137,725,380,316,0400000US27,2737424,12945,63936,2708,149159,4759,376007,7584,75113,3442,314369,8305,126371,5802,53980,3262,201681,6028,265665,8122,668524,10950,219904,7734,127483,5142,92232,3830,3000,750,2135967,13145,35987,1996,118045,3954,311519,7118,63032,3020,254194,7066,109686,5511,42654,2986,154554,5388,190698,6105,519875,10249,160655,6748,98425,4147,74301,3286,2342,691,244969,8494,4597,862,20655,1915,39855,3083,5681,835,24245,2396,6477,1006,3803,872,13876,1812,24385,2731,56684,2874,23566,2317,12223,1761,8748,1301,174,126,89609,5009,637,712,1200,428,4834,1174,527,258,11932,1735,1734,578,1685,544,12977,1612,13808,1693,22166,1853,11647,1962,2132,716,4330,829,0,139,76853,3626,5521,908,1560,616,4721,953,619,260,8408,1157,2259,713,1520,667,4668,931,5683,1181,24613,1932,10853,1654,4789,834,1578,560,61,72,43798,2988,1120,367,1438,408,4388,804,737,372,6398,1201,3440,795,1082,483,1403,485,4594,982,10094,1531,5749,1234,2174,700,1138,353,43,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
