GEO_ID,C25015_001E,C25015_001M,C25015_002E,C25015_002M,C25015_003E,C25015_003M,C25015_004E,C25015_004M,C25015_005E,C25015_005M,C25015_006E,C25015_006M,C25015_007E,C25015_007M,C25015_008E,C25015_008M,C25015_009E,C25015_009M,C25015_010E,C25015_010M,C25015_011E,C25015_011M,C25015_012E,C25015_012M,C25015_013E,C25015_013M,C25015_014E,C25015_014M,C25015_015E,C25015_015M,C25015_016E,C25015_016M,C25015_017E,C25015_017M,C25015_018E,C25015_018M,C25015_019E,C25015_019M,C25015_020E,C25015_020M,C25015_021E,C25015_021M,NAME,C25015_001MA,C25015_001EA,C25015_002EA,C25015_002MA,C25015_003EA,C25015_003MA,C25015_004EA,C25015_004MA,C25015_005EA,C25015_005MA,C25015_006EA,C25015_006MA,C25015_007EA,C25015_007MA,C25015_008EA,C25015_008MA,C25015_009EA,C25015_009MA,C25015_010EA,C25015_010MA,C25015_011EA,C25015_011MA,C25015_012MA,C25015_012EA,C25015_013EA,C25015_013MA,C25015_014EA,C25015_014MA,C25015_015EA,C25015_015MA,C25015_016EA,C25015_016MA,C25015_017EA,C25015_017MA,C25015_018EA,C25015_018MA,C25015_019EA,C25015_019MA,C25015_020EA,C25015_020MA,C25015_021EA,C25015_021MA,state
0400000US18,2480077,10833,1720780,14241,200740,5830,196134,5792,4606,900,1057887,9776,1044708,9517,13179,1534,462153,5326,460993,5373,1160,400,759297,12471,301102,7793,288296,7857,12806,1882,363274,8663,353446,8138,9828,1667,94921,3977,94231,4002,690,419,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1227048,6132,882584,7833,118395,3981,115695,3893,2700,655,521417,5465,515193,5459,6224,1105,242772,3346,242249,3351,523,268,344464,7798,150392,5111,144983,5000,5409,1193,141733,5241,138200,5021,3533,907,52339,2629,52067,2620,272,270,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113911,5555,739191,7686,92010,3878,89552,3920,2458,641,449016,5992,441460,6159,7556,1242,198165,3093,197731,3172,434,288,374720,6600,157010,4168,148598,4178,8412,1725,166495,5523,161284,5419,5211,1161,51215,2529,50957,2563,258,221,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1707004,8109,1144309,10967,130202,4719,128092,4624,2110,664,695097,7987,687635,7915,7462,1050,319010,4302,317868,4279,1142,434,562695,7784,203307,5157,194666,5226,8641,1704,286280,7128,276778,7143,9502,1662,73108,2948,72605,2994,503,310,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1719473,9205,1130134,10390,133021,5701,128630,5522,4391,894,683254,8866,671843,8995,11411,1667,313859,4946,312352,4941,1507,578,589339,11722,229220,8419,217055,8242,12165,1754,296719,7691,285826,7675,10893,1735,63400,3285,62719,3261,681,352,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,554543,4451,396014,5199,34434,2033,33735,2030,699,372,248327,3714,244883,3754,3444,791,113253,2551,113171,2560,82,69,158529,4335,52931,3440,49782,3343,3149,1030,76951,3416,75367,3484,1584,597,28647,1911,28212,1882,435,267,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2157717,7667,1433937,10091,134076,4969,132000,4832,2076,770,932364,8808,923907,8767,8457,1387,367497,4149,366519,4218,978,364,723780,9709,250352,6761,237737,6662,12615,1764,372816,8223,356487,8032,16329,1740,100612,3617,99635,3659,977,580,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2522394,9088,1570055,10932,120831,4800,119206,4703,1625,593,1027240,8003,1016644,7816,10596,1492,421984,5853,420847,5929,1137,560,952339,10308,304774,7530,293034,7441,11740,1824,476779,8795,459421,8910,17358,1988,170786,5406,169385,5371,1401,531,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3819068,10789,2713964,15597,267446,7094,262008,6841,5438,945,1677854,12487,1657509,12266,20345,2036,768664,6333,766785,6354,1879,363,1105104,13859,399016,9137,385515,8950,13501,2098,545625,9729,527556,9890,18069,2061,160463,5067,159578,5064,885,476,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2111943,6274,1508810,9302,197814,5033,193266,4948,4548,816,946717,7186,935884,7234,10833,1227,364279,3532,363631,3519,648,228,603133,9212,249923,6169,235353,6081,14570,1968,256665,6938,245382,6977,11283,1705,96545,3671,96338,3669,207,187,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1090521,7826,743611,9469,74753,4563,71825,4413,2928,825,449793,7613,440000,7292,9793,1756,219065,4068,218407,3970,658,381,346910,8433,128455,6267,120589,6059,7866,1446,178387,6647,169277,6320,9110,1930,40068,2457,39734,2489,334,277,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2359135,11280,1591686,12609,188094,4913,184396,4862,3698,821,953097,9677,941198,9591,11899,1882,450495,5088,449367,5108,1128,427,767449,11382,296736,6749,285412,6571,11324,1724,360755,9222,350889,9269,9866,1806,109958,4205,108800,4175,1158,645,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,408938,3977,274196,4635,26855,2116,25977,2077,878,383,168502,3633,166220,3779,2282,790,78839,2169,78513,2188,326,202,134742,4135,53844,2626,51435,2422,2409,749,60606,3654,58532,3572,2074,543,20292,1623,20218,1617,74,86,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,733570,4667,486642,6333,63732,2801,62560,2712,1172,688,293798,4610,290673,4773,3125,625,129112,2284,128788,2250,324,211,246928,5425,106441,3446,101448,3418,4993,981,105704,4235,100813,4136,4891,999,34783,1856,34508,1848,275,174,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1006605,7913,552324,7892,59103,3214,57039,3332,2064,753,333051,7183,324024,7248,9027,1376,160170,3070,158986,2913,1184,518,454281,8114,150232,5429,134120,5195,16112,2719,250877,6969,231808,7218,19069,2544,53172,3055,52420,3071,752,489,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519137,4650,367863,5474,30874,2340,30468,2287,406,269,245122,4340,242901,4367,2221,662,91867,2607,91648,2604,219,186,151274,5422,48523,3323,46571,3285,1952,668,76354,3846,75249,3917,1105,560,26397,1990,26397,1990,0,181,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3198799,8893,2081481,13198,154176,5272,151136,5308,3040,810,1349111,10951,1330457,11005,18654,1814,578194,5153,576453,5192,1741,494,1117318,13291,323748,7390,295341,7345,28407,2689,618674,12560,568862,12636,49812,3487,174896,4762,172073,4864,2823,856,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,764996,5964,518106,7759,54781,3609,51254,3677,3527,889,307484,5988,298823,6082,8661,1283,155841,3517,154695,3496,1146,367,246890,7139,96458,4535,89905,4494,6553,1357,121190,5427,116192,5385,4998,1129,29242,2434,28947,2405,295,258,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7238922,16375,3883893,16541,294869,6917,285126,6740,9743,1488,2488262,14982,2428171,15858,60091,4114,1100762,7812,1095380,7751,5382,1021,3355029,20123,977392,11922,888422,12014,88970,5227,1797088,16228,1615821,15753,181267,6531,580549,8515,568410,8595,12139,1528,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3731325,14347,2441626,15846,240426,7083,233301,6930,7125,1684,1509664,12008,1482518,11766,27146,2665,691536,6835,689187,6913,2349,663,1289699,14128,495256,9058,464482,9533,30774,3472,636793,11358,610191,10790,26602,2650,157650,4912,156058,4835,1592,617,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,290944,2708,189193,3576,30389,1925,29898,1932,491,195,111382,2442,110433,2383,949,366,47422,1545,47388,1543,34,44,101751,4117,47370,2763,46466,2727,904,338,37762,2294,36685,2256,1077,423,16619,1411,16543,1398,76,92,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4554672,11606,3019382,13908,294540,6126,289677,5912,4863,1035,1850633,11773,1836174,12029,14459,1549,874209,6460,872646,6544,1563,409,1535290,11791,550220,8606,532232,9011,17988,2211,763450,9608,747158,9761,16292,2148,221620,5842,220756,5820,864,524,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1446667,5298,960369,7142,119814,3898,115122,3795,4692,812,560498,5233,549832,5212,10666,1192,280057,3311,278750,3369,1307,469,486298,5609,198619,4453,185110,4517,13509,1545,227641,5506,219175,5562,8466,1123,60038,2273,59557,2331,481,278,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516957,7216,933775,9126,82686,4183,78740,4165,3946,979,571079,7805,558994,8028,12085,1654,280010,4860,279077,4820,933,587,583182,9343,226358,5800,211222,5839,15136,2084,272346,7595,258427,7305,13919,2005,84478,3791,83824,3731,654,421,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4958249,11531,3416499,15135,309498,6467,306069,6605,3429,777,2122928,11884,2103700,11800,19228,1898,984073,7301,982357,7262,1716,556,1541750,11953,534122,8123,515297,8008,18825,2114,713281,11411,694121,11633,19160,2333,294347,5887,291713,5922,2634,766,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,413083,3010,247790,4277,18462,1774,18382,1773,80,93,158644,3884,156774,3871,1870,648,70684,1861,70455,1871,229,195,165293,4531,53066,2878,51348,2854,1718,790,82517,4292,79648,4330,2869,897,29710,2061,29492,2078,218,215,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1787340,9096,1217692,9732,121284,5068,119006,4971,2278,702,723614,8777,714893,8784,8721,1456,372794,4869,371457,4859,1337,466,569648,9235,217896,7058,207597,7144,10299,1863,291293,7697,282175,7931,9118,1518,60459,3519,60261,3483,198,219,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323765,3111,217200,3814,28571,2082,28293,2084,278,155,131302,2506,130048,2455,1254,392,57327,1597,57157,1572,170,106,106565,4369,44461,3213,41426,3120,3035,949,43252,2871,41077,2957,2175,596,18852,1717,18704,1713,148,98,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2480090,11146,1654001,14531,173457,5510,169751,5367,3706,1052,1002545,9920,990629,9721,11916,1597,477999,5535,475967,5661,2032,577,826089,12336,313748,7542,298023,7322,15725,2230,415071,9256,401714,8987,13357,1928,97270,4131,96111,4074,1159,599,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8970959,21541,5586856,26359,631268,12477,595375,11962,35893,3340,3583965,19315,3449130,18294,134835,6038,1371623,10974,1358240,10803,13383,1848,3384103,21621,1401323,14635,1277513,15105,123810,6324,1653304,16948,1522328,16359,130976,6430,329476,8517,324348,8606,5128,1127,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,895691,5044,623589,6650,107067,4137,102819,3983,4248,1070,375352,6028,365852,6036,9500,1513,141170,2679,140130,2710,1040,493,272102,6236,132859,4453,121468,4261,11391,1722,113258,4899,105016,4834,8242,1586,25985,2045,25889,2027,96,114,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,258520,2853,183563,2872,14226,1232,14032,1230,194,115,118300,2263,117405,2221,895,384,51037,1560,51023,1562,14,26,74957,2865,29117,1795,27913,1781,1204,510,33325,2133,32374,2126,951,395,12515,1360,12475,1355,40,71,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3038967,13344,2010442,15164,197403,5981,194443,5991,2960,889,1277246,11702,1263757,11741,13489,1743,535793,6323,534335,6252,1458,442,1028525,13454,402166,7699,383508,7768,18658,2545,504900,11351,482485,10920,22415,2523,121459,4365,120014,4288,1445,677,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2636817,10074,1643637,12066,153933,5487,149025,5477,4908,1224,1053157,10289,1033496,10126,19661,2328,436547,5817,434540,5835,2007,788,993180,12832,390830,8598,368294,8569,22536,2695,472486,9730,448398,9724,24088,2939,129864,3968,128541,3908,1323,611,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741544,5473,533758,5867,53021,3325,51601,3275,1420,618,311332,4863,308219,4933,3113,845,169405,3269,168984,3292,421,219,207786,4871,72289,3727,69006,3608,3283,907,103872,4193,102264,4159,1608,683,31625,2111,31526,2095,99,146,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2288362,8293,1539778,10829,169594,4631,166160,4544,3434,833,966887,8170,955070,8022,11817,1151,403297,3594,402686,3617,611,281,748584,9486,293345,6592,280079,6676,13266,1918,335542,7103,324818,7262,10724,1798,119697,3651,119144,3696,553,289,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,223513,2812,154329,3897,21676,1889,21156,1906,520,276,92632,2735,91412,2822,1220,491,40021,1794,39903,1794,118,115,69184,3701,29815,2281,28124,2358,1691,567,31602,2649,30259,2469,1343,582,7767,1140,7767,1140,0,185,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1263694,9111,877877,8341,64709,3947,60503,3979,4206,1005,510926,7500,488857,7490,22069,1796,302242,4450,296681,4451,5561,976,385817,7079,118156,4813,104644,4484,13512,1883,205505,6247,193781,6107,11724,1530,62156,3348,61546,3324,610,303,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1845169,11483,1268565,12217,135090,5911,132291,5924,2799,895,760891,8325,752006,8284,8885,1657,372584,4441,371083,4486,1501,447,576604,10418,215781,7171,204700,6969,11081,1790,286584,7088,276426,7135,10158,1816,74239,3572,73607,3594,632,392,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,251651,2883,159427,3595,20393,1839,18985,1798,1408,445,109480,2961,103837,2976,5643,874,29554,1360,28753,1384,801,274,92224,3507,39684,2401,35901,2234,3783,838,45967,2517,41819,2385,4148,821,6573,981,6292,940,281,184,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2392168,11611,1496650,13898,153085,6441,145233,6367,7852,1346,856323,11420,826638,11890,29685,2674,487242,5155,482670,5319,4572,880,895518,13536,333418,8414,301468,8467,31950,3215,456572,9922,421576,9143,34996,2914,105528,4186,104249,4111,1279,527,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1143859,7351,757722,8214,84861,3863,82008,3878,2853,786,446660,6491,439177,6478,7483,1306,226201,4168,225389,4173,812,354,386137,6919,147989,6058,139736,5559,8253,1818,186571,6293,178669,6116,7902,1508,51577,3263,51323,3264,254,193,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
