B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036EA,B27004_036MA,B27004_037EA,B27004_037MA,B27004_038MA,B27004_038EA,B27004_039MA,B27004_039EA,B27004_040EA,B27004_040MA,B27004_041MA,B27004_041EA,B27004_042EA,B27004_042MA,B27004_043EA,B27004_043MA,B27004_044MA,B27004_044EA,B27004_045EA,B27004_045MA,B27004_046MA,B27004_046EA,B27004_047EA,B27004_047MA,B27004_048EA,B27004_048MA,B27004_049EA,B27004_049MA,B27004_050MA,B27004_050EA,B27004_051EA,B27004_051MA,B27004_052EA,B27004_052MA,B27004_053EA,B27004_053MA,B27004_054EA,B27004_054MA,B27004_055MA,B27004_055EA,B27004_056EA,B27004_056MA,B27004_057EA,B27004_057MA,NAME,B27004_001EA,B27004_001MA,B27004_002EA,B27004_002MA,B27004_003EA,B27004_003MA,B27004_004MA,B27004_004EA,B27004_005EA,B27004_005MA,B27004_006MA,B27004_006EA,B27004_007EA,B27004_007MA,B27004_008EA,B27004_008MA,B27004_009MA,B27004_009EA,B27004_010EA,B27004_010MA,B27004_011MA,B27004_011EA,B27004_012MA,B27004_012EA,B27004_013EA,B27004_013MA,B27004_014EA,B27004_014MA,B27004_015MA,B27004_015EA,B27004_016EA,B27004_016MA,B27004_017MA,B27004_017EA,B27004_018EA,B27004_018MA,B27004_019EA,B27004_019MA,B27004_020MA,B27004_020EA,B27004_021EA,B27004_021MA,B27004_022MA,B27004_022EA,B27004_023EA,B27004_023MA,B27004_024MA,B27004_024EA,B27004_025EA,B27004_025MA,B27004_026EA,B27004_026MA,B27004_027MA,B27004_027EA,B27004_028MA,B27004_028EA,B27004_029EA,B27004_029MA,B27004_030MA,B27004_030EA,B27004_031EA,B27004_031MA,B27004_032EA,B27004_032MA,B27004_033MA,B27004_033EA,B27004_034EA,B27004_034MA,B27004_035MA,B27004_035EA,state
339112,8482,548156,2896,317828,5888,230328,5971,714327,3186,404993,6290,309334,6563,716132,2464,480952,7658,235180,7633,846813,2536,593315,6501,253498,5863,786926,1801,541366,5112,245560,5054,489146,2052,211082,4201,278064,4420,438065,2885,174692,4221,263373,4654,0400000US39,11371766,1352,5533995,5334,432579,4765,222794,5897,209785,5496,925915,6087,563609,8362,362306,9006,548552,3142,336559,6237,211993,6061,686937,3140,389981,6969,296956,7209,691162,3105,466609,6309,224553,5892,806512,3139,554088,6570,252424,7179,730966,1908,503822,6323,227144,6060,425284,2041,201699,5058,223585,4885,286088,1876,133878,2911,152210,3142,5837771,5222,412814,5362,208916,5438,203898,5534,885392,5882,546280,8094,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
160473,4099,187212,1899,90420,3452,96792,3639,249825,2060,135251,3784,114574,3325,229150,2051,131873,3063,97277,3584,256717,1740,154047,3325,102670,3591,236464,1273,139906,2851,96558,2963,159896,1270,56313,2576,103583,2555,128394,1408,39459,1723,88935,1951,0400000US40,3733058,1692,1829393,3576,161307,2511,66308,3093,94999,2906,317303,3082,148200,4701,169103,4392,189608,2256,92867,3035,96741,3216,246213,2735,126074,3748,120139,3647,225535,1887,129910,3086,95625,3531,241669,1996,144837,3291,96832,3310,218851,1419,125275,2645,93576,2590,140182,1138,52929,2154,87253,2070,88725,1255,31216,1540,57509,1743,1903665,3529,155258,2853,58831,2900,96427,3615,300749,2941,140276,4589,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
123539,5810,179228,2129,96742,4113,82486,4300,261165,2559,138103,4291,123062,4813,248409,2303,154792,4149,93617,4386,264925,1991,168049,4269,96876,4063,271728,1552,166300,3980,105428,3894,171172,1242,53456,2570,117716,2459,144045,1331,43871,2489,100174,2603,0400000US41,3860452,927,1903608,3625,144718,3432,68074,3458,76644,3987,298956,3003,161053,5414,137903,5188,182395,2783,92824,3770,89571,4100,261931,2471,138867,4643,123064,4703,251313,2405,151085,4661,100228,4302,252154,2064,154343,4232,97811,3670,254914,1355,152260,4285,102654,4267,156021,1184,54543,2861,101478,2917,101206,1219,37016,1941,64190,2189,1956844,3619,136672,2790,59802,3080,76870,3577,279500,3190,155961,6294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
360502,7832,625831,2733,387049,6734,238782,6498,776077,3408,477568,6882,298509,7058,780770,2895,549550,5748,231220,5859,950448,2540,683836,6214,266612,6061,876875,2169,597206,6661,279669,6647,563099,1822,206485,4225,356614,4318,553988,2803,171541,4430,382447,4745,0400000US42,12559315,1121,6097029,4061,442869,4563,235310,4653,207559,5959,952922,5007,579678,7233,373244,6611,625481,2859,389586,6026,235895,6011,760280,2986,455476,6933,304804,7075,745227,3117,522196,6153,223031,6557,905422,3173,642656,6063,262766,5265,821501,2124,571232,5864,250269,6077,485309,1641,208529,4630,276780,4929,358018,1905,137027,3429,220991,4113,6462286,4014,424277,4285,229552,5311,194725,5055,910921,4195,550419,7679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
27108,2419,60523,917,35272,1662,25251,1672,64633,711,38934,2209,25699,2249,65927,843,45377,1960,20550,2012,81306,804,58245,2145,23061,2037,71249,654,46361,2012,24888,2183,43441,455,17394,1386,26047,1420,43659,747,12017,1423,31642,1495,0400000US44,1034895,650,498109,1558,34230,1445,18712,2056,15518,1705,76397,1611,47087,2241,29310,2382,58811,931,34506,1855,24305,1895,61881,1144,34169,2106,27712,2183,62199,1054,43198,2178,19001,2104,75275,703,52360,2262,22915,2173,64896,687,43624,1807,21272,1707,37501,441,16926,1092,20575,1118,26919,556,9858,1051,17061,1132,536786,1493,32931,1444,19606,1670,13325,1602,73117,1315,46009,2295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
188570,5574,234314,2945,118275,4331,116039,5010,303475,3263,155600,4263,147875,3761,302649,2867,181716,4265,120933,4292,334184,2074,206508,4338,127676,4228,322717,1272,187322,4504,135395,4618,221863,1605,78766,3031,143097,3169,158655,1612,49031,2629,109624,2820,0400000US45,4623171,2221,2217194,5597,184266,4628,70083,4385,114183,5063,365636,3822,175334,5320,190302,5734,231302,3344,120688,5020,110614,5059,269921,4384,133307,4561,136614,5068,282670,3135,167915,5237,114755,5828,304820,2502,179704,5290,125116,4835,282481,1631,165224,4270,117257,4070,191521,1633,70983,2905,120538,3084,104577,1451,38041,2132,66536,2210,2405977,4849,170200,3287,64362,3467,105838,4076,357920,2780,169350,5338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
28519,2252,40480,1461,23908,1507,16572,1443,52672,1247,31947,1700,20725,1767,45383,972,30697,1707,14686,1528,55281,641,37827,1453,17454,1438,53154,567,34096,1338,19058,1378,31119,318,7635,962,23484,956,31253,625,5743,787,25510,944,0400000US46,816425,682,407547,1845,36331,1346,17235,1483,19096,1651,67166,1406,39493,1969,27673,1910,41817,1470,23296,1720,18521,1849,55095,1266,32945,1820,22150,1856,46959,856,30736,1307,16223,1469,54561,832,35188,1569,19373,1516,53662,770,32220,1501,21442,1500,29913,437,6966,967,22947,1104,22043,560,4314,595,17729,740,408878,1895,34946,1368,16204,1443,18742,1548,64590,1627,36071,2157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
229307,7510,309934,3397,160706,4380,149228,4667,422520,3438,223267,6332,199253,6609,425110,2900,260686,5191,164424,5633,462022,1979,292148,5511,169874,5257,430300,1922,263146,5160,167154,4674,281909,1770,89817,3164,192092,3597,219845,1926,65521,3093,154324,3253,0400000US47,6354629,2073,3073054,4730,248038,3954,112058,5034,135980,5592,512276,4013,274246,7377,238030,7409,304058,2911,162858,4911,141200,4613,394896,3782,204607,6086,190289,6533,407170,3290,243134,5310,164036,5418,429601,2995,266001,5460,163600,5242,385398,1898,234065,4548,151333,4448,249779,1589,92267,3134,157512,3599,141838,1264,50984,2454,90854,2487,3281575,4661,238941,4084,105686,4551,133255,5435,490994,4047,261687,7394,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1264959,16988,1287858,5573,571491,10977,716367,11464,1834320,5186,922071,15156,912249,14910,1773270,5265,1012703,11351,760567,12385,1730138,4311,1034987,13306,695151,12745,1441677,2909,823010,10090,618667,10000,864390,3641,299278,6313,565112,6584,667775,3469,196260,5056,471515,5556,0400000US48,25584499,3960,12573459,9930,1193342,8905,459920,11793,733422,13957,2366924,9986,1066146,14329,1300778,15968,1313578,6159,594956,12051,718622,12459,1791109,7403,874660,13620,916449,12895,1700258,5625,966531,14160,733727,13845,1656108,5479,977191,11899,678917,12234,1330158,3189,775418,8688,554740,8860,762433,2893,295700,6141,466733,5999,459549,3564,157340,4214,302209,5191,13011040,9203,1140914,7997,442656,10571,698258,11610,2270698,8567,1005739,15919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
93775,5307,161821,1603,104821,3161,57000,3249,218219,1675,138678,3708,79541,3745,173642,1236,116926,3008,56716,3263,152955,1385,107477,2635,45478,2542,131363,938,90773,2257,40590,2286,80260,779,30463,1493,49797,1594,64459,847,24580,1646,39879,1718,0400000US49,2829001,909,1415433,2720,160554,2326,100320,3146,60234,3273,292609,2730,195795,5268,96814,4933,161010,1568,104005,3052,57005,3036,220485,2111,136071,4042,84414,3816,178929,1811,122763,3985,56166,3272,151617,1644,107304,2617,44313,2455,127027,792,87544,1970,39483,1753,73142,754,32634,1657,40508,1684,50060,671,20758,1331,29302,1326,1413568,2385,151657,2366,93681,3586,57976,3412,279192,2545,185417,5071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
18341,1366,32702,561,20064,1063,12638,1028,35085,650,20560,1236,14525,1171,36889,472,25700,1149,11189,1131,50001,669,33866,1264,16135,1280,47864,511,32010,1136,15854,1071,28472,329,11043,1081,17429,1050,23294,406,7343,800,15951,871,0400000US50,619928,318,306170,1095,20310,1260,10344,1175,9966,1341,43802,1084,23136,1613,20666,1484,34296,701,21695,1354,12601,1347,34537,611,18607,1383,15930,1310,35919,593,23480,1158,12439,1200,47227,621,31739,1179,15488,1207,46555,600,30654,1370,15901,1243,27055,400,11176,1045,15879,1069,16469,399,5881,623,10588,729,313758,993,18000,739,8873,1019,9127,1020,41451,778,23110,1519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
237288,7001,391795,3428,234685,5918,157110,5532,556833,4497,343745,5439,213088,6054,553965,4136,374341,5872,179624,4956,608597,3574,421828,5661,186769,5878,521711,2153,346154,5382,175557,5222,326865,2239,134051,4479,192814,4428,257441,2501,93886,3470,163555,3573,0400000US51,7973466,4199,3847508,7388,311345,4629,169029,5393,142316,5042,631749,5190,379838,7441,251911,7243,383410,4157,226246,5935,157164,5067,522725,5103,311201,6717,211524,7626,508659,4696,345195,5783,163464,5919,563981,3547,373882,5920,190099,6622,473785,2449,316067,5687,157718,5489,284939,2002,130572,4002,154367,4020,166915,1964,73824,2665,93091,2919,4125958,7170,300510,4956,163445,4784,137065,5423,608241,5170,370953,7447,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
233050,6770,317022,3135,168105,5502,148917,5536,472253,2583,265924,6025,206329,6363,448238,2621,290726,4527,157512,4665,483074,2235,329803,4772,153271,4779,454612,1420,285886,4414,168726,4379,270297,1490,96134,3785,174163,3916,214930,1504,67787,2584,147143,2944,0400000US53,6793078,2904,3361673,3879,272610,4048,127004,5007,145606,4420,540006,3773,297026,6775,242980,6510,326147,2862,178436,4870,147711,5470,468213,3197,260905,6008,207308,5712,449385,2961,294665,5239,154720,5407,475663,2560,310123,6164,165540,5934,427048,1711,273916,4853,153132,4928,249386,1365,100873,3221,148513,3501,153215,1261,56895,2951,96320,2783,3431405,3078,254619,3632,120647,4868,133972,4893,516360,3692,283310,7045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
58715,3518,85802,1586,48255,2843,37547,2953,106920,1323,57765,2690,49155,2815,114316,1238,71753,2897,42563,2878,132556,1583,83130,3113,49426,2935,138022,995,84885,2380,53137,2394,90113,624,41242,2032,48871,2003,76885,981,31514,2001,45371,1932,0400000US54,1826512,259,893254,3414,64880,2077,33955,2372,30925,2426,129456,2275,72540,3531,56916,3512,86894,1737,48876,3067,38018,2463,104575,1590,55492,2714,49083,2820,111512,1574,69106,2750,42406,2914,127652,1328,78341,2654,49311,2566,132724,1137,81576,2341,51148,2310,84299,625,39007,1738,45292,1575,51262,965,25290,1554,25972,1557,933258,3383,62758,2327,31432,2184,31326,2904,125886,2305,67171,3479,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
150702,4640,273225,2142,170321,4099,102904,3967,359188,2345,223340,3898,135848,4362,344823,2431,241323,4296,103500,4238,425039,1844,308974,3557,116065,3524,373868,1326,262753,3469,111115,3583,227773,1167,74262,2504,153511,2537,214133,1551,66189,2754,147944,3125,0400000US55,5652085,607,2792797,3791,217351,3580,125161,3501,92190,3927,456686,3917,290938,4728,165748,5212,274797,2282,177180,3631,97617,3794,359511,2854,225646,4642,133865,5217,344352,2783,241463,4540,102889,4023,418951,2357,295447,4138,123504,3913,368634,1340,259604,3307,109030,3241,206749,931,77683,2702,129066,2678,145766,1148,53004,1958,92762,2084,2859288,3667,209949,3208,118186,3570,91763,3564,431290,3092,280588,5003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
19480,2078,27754,1178,15276,1461,12478,1305,37305,1119,19879,1823,17426,1909,33129,952,19558,1512,13571,1588,38693,890,25226,1426,13467,1484,39343,863,23946,1497,15397,1598,21961,723,6714,992,15247,1130,16559,673,4595,858,11964,1057,0400000US56,567082,836,286151,2014,23198,1329,13185,1639,10013,1577,46747,1789,24399,1786,22348,1561,29299,1272,17227,1646,12072,1545,40700,1435,23667,1868,17033,2168,34522,943,21667,1612,12855,1575,38159,788,26577,1636,11582,1557,39124,642,26199,1384,12925,1280,21292,585,8602,960,12690,992,13110,686,3209,680,9901,869,280931,2040,22722,1423,11062,1604,11660,1662,43465,1626,23985,1883,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
198789,5076,189702,1713,53530,3820,136172,3995,234990,2405,75299,4114,159691,4522,247901,1849,100315,3450,147586,3458,256006,275,100745,4589,155261,4575,238595,234,73908,3406,164687,3357,183338,722,30347,2282,152991,2443,141132,932,16074,1613,125058,1838,0400000US72,3641762,450,1738277,2973,131008,3012,34260,2990,96748,3613,305901,3283,103383,5086,202518,5719,192485,1826,53870,3361,138615,3607,215080,2397,63029,3680,152051,3961,224687,1903,85569,3639,139118,3861,220623,1332,80293,4590,140330,4696,198146,405,62257,3378,135889,3392,151442,1097,25090,1888,126352,2075,98905,1024,12509,1346,86396,1735,1903485,2859,123215,3496,30481,2601,92734,3551,288606,3496,89817,4639,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
182183,5502,239789,2437,128000,4676,111789,4452,313047,3718,169055,4469,143992,4650,312840,3307,193143,5280,119697,5447,343028,2667,221570,4424,121458,4246,319442,1684,194240,4157,125202,3891,216229,1618,83797,2920,132432,3088,172299,1387,57587,2599,114712,2811,0400000US01,4741698,1677,2275730,4364,186441,3721,78631,4230,107810,4233,387265,4290,200752,5698,186513,6116,237884,3988,130623,4428,107261,5156,277401,3862,149949,5327,127452,5168,287800,4101,177827,4819,109973,4642,317321,2940,200959,4734,116362,5040,288783,1763,181011,4411,107772,4169,182829,1529,78026,2762,104803,2980,110006,1552,42161,2288,67845,2555,2465968,4141,178393,3977,69966,3579,108427,4018,370901,3930,188718,6413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
29726,2194,34088,1055,17369,1598,16719,1386,52103,1492,26356,2109,25747,1908,45301,1467,26982,1851,18319,1746,49291,1446,29946,1631,19345,1624,44068,806,28744,1638,15324,1511,19776,749,10386,1097,9390,1034,11549,812,4646,785,6903,747,0400000US02,708946,1546,362461,2242,32771,1446,13172,1468,19599,1651,63992,1428,30628,2280,33364,2442,38386,1810,19587,1979,18799,2023,49743,1776,23878,2643,25865,2519,46027,1579,26312,1772,19715,1811,53186,1195,32454,1532,20732,1664,48753,666,31224,1439,17529,1495,20319,611,11462,933,8857,962,9284,529,3993,731,5291,783,346485,1896,31743,1161,13958,1660,17785,1501,58566,1434,28840,2161,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
285461,7630,311578,1480,143469,4942,168109,4772,421752,1980,217611,5750,204141,5796,409068,2133,229260,5063,179808,5588,422923,1617,243697,4611,179226,4454,400107,1296,224894,4331,175213,4256,293306,1250,89110,3464,204196,3573,226154,1305,64861,3174,161293,3465,0400000US04,6443654,1631,3168921,3160,271998,3971,112719,5411,159279,5213,555537,4136,256575,7756,298962,8175,321099,2123,146412,5693,174687,5490,422728,2583,211715,5410,211013,5439,399475,2210,230069,5702,169406,5836,398689,1802,229087,4728,169602,4617,359275,1195,199181,4003,160094,4035,262628,1115,88237,3357,174391,3360,177492,988,62144,2490,115348,2537,3274733,2925,259137,3086,107604,4742,151533,4520,530708,3200,245247,8053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
129915,5073,140403,2740,68058,3547,72345,3174,189126,3196,96425,3736,92701,4295,184113,2181,108191,3841,75922,3466,199983,2334,118983,3406,81000,3434,188891,1505,107012,2835,81879,2818,132332,1552,39160,2681,93172,2840,103422,1336,24885,1757,78537,2182,0400000US05,2896297,1039,1414591,3837,121728,3516,45708,3250,76020,3892,244243,3457,101120,4888,143123,5481,142465,2851,69739,3426,72726,4022,178565,2977,92872,3650,85693,3683,176869,2535,103380,3675,73489,3373,189768,2407,110667,3058,79101,3146,171182,1500,96217,2771,74965,2942,116970,1402,36623,2064,80347,2323,72801,1081,21603,1716,51198,1827,1481706,3739,110319,3061,38369,2939,71950,3352,233117,2758,103202,4879,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
