GEO_ID,C11001G_001E,C11001G_001M,C11001G_002E,C11001G_002M,C11001G_003E,C11001G_003M,C11001G_004E,C11001G_004M,C11001G_005E,C11001G_005M,NAME,C11001G_001EA,C11001G_001MA,C11001G_002EA,C11001G_002MA,C11001G_003EA,C11001G_003MA,C11001G_004EA,C11001G_004MA,C11001G_005MA,C11001G_005EA,state
0400000US25,44348,3214,27992,2770,15508,2098,12484,1765,16356,2077,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,53412,2618,33605,2278,19256,1658,14349,1689,19807,1840,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25063,2399,15871,1874,9130,1367,6741,1248,9192,1369,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6950,1349,4689,1040,2636,700,2053,715,2261,736,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,29849,2976,18231,1944,10165,1330,8066,1335,11618,1718,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6939,1051,4544,797,3046,648,1498,499,2395,665,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8708,1316,5842,1083,2932,768,2910,880,2866,808,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24767,2685,16191,2180,9056,1759,7135,1479,8576,1433,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5750,1037,3209,798,2142,696,1067,488,2541,816,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,49976,2928,35843,2311,22044,2063,13799,1669,14133,1722,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16399,1721,10169,1352,6836,1109,3333,828,6230,1111,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,131429,4749,84739,3539,47327,2772,37412,2618,46690,3268,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47062,3179,32398,2475,19446,1975,12952,1554,14664,1996,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2330,645,1402,488,735,340,667,375,928,425,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,57381,4214,35109,2929,17624,2435,17485,2400,22272,2322,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,79575,2774,51619,2343,31602,1964,20017,1571,27956,1607,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37939,3326,23940,2778,14947,2164,8993,1526,13999,1662,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,53349,3330,33681,2836,19305,2401,14376,1851,19668,2214,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6119,1111,3727,774,2208,550,1519,598,2392,846,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18184,2478,12121,1885,7476,1359,4645,1199,6063,1409,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2822,717,2105,635,1123,456,982,401,717,258,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28579,3319,17128,2305,10925,1823,6203,1279,11451,2086,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,149313,5423,96908,4707,64398,3824,32510,2984,52405,3520,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11864,1656,9112,1550,6172,1062,2940,965,2752,767,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3022,619,1681,470,809,272,872,360,1341,524,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,54564,3836,37435,3140,25008,2453,12427,2055,17129,2280,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,79126,3650,49463,2944,29822,2309,19641,2307,29663,3037,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8873,1283,5758,1119,3794,993,1964,460,3115,801,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,22900,2158,14334,1849,7607,1296,6727,1146,8566,1157,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3893,1021,2443,625,1804,593,639,360,1450,734,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,148275,4880,104630,4423,58036,3631,46594,3047,43645,3189,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19284,1835,12168,1420,7886,1171,4282,963,7116,1277,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13359,1766,8837,1386,4785,971,4052,904,4522,844,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42589,2739,27974,2407,17765,2071,10209,1457,14615,1774,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15887,1732,9869,1327,7143,1151,2726,851,6018,1030,Arkansas,null,null,null,null,null,null,null,null,null,null,05
