GEO_ID,B08505G_001E,B08505G_001M,B08505G_002E,B08505G_002M,B08505G_003E,B08505G_003M,B08505G_004E,B08505G_004M,B08505G_005E,B08505G_005M,B08505G_006E,B08505G_006M,B08505G_007E,B08505G_007M,NAME,B08505G_001EA,B08505G_001MA,B08505G_002MA,B08505G_002EA,B08505G_003MA,B08505G_003EA,B08505G_004MA,B08505G_004EA,B08505G_005EA,B08505G_005MA,B08505G_006EA,B08505G_006MA,B08505G_007MA,B08505G_007EA,state
0400000US18,34195,3055,26871,2545,4042,1000,538,427,1583,604,480,342,681,396,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16746,2003,10913,1688,2723,662,361,249,1715,762,403,263,631,290,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28904,3259,23062,2775,3109,991,218,248,1240,624,315,265,960,463,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22226,2706,16810,2332,3197,901,366,251,827,346,395,301,631,355,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23228,2646,16254,2082,4423,1311,410,333,939,434,471,340,731,420,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7820,1149,4587,893,1693,718,192,313,897,396,30,55,421,268,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,58514,4184,43282,3401,6932,1523,3448,1042,1804,540,1141,537,1907,632,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,71809,5274,37132,3485,10496,2132,13071,2567,6564,1203,2113,834,2433,833,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,62196,3509,49270,3245,6018,1162,1534,761,2267,559,849,351,2258,623,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38487,2771,27244,2230,5097,1037,1855,445,1231,485,1578,693,1482,509,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7692,1711,5311,1557,774,394,228,304,564,363,185,241,630,345,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40828,3339,29064,3009,5716,1287,1013,530,1560,559,1476,651,1999,569,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8195,1440,6292,1343,1082,498,92,157,138,132,187,153,404,204,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,12238,1712,9687,1509,1301,493,204,147,505,265,165,203,376,291,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,33278,3549,25114,2980,4750,1100,1817,798,634,448,432,310,531,408,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6740,1441,5229,1123,558,512,18,37,695,431,88,150,152,143,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,72922,5578,51029,4224,7532,1310,6465,1622,3303,860,1473,600,3120,987,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18845,2126,14225,2038,2673,810,609,350,532,350,416,243,390,240,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,187366,7811,74484,4542,17610,2938,65765,4392,19410,2561,4600,1163,5497,1068,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,58525,4301,44674,3696,8661,1667,557,482,1963,737,1220,555,1450,592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5917,1294,4121,949,1148,614,184,176,214,213,61,70,189,124,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,68086,4388,50688,3783,9476,1548,1922,711,3292,789,977,435,1731,501,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,94855,4144,72892,3537,13629,1745,874,550,2887,1214,875,300,3698,796,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49779,3429,32198,2632,6688,1729,3978,1085,2737,984,1350,452,2828,785,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,69658,4010,46028,3228,7870,1447,6888,1167,4625,1142,1670,775,2577,784,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8997,1217,6081,992,1263,586,553,351,693,412,153,178,254,233,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25809,2915,18931,2629,3371,1147,87,112,1758,491,951,697,711,435,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4933,1126,3874,933,649,378,27,40,164,168,21,40,198,159,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30746,3191,23317,2543,5038,1441,229,164,567,358,268,179,1327,659,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,202956,9146,155610,8410,25403,3201,5799,1409,6012,1351,3308,892,6824,1096,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18803,2237,12413,1715,4092,1020,257,217,892,456,230,201,919,653,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4535,794,2787,597,369,264,312,302,581,268,134,118,352,262,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,81140,5409,59832,4683,9913,1920,3778,914,2360,782,1364,614,3893,945,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,112188,5043,75686,4214,13813,1853,10593,1780,4229,1077,2256,744,5611,1197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9438,1380,6688,1213,1495,705,222,165,623,303,121,217,289,210,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30359,2898,20596,2170,4274,1190,1818,749,1505,610,1055,408,1111,502,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6782,1354,4586,1200,1269,562,105,131,364,404,192,158,266,260,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133372,7102,104942,6282,13305,1790,3869,925,3710,1079,4568,1237,2978,960,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19780,2330,16364,2029,2088,765,294,270,498,288,128,143,408,296,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20648,2332,12273,1628,4160,1118,378,360,937,293,1558,817,1342,558,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,55597,3746,39173,3182,7534,1369,1797,636,2538,849,1599,588,2956,1047,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16380,2133,12959,1898,2275,691,93,96,240,215,127,133,686,372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
