GEO_ID,C12002B_001E,C12002B_001M,C12002B_002E,C12002B_002M,C12002B_003E,C12002B_003M,C12002B_004E,C12002B_004M,C12002B_005E,C12002B_005M,C12002B_006E,C12002B_006M,NAME,C12002B_001EA,C12002B_001MA,C12002B_002MA,C12002B_002EA,C12002B_003EA,C12002B_003MA,C12002B_004EA,C12002B_004MA,C12002B_005MA,C12002B_005EA,C12002B_006EA,C12002B_006MA,state
0400000US24,1369343,5449,638596,11161,434439,10915,52793,3470,79511,3477,164004,5451,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,365296,5797,185986,5244,109069,5724,15668,1885,15604,1699,38969,3106,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1088567,4338,580339,8761,261004,8529,41405,3277,68565,3021,137254,4622,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,205425,3193,105455,3961,62876,4262,8045,1565,5157,1228,23892,2268,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,848188,3630,419049,7471,229570,9278,46496,3331,56290,3086,96783,4206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,534858,3743,275671,5842,137687,6261,21393,2202,30780,2190,69327,3947,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2849,850,989,568,1361,551,0,157,267,311,232,192,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,61548,2152,31108,2158,17682,1984,1645,582,2976,595,8137,1058,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,177398,2913,82418,3846,48507,3079,7681,1576,8997,1355,29795,2887,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12979,1907,6295,1638,4585,1152,664,403,139,137,1296,519,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,962452,8120,488501,9493,286055,9411,35199,3089,55489,3017,97208,4485,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31319,1970,16307,2042,10621,2189,838,425,1103,440,2450,730,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2437779,11541,1265688,13378,678953,12600,119079,6091,147069,5098,226990,7480,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1657942,6063,751287,11427,516376,14188,83049,4592,107643,4083,199587,7927,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7907,1105,4011,982,2600,988,428,318,171,245,697,345,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1094404,5974,554637,9291,282582,8712,36891,2758,62219,3097,158075,5520,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,211461,2700,97609,3652,64470,3671,6976,1161,12660,1263,29746,2306,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,53016,2217,24983,2512,15043,2169,1902,800,1846,618,9242,1429,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1097751,7691,597342,9693,263314,8934,49838,4383,70723,2956,116534,4796,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,51426,3622,26612,2891,15723,1839,2155,723,2603,768,4333,1047,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1022284,4333,486653,6801,300934,7718,54930,3728,75739,3169,104028,4566,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9134,983,5707,1219,2172,1029,312,273,183,227,760,490,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,844429,5074,421572,8687,228262,7333,39365,3089,48863,2904,106367,5561,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2386198,8816,1059193,13873,773063,16510,104537,5546,131983,4367,317422,9102,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22039,1735,10513,1453,7714,1575,807,496,1156,493,1849,720,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5089,565,2842,681,1803,630,99,141,0,143,345,243,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1255970,6719,566951,9267,412643,9477,53777,3750,70607,3517,151992,6892,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,196271,3645,84855,4196,67486,4224,6153,1416,9359,1568,28418,2872,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,48732,2770,27134,2450,12192,1726,1517,605,2389,577,5500,1120,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,263527,3128,157448,4242,51288,3594,10923,1628,10756,1214,33112,2765,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4166,937,2061,869,1560,591,231,219,84,97,230,232,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,256445,10445,104052,6189,87734,5778,11147,1872,17487,1918,36025,3258,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,995948,4014,464265,7487,284214,8903,44647,3217,67774,2787,135048,5824,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20301,983,9272,1430,6571,1345,136,161,769,476,3553,969,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,219165,4233,108915,4792,65254,4826,5623,1198,8637,1381,30736,2549,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,348666,2698,163232,5548,97537,5254,17131,2020,21545,2108,49221,3469,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
