GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001MA,B13002A_001EA,B13002A_002MA,B13002A_002EA,B13002A_003EA,B13002A_003MA,B13002A_004MA,B13002A_004EA,B13002A_005EA,B13002A_005MA,B13002A_006MA,B13002A_006EA,B13002A_007MA,B13002A_007EA,state
0400000US51,1354358,5727,68962,4318,52713,3281,16249,2348,1285396,6991,650867,8382,634529,9026,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1257277,5175,66043,3930,47491,2740,18552,2444,1191234,6997,560035,9092,631199,10101,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,389549,1892,16677,2102,10278,1568,6399,1255,372872,2958,176445,4829,196427,5368,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1133131,3830,57214,3273,41321,2658,15893,1913,1075917,4395,507164,6543,568753,6531,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,118001,1611,6459,1310,4881,1014,1578,652,111542,1910,54845,2326,56697,2849,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,610898,8894,26964,2878,11980,1996,14984,2276,583934,8696,200642,6162,383292,7643,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,759944,3533,39407,3294,28712,2889,10695,1696,720537,4410,381405,6277,339132,6687,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,116018,1438,5831,1170,4449,995,1382,679,110187,1732,58415,2629,51772,2801,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1168631,6201,65548,4575,42463,3505,23085,2392,1103083,7057,472197,9545,630886,11106,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,526349,2756,31273,2391,22441,2128,8832,1499,495076,3145,259637,5602,235439,5467,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
