GEO_ID,C24010I_001E,C24010I_001M,C24010I_002E,C24010I_002M,C24010I_003E,C24010I_003M,C24010I_004E,C24010I_004M,C24010I_005E,C24010I_005M,C24010I_006E,C24010I_006M,C24010I_007E,C24010I_007M,C24010I_008E,C24010I_008M,C24010I_009E,C24010I_009M,C24010I_010E,C24010I_010M,C24010I_011E,C24010I_011M,C24010I_012E,C24010I_012M,C24010I_013E,C24010I_013M,NAME,C24010I_001MA,C24010I_001EA,C24010I_002EA,C24010I_002MA,C24010I_003EA,C24010I_003MA,C24010I_004EA,C24010I_004MA,C24010I_005MA,C24010I_005EA,C24010I_006MA,C24010I_006EA,C24010I_007EA,C24010I_007MA,C24010I_008EA,C24010I_008MA,C24010I_009EA,C24010I_009MA,C24010I_010MA,C24010I_010EA,C24010I_011MA,C24010I_011EA,C24010I_012MA,C24010I_012EA,C24010I_013EA,C24010I_013MA,state
0400000US18,168001,3997,98429,2764,9894,1652,26592,2712,10408,2092,17428,2197,34107,2429,69572,2847,14435,1876,20163,2275,21126,2761,784,432,13064,1908,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,68894,2364,39941,1829,6324,1254,4641,960,3899,863,10783,1779,14294,1554,28953,2028,4962,1064,9491,1461,6318,1231,720,412,7462,1396,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,130656,3525,77339,2427,9526,1378,13288,1804,9127,1632,23163,2451,22235,2298,53317,2396,11236,1829,18861,2023,15835,1969,383,289,7002,1212,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,55636,2624,34310,2062,6012,1270,5634,1294,4321,1087,10753,2002,7590,1478,21326,1822,6014,1127,6366,1232,4624,995,866,535,3456,1159,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,92813,3502,56754,2291,9849,1813,7716,1527,6143,1515,23609,2664,9437,1831,36059,2437,12286,1825,12353,1782,8195,1420,1259,652,1966,739,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7245,1050,3475,848,452,301,1505,513,449,338,649,472,420,258,3770,722,1802,543,1108,430,729,430,0,155,131,174,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,258087,4073,151245,2570,27895,2436,36529,3962,14611,1931,52021,3799,20189,2652,106842,3551,27054,2415,46472,3509,27525,2738,774,461,5017,1101,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,266882,6605,138500,4480,24634,2584,40016,2876,25566,2556,18754,2994,29530,3242,128382,4355,34885,2615,45690,3061,35314,3384,1244,640,11249,1588,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,167909,3566,93465,2871,19093,2053,19571,2015,10595,1483,17997,2048,26209,2626,74444,2708,18322,1623,21966,2532,20052,1760,2137,703,11967,1907,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,111263,3262,66247,2004,12243,2072,18402,2241,5816,1178,12575,2030,17211,2060,45016,2623,11239,1709,14481,1766,9148,1529,327,158,9821,1416,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31451,2603,21039,2124,3461,1033,3390,989,2148,798,5300,1318,6740,1801,10412,1550,2174,577,3826,1054,2989,816,149,216,1274,569,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,88266,3020,50220,2102,9930,1401,11973,2159,6591,1429,8089,1420,13637,2132,38046,2480,11549,1615,11947,1605,9913,1521,179,128,4458,1165,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,13067,1260,6849,1068,1967,887,1453,545,858,462,1978,538,593,298,6218,936,1123,487,2699,722,2221,629,114,146,61,78,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,75970,2323,45462,1577,4474,1058,9402,1742,4557,1136,12167,1759,14862,1732,30508,2216,5419,1011,10416,1713,7772,1189,613,329,6288,1328,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,315386,5502,178856,3712,15131,1905,67477,3767,25542,3224,40082,3494,30624,3599,136530,4365,22253,2551,60297,3595,43672,3111,1232,488,9076,1746,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16285,1462,8719,1180,2082,680,2602,1075,978,484,1176,533,1881,690,7566,843,3016,738,1430,530,2035,675,85,137,1000,705,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,755609,8157,419975,5838,72583,4472,103334,6365,62025,4638,70102,4359,111931,6124,335634,5900,83902,4142,98295,4426,101051,4726,2475,937,49911,3669,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,386620,6258,204616,4248,43323,3635,44016,3297,29915,2844,54795,3327,32567,3638,182004,4643,56030,3197,56188,4000,59403,3486,2141,765,8242,1614,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1514965,13324,828156,9106,137912,6826,244061,8758,137082,7524,145429,6254,163672,6245,686809,10273,171848,6347,251009,8343,203624,7906,4107,954,56221,4320,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,341143,5812,216308,4406,22110,2611,49299,4447,14902,2151,88811,5292,41186,3608,124835,4231,26324,2703,42113,3708,29592,2812,3719,1217,23087,2736,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7871,872,4647,725,684,391,830,491,709,362,1730,604,694,387,3224,665,682,317,1374,553,840,431,24,22,304,209,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,143594,4261,81828,3022,14385,1755,18485,2302,10159,1521,15046,2245,23753,2646,61766,3144,15570,1576,14836,1837,21020,2280,732,505,9608,1620,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,147820,2965,91898,1975,11016,1312,20465,2225,9399,1271,31664,2242,19354,1912,55922,2447,10011,1240,23180,1875,14879,1509,1077,580,6775,1090,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,193441,4402,113709,3370,17650,2233,28261,3232,14666,2152,29794,3743,23338,2723,79732,3031,16920,2077,28537,2799,20505,2449,5395,1382,8375,1920,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,283773,5235,158593,3684,23914,2913,35353,3579,24180,2730,28235,3773,46911,3877,125180,3661,29197,2348,37446,3057,38966,2833,2180,906,17391,2034,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,53619,2581,29009,1665,4490,1255,7816,2027,4145,1173,4296,1381,8262,1639,24610,1896,5163,994,8821,1551,6144,1194,37,65,4445,996,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,105744,3697,67618,2986,11546,2235,13528,2668,7866,1645,22920,2830,11758,2048,38126,2487,9009,1839,13614,1619,9865,1748,982,650,4656,1284,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11221,1081,6514,782,855,412,1678,723,343,292,1702,718,1936,633,4707,1051,967,408,1434,765,1028,588,27,42,1251,577,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,127594,4179,84117,2861,12929,1925,19096,2628,6616,1624,30249,3203,15227,2145,43477,2783,9480,1686,14362,2129,12953,1732,1151,557,5531,1160,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4151080,19429,2393419,12024,367681,11890,442516,13885,350557,10679,704919,17711,527746,14805,1757661,17157,433507,11042,584083,14009,598674,12071,16195,2413,125202,6960,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,157755,4074,89924,2368,11965,1933,18976,2688,15676,2182,20616,2301,22691,2816,67831,3100,13366,1907,21334,2215,22672,2461,1222,709,9237,1451,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4750,461,2547,531,671,276,734,395,176,181,745,349,221,148,2203,435,755,288,695,287,641,279,14,28,98,94,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,332681,5707,188896,4562,40149,3710,41564,3976,21762,3048,61951,4052,23470,2924,143785,4157,37260,3176,59409,3998,36630,3489,2267,891,8219,1519,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,328354,5248,193601,4299,28772,2586,35458,3128,21842,2614,66336,4212,41193,3506,134753,3702,30161,2361,42387,2793,35682,2942,12903,1681,13620,2131,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7780,1056,4312,846,1224,437,847,360,577,329,1098,478,566,350,3468,839,1164,536,1662,650,617,292,0,182,25,50,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,145036,3253,84960,2220,9883,1395,22061,2308,9429,1547,15279,1866,28308,2373,60076,2568,13451,1732,17522,1923,16368,1858,999,350,11736,1751,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,24354,1586,13231,1195,1457,529,2194,1017,1010,573,5560,1098,3010,888,11123,884,2568,852,3713,776,4066,907,388,353,388,412,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1081442,12169,572490,8029,143387,4971,124713,5943,118032,5619,101396,4211,84962,5179,508952,8661,201998,7020,90500,4828,185557,6391,4257,1154,26640,3294,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,74002,2779,49275,2205,5772,1282,10938,2356,5371,1387,19413,2556,7781,1834,24727,2163,5240,1110,9261,1699,5846,1476,672,406,3708,1084,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,19406,1615,10422,1052,1264,445,4038,1501,2027,847,1759,636,1334,416,8984,1059,2936,882,2689,796,2700,820,0,143,659,403,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,760666,8901,424457,6188,72417,4673,101115,5773,65217,4135,103896,4978,81812,5072,336209,7013,81231,4286,116606,6114,108396,4770,5238,1271,24738,2447,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,82874,2900,51466,2114,5514,1322,8949,1965,4246,1173,14681,2236,18076,2355,31408,1905,4899,1032,10255,1763,6969,1284,489,356,8796,1458,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
