B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015EA,B17022_015MA,B17022_016MA,B17022_016EA,B17022_017MA,B17022_017EA,B17022_018MA,B17022_018EA,B17022_019EA,B17022_019MA,B17022_020EA,B17022_020MA,B17022_021EA,B17022_021MA,B17022_022MA,B17022_022EA,B17022_023MA,B17022_023EA,B17022_024EA,B17022_024MA,B17022_025EA,B17022_025MA,B17022_026EA,B17022_026MA,B17022_027MA,B17022_027EA,B17022_028MA,B17022_028EA,B17022_029MA,B17022_029EA,B17022_030EA,B17022_030MA,B17022_031EA,B17022_031MA,B17022_032EA,B17022_032MA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036EA,B17022_036MA,B17022_037EA,B17022_037MA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040MA,B17022_040EA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043EA,B17022_043MA,B17022_044MA,B17022_044EA,B17022_045MA,B17022_045EA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048EA,B17022_048MA,B17022_049MA,B17022_049EA,B17022_050MA,B17022_050EA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054EA,B17022_054MA,B17022_055MA,B17022_055EA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059EA,B17022_059MA,B17022_060MA,B17022_060EA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065EA,B17022_065MA,B17022_066MA,B17022_066EA,B17022_067MA,B17022_067EA,B17022_068MA,B17022_068EA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071MA,B17022_071EA,B17022_072MA,B17022_072EA,B17022_073MA,B17022_073EA,B17022_074EA,B17022_074MA,B17022_075EA,B17022_075MA,B17022_076EA,B17022_076MA,B17022_077MA,B17022_077EA,B17022_078MA,B17022_078EA,B17022_079EA,B17022_079MA,B17022_080EA,B17022_080MA,B17022_081EA,B17022_081MA,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004EA,B17022_004MA,B17022_005MA,B17022_005EA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010EA,B17022_010MA,B17022_011EA,state
2587,7327,1340,5646,1485,11856,1515,6187,1230,131801,4986,113458,5010,26223,2121,27948,3053,59287,3917,18343,1761,55648,3259,32704,2489,19730,2110,2726,688,5688,1033,11316,1851,12974,1441,22944,2378,4906,1138,3232,859,1052,486,684,350,1496,549,1674,717,18038,2107,12607,1888,2205,725,1724,645,8678,1482,5431,936,102036,4766,64230,3528,32992,2448,5924,1182,8991,1323,18077,2060,31238,2571,37806,2899,10919,1717,7756,1545,1627,636,1400,753,4729,1048,3163,954,26887,2466,19820,2153,3255,1129,3748,1032,12817,1823,7067,1152,1228112,13338,1032613,12626,392504,8040,71731,4316,63320,3437,257453,5962,640109,10257,195499,7031,67931,4087,35173,3141,8001,1683,3290,950,23882,2504,32758,2687,127568,5624,62828,4347,7880,1417,5177,1222,49771,4063,64740,4020,0400000US18,1648172,14329,262376,6100,99559,4406,64154,3932,10244,1616,24042,2394,29868,2235,35405,2198,162817,5592,31016,2847,24829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
1593,2634,800,2480,785,4731,1136,2087,683,47378,2680,42218,2641,11904,1580,9070,1351,21244,1874,5160,895,23323,1804,13219,1326,6255,1048,1170,463,1949,531,3136,650,6964,909,10104,1255,2398,684,1755,528,305,206,353,310,1097,479,643,388,7706,1065,6762,1012,1070,461,1543,590,4149,857,944,417,45549,2387,28529,1862,13475,1518,1862,539,4154,921,7459,974,15054,1469,17020,1731,5176,1085,3649,846,748,345,337,226,2564,875,1527,585,11844,1520,8312,1340,1309,495,963,460,6040,1050,3532,906,629842,6835,545484,6252,207184,5001,40841,2644,37639,2151,128704,4669,338300,5455,84358,4030,30231,2444,17326,1918,4255,1029,1540,561,11531,1386,12905,1393,54127,3070,29541,2608,3334,839,2587,882,23620,2486,24586,1692,0400000US19,796744,7245,98030,3837,38720,2244,22249,1866,4965,1015,8148,1497,9136,1217,16471,1365,59310,3263,11932,1609,9845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
1455,3268,884,1387,569,5612,1082,2884,746,46557,3262,41579,2993,9725,1503,11753,1612,20101,2052,4978,961,23417,1998,14377,1690,9526,1540,2105,737,3834,990,3587,849,4851,762,9040,1274,2788,774,2275,744,956,603,236,187,1083,511,513,257,6252,1186,4548,954,501,373,686,345,3361,891,1704,502,44587,3098,28499,2131,15136,1592,2878,759,4940,958,7318,1041,13363,1418,16088,2093,5246,1232,3977,1186,1439,676,714,557,1824,697,1269,490,10842,1576,7740,1300,1337,653,1218,557,5185,1107,3102,840,557497,7591,478569,7124,190773,5247,36448,2677,33535,2601,120790,3738,287796,5519,78928,4284,29084,2335,16046,2029,2771,730,1458,551,11817,1739,13038,1440,49844,3437,28144,2600,4380,1010,2491,848,21273,2163,21700,2266,0400000US20,727171,6574,101670,4497,41962,2860,29029,2590,5172,1133,11217,1441,12640,1520,12933,1389,59708,3579,13151,1704,10267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
2391,4865,1268,3750,988,10445,1749,6764,1172,111592,4957,92855,4474,19241,2180,22047,2813,51567,3825,18737,1949,42687,2859,26075,2059,11628,1699,1964,624,2439,773,7225,1359,14447,1563,16612,1979,4584,993,2194,716,721,449,217,202,1256,582,2390,650,12028,1773,7592,1448,1293,570,1196,624,5103,1190,4436,1034,72287,4021,46915,2827,22122,1925,4254,832,4835,893,13033,1729,24793,1860,25372,2423,7590,1371,4359,938,1533,736,429,305,2397,700,3231,987,17782,1914,11815,1699,1835,629,2048,818,7932,1569,5967,1094,794010,9790,667281,8902,251739,6192,49110,3472,44685,3271,157944,5549,415542,6842,126729,4488,43135,3289,20651,2306,4766,1452,1722,732,14163,1925,22484,2449,83594,3526,40605,2915,5073,1012,2902,878,32630,2470,42989,2535,0400000US21,1140771,10522,231787,6779,94371,4940,50283,3884,10317,1892,13813,1586,26153,2634,44088,2898,137416,5274,25824,2507,19060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
1975,4392,1043,3993,1260,8979,1418,6722,1125,143490,5311,119700,5188,20465,2710,29624,2706,69611,4406,23790,2267,44218,2977,22666,2123,11036,1604,1683,586,3324,1103,6029,1189,11630,1330,21552,2424,4773,1240,3122,1059,1087,663,705,477,1330,718,1651,544,16779,2068,11921,1961,1652,605,2578,812,7691,1433,4858,908,76036,4423,42913,3363,19719,2346,3332,921,4733,1118,11654,1962,23194,2265,33123,2921,6706,1417,4857,1236,922,493,712,433,3223,1032,1849,598,26417,2882,17210,2417,2122,799,2954,1103,12134,1916,9207,1294,768762,8985,610160,9203,242808,6740,44167,3128,39711,2872,158930,5801,367352,7830,158602,6888,54737,4384,27936,3140,6206,1445,3767,1015,17963,2434,26801,2892,103865,4417,50743,3484,7954,1462,3853,986,38936,3070,53122,3185,0400000US22,1125659,9109,236643,6981,69067,4635,35715,3515,7361,1545,10129,1557,18225,2480,33352,3030,167576,5462,24086,2394,17364,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1215,1913,755,424,202,3402,947,1175,423,21191,2314,18842,2147,4394,1113,3910,1151,10538,1438,2349,719,10766,1354,7192,1114,3236,797,693,413,1028,380,1515,575,3956,816,3574,811,766,378,539,363,0,155,112,106,427,326,227,110,2808,733,2153,664,381,263,231,178,1541,586,655,304,21327,2329,15020,1786,6637,1333,1204,477,1633,679,3800,919,8383,1244,6307,1141,1485,496,1120,467,325,187,63,82,732,431,365,155,4822,1036,3816,926,747,432,675,407,2394,832,1006,354,265663,4617,227267,4362,72017,3289,13514,1222,9408,1292,49095,3040,155250,3658,38396,2542,14055,1601,7136,1415,940,413,364,216,5832,1309,6919,863,24341,2158,11969,1743,1151,430,575,263,10243,1637,12372,1256,0400000US23,346950,5393,49194,3030,21089,1976,11743,1590,1403,608,4951,1109,5389,1141,9346,1079,28105,2633,6914,1259,5739,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
2241,2915,1102,3459,1292,7108,1669,3626,934,83637,4374,70111,4274,14717,2013,18272,2737,37122,3417,13526,1667,31202,2871,14893,1865,8963,1620,1157,594,2651,1030,5155,1180,5930,968,16309,2080,4095,911,3054,794,331,261,957,440,1766,697,1041,381,12214,1712,8781,1549,1424,552,2097,725,5260,1121,3433,738,61245,4001,31239,2673,18250,2063,2871,740,5807,1308,9572,1772,12989,1488,30006,2598,7178,1521,4771,1414,468,319,1047,637,3256,1138,2407,1006,22828,2139,16864,2008,3367,944,3014,927,10483,1607,5964,1004,1199471,10679,927547,10554,395599,7792,81397,4827,66799,3723,247403,6175,531948,7962,271924,7838,78074,5011,37951,3472,8963,1806,3712,935,25276,2617,40123,3629,193850,5850,103156,4137,16507,1956,11134,2219,75515,3741,90694,4435,0400000US24,1437113,10814,145195,6378,44450,3732,24925,2586,4596,1263,8339,1254,11990,1600,19525,2226,100745,4842,17108,2441,13482,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1855,2919,869,2113,780,7627,1398,3861,1066,110358,4837,91044,4197,14238,1779,25644,2521,51162,3415,19314,2136,37676,2582,18822,1677,9845,1331,1469,567,2309,668,6067,1180,8977,1219,18854,2074,2797,816,1700,704,367,244,279,261,1054,515,1097,415,16057,2043,10985,1701,1154,481,2440,1112,7391,1384,5072,1058,67425,4382,36107,2825,17468,2107,3354,1089,4680,1077,9434,1755,18639,1910,31318,3326,6386,1489,3648,1219,851,505,276,192,2521,1010,2738,716,24932,2780,16993,2357,1765,739,4156,1072,11072,1860,7939,1454,1305460,11303,1056930,11459,444894,8432,90167,4318,68538,4241,286189,7047,612036,9669,248530,7755,78009,4640,31891,2641,5848,1454,2685,762,23358,2431,46118,3426,170521,5787,80436,4296,11895,1678,5978,1177,62563,3902,90085,3848,0400000US25,1598867,12256,188306,6187,61428,3790,32513,3211,6140,1470,9384,1714,16989,2105,28915,2532,126878,5134,16520,2139,12659,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
3065,9432,1363,5041,1474,18585,1900,11653,1463,219874,7159,183366,6525,36306,3015,43979,3090,103081,5249,36508,2148,80257,4062,43412,2802,22528,2206,2990,767,6426,1012,13112,1681,20884,1883,36845,3137,7515,1300,4409,1038,1274,594,627,312,2508,683,3106,747,29330,2944,20101,2738,3020,848,3238,876,13843,2041,9229,1337,138901,4860,87630,3986,43433,2987,7073,1225,12665,1487,23695,2347,44197,2303,51271,3271,12119,1643,7614,1336,1641,640,1247,472,4726,1158,4505,897,39152,2871,24609,2463,3556,803,3175,929,17878,2002,14543,1464,1843643,14183,1535647,13040,560738,9097,96240,4408,86165,3860,378333,7197,974909,9573,307996,7693,102691,4254,48611,3379,9125,1367,4868,1182,34618,2808,54080,2590,205305,6662,91622,4138,14058,1804,7304,1289,70260,3351,113683,4647,0400000US26,2482612,15037,419811,8384,155226,4786,97335,4062,16386,1875,31977,2641,48972,2978,57891,2248,264585,7932,44711,3378,33058,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1615,4228,1054,2767,705,6622,1095,4504,951,75918,3914,67762,3797,17167,1778,15809,1733,34786,3276,8156,1392,32449,2540,18862,1783,10451,1358,1806,565,4305,978,4340,707,8411,1040,13587,1826,3198,829,1981,558,811,469,512,273,658,289,1217,547,10389,1536,8389,1414,2396,763,1492,444,4501,883,2000,564,66032,3208,39278,2293,20459,1765,3667,803,6560,1112,10232,1294,18819,1436,26754,2727,6665,1192,5251,1091,1052,364,1199,581,3000,783,1414,479,20089,2414,15479,2116,2288,832,3591,915,9600,1646,4610,1043,1126194,10060,965947,10279,386905,7535,80125,3805,69218,3626,237562,5449,579042,6752,160247,5668,61903,3863,33058,2598,7542,1319,3969,988,21547,1972,28845,2778,98344,3940,55133,3330,7861,1290,4826,1047,42446,3097,43211,2556,0400000US27,1374436,9338,149761,5513,55722,3553,33327,2747,5707,1170,13946,1544,13674,1616,22395,1684,94039,4162,18121,1850,13617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2200,3294,823,2881,1269,6157,1419,5860,1275,113467,5613,92931,5142,16079,2202,23086,2545,53766,4059,20536,2035,34213,2966,18803,2177,8402,1428,968,462,2574,980,4860,924,10401,1577,15410,1767,2440,705,1541,570,321,314,368,279,852,460,899,380,12970,1569,8521,1635,1270,579,1719,771,5532,1310,4449,1045,57515,4502,33932,3407,16818,2580,2741,1060,4620,1159,9457,1739,17114,1728,23583,2886,4717,1108,3034,958,513,356,784,511,1737,702,1683,548,18866,2541,13468,2200,1620,734,3547,1275,8301,1645,5398,1019,465038,7985,369102,8041,140922,5884,26041,2390,23674,2670,91207,4685,228180,6071,95936,5040,31628,3339,15382,2212,4760,1263,937,428,9685,1600,16246,2182,64308,3418,29898,2773,3648,1111,1966,565,24284,2656,34410,2699,0400000US28,747620,9723,190854,7725,59195,4080,35832,3054,6311,1374,11476,1782,18045,2234,23363,2349,131659,6621,18192,2616,12332,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
2329,4921,1124,4327,1276,10267,1686,6894,1250,125006,5088,107004,4215,21849,2228,25524,2602,59631,2952,18002,2066,52246,2988,30792,2561,16769,1956,3000,846,4007,1048,9762,1493,14023,1793,21454,2385,4217,1071,2807,958,791,551,463,381,1553,678,1410,547,17237,2258,11925,1888,2338,787,1760,709,7827,1501,5312,1075,94935,4717,56607,3232,25805,2360,3956,1044,8204,1579,13645,1313,30802,2444,38328,3682,10988,1732,8063,1550,2667,902,944,372,4452,1087,2925,742,27340,3028,19293,2546,3870,983,2842,913,12581,1940,8047,1414,1120127,11165,938296,11403,346405,7975,66047,3566,57885,3553,222473,6842,591891,8482,181831,6283,59110,3440,29352,2806,5117,1035,2854,832,21381,2426,29758,2365,122721,5368,59819,3652,11145,1760,3611,896,45063,3206,62902,3900,0400000US29,1517231,12741,249923,7170,98508,5096,56089,3992,10898,1535,19478,2309,25713,2548,42419,2546,151415,5664,26409,2754,19515,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
877,1079,503,728,396,2344,784,971,382,15645,1708,13321,1594,3173,854,2395,665,7753,1279,2324,674,9994,1436,6628,1108,3381,758,820,473,1246,566,1315,518,3247,775,3366,1012,1296,589,1172,567,322,361,416,281,434,373,124,109,2070,732,1656,687,272,215,246,238,1138,494,414,211,16172,1741,12156,1433,6809,1217,2096,911,1216,378,3497,921,5347,853,4016,740,1020,399,801,397,165,205,163,195,473,277,219,139,2996,678,1997,566,371,333,331,227,1295,474,999,476,194735,4532,168818,4181,56409,2778,10616,1467,10514,1447,35279,2057,112409,3625,25917,2382,11935,1566,6027,1110,972,446,166,106,4889,1035,5908,1358,13982,1771,7069,1217,1120,502,537,290,5412,1007,6913,1162,0400000US30,259650,5083,38749,2672,17982,1645,10298,1471,1530,574,3634,769,5134,1010,7684,991,20767,1972,5122,976,4151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1473,1497,619,1387,667,3365,1010,1620,536,30797,2279,27381,2079,6833,1189,6866,1094,13682,1414,3416,640,14865,1684,9719,1262,5957,1075,1509,556,1556,558,2892,895,3762,838,5146,1038,1208,396,763,266,265,208,122,113,376,157,445,225,3938,974,3138,764,468,347,770,428,1900,510,800,399,26848,2065,15961,1431,9134,1159,2035,601,2397,618,4702,758,6827,908,10887,1510,3640,858,3007,802,1093,649,715,382,1199,384,633,335,7247,1251,5376,1046,924,441,1091,447,3361,865,1871,566,369889,5788,319362,4973,124902,3588,23848,2031,25953,1985,75101,2846,194460,4306,50527,2723,19019,1702,11010,1334,2261,755,1114,414,7635,1135,8009,1306,31508,2086,16658,1789,1934,658,1479,644,13245,1397,14850,1667,0400000US31,474564,6359,62962,2865,24296,2078,16284,1947,2520,735,7492,1262,6272,1016,8012,1012,38666,2704,7869,1511,6249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
