B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015EA,B17022_015MA,B17022_016MA,B17022_016EA,B17022_017MA,B17022_017EA,B17022_018MA,B17022_018EA,B17022_019EA,B17022_019MA,B17022_020EA,B17022_020MA,B17022_021EA,B17022_021MA,B17022_022MA,B17022_022EA,B17022_023MA,B17022_023EA,B17022_024EA,B17022_024MA,B17022_025EA,B17022_025MA,B17022_026EA,B17022_026MA,B17022_027MA,B17022_027EA,B17022_028MA,B17022_028EA,B17022_029MA,B17022_029EA,B17022_030EA,B17022_030MA,B17022_031EA,B17022_031MA,B17022_032EA,B17022_032MA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036EA,B17022_036MA,B17022_037EA,B17022_037MA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040MA,B17022_040EA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043EA,B17022_043MA,B17022_044MA,B17022_044EA,B17022_045MA,B17022_045EA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048EA,B17022_048MA,B17022_049MA,B17022_049EA,B17022_050MA,B17022_050EA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054EA,B17022_054MA,B17022_055MA,B17022_055EA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059EA,B17022_059MA,B17022_060MA,B17022_060EA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065EA,B17022_065MA,B17022_066MA,B17022_066EA,B17022_067MA,B17022_067EA,B17022_068MA,B17022_068EA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071MA,B17022_071EA,B17022_072MA,B17022_072EA,B17022_073MA,B17022_073EA,B17022_074EA,B17022_074MA,B17022_075EA,B17022_075MA,B17022_076EA,B17022_076MA,B17022_077MA,B17022_077EA,B17022_078MA,B17022_078EA,B17022_079EA,B17022_079MA,B17022_080EA,B17022_080MA,B17022_081EA,B17022_081MA,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004EA,B17022_004MA,B17022_005MA,B17022_005EA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010EA,B17022_010MA,B17022_011EA,state
3201,5516,1424,4280,1178,14898,2273,8277,1457,151230,6821,123559,6454,26314,2807,28412,2645,68833,4942,27671,2764,63234,4206,38286,3010,19528,2041,3902,1025,5560,1205,10066,1559,18758,1978,24948,2814,5623,1228,3021,957,1080,621,453,283,1488,577,2602,809,19325,2520,13303,2020,1487,637,2323,735,9493,1773,6022,1217,115250,5656,72996,4570,35380,3789,6855,1402,9827,1574,18698,2370,37616,2952,42254,3152,10931,1801,6718,1474,2575,888,339,249,3804,1090,4213,1053,31323,2707,19397,2189,2880,814,2854,962,13663,1658,11926,1587,1154331,12641,964716,12798,357965,8953,67985,4421,59788,3910,230192,7105,606751,8545,189615,6926,61009,4507,29447,3144,5645,1576,3834,1460,19968,2148,31562,2754,128606,5121,60243,3333,9007,1683,5116,1063,46120,2905,68363,4027,0400000US47,1641665,13839,308850,7944,124649,5309,73500,4021,12699,2005,21753,2336,39048,3185,51149,3356,184201,7460,32971,3474,24694,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
5648,22460,2881,21963,3194,45854,3755,30284,2459,563909,12439,483841,11524,83250,5326,140624,7239,259967,7401,80068,4795,241978,7578,144540,5522,96111,4923,15840,2017,29780,3483,50491,3474,48429,3042,97438,4721,24441,3103,16482,2641,3938,1196,3712,1103,8832,1858,7959,1486,72997,3518,53634,3646,7368,1375,10120,1945,36146,2714,19363,2286,399881,10521,248646,7339,154261,6758,25889,2546,46338,3524,82034,5166,94385,4923,151235,7209,40245,3857,26352,2979,5834,1414,5906,1445,14612,2366,13893,2257,110990,5967,78177,5470,11647,1877,14638,2064,51892,4596,32813,2338,4357560,23256,3544111,24263,1575484,18884,299321,8430,288087,9102,988076,16264,1968627,18307,813449,15769,280634,9297,136386,7271,25458,2917,17059,2593,93869,6147,144248,7200,532815,11094,283746,7787,41563,3740,27203,2849,214980,6624,249069,7044,0400000US48,6239195,24705,1239776,14977,555306,12336,389182,11178,55741,4079,147036,6914,186405,7728,166124,6558,684470,13818,120561,6120,90277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1196,1067,667,1826,721,3452,904,1754,625,31289,2492,27038,2381,5551,1157,7586,1399,13901,1626,4251,955,22915,2303,15252,1925,10193,1539,2176,716,3766,956,4251,956,5059,994,7663,1615,1919,789,1597,752,265,304,273,258,1059,595,322,266,5744,1343,4591,1257,492,354,1036,477,3063,1131,1153,556,43285,3130,33687,2744,25161,2178,5369,998,10961,1382,8831,1376,8526,1344,9598,1886,2790,998,2161,800,918,640,439,311,804,377,629,448,6808,1511,5162,1286,971,564,890,477,3301,995,1646,619,503795,7154,436370,7322,213240,5979,43124,3495,52269,2890,117847,4723,223130,5076,67425,3434,25213,2375,13581,1687,2266,764,1544,570,9771,1639,11632,1654,42212,2729,22432,2461,3402,1062,2188,677,16842,1883,19780,1546,0400000US49,666661,6750,96666,4842,57278,3927,41952,3490,9027,1614,16430,2094,16495,2193,15326,1750,39388,2934,8099,1346,6345,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
530,393,296,73,94,1290,425,555,297,8877,1402,8232,1405,2299,748,2072,692,3861,825,645,312,4304,759,2674,604,1457,487,173,132,535,337,749,316,1217,368,1630,561,638,362,508,359,103,167,273,249,132,144,130,125,992,375,828,363,254,249,248,155,326,199,164,114,9400,1162,6178,1012,3525,926,317,194,1379,672,1829,512,2653,506,3222,744,891,416,673,345,282,255,0,143,391,234,218,196,2331,617,1806,542,458,283,332,289,1016,334,525,265,129760,3094,111441,2781,38552,1887,7406,960,4995,861,26151,1712,72889,2480,18319,1518,6288,887,3492,787,660,341,336,250,2496,654,2796,620,12031,1256,5994,949,977,459,421,211,4596,821,6037,964,0400000US50,160878,3335,17414,1648,6226,930,3238,757,496,344,1050,437,1692,421,2988,653,11188,1604,2311,615,1756,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
2264,4531,1125,3283,971,9984,1731,5821,1036,130765,5524,105925,5010,21098,2347,26997,2811,57830,3865,24840,2381,52396,2933,29576,2332,16433,2122,1688,640,6524,1319,8221,1624,13143,1441,22820,2117,4208,1000,2939,907,570,417,933,577,1436,630,1269,495,18612,1920,11997,1819,2510,925,2117,821,7370,1222,6615,1063,105028,5444,61821,3564,33932,2523,7211,1497,9113,1515,17608,1912,27889,2376,43207,3523,8697,1790,5222,1291,1769,789,812,527,2641,897,3475,1033,34510,2688,24189,2291,5621,1177,3212,865,15356,2029,10321,1502,1633950,13861,1351124,14293,562250,9902,115249,5636,89577,3626,357424,7922,788874,9959,282826,8883,90512,5167,45922,3756,8934,1400,3633,999,33355,3295,44590,3733,192314,6797,95804,5044,17145,2507,8458,1703,70201,3758,96510,5044,0400000US51,2044422,13958,253048,7077,98664,4825,61159,4289,12021,1679,18857,2338,30281,3026,37505,2695,154384,6041,23619,2362,17798,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
2556,5030,1184,4475,1081,10211,1848,4662,998,100025,5704,84184,5040,20361,2454,20994,2304,42829,3238,15841,1996,49181,3664,30326,2933,19028,2584,4133,1408,6833,1330,8062,1573,11298,1795,18855,2266,5053,1241,3254,1032,969,565,972,569,1313,690,1799,653,13802,1824,10656,1730,1944,674,2480,1035,6232,1137,3146,603,83079,4369,53479,4011,32795,3074,5479,1138,9462,1728,17854,1944,20684,2333,29600,2862,8462,1668,5030,1269,1199,643,1092,665,2739,964,3432,991,21138,2420,14182,1858,2756,832,2543,841,8883,1492,6956,1399,1334785,14487,1121680,12468,443228,8348,93817,4313,75588,4165,273823,6773,678452,9376,213105,8026,78038,4551,42125,3486,8244,1551,3917,1027,29964,2810,35913,3069,135067,5646,70983,4264,10577,1883,4831,1009,55575,3764,64084,4216,0400000US53,1687786,13965,220741,7762,96338,4462,61688,3569,11626,1711,23166,2287,26896,2404,34650,3003,124403,6238,24378,2681,19716,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1363,1967,719,699,323,3964,1064,2462,675,36911,2699,29758,2427,6577,1333,6043,1146,17138,1573,7153,1104,19527,2037,12775,1785,5678,1268,646,341,1740,737,3292,1004,7097,1310,6752,1318,1880,758,1103,557,302,282,19,32,782,575,777,401,4872,987,2601,772,363,315,208,168,2030,723,2271,741,33080,2350,21292,1899,8300,1270,1231,463,1324,488,5745,1064,12992,1312,11788,1595,3719,1094,2097,870,537,580,592,437,968,404,1622,696,8069,1369,4827,1111,692,388,762,452,3373,976,3242,786,332131,7100,283804,6439,93278,3718,17759,2025,14670,1594,60849,3402,190526,4671,48327,3000,17091,1900,7352,1408,1166,485,631,320,5555,1283,9739,1298,31236,2203,13014,1535,2360,785,1092,509,9562,1255,18222,1669,0400000US54,471536,7578,86798,4188,40795,2799,20509,2126,3860,905,5744,1266,10905,1305,20286,1786,46003,3258,9092,1382,6630,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2041,4375,976,4312,1083,9049,1477,4518,930,93241,3935,80428,3733,15778,1840,19552,2105,45098,3126,12813,1454,41256,2740,21724,1924,11825,1527,2011,611,3817,917,5997,908,9899,1131,19532,1873,4566,979,3415,890,613,350,863,454,1939,703,1151,425,14966,1686,11134,1509,1831,604,2229,704,7074,1340,3832,813,76843,3710,47561,2713,23032,2176,4932,1068,6393,988,11707,1497,24529,1749,29282,2542,9020,1577,6647,1357,1185,410,1290,602,4172,1035,2373,637,20262,2053,15534,1871,2081,584,1800,658,11653,1491,4728,776,1160613,9833,990223,9073,367391,6712,70912,3230,63729,3815,232750,5134,622832,7071,170390,5554,64612,3387,32889,2486,7269,1257,3038,967,22582,1777,31723,2200,105778,4397,56684,3743,8181,1351,5951,1299,42552,3402,49094,2768,0400000US55,1461573,10805,182861,4889,67366,3014,40517,2645,5994,916,16041,1685,18482,1736,26849,2017,115495,4448,22254,2220,17736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
448,356,229,323,305,397,275,186,200,8933,1446,8000,1410,1395,503,2486,807,4119,946,933,509,3375,753,2086,665,1073,530,101,118,555,349,417,349,1013,434,1289,469,471,368,299,303,0,185,8,13,291,302,172,233,818,368,669,378,45,80,0,185,624,374,149,160,6776,1168,4509,895,2484,680,531,328,831,391,1122,476,2025,601,2267,695,831,395,706,369,370,308,118,179,218,151,125,133,1436,524,908,421,139,136,90,110,679,377,528,370,119593,3624,101997,3834,37712,2749,6704,1122,7260,1214,23748,2279,64285,3009,17596,2152,7715,1584,5006,1331,1533,760,535,375,2938,853,2709,849,9881,1369,5326,1035,412,246,516,264,4398,958,4555,1005,0400000US56,146745,3551,17001,1628,6806,1143,4269,893,999,540,1372,456,1898,655,2537,730,10195,1418,1262,486,1076,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
2701,8431,1589,5066,1043,17937,2037,19887,2056,201309,6249,136637,5194,21136,2212,27355,2582,88146,4569,64672,3442,57532,3279,36782,2613,13441,1869,2159,855,1388,605,9894,1601,23341,2041,20750,2147,4265,941,1862,681,282,271,324,242,1256,544,2403,723,16485,2046,8060,1277,1491,606,777,456,5792,1063,8425,1466,81284,4199,52193,3289,21005,1842,3880,1123,2967,824,14158,1544,31188,2552,29091,2428,5957,1275,2692,830,484,314,464,322,1744,700,3265,892,23134,2179,11564,1685,1965,717,934,551,8665,1488,11570,1364,298927,7669,219167,6229,80900,3951,14521,1886,9400,1567,56979,3662,138267,5281,79760,4285,20031,2029,6443,1221,1201,630,540,387,4702,1042,13588,1712,59729,3685,21735,2372,3067,941,1404,604,17264,2187,37994,2803,0400000US72,895380,12009,457637,9333,205007,6799,82970,4539,12995,1786,15563,2218,54412,3491,122037,4756,252630,6985,51321,3322,31434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
1493,4224,1065,1821,650,7611,1274,6819,1336,136321,4746,112241,4465,22446,2735,25146,2262,64649,3306,24080,2283,46468,3213,27890,2789,13644,2046,3536,1082,4792,1331,5316,952,14246,1781,18578,2256,3309,1022,1572,683,632,415,216,192,724,470,1737,683,15269,1823,10380,1684,1238,554,1809,688,7333,1473,4889,938,82067,3895,49416,3414,23291,2396,5500,1412,5735,1224,12056,1573,26125,2328,32651,2648,7316,1506,4122,1104,869,513,100,104,3153,992,3194,840,25335,2187,15766,1850,2971,990,1776,686,11019,1573,9569,1515,854703,10426,712082,9303,262140,7329,49754,3634,40958,2857,171428,5537,449942,7285,142621,6105,41978,3240,17430,2138,2361,700,1869,799,13200,1844,24548,2297,100643,5331,44972,3544,7709,1384,3712,1062,33551,3085,55671,3475,0400000US01,1233937,11653,250699,6403,93903,4826,53338,4001,10613,1694,18329,2352,24396,2540,40565,3374,156796,4675,20475,1958,13656,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
473,324,130,851,394,905,311,566,241,9646,1640,9109,1659,2275,685,2181,598,4653,1207,537,207,3675,946,1750,480,989,352,141,89,154,56,694,334,761,389,1925,820,507,194,412,195,156,123,41,66,215,138,95,62,1418,788,1279,792,590,564,418,512,271,167,139,131,7689,1149,4044,794,2671,655,535,253,747,448,1389,420,1373,381,3645,971,715,334,515,284,76,70,41,34,398,276,200,193,2930,897,2632,882,332,218,522,293,1778,749,298,187,136092,3738,110802,3694,49188,2689,9515,1356,10022,1420,29651,2228,61614,3146,25290,2042,9663,1289,5630,1064,1297,452,309,154,4024,915,4033,891,15627,1609,9922,1484,1427,591,1523,795,6972,1177,5705,931,0400000US02,166400,3894,18944,1975,6652,1004,4541,770,709,403,2403,572,1429,496,2111,700,12292,1727,2646,496,2080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
2900,6551,1484,6746,1596,15047,1932,8094,1494,124998,5171,102097,4702,18798,2212,29778,3263,53521,4002,22901,2289,58150,4141,34169,3044,20758,2529,2922,919,7376,1534,10460,1655,13411,1558,23981,2332,7092,1353,4687,1129,903,490,927,506,2857,857,2405,742,16889,2027,12069,1718,2493,955,2561,797,7015,1189,4820,1090,100240,5690,61886,4134,31605,2548,4647,1024,9905,1829,17053,2115,30281,2669,38354,3789,10631,1685,7439,1431,2624,1002,943,505,3872,1008,3192,913,27723,3594,18207,2865,2459,795,3477,1048,12271,2276,9516,1772,1109494,14154,895462,12390,319796,9086,59909,3550,57661,3936,202226,6898,575666,9404,214032,7688,75097,5093,40225,3836,7208,1601,4955,1581,28062,2979,34872,2856,138935,6254,74680,5016,11172,1574,6055,1388,57453,4199,64255,3602,0400000US04,1560687,15808,292803,7278,131367,5651,89971,5469,12113,1667,33754,3055,44104,3969,41396,2551,161436,5727,36438,3076,28344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
1621,3025,973,2408,627,5766,1122,4366,1012,75256,4013,61057,3748,13532,1818,13903,1813,33622,2872,14199,1741,31881,2784,17935,2081,9048,1393,2364,757,2473,709,4211,1027,8887,1292,13946,1869,2928,846,1443,659,523,469,47,83,873,414,1485,621,11018,1692,7332,1492,1619,671,1554,716,4159,936,3686,938,58177,3812,40614,3240,20192,2429,4912,1087,5669,1368,9611,1618,20422,2108,17563,2048,4473,935,3302,857,549,365,360,337,2393,726,1171,432,13090,1771,9280,1578,1251,502,893,426,7136,1371,3810,782,513638,7445,435349,6721,156170,5140,30168,2732,27105,2485,98897,4503,279179,5399,78289,4220,27387,2732,13319,1867,1392,569,1510,875,10417,1567,14068,1673,50902,3295,22071,1873,3009,735,2172,753,16890,1814,28831,2294,0400000US05,758601,8707,154905,5224,64084,3704,39667,2970,7193,1472,11632,1698,20842,2053,24417,2429,90821,4566,15565,1847,11199,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
