GEO_ID,C21001I_001E,C21001I_001M,C21001I_002E,C21001I_002M,C21001I_003E,C21001I_003M,C21001I_004E,C21001I_004M,C21001I_005E,C21001I_005M,C21001I_006E,C21001I_006M,C21001I_007E,C21001I_007M,C21001I_008E,C21001I_008M,C21001I_009E,C21001I_009M,C21001I_010E,C21001I_010M,C21001I_011E,C21001I_011M,C21001I_012E,C21001I_012M,C21001I_013E,C21001I_013M,C21001I_014E,C21001I_014M,C21001I_015E,C21001I_015M,NAME,C21001I_001EA,C21001I_001MA,C21001I_002EA,C21001I_002MA,C21001I_003MA,C21001I_003EA,C21001I_004MA,C21001I_004EA,C21001I_005EA,C21001I_005MA,C21001I_006EA,C21001I_006MA,C21001I_007EA,C21001I_007MA,C21001I_008MA,C21001I_008EA,C21001I_009MA,C21001I_009EA,C21001I_010EA,C21001I_010MA,C21001I_011EA,C21001I_011MA,C21001I_012EA,C21001I_012MA,C21001I_013EA,C21001I_013MA,C21001I_014MA,C21001I_014EA,C21001I_015MA,C21001I_015EA,state
0400000US19,94046,1407,49814,1211,47701,1168,1679,514,46022,1086,2113,572,629,302,1484,480,44232,1374,41820,1591,407,366,41413,1649,2412,921,126,157,2286,887,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,188463,1145,98146,1180,93125,1098,4103,1213,89022,1616,5021,567,1178,396,3843,612,90317,972,84653,997,731,354,83922,1008,5664,777,21,46,5643,775,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83154,1817,44889,1804,43060,1868,2993,845,40067,1951,1829,516,911,397,918,381,38265,1511,35646,1397,816,509,34830,1409,2619,719,244,297,2375,672,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,145795,1215,80765,1854,74432,1733,4923,949,69509,1846,6333,819,1889,636,4444,701,65030,1432,56359,1401,1105,515,55254,1509,8671,947,166,274,8505,936,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11596,760,5503,909,4958,859,558,354,4400,866,545,267,378,260,167,111,6093,683,5792,687,239,346,5553,796,301,158,18,42,283,147,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,344956,1151,180722,1334,173049,1330,7353,1590,165696,1812,7673,656,2237,633,5436,704,164234,991,152510,1080,2303,814,150207,1337,11724,528,61,105,11663,542,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,454894,686,219767,896,206328,938,6088,1380,200240,1631,13439,519,1578,583,11861,794,235127,785,216322,921,638,430,215684,1003,18805,544,46,79,18759,550,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,281580,632,142669,1004,132161,1194,5856,1155,126305,1724,10508,895,3136,618,7372,922,138911,904,126293,1000,902,490,125391,1086,12618,813,139,126,12479,814,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,157018,992,83667,1343,79470,1407,3151,911,76319,1628,4197,614,1598,570,2599,684,73351,1242,69663,1172,872,575,68791,1308,3688,550,22,37,3666,543,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,51161,2509,30636,2224,29696,2196,1391,653,28305,2136,940,550,211,212,729,464,20525,1381,19216,1368,424,277,18792,1368,1309,631,0,198,1309,631,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,136983,2033,71329,1897,66293,1916,4841,1123,61452,2162,5036,846,2430,782,2606,494,65654,1653,60925,1727,1204,656,59721,1780,4729,691,0,177,4729,691,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20226,861,9654,1069,8943,971,1382,520,7561,939,711,372,382,307,329,223,10572,972,9426,869,114,125,9312,869,1146,494,109,131,1037,497,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,105393,879,55252,920,53003,1004,2434,681,50569,1171,2249,462,779,307,1470,419,50141,838,47254,957,343,199,46911,968,2887,496,119,173,2768,520,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,484085,607,247354,959,232502,1037,11151,1679,221351,1771,14852,425,4532,748,10320,698,236731,744,217795,767,1190,494,216605,963,18936,707,34,37,18902,710,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25297,910,11949,944,11252,915,734,465,10518,1014,697,339,302,263,395,271,13348,700,12112,698,53,78,12059,696,1236,458,0,181,1236,458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1160561,542,581560,652,537513,1022,20414,1907,517099,1946,44047,719,4815,828,39232,1028,579001,411,516655,377,2808,973,513847,981,62346,352,205,179,62141,372,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,676637,316,332210,311,290278,509,28920,2644,261358,2681,41932,464,17469,1288,24463,1172,344427,64,292626,366,2919,1024,289707,1017,51801,354,547,325,51254,419,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2557529,1780,1244677,2132,1135485,2066,37106,3131,1098379,3522,109192,899,16423,1701,92769,1858,1312852,1884,1144487,2062,4270,1158,1140217,2241,168365,979,316,296,168049,961,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,505175,3111,268525,3273,258696,3364,10609,1835,248087,2927,9829,1285,2901,854,6928,1206,236650,2282,225762,2373,2630,819,223132,2497,10888,1173,261,300,10627,1102,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9952,790,5307,589,5121,595,629,334,4492,600,186,157,12,21,174,160,4645,672,4474,688,253,269,4221,643,171,145,0,141,171,145,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,234824,1665,122127,1869,114008,1825,7608,1146,106400,2013,8119,663,2513,549,5606,742,112697,1426,102518,1495,1673,593,100845,1531,10179,963,117,161,10062,939,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,213358,914,113637,1159,108498,1160,5200,1096,103298,1549,5139,606,1306,393,3833,655,99721,1023,93681,1212,917,340,92764,1260,6040,774,170,139,5870,760,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,290120,621,153752,1127,147369,1008,5024,975,142345,1391,6383,764,2271,714,4112,588,136368,990,127799,967,667,413,127132,994,8569,672,0,193,8569,672,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,504429,1069,256611,1350,241063,1557,13147,1880,227916,2218,15548,847,4451,881,11097,1029,247818,1154,227179,1406,1817,644,225362,1439,20639,995,21,35,20618,995,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,91106,406,44414,622,41817,582,1135,500,40682,758,2597,232,348,242,2249,316,46692,471,42928,472,238,219,42690,523,3764,278,0,200,3764,278,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,155948,2184,85135,2078,81860,2087,7354,1621,74506,2267,3275,753,1003,467,2272,664,70813,2052,66311,2119,1304,616,65007,2238,4502,737,57,96,4445,752,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14872,876,8487,809,7850,793,577,400,7273,893,637,283,355,265,282,242,6385,936,6042,959,42,63,6000,959,343,240,77,136,266,193,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,188140,1972,102831,2024,98381,1973,5265,1369,93116,2197,4450,942,1486,691,2964,882,85309,1607,80382,1691,1273,495,79109,1828,4927,1101,124,153,4803,1104,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6523591,2512,3265411,3340,3009785,3386,173834,7514,2835951,7311,255626,1683,68885,3071,186741,3579,3258180,2330,2916412,2430,22293,2673,2894119,3436,341768,1954,1236,523,340532,1985,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,229277,303,118153,643,112090,686,5609,1122,106481,1295,6063,429,1982,609,4081,561,111124,572,104239,785,610,438,103629,898,6885,517,221,270,6664,624,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7106,516,3733,603,3235,543,238,317,2997,459,498,300,188,186,310,237,3373,489,3107,495,0,143,3107,495,266,154,11,29,255,161,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,451696,3193,230144,3470,221103,3504,16412,2286,204691,3533,9041,897,2651,766,6390,891,221552,2469,207182,2372,5747,1300,201435,2622,14370,1235,213,232,14157,1188,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,488445,1044,256044,1394,243887,1529,15127,1991,228760,2488,12157,1048,3324,649,8833,958,232401,1093,219484,1154,2515,833,216969,1447,12917,872,70,93,12847,860,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14992,1307,7260,975,6413,843,708,320,5705,816,847,378,210,182,637,319,7732,948,6945,907,80,130,6865,883,787,352,0,182,787,352,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,214083,940,112576,1437,107357,1406,3733,950,103624,1708,5219,588,995,386,4224,570,101507,1226,94810,1293,1080,416,93730,1293,6697,691,140,150,6557,705,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,36187,692,18265,853,16758,794,893,522,15865,947,1507,504,534,320,973,465,17922,826,15755,936,12,25,15743,936,2167,614,107,145,2060,555,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2787292,3423,1304639,2143,1054599,2062,41222,3170,1013377,3864,250040,668,58194,2688,191846,2855,1482653,2255,1156180,2098,3903,777,1152277,2306,326473,703,1294,471,325179,770,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,112381,2212,61698,2100,59352,1960,3249,852,56103,1889,2346,616,579,352,1767,511,50683,1605,48016,1548,1445,745,46571,1568,2667,743,0,184,2667,743,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26236,813,12562,816,12163,832,1695,668,10468,1076,399,256,141,120,258,219,13674,373,12689,523,864,433,11825,664,985,439,0,143,985,439,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1266546,849,632706,910,584183,1047,36736,3260,547447,3298,48523,496,15571,1471,32952,1428,633840,510,572467,506,3951,1232,568516,1335,61373,376,302,235,61071,437,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,117715,1309,62077,1564,60084,1517,1990,634,58094,1604,1993,690,305,189,1688,646,55638,1133,53341,1295,445,326,52896,1327,2297,781,16,28,2281,778,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
