GEO_ID,C08505G_001E,C08505G_001M,C08505G_002E,C08505G_002M,C08505G_003E,C08505G_003M,C08505G_004E,C08505G_004M,C08505G_005E,C08505G_005M,C08505G_006E,C08505G_006M,NAME,C08505G_001EA,C08505G_001MA,C08505G_002EA,C08505G_002MA,C08505G_003MA,C08505G_003EA,C08505G_004MA,C08505G_004EA,C08505G_005EA,C08505G_005MA,C08505G_006EA,C08505G_006MA,state
0400000US32,33278,3549,25114,2980,4750,1100,1817,798,1066,533,531,408,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6740,1441,5229,1123,558,512,18,37,783,460,152,143,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,72922,5578,51029,4224,7532,1310,6465,1622,4776,1106,3120,987,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18845,2126,14225,2038,2673,810,609,350,948,438,390,240,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,187366,7811,74484,4542,17610,2938,65765,4392,24010,2953,5497,1068,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,58525,4301,44674,3696,8661,1667,557,482,3183,1009,1450,592,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5917,1294,4121,949,1148,614,184,176,275,231,189,124,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,68086,4388,50688,3783,9476,1548,1922,711,4269,931,1731,501,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,94855,4144,72892,3537,13629,1745,874,550,3762,1208,3698,796,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49779,3429,32198,2632,6688,1729,3978,1085,4087,1095,2828,785,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,69658,4010,46028,3228,7870,1447,6888,1167,6295,1276,2577,784,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8997,1217,6081,992,1263,586,553,351,846,475,254,233,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25809,2915,18931,2629,3371,1147,87,112,2709,880,711,435,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4933,1126,3874,933,649,378,27,40,185,174,198,159,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30746,3191,23317,2543,5038,1441,229,164,835,411,1327,659,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,202956,9146,155610,8410,25403,3201,5799,1409,9320,1777,6824,1096,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18803,2237,12413,1715,4092,1020,257,217,1122,514,919,653,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4535,794,2787,597,369,264,312,302,715,288,352,262,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,81140,5409,59832,4683,9913,1920,3778,914,3724,1130,3893,945,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,112188,5043,75686,4214,13813,1853,10593,1780,6485,1314,5611,1197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9438,1380,6688,1213,1495,705,222,165,744,326,289,210,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30359,2898,20596,2170,4274,1190,1818,749,2560,765,1111,502,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6782,1354,4586,1200,1269,562,105,131,556,423,266,260,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133372,7102,104942,6282,13305,1790,3869,925,8278,1591,2978,960,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19780,2330,16364,2029,2088,765,294,270,626,338,408,296,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20648,2332,12273,1628,4160,1118,378,360,2495,830,1342,558,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,55597,3746,39173,3182,7534,1369,1797,636,4137,1032,2956,1047,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16380,2133,12959,1898,2275,691,93,96,367,249,686,372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
