GEO_ID,B25116_001E,B25116_001M,B25116_002E,B25116_002M,B25116_003E,B25116_003M,B25116_004E,B25116_004M,B25116_005E,B25116_005M,B25116_006E,B25116_006M,B25116_007E,B25116_007M,B25116_008E,B25116_008M,B25116_009E,B25116_009M,B25116_010E,B25116_010M,B25116_011E,B25116_011M,B25116_012E,B25116_012M,B25116_013E,B25116_013M,B25116_014E,B25116_014M,B25116_015E,B25116_015M,B25116_016E,B25116_016M,B25116_017E,B25116_017M,B25116_018E,B25116_018M,B25116_019E,B25116_019M,B25116_020E,B25116_020M,B25116_021E,B25116_021M,B25116_022E,B25116_022M,B25116_023E,B25116_023M,NAME,B25116_001MA,B25116_001EA,B25116_002MA,B25116_002EA,B25116_003EA,B25116_003MA,B25116_004EA,B25116_004MA,B25116_005MA,B25116_005EA,B25116_006MA,B25116_006EA,B25116_007MA,B25116_007EA,B25116_008EA,B25116_008MA,B25116_009EA,B25116_009MA,B25116_010MA,B25116_010EA,B25116_011MA,B25116_011EA,B25116_012MA,B25116_012EA,B25116_013EA,B25116_013MA,B25116_014EA,B25116_014MA,B25116_015MA,B25116_015EA,B25116_016MA,B25116_016EA,B25116_017MA,B25116_017EA,B25116_018MA,B25116_018EA,B25116_019EA,B25116_019MA,B25116_020EA,B25116_020MA,B25116_021MA,B25116_021EA,B25116_022MA,B25116_022EA,B25116_023EA,B25116_023MA,state
0400000US34,3198799,8893,2081481,13198,431055,8112,128168,5270,89310,4181,85523,3629,128054,3574,1650426,12461,912444,11455,373365,4569,225224,3824,139393,3517,1117318,13291,394581,8873,197749,6499,75941,3784,53330,3210,67561,2999,722737,12049,590827,10350,77905,3625,33104,2489,20901,1986,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,764996,5964,518106,7759,129829,5072,36805,3112,35785,2641,29261,2327,27978,2032,388277,6389,201443,4882,88232,2658,61530,2277,37072,1885,246890,7139,88711,5203,50733,3926,18088,1845,10011,1607,9879,1385,158179,5579,136839,5360,11988,1591,5705,983,3647,1057,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7238922,16375,3883893,16541,893647,11223,271733,7760,205305,6110,177233,5733,239376,5470,2990246,17736,1587588,14759,718505,7121,421914,5546,262239,4411,3355029,20123,1281110,15378,671318,12889,230062,8551,172612,6502,207118,6292,2073919,17047,1616796,14810,256304,7079,121958,5271,78861,3576,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3731325,14347,2441626,15846,578815,10902,182853,6616,135114,4631,125349,4296,135499,4085,1862811,14924,1023801,12081,408322,6399,276359,4137,154329,3807,1289699,14128,461488,10372,278477,8171,76628,4951,52077,3510,54306,3232,828211,12067,707354,11935,69590,2907,31631,2556,19636,2241,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,290944,2708,189193,3576,44363,2600,15645,1873,10660,1145,6906,883,11152,953,144830,3624,83211,2727,32255,1229,17954,946,11410,756,101751,4117,49743,3216,29238,2596,7187,1248,4439,926,8879,1054,52008,3291,45416,3149,3291,800,1350,365,1951,483,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4554672,11606,3019382,13908,734464,10599,226710,6530,173024,5216,144111,4207,190619,5107,2284918,14582,1221308,11839,524131,6375,333804,4829,205675,3976,1535290,11791,646163,11978,356323,10313,121733,4855,74170,4533,93937,3630,889127,11991,755133,11720,80481,4032,33181,2265,20332,1630,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1446667,5298,960369,7142,229490,5840,68765,3384,53957,2496,48594,2406,58174,1998,730879,6900,399930,5628,157660,3198,108765,2720,64524,2140,486298,5609,179169,4265,105278,3212,31170,1879,19231,1658,23490,1544,307129,5382,265122,5067,24690,1868,10743,1178,6574,984,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516957,7216,933775,9126,211081,6913,56055,4377,57554,3053,46809,3083,50663,3015,722694,8333,362913,7189,177243,4640,114641,3037,67897,2425,583182,9343,209204,6480,111522,5116,36756,3326,24065,2430,36861,2539,373978,8597,314496,8143,35930,3175,13677,1793,9875,1328,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4958249,11531,3416499,15135,786015,11052,240663,6295,174756,5607,156203,4196,214393,5588,2630484,14674,1405681,11189,611326,6614,375499,4570,237978,4546,1541750,11953,681282,11005,348185,9238,117414,4733,81040,3832,134643,4482,860468,12669,697626,11117,84178,4330,41154,2630,37510,2376,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,413083,3010,247790,4277,54554,3198,17417,2123,12550,1411,9917,1323,14670,1363,193236,4682,103904,3742,43235,2015,28615,1415,17482,1470,165293,4531,69372,3954,32781,2514,14465,1865,9190,1416,12936,1439,95921,4203,77889,3683,10448,1388,4439,998,3145,853,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1787340,9096,1217692,9732,294954,7608,94354,5334,68627,3337,64719,3220,67254,3138,922738,9564,474706,7379,207211,4824,156182,3781,84639,2871,569648,9235,197643,8233,116345,5867,40711,3780,20667,2046,19920,2083,372005,8077,315955,7402,36178,2715,13339,1773,6533,1125,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323765,3111,217200,3814,50394,2327,18332,1704,11174,1332,9519,984,11369,1094,166806,3606,91843,2929,38524,1571,22169,1102,14270,1214,106565,4369,47592,2967,26885,2311,6556,1069,4181,992,9970,1195,58973,3394,49365,3437,4907,910,2276,475,2425,584,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2480090,11146,1654001,14531,394690,9185,125775,5103,91804,4539,81234,4092,95877,3880,1259311,13045,679185,10481,279238,5792,193517,3804,107371,2963,826089,12336,312675,9196,187638,6880,58566,3432,32597,2037,33874,2902,513414,11053,435693,9807,46922,3291,20835,1815,9964,1343,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8970959,21541,5586856,26359,1092342,15378,364888,9941,261639,7229,223718,6157,242097,6870,4494514,25048,2635222,22307,953484,10607,576014,6888,329794,6208,3384103,21621,1164417,16583,768365,12676,179617,6593,107519,4683,108916,4807,2219686,19913,1936767,18249,169878,6706,72937,4343,40104,2708,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,895691,5044,623589,6650,102989,4348,36822,2654,21400,1862,19572,1678,25195,1856,520600,6956,326363,5737,97834,2863,59129,2010,37274,1836,272102,6236,74740,4472,45019,3751,11978,1793,8462,1369,9281,1243,197362,5727,177408,5585,11712,1597,4811,996,3431,641,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,258520,2853,183563,2872,41916,2366,10113,1274,11990,1326,8773,1056,11040,916,141647,2980,74801,2331,35622,1453,20439,1057,10785,838,74957,2865,30167,2330,15218,1728,4914,886,3876,687,6159,1087,44790,2394,38267,2269,4043,834,1560,409,920,319,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3038967,13344,2010442,15164,447703,10768,151119,6313,103896,5028,95555,4394,97133,3428,1562739,13184,872179,10119,347455,5164,224157,4280,118948,3608,1028525,13454,359581,8184,218474,7410,57642,3391,36343,2788,47122,3028,668944,11284,572650,10421,58300,3653,22610,1882,15384,1906,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2636817,10074,1643637,12066,367968,9484,113708,5345,97374,4371,74006,4192,82880,3389,1275669,11485,700651,8375,295357,5629,181512,4118,98149,3077,993180,12832,374660,9348,224706,8296,59744,3872,39027,2864,51183,2758,618520,11944,523188,10509,55678,4272,24139,2321,15515,1507,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741544,5473,533758,5867,136636,4953,34739,2916,33418,2223,29374,2151,39105,2702,397122,6344,199734,4711,96462,2942,63555,1991,37371,1899,207786,4871,94187,3840,50966,3189,19189,1947,13197,1627,10835,1310,113599,4319,94794,4376,11212,1409,5088,973,2505,676,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2288362,8293,1539778,10829,336892,6923,113071,3686,80374,3660,59993,2354,83454,2994,1202886,10026,673405,9045,269631,3529,161434,2622,98416,2391,748584,9486,331715,6431,182599,6240,56391,3074,33977,2076,58748,2724,416869,8969,353698,7681,36199,2593,13718,1377,13254,1036,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,223513,2812,154329,3897,36409,3308,10917,1760,9527,1533,8021,1270,7944,1356,117920,4073,64220,3128,29644,1735,16523,1302,7533,828,69184,3701,26494,2594,15727,2273,5432,1281,2688,770,2647,594,42690,2864,37519,2566,2739,667,1070,463,1362,627,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1263694,9111,877877,8341,200184,5703,54770,3370,47492,3254,49308,2985,48614,2615,677693,9516,327438,7044,145935,4403,122681,3594,81639,3027,385817,7079,117741,4011,52830,3116,27646,2514,22221,2085,15044,1912,268076,6848,213352,6490,29833,2505,16425,1499,8466,1182,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1845169,11483,1268565,12217,315959,7202,99906,4403,75801,3686,65732,3236,74520,3124,952606,11182,507369,8735,212905,4752,147453,2820,84879,2762,576604,10418,217886,7742,126617,7003,39542,3120,25137,2155,26590,2389,358718,8423,303519,8026,32687,2348,14370,1878,8142,1167,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,251651,2883,159427,3595,35155,2436,13999,1736,10623,1541,6389,1179,4144,639,124272,3372,74107,2778,31144,1764,13072,1035,5949,698,92224,3507,32110,2382,21198,2073,6462,1256,2493,552,1957,600,60114,3268,53853,3336,4138,932,1634,485,489,272,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2392168,11611,1496650,13898,353474,9336,108758,5756,82256,4273,80067,3331,82393,4097,1143176,12903,576297,9695,242097,5336,199934,4044,124848,4357,895518,13536,303615,8977,187163,7720,50061,3187,29820,2292,36571,2698,591903,11063,497327,10716,55439,3731,27100,2403,12037,1471,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
