GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001EA,B20017G_001MA,B20017G_002MA,B20017G_002EA,B20017G_003MA,B20017G_003EA,B20017G_004EA,B20017G_004MA,B20017G_005EA,B20017G_005MA,B20017G_006EA,B20017G_006MA,B20017G_007MA,B20017G_007EA,state
0400000US18,15516,1784,17459,6122,37342,3798,5970,1190,13926,2596,30605,7446,6606,1457,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15895,1986,22197,4741,38814,5085,5351,1654,12116,3298,25537,7634,5745,1790,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17161,3420,22398,3846,37678,3478,6312,1577,12634,2666,26836,3151,4960,1145,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,16752,2027,19008,3492,34559,4037,7695,1821,13190,4531,34860,7718,5599,1173,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22947,2757,26770,3532,35536,8117,7547,3898,17561,3539,30034,8233,8520,1892,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16679,4137,15556,10666,32150,10819,2499,-333333333,16953,5357,32764,12831,8659,3947,Maine,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,23
0400000US24,30172,2539,33315,5501,55027,10534,8987,1884,27322,2867,48525,4963,9359,1637,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21941,1090,23366,2774,36476,3609,11190,1544,19291,3382,40976,2365,8190,1410,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,17105,1770,21938,1948,43327,4932,8487,1578,13650,2219,31399,2921,5749,818,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20825,1457,21219,1653,39079,3788,7571,1279,20189,3134,36773,2685,7105,957,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19973,2808,19142,4804,27248,6539,5899,2728,20419,3003,28329,3595,8853,2209,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,16815,1531,16821,1497,30246,5587,8045,1555,16807,3211,35443,4100,5782,1414,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,13769,6223,14422,9236,35713,7590,7916,2207,12192,9028,29696,7165,8391,1071,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16755,4083,20598,5256,29242,7247,6335,1506,15271,4122,25650,4818,4826,1256,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,25710,2399,28194,3952,36836,2003,10081,2564,21938,3352,38210,3531,10013,2019,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25415,9736,31914,6431,51268,20356,10620,2143,17240,9317,44169,8686,6899,2510,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,26449,1684,31755,2100,46161,3316,10631,1266,21670,2330,36681,3818,8700,1157,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22391,3031,24911,8809,41079,4936,6324,1440,15025,3646,33108,4082,7450,2857,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,23475,1651,27126,2408,41805,1421,10409,740,20680,1210,36892,1435,7731,883,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19998,2033,23029,2294,36032,2596,6653,1217,15236,3078,33576,1995,4708,947,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,21938,4752,22025,6650,27397,4711,11210,7892,21795,4572,28357,2421,7618,4150,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,16805,1712,20354,2166,36919,3896,5947,811,15046,2197,37088,4712,6793,1399,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20505,739,22779,1228,35003,2489,6638,841,17264,1281,30549,1013,6358,785,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,19914,1585,24171,4232,43951,5216,5475,2461,16247,1537,32311,3361,8136,1379,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,18104,1780,20683,2274,39786,3060,7041,1371,16093,1674,31937,3471,6329,515,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21681,3993,23113,4243,30196,9281,11875,4926,18715,6235,31825,6514,10517,3932,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21405,3770,26518,5639,41360,3266,8483,3216,17768,2620,29882,3020,9019,2571,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20010,4849,25141,4749,31556,4743,6664,4714,13844,9157,28852,10260,5806,2013,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,20389,2372,24919,4621,34231,4907,6844,3060,15596,3281,31057,3034,6822,1104,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22594,1229,25576,1557,39650,3266,7440,1168,20491,1054,36173,1459,7163,605,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17331,2949,20518,5846,42214,7140,7794,1354,15533,2849,25686,3034,9115,4882,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,12917,6785,21351,9641,37108,8239,7353,4262,10824,3154,33225,13868,4764,5532,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,24543,2042,26444,2751,42996,4332,7125,1519,22964,2491,36426,3060,6566,826,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,25425,2407,30564,3228,50050,2522,7349,1011,21808,1974,41888,2190,8941,1627,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20495,6385,24813,5418,33037,8115,10942,7795,12417,7030,33750,23223,7606,3466,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18829,2625,22066,3266,37472,7730,6301,2105,16356,1686,29073,1878,6897,917,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,20442,5075,22367,7312,38825,4681,8538,3081,15150,7179,26155,13392,7669,4808,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16300,375,16150,523,22159,1311,7098,670,16487,524,21827,998,6784,595,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,16986,3266,19644,6618,41636,8398,6405,1223,15902,4659,26587,5179,7050,2393,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26432,2262,26193,6330,43194,4555,9995,1846,26562,2505,41811,1971,10862,1913,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,22148,1313,23601,2789,39944,5119,7729,1843,21004,1735,32907,3350,6539,1118,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21322,1944,23260,5730,40171,7383,7196,3506,17621,6123,29405,3306,10728,1608,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
