GEO_ID,C17020I_001E,C17020I_001M,C17020I_002E,C17020I_002M,C17020I_003E,C17020I_003M,C17020I_004E,C17020I_004M,C17020I_005E,C17020I_005M,C17020I_006E,C17020I_006M,C17020I_007E,C17020I_007M,C17020I_008E,C17020I_008M,C17020I_009E,C17020I_009M,NAME,C17020I_001EA,C17020I_001MA,C17020I_002EA,C17020I_002MA,C17020I_003MA,C17020I_003EA,C17020I_004MA,C17020I_004EA,C17020I_005EA,C17020I_005MA,C17020I_006EA,C17020I_006MA,C17020I_007EA,C17020I_007MA,C17020I_008MA,C17020I_008EA,C17020I_009MA,C17020I_009EA,state
0400000US26,444908,1436,130778,7976,60352,4454,67300,4626,3126,671,314130,8169,110057,4404,184729,4753,19344,1257,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,257735,907,66186,6229,32096,3697,33346,3390,744,345,191549,6252,73315,3551,111193,3484,7041,910,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72902,2360,25138,4055,11845,2224,12669,2242,624,468,47764,4330,15315,2102,30824,2999,1625,852,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,214670,1959,64160,5768,30279,3555,32415,3363,1466,566,150510,6106,49966,3810,92563,3834,7981,1053,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30437,437,8471,1704,4238,937,3760,1111,473,339,21966,1694,6450,977,14132,1252,1384,538,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,174768,1068,46854,5373,23121,2918,23037,3010,696,466,127914,5347,47925,2821,75865,3156,4124,830,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,743220,1269,184070,11672,84136,6433,94709,6152,5225,1160,559150,11869,179554,6531,351309,6267,28287,1380,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38621,1153,9807,2922,5588,1855,3934,1347,285,288,28814,2719,8718,1365,18448,1631,1648,540,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1616927,2292,320305,16272,127138,7821,172960,9985,20207,1896,1296622,16307,346694,7592,865934,10192,83994,1954,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959720,1730,245320,10627,101708,5670,125942,6575,17670,2128,714400,10700,196761,5819,442817,6487,74822,2160,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3481713,3816,928491,23113,341343,11668,517946,13854,69202,4248,2553222,23256,632756,12107,1720083,13371,200383,4556,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,827355,3111,280646,15972,140983,9735,135950,8021,3713,1036,546709,16346,182355,9681,347729,8617,16625,1619,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15440,662,3107,1048,1115,572,1840,649,152,141,12333,1342,4461,816,7667,891,205,199,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,363466,2367,107675,6908,53286,4388,52072,3579,2317,622,255791,7397,83644,4378,156491,4452,15656,1276,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,346867,1376,99856,6513,51756,3915,45826,3406,2274,591,247011,6845,86263,4115,152119,3745,8629,984,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,465462,1532,140360,9580,67610,5675,70458,5303,2292,569,325102,9742,113994,5651,198496,5546,12612,1159,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,752841,1976,251810,10787,115570,6515,127884,5568,8356,1484,501031,10783,156798,6448,317250,5828,26983,1794,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,135712,557,44789,5440,19638,2971,22736,3267,2415,671,90923,5458,27161,2931,59816,3234,3946,769,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,239874,2795,71257,6441,36144,4306,33835,3366,1278,555,168617,6548,50800,3767,111443,4111,6374,1143,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23548,1008,6415,1470,3173,841,3177,982,65,101,17133,1559,6368,943,10039,917,726,373,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,300705,2877,105752,8309,53601,4794,50689,4659,1462,647,194953,7950,62366,4553,124826,4872,7761,1428,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9770077,6858,2559495,43311,1187019,24167,1239844,24625,132632,5057,7210582,43038,2197680,24077,4560392,25178,452510,5517,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,371240,1803,105674,10995,53934,6149,49343,5711,2397,820,265566,11438,92340,6613,162748,5653,10478,1056,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8199,530,1368,518,475,263,787,355,106,134,6831,533,2099,484,4074,529,658,318,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,666930,4133,107530,10212,41973,5220,62946,6317,2611,915,559400,10763,175305,4971,363530,7639,20565,1584,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,791047,1829,205678,14496,106514,7877,95822,7364,3342,838,585369,14767,201718,8138,362089,7536,21562,1511,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21809,1620,4892,1335,2365,836,2408,744,119,154,16917,1859,6006,1054,9396,1269,1515,480,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,344123,1509,97225,7351,49505,4618,45635,3448,2085,740,246898,7331,88402,4645,148895,3547,9601,894,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53153,685,10113,2140,4357,1236,5528,1247,228,300,43040,2331,13347,1389,26321,1373,3372,725,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3599379,4181,1619131,27230,471900,10496,920288,17940,226943,5722,1980248,27226,365135,10497,1272468,17789,342645,5680,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,180436,3260,62317,6593,31709,3437,29654,3918,954,587,118119,6461,39061,3444,75055,3731,4003,774,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41957,553,4945,1847,2661,1140,2269,856,15,27,37012,1963,12236,1193,23417,1022,1359,513,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1922720,3042,558414,19141,259642,11194,277387,10370,21385,2241,1364306,19243,435447,11256,841728,10546,87131,2347,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,193371,1288,61378,6405,32223,3416,28592,3651,563,392,131993,6356,46518,3478,81931,3661,3544,1072,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
