GEO_ID,C24010G_001E,C24010G_001M,C24010G_002E,C24010G_002M,C24010G_003E,C24010G_003M,C24010G_004E,C24010G_004M,C24010G_005E,C24010G_005M,C24010G_006E,C24010G_006M,C24010G_007E,C24010G_007M,C24010G_008E,C24010G_008M,C24010G_009E,C24010G_009M,C24010G_010E,C24010G_010M,C24010G_011E,C24010G_011M,C24010G_012E,C24010G_012M,C24010G_013E,C24010G_013M,NAME,C24010G_001EA,C24010G_001MA,C24010G_002EA,C24010G_002MA,C24010G_003EA,C24010G_003MA,C24010G_004MA,C24010G_004EA,C24010G_005MA,C24010G_005EA,C24010G_006EA,C24010G_006MA,C24010G_007EA,C24010G_007MA,C24010G_008EA,C24010G_008MA,C24010G_009MA,C24010G_009EA,C24010G_010MA,C24010G_010EA,C24010G_011EA,C24010G_011MA,C24010G_012EA,C24010G_012MA,C24010G_013EA,C24010G_013MA,state
0400000US29,40088,3351,19261,2480,3774,850,3889,1168,4277,1268,2358,741,4963,1138,20827,2253,8537,1455,4840,1132,6031,1207,171,157,1248,595,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8828,1433,4529,978,797,402,1390,620,786,339,841,375,715,307,4299,1116,1609,780,958,388,1519,670,86,92,127,138,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,12043,1648,5800,1063,1472,434,823,528,788,419,895,395,1822,745,6243,1245,2284,686,1635,725,1841,819,0,149,483,307,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,33007,3427,15192,1968,4164,1025,4127,1069,2715,828,1730,675,2456,882,17815,2338,3588,841,5950,1126,7583,1716,268,247,426,282,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7767,1522,3924,986,1014,485,599,462,1236,592,557,320,518,305,3843,1049,1227,542,1641,647,860,414,0,181,115,180,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,79132,5881,40671,4287,13543,1890,6350,1429,8754,1656,4998,1458,7026,1467,38461,3108,12482,1584,9283,1580,13877,1854,32,53,2787,742,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18804,2312,10817,1611,3973,883,2049,768,1381,541,2296,911,1118,528,7987,1355,2656,731,1969,706,2859,762,15,25,488,306,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,185814,7702,95305,5492,26506,2687,20687,2389,19722,2580,13986,1880,14404,1602,90509,4595,30288,2494,27858,2246,27350,2476,443,356,4570,1225,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,59282,4706,29229,2934,9027,1626,5853,1300,3748,942,5129,1382,5472,1369,30053,3073,10899,1913,7569,1365,9363,1557,439,473,1783,716,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5419,1175,2942,787,448,282,482,234,449,255,917,511,646,371,2477,742,727,315,1010,512,455,276,22,41,263,313,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,68860,4665,33389,3111,8782,1415,5930,1198,6734,1289,3430,839,8513,1672,35471,3256,10432,1536,10531,1695,11047,2002,229,213,3232,853,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,97475,4125,49972,2958,11833,1254,9723,1643,6789,998,11055,1290,10572,1304,47503,2784,16890,1555,12681,1543,14866,1515,640,340,2426,701,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,50443,3514,24309,2314,7656,1095,5078,1275,3920,945,3539,873,4116,1117,26134,2510,7594,1352,10049,1771,6790,1402,243,221,1458,710,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,72691,4417,34779,2959,9505,1637,8256,1693,6039,1151,4027,828,6952,1317,37912,2756,12700,1815,10635,1565,12264,1974,321,214,1992,649,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9202,1295,4631,875,1046,428,1178,604,775,412,879,470,753,421,4571,908,1301,476,1991,739,968,441,67,89,244,224,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23672,2765,10970,1740,3372,959,1944,877,2178,640,1631,638,1845,655,12702,2281,3730,1116,2909,1145,5409,1536,68,110,586,372,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4881,1125,2207,783,435,258,678,345,51,60,735,395,308,307,2674,742,764,357,1059,479,687,317,0,147,164,188,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31640,3281,16119,2293,5095,1185,2446,799,2908,996,2191,684,3479,1035,15521,2031,5220,1034,4233,1082,5062,1255,25,45,981,453,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,202587,9272,102973,5695,30936,3206,17456,2178,21740,2332,15080,2160,17761,2202,99614,6137,36639,3287,23436,3020,35257,3336,625,358,3657,905,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19331,2307,10642,1492,3296,756,1926,701,2076,773,1765,731,1579,618,8689,1524,2405,648,2077,780,3478,954,113,134,616,378,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4664,733,1914,462,670,304,447,260,213,164,327,180,257,142,2750,573,1076,431,537,318,943,409,0,143,194,161,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,82892,5482,40997,3412,14586,1964,6401,1120,8519,1537,6038,1202,5453,1250,41895,3149,17167,2055,9099,1529,13381,1916,162,176,2086,732,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,113759,4993,57228,3649,18153,1984,10840,1884,8960,1595,8425,1425,10850,1657,56531,3423,19763,2219,15108,1982,17336,1996,710,491,3614,989,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10069,1694,4638,979,803,390,1301,555,588,319,1077,488,869,361,5431,1412,1758,539,1849,880,1279,588,0,182,545,639,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31653,2942,16708,2050,2927,851,3441,847,3009,966,2876,765,4455,1064,14945,1767,3852,724,4620,1006,4871,982,210,177,1392,421,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6192,1303,3176,986,411,256,791,550,386,295,1269,664,319,283,3016,773,879,477,540,325,1260,504,0,185,337,283,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,138207,7144,74019,4512,18167,2460,15827,2051,14975,1928,15194,2171,9856,1426,64188,4307,23434,2885,11911,1974,25551,2928,333,278,2959,1087,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,20176,2288,10818,1532,3522,882,1617,667,1808,678,1367,604,2504,769,9358,1398,3202,818,1850,655,3683,1018,0,184,623,385,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20222,2328,9302,1653,2084,752,1700,764,2056,859,2198,749,1264,452,10920,1592,3544,987,2741,777,3974,951,61,62,600,432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,56962,3742,27764,2481,8793,1426,6212,1304,5427,1077,3930,1041,3402,908,29198,2413,10730,1479,7590,1630,8877,1536,574,469,1427,538,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15641,1990,8109,1352,2751,944,1371,532,1061,534,1230,545,1696,626,7532,1314,2287,757,2188,838,2327,669,8,14,722,343,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
