GEO_ID,C19001G_001E,C19001G_001M,C19001G_002E,C19001G_002M,C19001G_003E,C19001G_003M,C19001G_004E,C19001G_004M,C19001G_005E,C19001G_005M,C19001G_006E,C19001G_006M,C19001G_007E,C19001G_007M,C19001G_008E,C19001G_008M,C19001G_009E,C19001G_009M,C19001G_010E,C19001G_010M,C19001G_011E,C19001G_011M,NAME,C19001G_001MA,C19001G_001EA,C19001G_002EA,C19001G_002MA,C19001G_003EA,C19001G_003MA,C19001G_004EA,C19001G_004MA,C19001G_005MA,C19001G_005EA,C19001G_006MA,C19001G_006EA,C19001G_007MA,C19001G_007EA,C19001G_008EA,C19001G_008MA,C19001G_009EA,C19001G_009MA,C19001G_010EA,C19001G_010MA,C19001G_011MA,C19001G_011EA,state
0400000US50,3022,619,138,130,432,261,462,273,251,166,222,149,836,314,269,191,292,214,48,51,72,93,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,54564,3836,3865,1014,1978,716,3960,868,5169,1187,7527,1444,11536,1777,6409,1263,7839,1116,3397,724,2884,831,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,79126,3650,7639,1327,4427,1193,7516,1096,8631,1735,11443,1640,14692,2077,8676,1237,10597,1576,2733,719,2772,870,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8873,1283,1163,460,1072,435,1259,444,1241,419,1120,483,1256,468,1219,691,414,283,76,105,53,71,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,22900,2158,3466,796,1911,676,2501,605,2941,840,4303,892,3758,960,2151,637,1260,469,336,289,273,206,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3893,1021,97,150,602,397,253,259,665,372,768,557,658,325,355,213,408,265,87,137,0,185,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,148275,4880,46685,3421,15189,1860,25256,2270,19071,2166,19590,2056,13852,1967,4860,1174,2463,799,556,353,753,493,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19284,1835,2444,727,1782,820,3245,971,3707,1082,2223,589,2409,639,836,406,1696,556,592,435,350,224,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13359,1766,751,357,1064,553,1267,627,1196,485,2187,613,2721,616,1365,607,1650,705,958,582,200,142,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42589,2739,4594,1064,2746,794,5687,1131,5802,1170,5783,1200,6302,1305,4583,920,4583,871,1686,564,823,437,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15887,1732,1663,579,1590,566,2334,709,2127,693,2633,875,2384,730,1710,711,970,457,143,161,333,241,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
