GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001EA,C08128_001MA,C08128_002EA,C08128_002MA,C08128_003MA,C08128_003EA,C08128_004MA,C08128_004EA,C08128_005MA,C08128_005EA,C08128_006MA,C08128_006EA,C08128_007MA,C08128_007EA,C08128_008EA,C08128_008MA,C08128_009MA,C08128_009EA,C08128_010MA,C08128_010EA,C08128_011EA,C08128_011MA,C08128_012EA,C08128_012MA,C08128_013EA,C08128_013MA,C08128_014MA,C08128_014EA,C08128_015MA,C08128_015EA,C08128_016MA,C08128_016EA,C08128_017MA,C08128_017EA,C08128_018EA,C08128_018MA,C08128_019EA,C08128_019MA,C08128_020MA,C08128_020EA,C08128_021EA,C08128_021MA,C08128_022EA,C08128_022MA,C08128_023EA,C08128_023MA,C08128_024EA,C08128_024MA,C08128_025MA,C08128_025EA,C08128_026MA,C08128_026EA,C08128_027MA,C08128_027EA,C08128_028EA,C08128_028MA,C08128_029EA,C08128_029MA,C08128_030EA,C08128_030MA,state
0400000US18,2954205,15974,2492929,14773,318385,8165,138248,5219,4643,888,2435019,16983,2077124,14981,273171,7764,82681,4185,2043,638,276458,7666,236292,7579,26581,2645,12758,1582,827,444,33311,3171,28640,3050,3655,802,968,548,48,86,111103,4861,92658,4679,10425,1419,7645,1107,375,234,98314,4293,58215,3364,4553,1229,34196,2686,1350,441,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1530289,8390,1217139,11541,209500,5028,100354,4590,3296,734,1222653,10410,996351,11129,168710,4976,55758,2667,1834,577,138408,6075,112981,5466,18284,1639,6747,1196,396,232,16630,2061,11484,1706,4846,1235,276,244,24,39,80669,4211,58425,3720,14170,1841,7670,1096,404,244,71929,3466,37898,2708,3490,768,29903,2296,638,305,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1388601,9358,1055321,9276,250025,7231,80805,3695,2450,628,1140807,9069,884701,9112,205669,6541,48988,2705,1449,474,135242,5829,103480,5025,24653,2301,6708,1068,401,298,7884,1601,5940,1276,1607,847,337,361,0,165,48342,3287,32595,2804,11488,1474,4118,850,141,121,56326,3561,28605,2559,6608,1089,20654,1980,459,240,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1845659,13246,1443978,12952,298089,8222,100347,4708,3245,769,1526467,11999,1212084,12252,248743,6970,63751,3721,1889,621,180512,6917,142946,6444,26869,2480,9981,1565,716,434,18673,2208,14676,1938,3257,875,740,643,0,181,63410,3743,41514,2714,16129,2025,5657,1118,110,161,56597,3857,32758,2802,3091,774,20218,2001,530,303,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1965689,11987,1536847,15628,320470,10544,105555,5636,2817,796,1622316,11994,1276812,14656,272451,9688,71150,4216,1903,651,194194,8483,152115,8079,29692,3036,12029,1981,358,250,24516,2500,20169,2266,3572,1013,775,320,0,193,77718,3960,60479,3789,11269,1704,5924,1651,46,77,46945,3586,27272,2816,3486,943,15677,1675,510,317,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,631826,7271,489666,7895,87707,4167,53311,3062,1142,424,485919,7425,384465,7424,72301,3712,28672,2181,481,255,69730,3454,54785,3174,8644,1393,6177,1161,124,126,3597,896,3031,843,446,215,120,185,0,155,39352,2907,30700,2813,5362,1010,3127,912,163,160,33228,2512,16685,1646,954,356,15215,1868,374,213,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2909794,13064,2106595,14789,660243,12952,138781,5238,4175,1069,2135379,14985,1561225,14966,493584,11027,78394,4427,2176,668,286359,10378,212271,8895,60165,4095,13100,1720,823,385,258280,8366,178407,7784,75102,3758,4771,1105,0,190,107894,5635,78781,4849,22157,2726,6807,1261,149,187,121882,4809,75911,3921,9235,1568,35709,2749,1027,618,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3273690,17356,2664918,17598,410462,8496,195008,7138,3302,1025,2354944,19671,1905142,18823,330325,7870,118187,5169,1290,499,255640,8615,216620,7708,24154,2155,14709,2304,157,152,309147,8211,275659,7981,28492,2445,4922,1313,74,87,216912,7697,184070,6855,21105,2107,11066,1713,671,439,137047,5918,83427,4320,6386,1250,46124,3796,1110,830,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4190898,18028,3492902,17605,477040,10272,214170,6789,6786,1176,3459252,17360,2921634,16939,399809,9284,134422,5097,3387,764,377209,9962,314033,9889,41792,3015,20428,1867,956,398,54893,3049,45604,3080,8193,1110,1009,455,87,108,145607,5622,118577,5204,16988,1999,9477,1216,565,347,153937,5004,93054,4379,10258,1362,48834,3038,1791,632,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2737424,12945,2245923,13501,328713,8121,159166,4719,3622,689,2135967,13145,1786883,14012,261628,7098,85561,3440,1895,531,244969,8494,200880,7568,31833,2710,11925,1569,331,237,89609,5009,76584,4427,11653,1448,1335,471,37,61,120651,4638,93935,4290,16421,1552,9894,1181,401,215,146228,5027,87641,4195,7178,1162,50451,2396,958,327,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178427,11475,877832,12283,235339,8528,64160,3962,1096,538,984238,13196,741518,13050,198830,8087,43218,3393,672,443,125832,6507,94666,5567,23075,2635,8030,1623,61,79,5266,1060,2975,828,2080,748,211,185,0,198,34860,2779,22981,2356,8998,1373,2617,785,264,228,28231,2626,15692,1858,2356,658,10084,1780,99,125,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2734275,14847,2202145,15270,366987,9732,160422,6189,4721,1014,2223496,16471,1820261,16070,300317,8355,100168,5138,2750,877,265496,8184,215965,7863,35392,2784,13549,1768,590,316,35244,2643,29214,2286,4976,1344,1010,459,44,73,89800,4786,71520,4180,11746,1747,6263,844,271,201,120239,5316,65185,4196,14556,1030,39432,2880,1066,403,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,475299,5526,338855,5703,91909,4621,42386,2784,2149,577,353661,6654,259713,6131,69803,3987,23403,2144,742,291,50885,3716,36996,3437,10276,1700,3396,942,217,198,4520,1172,3620,1022,867,567,33,57,0,157,35166,2926,23260,2602,8377,1414,3160,855,369,234,31067,2361,15266,1851,2586,843,12394,1311,821,265,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,946684,6595,734177,6980,142521,4284,67948,3759,2038,528,759340,7419,605187,6670,116226,3991,37161,2616,766,260,94886,4253,75453,4201,14527,1631,4596,771,310,275,6142,1494,4287,962,1543,913,284,157,28,46,40115,2748,28096,2100,7900,1268,4000,900,119,101,46201,2718,21154,1846,2325,687,21907,1818,815,364,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1216345,9798,993891,11662,158316,6076,63155,4034,983,476,949121,9397,774597,11197,133578,6013,40168,3269,778,440,132358,5916,109703,5298,16709,2332,5946,1189,0,200,44047,3386,40103,3264,2082,707,1862,767,0,200,53255,3868,45936,3585,4777,1008,2477,739,65,106,37564,3975,23552,3126,1170,484,12702,1965,140,138,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,677232,6684,534126,7935,93348,4811,49149,3573,609,313,554808,8274,444172,8972,80136,4378,30292,3018,208,170,48989,3838,38480,3342,7441,1412,2822,917,246,188,4522,861,4109,931,364,259,49,81,0,181,29428,2412,22855,2182,3862,856,2556,704,155,147,39485,3256,24510,2560,1545,587,13430,1901,0,181,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4113910,18968,3336677,19927,574693,12474,197652,7302,4888,1025,2962771,22382,2373058,21217,473691,10635,113958,5135,2064,703,340842,10825,282446,10564,40985,3621,16516,2230,895,468,435665,11064,389199,10574,34470,2898,11393,1745,603,465,205987,8131,174028,8227,18780,2092,12528,2572,651,384,168645,6305,117946,5828,6767,1327,43257,3029,675,360,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,865474,10171,605712,9188,200466,7074,57392,3425,1904,523,682940,10511,486653,9566,161737,6827,33359,2880,1191,451,97996,5484,67854,4378,24721,2827,5093,1091,328,262,9839,1954,5936,1671,3459,1140,444,367,0,185,35405,2681,23538,2396,7964,1332,3655,936,248,180,39294,3079,21731,2411,2585,664,14841,1860,137,93,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8916499,27186,6965906,27844,1409561,17492,530083,9918,10949,1504,4785225,28852,3624253,27666,940373,14054,216746,6989,3853,916,612325,13047,478852,11537,99481,5046,32350,2445,1642,591,2429897,20382,2043981,20672,277097,8040,107419,5708,1400,502,739519,14440,603677,14344,77503,4514,56643,3949,1696,646,349533,8358,215143,8026,15107,2068,116925,5270,2358,611,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4263889,22148,3308824,24204,700990,13568,247466,8315,6609,1243,3434930,23683,2688022,23668,591123,11351,151976,5987,3809,879,449216,9843,360246,9798,61169,3889,27114,2592,687,345,48895,3694,36804,3682,9989,1522,2102,893,0,193,139479,5628,100676,5361,26174,2441,12248,1763,381,257,191369,7966,123076,5984,12535,2010,54026,3492,1732,706,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,376246,4051,275582,4341,68415,3375,31054,2117,1195,359,299123,4905,227764,4400,54816,2891,15900,1433,643,289,36676,2928,27391,2561,7281,1181,1919,459,85,87,1430,439,889,309,533,340,8,13,0,141,18035,2042,11922,1671,4135,812,1788,499,190,164,20982,1741,7616,993,1650,421,11439,1254,277,114,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5183203,19932,4249997,20584,667289,11804,258682,6851,7235,1149,4316260,22387,3578580,22472,571300,11047,162020,5872,4360,936,422150,11650,349452,11086,47603,3344,24191,2842,904,434,80916,4180,64945,3635,14301,1681,1489,533,181,158,185251,6494,149248,6166,23445,2374,12114,1622,444,345,178626,7286,107772,5629,10640,1435,58868,4014,1346,411,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1682277,9700,1270394,9664,301718,7973,106732,4406,3433,589,1384248,10120,1057946,10305,254848,7188,69523,3541,1931,508,174714,6183,134034,4917,27739,2418,12057,1631,884,311,7298,1131,5558,1067,1541,520,199,147,0,149,60145,3138,42771,3142,12074,1403,5171,911,129,117,55872,2764,30085,2264,5516,1076,19782,1794,489,250,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1700679,12171,1330616,11295,234142,7907,133999,5836,1922,600,1211498,13724,968424,12004,171119,6465,71010,4470,945,551,177288,7441,141149,7263,23858,2487,11985,2047,296,261,70405,4798,58048,4531,11181,1524,1176,511,0,193,136800,7943,105672,7225,22048,2318,8783,1592,297,251,104688,4946,57323,3572,5936,1219,41045,3413,384,202,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5810858,19883,4861731,23313,645507,11710,294946,7366,8674,1493,4448025,23720,3748619,25282,520288,10372,175673,5156,3445,783,519724,13636,436189,11716,54828,3296,27735,2850,972,444,314681,9457,272839,8785,35981,2858,5708,1173,153,147,301725,8865,255673,8414,23774,2108,20802,1701,1476,587,226703,6524,148411,5315,10636,1175,65028,3179,2628,807,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,503788,7580,409129,7740,67915,3308,26331,2280,413,265,397042,6751,321983,6846,57705,3255,17100,2064,254,189,45042,4230,39396,4075,4036,980,1451,590,159,193,15401,2619,13056,2290,2194,828,151,133,0,200,28138,2648,23960,2506,2533,714,1645,707,0,200,18165,2160,10734,1804,1447,576,5984,1092,0,200,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1999706,15224,1548498,14325,342215,8969,106480,5896,2513,756,1657435,17155,1297469,16248,286134,8317,72479,5086,1353,489,186295,8893,148422,8389,27433,2882,10007,1548,433,315,10356,1852,8109,1690,1865,662,382,337,0,197,77410,4398,51688,4292,20883,1821,4710,1078,129,161,68210,4616,42810,3144,5900,1660,18902,2468,598,401,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,421018,5664,319367,5702,66092,4013,34254,2098,1305,337,331520,5337,261496,5697,52415,3292,17112,1815,497,188,38511,2804,29635,2586,6654,1092,2018,514,204,179,2033,712,1560,648,473,239,0,147,0,147,24664,2052,16437,1741,5363,1062,2707,747,157,131,24290,1628,10239,1197,1187,633,12417,1298,447,223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2777627,15261,2187527,16619,406035,11178,180627,7246,3438,724,2322135,17652,1854150,19183,349688,10072,116565,6225,1732,494,262229,8583,205090,8302,38853,3607,17517,1764,769,524,20847,2205,16292,2061,3489,835,1023,529,43,78,70798,5330,54290,4756,9589,1684,6886,1169,33,60,101618,5144,57705,4297,4416,984,38636,2981,861,370,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11608001,31148,9104710,37507,1715707,24159,769997,17852,17587,2673,9292439,32347,7377043,35798,1425561,23612,478634,13700,11201,2068,1280750,20942,1001223,20385,179341,6717,97624,6499,2562,1071,189285,8723,156341,8167,25511,3075,7350,1307,83,137,389873,13034,294646,11920,59698,4143,34443,3158,1086,439,455654,11353,275457,8524,25596,2779,151946,6759,2655,671,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
