GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001EA,C15002A_001MA,C15002A_002EA,C15002A_002MA,C15002A_003MA,C15002A_003EA,C15002A_004EA,C15002A_004MA,C15002A_005MA,C15002A_005EA,C15002A_006EA,C15002A_006MA,C15002A_007EA,C15002A_007MA,C15002A_008MA,C15002A_008EA,C15002A_009MA,C15002A_009EA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US29,3432238,4278,1657551,3002,185827,5783,546228,8411,475952,8624,449544,7799,1774687,2752,189412,5726,559299,9676,537096,8747,488880,7658,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,628979,1383,312474,1234,22836,2039,98161,3170,97626,3003,93851,3579,316505,984,17220,1610,89691,3294,111269,3808,98325,3305,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1093621,3223,532656,1989,45684,2718,155368,4302,178172,4400,153432,4317,560965,1852,40700,2318,153018,3955,196996,4406,170251,3782,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1347724,7507,684569,4382,92133,4731,190954,5648,233259,6067,168223,4746,663155,4293,87547,4448,197788,6642,231412,7020,146408,5645,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,876252,1438,425063,950,37856,3086,131919,4595,112361,4534,142927,4179,451189,1050,30505,2947,127795,4786,134220,4646,158669,4241,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4327852,11386,2064589,7018,206533,7338,594622,11211,483038,10069,780396,10314,2263263,6583,223519,6935,689058,10090,534780,10072,815906,9844,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1022734,6739,494302,4390,70216,3411,124652,4978,150886,6159,148548,5103,528432,4184,63935,3318,131615,5439,175690,5097,157192,4805,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9034634,18725,4332876,10882,451918,11710,1177847,16349,1101788,13575,1601323,12948,4701758,11295,461015,10840,1278323,14549,1210517,16170,1751903,16693,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4753084,9520,2287172,6265,330923,10002,611754,12931,657045,10557,687450,9603,2465912,5182,279256,7462,643418,10940,797026,11635,746212,10611,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,422546,1026,212118,786,17293,1282,63538,2611,75534,2624,55753,2800,210428,584,14741,1036,55851,2401,76364,2854,63472,2579,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6623054,4299,3182278,3286,336034,6660,1140530,12555,862479,11809,843235,10425,3440776,2643,338485,7282,1216647,13633,1010561,10958,875083,12196,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1936370,4324,940371,2782,120703,3799,299471,6068,282892,6213,237305,4539,995999,2313,115191,3793,312372,6894,315921,5747,252515,5648,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2350319,5696,1142395,3715,109157,5851,289854,7733,390618,8183,352766,7269,1207924,3120,94491,4959,305206,6442,444804,8731,363423,6737,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7428183,7591,3562336,4632,358540,8801,1332225,12081,824129,9442,1047442,12086,3865847,4434,361212,7759,1462342,11918,951987,11674,1090306,13507,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,607430,3855,285019,2556,34850,3045,83323,4627,71266,3810,95580,4068,322411,1992,35671,2342,87309,4094,93800,4020,105631,3884,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2219562,4361,1068330,2865,140842,5340,293272,7676,314866,6592,319350,7846,1151232,2574,133048,4958,328667,6749,363552,7862,325965,8337,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,485680,1447,240009,1178,21271,1802,84375,2610,70320,2766,64043,2923,245671,718,16577,1537,75652,3164,83041,3244,70401,3049,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3506573,5718,1686327,3914,250380,6528,565190,9821,438460,9200,432297,7987,1820246,2864,240251,6763,605358,8742,517412,9152,457225,7249,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,12566630,26604,6151795,16710,1116492,20300,1542767,17948,1766629,17817,1725907,17953,6414835,13460,1107905,15980,1614932,19728,1955931,20563,1736067,16152,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1474714,5112,729523,2897,54309,3801,163623,6198,260114,5713,251477,5860,745191,2976,50133,3306,175106,5414,304371,6019,215581,5627,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,419610,525,203087,454,18807,1567,69403,3140,47439,2031,67438,2626,216523,434,14280,1420,60511,2504,59227,2403,82505,2707,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3949036,8955,1923771,5439,213063,6146,486446,7959,477404,8116,746858,9269,2025265,5125,188615,6123,503842,8749,578667,7894,754141,9808,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3785482,6635,1861059,4258,155111,5551,448221,8560,645095,11172,612632,9371,1924423,3720,132770,4478,461386,8814,725139,9359,605128,9840,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1231313,1873,594607,1418,98776,4470,255815,6356,133119,4767,106897,4611,636706,1073,93234,3981,248281,5962,174285,5812,120906,4182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3463721,4766,1696529,3314,145947,4345,573549,7971,518179,7773,458854,7335,1767192,2749,126676,4372,560436,7163,566856,9760,513224,8656,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,354718,1894,178620,1290,13557,1732,58747,3148,61450,2868,44866,2502,176098,1166,12567,1838,49005,2838,69235,3047,45291,2985,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1698558,16154,773803,9377,225629,6015,224742,7233,164662,6303,158770,5648,924755,9574,237323,7157,222623,7589,195793,7073,269016,8173,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,2317483,4282,1115920,3171,170780,6403,343282,7859,306377,7318,295481,7011,1201563,2505,160439,5854,371632,8507,371954,9208,297538,6749,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,333404,1683,175614,1022,8582,1148,47196,2626,67797,3531,52039,2968,157790,1084,8173,1544,34483,2541,57758,2895,57376,3116,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3514989,10334,1715188,6373,222500,7142,401984,10297,577846,9539,512858,9798,1799801,5671,219060,7264,453025,8556,639315,9495,488401,9118,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1586042,3765,766236,2328,112547,4806,278121,7677,210138,5659,165430,4909,819806,2256,104784,4352,282362,5629,247882,6283,184778,6242,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
