GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001MA,B27001I_001EA,B27001I_002MA,B27001I_002EA,B27001I_003EA,B27001I_003MA,B27001I_004EA,B27001I_004MA,B27001I_005EA,B27001I_005MA,B27001I_006MA,B27001I_006EA,B27001I_007MA,B27001I_007EA,B27001I_008EA,B27001I_008MA,B27001I_009EA,B27001I_009MA,B27001I_010EA,B27001I_010MA,B27001I_011EA,B27001I_011MA,B27001I_012MA,B27001I_012EA,B27001I_013MA,B27001I_013EA,B27001I_014EA,B27001I_014MA,B27001I_015EA,B27001I_015MA,B27001I_016EA,B27001I_016MA,B27001I_017MA,B27001I_017EA,B27001I_018MA,B27001I_018EA,B27001I_019EA,B27001I_019MA,B27001I_020EA,B27001I_020MA,B27001I_021EA,B27001I_021MA,B27001I_022EA,B27001I_022MA,B27001I_023MA,B27001I_023EA,B27001I_024MA,B27001I_024EA,B27001I_025MA,B27001I_025EA,B27001I_026EA,B27001I_026MA,B27001I_027EA,B27001I_027MA,B27001I_028MA,B27001I_028EA,state
0400000US18,404255,1449,59122,2258,52045,2165,7077,1609,98866,2585,81312,3153,17554,2461,51011,2866,32605,3061,18406,2529,67004,2590,31373,2748,35631,2907,56522,2608,31182,3080,25340,2574,36872,1991,25047,2223,11825,1458,19928,1367,16040,1388,3888,903,8591,1001,8109,998,482,348,6339,848,6123,845,216,226,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,158920,1532,22725,1420,20657,1521,2068,859,43490,1887,38643,2143,4847,1246,21952,1641,14218,1479,7734,1252,25359,2111,14587,2048,10772,1684,20376,2102,12900,1751,7476,1514,14339,1667,10622,1536,3717,968,6288,1123,4819,941,1469,654,2522,758,2508,759,14,20,1869,717,1758,715,111,129,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,309941,901,47042,1638,44424,1675,2618,831,77963,1678,66593,2380,11370,1877,40338,2064,21990,2135,18348,2079,47802,1790,25087,2294,22715,2055,41737,1686,23283,2006,18454,1812,29189,1345,19505,1755,9684,1035,15630,1077,11099,1207,4531,903,7092,970,6482,1079,610,565,3148,879,3101,880,47,66,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,129641,1819,19021,1535,17215,1698,1806,702,29865,1640,25467,1609,4398,1302,15546,1396,8394,1431,7152,1123,22802,1834,9892,1750,12910,1774,20485,2199,9677,1480,10808,2274,11646,1442,7209,1535,4437,1036,5828,1006,4936,832,892,586,2618,735,2512,752,106,104,1830,519,1724,517,106,104,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,201571,1207,24270,1656,22674,1637,1596,608,36157,1667,31425,1959,4732,1331,21655,1926,12225,1813,9430,1754,37791,2576,14011,1815,23780,2685,30230,2353,15829,1909,14401,2386,22687,2311,12590,1906,10097,2022,14536,1242,9619,1257,4917,1002,7182,974,6800,970,382,322,7063,1119,6934,1109,129,221,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18325,698,2903,804,2870,789,33,40,3952,797,3728,794,224,169,2607,739,2064,691,543,336,2616,895,1860,795,756,620,1662,672,1521,647,141,166,2469,623,1771,512,698,411,1277,549,920,431,357,365,415,208,415,208,0,155,424,240,424,240,0,155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,504716,1309,67984,1987,63572,2028,4412,1307,94140,2018,84108,3009,10032,2209,58312,1412,32948,2596,25364,2332,102076,2137,46619,3269,55457,3742,80557,1975,40909,2704,39648,2983,53982,1509,34218,2224,19764,1932,28431,957,19904,1765,8527,1437,11474,879,9361,938,2113,620,7760,848,7358,865,402,379,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,664043,1434,78457,2073,76991,2028,1466,794,139543,2061,137242,2418,2301,1254,92770,1244,81506,2189,11264,1851,113366,1334,97176,2375,16190,2306,94433,987,84995,1848,9438,1503,71072,930,64963,1602,6109,1291,43046,814,40816,1066,2230,851,20659,675,20133,737,526,327,10697,711,10473,763,224,236,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,449760,994,57181,1788,54845,1957,2336,892,115657,1809,109033,2253,6624,1446,56676,2039,40683,2507,15993,1819,64648,2730,38835,2812,25813,2295,61936,2160,44673,2236,17263,1984,44452,2151,34902,1994,9550,1327,26740,1160,21000,1586,5740,1212,12731,1189,12371,1164,360,244,9739,1097,9656,1096,83,107,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,260511,724,40525,1468,35151,1893,5374,1142,66080,1784,56225,2341,9855,1525,29409,1582,17429,1585,11980,1445,45472,1597,24113,2086,21359,2101,39586,1567,23911,2196,15675,1870,22046,1499,17059,1749,4987,931,9608,1029,7760,1045,1848,638,4914,981,4328,881,586,397,2871,606,2789,592,82,137,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73302,2374,11365,1428,10656,1461,709,404,16394,1734,14099,1733,2295,800,12013,2014,5104,1384,6909,1711,12378,1856,4274,1596,8104,1611,9013,1667,5191,1574,3822,979,6533,1171,4311,982,2222,731,3357,876,2257,692,1100,510,1177,518,1002,494,175,203,1072,621,1072,621,0,198,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,216480,1896,30374,1701,27539,2216,2835,1182,51174,2129,42766,2502,8408,1694,27119,2342,16147,1868,10972,2146,38033,2110,18919,1968,19114,2499,29284,1793,17152,1945,12132,2181,19900,1915,14911,1668,4989,1256,11149,1255,8300,1195,2849,711,6285,879,6054,861,231,182,3162,748,3139,752,23,42,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30754,513,3239,716,2893,715,346,229,7706,770,6856,825,850,403,4260,807,2815,753,1445,632,4153,882,2159,627,1994,785,4438,994,2669,880,1769,566,2366,583,1664,562,702,380,2735,631,2085,583,650,325,1174,510,1101,508,73,81,683,357,665,350,18,40,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,176323,814,28413,1374,26265,1727,2148,819,43964,1579,36324,1811,7640,1523,23069,1696,13103,2019,9966,1680,27377,1976,11702,1763,15675,2325,24134,1956,13471,1856,10663,1164,15845,1396,10457,1333,5388,1203,8701,955,6870,1022,1831,600,3161,749,2779,746,382,301,1659,555,1375,478,284,343,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,744813,983,92350,2253,74303,2823,18047,2197,173757,2254,129225,3801,44532,3674,87926,1257,47184,2491,40742,2250,121685,1879,60544,3425,61141,3782,111748,1483,58611,3127,53137,3190,79073,1277,48918,2722,30155,2663,44762,852,28900,1968,15862,1951,21430,566,19066,1055,2364,963,12082,565,10948,790,1134,580,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,39783,950,5510,1179,5272,1209,238,300,9296,1207,8345,1433,951,787,5485,837,3578,760,1907,795,4823,1005,3498,1045,1325,590,6759,1105,4188,1022,2571,950,3963,933,2928,906,1035,602,2014,428,1592,519,422,274,1023,467,1023,467,0,181,910,453,910,453,0,181,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1627121,1524,173590,2701,163793,3005,9797,1764,305774,2700,277284,4193,28490,3649,183588,1213,111524,5325,72064,5189,273303,1838,145464,5971,127839,6055,251883,1315,152489,5098,99394,5227,208637,1229,139767,4557,68870,4301,126145,900,91104,2584,35041,2545,64651,1204,59504,1501,5147,1218,39550,1043,37742,1182,1808,769,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,966000,1130,101282,1774,95188,2238,6094,1768,200620,1790,183117,3086,17503,2738,107480,1698,68252,2963,39228,2696,134587,2205,79675,3598,54912,3718,119080,2320,78365,2922,40715,2982,118484,1715,88351,2516,30133,2511,91975,666,73263,2709,18712,2578,53898,1173,51999,1455,1899,916,38594,1102,37760,1231,834,402,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3512361,2656,352642,3685,336536,3931,16106,2647,637389,3821,603279,5883,34110,4415,427171,2353,303704,6483,123467,5978,588309,2968,349015,9055,239294,8825,509176,2135,345433,6666,163743,6818,433610,2135,335522,5966,98088,5336,294479,1689,243389,4616,51090,4187,163552,1309,157523,1982,6029,1440,106033,1609,104060,1885,1973,863,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,826914,2650,125404,3654,114973,3774,10431,1988,201603,3299,156931,5117,44672,4126,92403,3314,37915,3241,54488,3651,150988,4279,49876,3986,101112,5435,136908,4569,47498,3523,89410,5712,71439,4219,31017,3137,40422,3204,27831,2067,17399,2039,10432,1665,14306,1571,12074,1444,2232,1006,6032,989,5550,906,482,387,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,15713,769,2810,482,2736,480,74,57,3193,623,2396,519,797,443,2732,706,2095,622,637,381,3177,745,2057,583,1120,502,1393,467,924,416,469,335,1106,367,761,317,345,179,945,407,932,407,13,27,215,213,215,213,0,141,142,125,142,125,0,141,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,367579,1920,53801,1650,50860,1695,2941,945,85159,1995,77953,2863,7206,1736,46783,2120,32092,2319,14691,1882,58985,2538,33176,2667,25809,2490,47818,1968,30866,2681,16952,2387,35492,1851,26302,2089,9190,1347,21568,1129,17030,1057,4538,932,10588,1189,10301,1175,287,193,7385,975,7222,987,163,166,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,348757,1097,53031,1616,48411,1851,4620,1145,87021,1589,69375,2499,17646,1942,44265,1793,20992,1908,23273,1355,59739,2040,24433,2299,35306,2477,46894,1741,18330,1799,28564,1812,31190,1856,16546,1665,14644,1417,15714,957,9605,1019,6109,957,6815,918,6253,983,562,346,4088,845,3643,795,445,341,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,469402,866,64074,2354,60497,2591,3577,1177,119852,2141,107039,2704,12813,2496,61035,2265,35108,2711,25927,2629,76586,2729,38836,3222,37750,3260,66796,2392,38080,3060,28716,3180,43638,2156,26587,2168,17051,2353,22517,1091,15695,1506,6822,1370,9122,1047,8779,1061,343,207,5782,952,5615,931,167,247,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,763297,1561,99401,2207,92814,2983,6587,2014,175877,2397,162210,3401,13667,2574,103136,2151,72208,3213,30928,2978,120961,2471,73689,3758,47272,3789,104736,2782,73252,4096,31484,3580,76724,2297,58751,3246,17973,2280,47123,1201,37158,1763,9965,1615,23072,1569,21795,1550,1277,752,12267,1075,11681,1095,586,422,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,137575,326,15277,814,14426,1078,851,598,31941,797,29938,1100,2003,879,20099,753,12076,1363,8023,1493,20861,650,11712,1531,9149,1481,19310,824,11618,1507,7692,1268,15317,623,10263,1187,5054,1091,8409,340,6372,730,2037,672,4136,328,3746,480,390,308,2225,249,1987,259,238,188,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,239456,2103,36021,2408,31705,2550,4316,1637,52054,1961,39148,2943,12906,2538,29256,2157,13030,1876,16226,1954,47808,3385,16548,2386,31260,3135,36958,3018,16279,2046,20679,2916,19284,2212,9432,1895,9852,1540,10423,1251,6818,1203,3605,932,5304,988,4265,931,1039,822,2348,804,2326,808,22,38,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23919,1009,3735,620,3535,621,200,252,6042,634,5522,679,520,287,3935,1038,2730,867,1205,461,4033,850,2271,734,1762,784,2111,706,1353,587,758,406,1668,516,1097,467,571,329,1604,581,803,327,801,480,533,323,482,311,51,87,258,190,258,190,0,147,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,303510,2817,47395,1983,43015,2353,4380,1599,70316,2450,57329,2434,12987,2352,36092,2509,17284,2037,18808,2531,62309,3418,21406,3279,40903,3802,44477,2563,17834,2344,26643,2419,21967,1935,12351,1454,9616,1766,11731,1469,7560,1337,4171,975,4644,999,4538,1027,106,169,4579,1094,4398,1097,181,192,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9816895,4335,1191019,7759,1066007,10882,125012,8392,2226387,7950,1776697,16297,449690,15353,1150023,4874,534497,12042,615526,11136,1513404,5034,713341,12555,800063,13347,1378324,5175,714694,14168,663630,14898,1070965,4564,626748,11919,444217,11423,701631,2706,455308,7121,246323,7028,357809,3225,334309,4156,23500,3017,227333,2822,216178,3002,11155,2038,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,375065,843,56654,1523,46172,2679,10482,2444,92693,1481,64695,4095,27998,3911,47940,1365,26482,2729,21458,2633,60979,1777,28050,3171,32929,3033,51792,1170,24474,2452,27318,2283,34638,1461,21896,1806,12742,1790,17494,675,11804,955,5690,888,8137,705,7508,776,629,383,4738,677,4120,773,618,420,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9700,356,752,257,752,257,0,143,1923,436,1900,439,23,44,2710,581,2324,560,386,177,907,304,627,251,280,165,792,326,615,280,177,135,702,308,685,307,17,29,1150,451,1077,438,73,114,341,260,341,260,0,143,423,206,423,206,0,143,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
