GEO_ID,B18101A_001E,B18101A_001M,B18101A_002E,B18101A_002M,B18101A_003E,B18101A_003M,B18101A_004E,B18101A_004M,B18101A_005E,B18101A_005M,B18101A_006E,B18101A_006M,B18101A_007E,B18101A_007M,B18101A_008E,B18101A_008M,B18101A_009E,B18101A_009M,B18101A_010E,B18101A_010M,NAME,B18101A_001MA,B18101A_001EA,B18101A_002MA,B18101A_002EA,B18101A_003EA,B18101A_003MA,B18101A_004MA,B18101A_004EA,B18101A_005MA,B18101A_005EA,B18101A_006MA,B18101A_006EA,B18101A_007MA,B18101A_007EA,B18101A_008EA,B18101A_008MA,B18101A_009EA,B18101A_009MA,B18101A_010MA,B18101A_010EA,state
0400000US40,2753213,9052,604650,4285,28121,2648,576529,4781,1704637,5489,226685,6083,1477952,7916,443926,1316,176630,3903,267296,4073,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3291450,11114,674572,5601,28993,3272,645579,5652,2078374,7253,245167,7687,1833207,9316,538504,1684,198202,4510,340302,4536,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10328098,12411,2059727,6227,97097,5006,1962630,7285,6486561,8211,658617,13142,5827944,14914,1781810,2914,604857,7610,1176953,7305,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,846055,6209,159089,2780,5996,1526,153093,3146,546057,4358,59464,3817,486593,5172,140909,905,46531,2310,94378,2161,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3114617,8443,644443,4142,25452,2293,618991,4531,1937132,5425,227952,8242,1709180,9853,533042,1507,187552,5045,345490,5114,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698865,2794,156092,1226,5095,1169,150997,1682,432803,2061,41543,2553,391260,3299,109970,472,37833,1826,72137,1855,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4970411,10004,1071551,4724,47370,3663,1024181,6049,3112766,6283,423280,10167,2689486,12252,786094,1787,307755,6500,478339,6509,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19228936,49000,5037880,21259,209853,7817,4828027,20757,11868451,32660,1165464,17580,10702987,37622,2322605,6166,890092,10075,1432513,10531,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2493545,10191,758348,5300,23640,2819,734708,5644,1481516,6267,123574,5493,1357942,7838,253681,1156,87698,3448,165983,3537,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,589678,848,113944,502,6126,1093,107818,1145,381993,736,42792,2714,339201,2787,93741,376,29044,1724,64697,1800,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5528652,12929,1170856,5672,39933,2934,1130923,6509,3531003,9058,302423,8188,3228580,11968,826793,1944,271283,6588,555510,6926,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5327868,13011,1126289,7059,40570,3518,1085719,7508,3409860,8661,354225,9969,3055635,11565,791719,2069,275605,6194,516114,6223,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1716155,2330,349342,1350,19011,2197,330331,2543,1073918,1603,181041,6179,892877,6658,292895,817,126459,4000,166436,4048,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4917056,9322,1048887,4555,35967,2599,1012920,5247,3111544,5315,272485,7426,2839059,8651,756625,1367,238680,4602,517945,4664,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,515934,3123,117734,1254,4318,1017,113416,1558,328402,2176,30620,2871,297782,3658,69798,837,25576,1657,44222,1830,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2521670,23144,581584,8111,42980,3691,538604,8164,1507620,16649,271239,9048,1236381,15884,432466,5664,216074,5077,216392,5096,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3290328,7289,709077,3711,29455,2595,679622,4089,2033178,4987,280942,7727,1752236,9478,548073,1667,229593,5678,318480,5579,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,470279,2974,103943,1313,2254,663,101689,1406,320143,2335,31836,3207,288307,3600,46193,545,16354,1338,29839,1392,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5091143,17834,1171708,9652,40336,4176,1131372,10596,3048367,10796,293351,10444,2755016,13841,871068,2912,285630,6799,585438,6620,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2271458,6006,509368,2955,27197,3152,482171,4009,1383752,4041,197018,6627,1186734,7505,378338,1269,152411,4056,225927,3843,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
