GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001EA,C15002I_001MA,C15002I_002EA,C15002I_002MA,C15002I_003MA,C15002I_003EA,C15002I_004MA,C15002I_004EA,C15002I_005MA,C15002I_005EA,C15002I_006EA,C15002I_006MA,C15002I_007EA,C15002I_007MA,C15002I_008MA,C15002I_008EA,C15002I_009MA,C15002I_009EA,C15002I_010MA,C15002I_010EA,C15002I_011MA,C15002I_011EA,state
0400000US18,198395,2785,103066,2544,38482,2732,33445,2649,19908,2178,11231,1903,95329,1534,34626,2485,26018,2291,21203,2248,13482,1949,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,71923,2245,37751,1388,17980,1864,8392,1546,7709,1466,3670,822,34172,1863,13375,1633,8621,1419,8510,1363,3666,884,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,148387,2120,78088,1435,32952,2442,21474,2087,15508,1737,8154,1193,70299,1467,27565,1856,17054,1854,16231,1832,9449,1298,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,67421,2247,37080,1800,13043,1521,11831,1568,6546,1395,5660,1155,30341,1696,9160,1501,8501,1239,7777,1359,4903,959,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,124776,2024,68969,2002,25723,3036,19030,2028,13779,1942,10437,1737,55807,1600,14586,1763,14926,2016,15985,1914,10310,1402,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8917,908,4230,855,1225,630,783,366,1444,571,778,350,4687,643,279,267,1084,407,1653,667,1671,571,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,288341,1474,150276,1159,61777,3933,37008,3018,24950,2583,26541,2761,138065,1323,45698,3265,32395,2869,25239,2434,34733,2689,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,360366,1152,171636,1049,56841,3558,55039,4138,34017,3113,25739,2796,188730,833,59173,3327,47062,2851,49245,2530,33250,2343,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,224495,2082,113420,1647,37177,2381,32948,2306,25462,2450,17833,1990,111075,1444,31532,2381,27107,2482,33045,2068,19391,1915,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,127200,1866,68032,1473,25122,2383,17525,2030,13563,1657,11822,1881,59168,1524,20132,1872,13484,1653,14303,1692,11249,1338,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,39009,2341,23754,1921,8486,1132,6407,1095,6140,1479,2721,782,15255,1275,3933,832,4796,999,4326,1245,2200,714,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110974,2895,58120,1991,18130,2003,14871,1922,15765,1783,9354,1468,52854,2075,15304,2078,14041,1613,13031,1675,10478,1653,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16137,1054,8096,1121,1597,583,2192,586,3030,781,1277,552,8041,1096,1336,494,2860,733,2455,819,1390,516,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,82418,1735,43671,1172,22724,1828,9860,1379,7016,1183,4071,914,38747,1181,16922,1455,7942,1299,9436,1400,4447,957,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,396303,1131,202051,1096,79211,4863,64468,4607,44868,3383,13504,1760,194252,1024,73536,3424,57656,3027,43718,3308,19342,2331,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19807,998,9272,744,2003,641,3360,816,1898,760,2011,650,10535,825,1920,732,2435,915,3618,933,2562,645,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,974212,1212,482716,1111,149095,6373,167494,5695,98104,4982,68023,4231,491496,635,138842,5467,145487,5274,119156,5956,88011,4283,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,566755,1558,276284,1167,76998,3780,91406,4514,71735,3772,36145,3126,290471,1011,70482,3528,87351,3894,88500,4216,44138,3619,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2128081,2597,1023231,2115,363710,8406,302141,9758,212163,7890,145217,5707,1104850,1959,375803,8568,274560,8237,254417,8407,200070,6765,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,418817,3743,224799,3333,112234,5589,55362,4339,36944,3128,20259,2172,194018,2726,83028,4488,43601,4054,40260,3255,27129,2289,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7471,718,4540,592,1044,433,1384,562,1300,466,812,383,2931,477,354,145,1021,351,882,349,674,357,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,186997,2360,96279,2086,30828,2384,30235,2324,20150,1869,15066,1818,90718,1823,22808,2219,24449,2013,26938,2024,16523,1714,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,169543,1637,90948,1549,42695,2613,24220,2216,16075,1824,7958,1435,78595,1113,32528,2291,20981,1869,17798,1352,7288,1108,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,227525,2245,121792,2100,50448,3710,32047,3091,24305,2623,14992,2227,105733,1390,38569,2519,25468,2565,27731,2712,13965,1914,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,399198,2224,201322,1795,72871,4622,66619,4415,38066,3569,23766,2404,197876,1486,57491,3352,59987,3375,49341,3394,31057,2916,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,70951,713,33958,687,12603,1770,11188,1622,6646,1609,3521,1091,36993,613,12107,1282,10886,1596,9316,1471,4684,1191,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,128180,2903,70471,2208,27219,2810,16636,2328,14796,2226,11820,1832,57709,2320,18423,2048,15836,1946,12790,1786,10660,2007,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10880,896,6716,872,2306,671,2158,633,1670,502,582,276,4164,571,1373,461,817,385,1232,519,742,407,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,152772,2889,85265,2048,33701,2314,24739,3245,15944,2216,10881,1885,67507,2037,25646,2452,18369,2063,13159,1982,10333,1829,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5360542,4837,2663735,3691,1067918,15680,713319,12561,589507,13701,292991,9758,2696807,3351,1008278,14551,682463,11615,651646,13404,354420,9787,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,180650,1301,92714,1255,33525,3152,24420,2443,23361,2760,11408,1533,87936,1057,29110,2767,22357,2238,23224,2174,13245,1613,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4353,516,2067,481,415,199,242,171,669,330,741,370,2286,491,271,183,302,188,776,315,937,310,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,380971,3409,196975,2765,64542,4799,49324,3566,38770,3698,44339,2964,183996,2599,51086,4135,41938,2943,45026,3027,45946,3349,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,389463,2278,204087,1629,85043,3692,49729,3600,43384,3515,25931,2645,185376,1584,63904,3610,46828,3179,49191,3538,25453,2191,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12058,1302,6171,962,1083,512,1709,593,1801,691,1578,554,5887,890,1481,629,1456,531,1539,586,1411,537,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,169801,2164,90245,1768,36276,3059,28816,2563,16796,2483,8357,1293,79556,1615,27535,1949,22538,1991,18720,1782,10763,1425,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,28516,1413,13872,1300,3827,892,5751,1147,2772,789,1522,841,14644,894,3966,946,3813,868,5178,1011,1687,653,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2405892,4041,1111354,2510,330194,6612,332738,7916,234461,6651,213961,6214,1294538,2620,331767,6804,311746,8148,285921,6869,365104,7468,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,91016,2530,49851,2080,22472,2059,14708,2262,6674,1474,5997,1117,41165,1812,13609,1496,11999,1759,8665,1483,6892,1310,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21808,1034,10364,795,1406,502,3176,752,4022,963,1760,543,11444,616,2061,826,1796,636,4304,811,3283,907,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1020422,1400,506085,1142,181904,6551,136005,6349,130897,5923,57279,4558,514337,752,176257,5401,133395,5100,143017,4775,61668,3335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,92767,2534,48400,2015,23296,2200,14713,1967,7026,1300,3365,1042,44367,1641,19382,1960,12690,1620,7595,1353,4700,1154,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
