B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039MA,B20005_039EA,B20005_040MA,B20005_040EA,B20005_041EA,B20005_041MA,B20005_042EA,B20005_042MA,B20005_043EA,B20005_043MA,B20005_044MA,B20005_044EA,B20005_045MA,B20005_045EA,B20005_046EA,B20005_046MA,B20005_047EA,B20005_047MA,B20005_048EA,B20005_048MA,B20005_049MA,B20005_049EA,B20005_050MA,B20005_050EA,B20005_051MA,B20005_051EA,B20005_052EA,B20005_052MA,B20005_053EA,B20005_053MA,B20005_054EA,B20005_054MA,B20005_055EA,B20005_055MA,B20005_056EA,B20005_056MA,B20005_057MA,B20005_057EA,B20005_058MA,B20005_058EA,B20005_059MA,B20005_059EA,B20005_060EA,B20005_060MA,B20005_061EA,B20005_061MA,B20005_062EA,B20005_062MA,B20005_063MA,B20005_063EA,B20005_064MA,B20005_064EA,B20005_065EA,B20005_065MA,B20005_066EA,B20005_066MA,B20005_067EA,B20005_067MA,B20005_068MA,B20005_068EA,B20005_069MA,B20005_069EA,B20005_070MA,B20005_070EA,B20005_071EA,B20005_071MA,B20005_072EA,B20005_072MA,B20005_073EA,B20005_073MA,B20005_074MA,B20005_074EA,B20005_075MA,B20005_075EA,B20005_076EA,B20005_076MA,B20005_077EA,B20005_077MA,B20005_078EA,B20005_078MA,B20005_079MA,B20005_079EA,B20005_080MA,B20005_080EA,B20005_081EA,B20005_081MA,B20005_082EA,B20005_082MA,B20005_083EA,B20005_083MA,B20005_084MA,B20005_084EA,B20005_085MA,B20005_085EA,B20005_086EA,B20005_086MA,B20005_087EA,B20005_087MA,B20005_088EA,B20005_088MA,B20005_089MA,B20005_089EA,B20005_090MA,B20005_090EA,B20005_091EA,B20005_091MA,B20005_092EA,B20005_092MA,B20005_093EA,B20005_093MA,B20005_094MA,B20005_094EA,B20005_095MA,B20005_095EA,NAME,B20005_001MA,B20005_001EA,B20005_002MA,B20005_002EA,B20005_003MA,B20005_003EA,B20005_004MA,B20005_004EA,B20005_005EA,B20005_005MA,B20005_006EA,B20005_006MA,B20005_007EA,B20005_007MA,B20005_008MA,B20005_008EA,B20005_009MA,B20005_009EA,B20005_010EA,B20005_010MA,B20005_011EA,B20005_011MA,B20005_012EA,B20005_012MA,B20005_013MA,B20005_013EA,B20005_014MA,B20005_014EA,B20005_015MA,B20005_015EA,B20005_016EA,B20005_016MA,B20005_017EA,B20005_017MA,B20005_018EA,B20005_018MA,B20005_019MA,B20005_019EA,B20005_020MA,B20005_020EA,B20005_021EA,B20005_021MA,B20005_022EA,B20005_022MA,B20005_023EA,B20005_023MA,B20005_024MA,B20005_024EA,B20005_025MA,B20005_025EA,B20005_026EA,B20005_026MA,B20005_027EA,B20005_027MA,B20005_028EA,B20005_028MA,B20005_029MA,B20005_029EA,B20005_030MA,B20005_030EA,B20005_031EA,B20005_031MA,B20005_032EA,B20005_032MA,B20005_033EA,B20005_033MA,B20005_034MA,B20005_034EA,B20005_035MA,B20005_035EA,B20005_036EA,B20005_036MA,B20005_037EA,B20005_037MA,B20005_038EA,B20005_038MA,state
23049,2312,19580,2037,14234,2022,13424,1491,6928,1273,9629,1430,11009,1640,5392,905,8219,1279,9632,1285,2632283,3568,870614,12348,87,107,870527,12360,691,298,2190,661,9981,1834,8590,1593,26213,2506,18686,2034,40778,2923,37546,3266,65794,3587,38103,3015,101138,5446,105735,4856,78360,3802,72208,4394,45357,3690,46917,3050,62396,4049,36461,3324,44035,3853,29348,2865,1761669,13162,1011532,11125,750137,10901,144996,6105,98992,4692,88998,3547,61928,3031,88839,4956,38301,2986,43412,3208,23595,2237,30545,2458,14218,2191,26923,2564,22983,2292,14198,1914,11724,1582,8590,1222,7828,1225,11702,2122,4422,1016,4283,1055,3660,873,0400000US18,5126773,5171,2494490,4206,1179669,10614,185,179,1179484,10594,1853,556,2588,784,7175,1309,8893,1699,22703,2329,15685,2013,26518,2803,26334,2492,51406,3338,29710,2869,91095,4429,103297,5180,90852,4516,100011,4091,71009,3854,92058,4628,114737,5170,77453,3732,120473,4409,125634,4546,1314821,10673,722195,9327,592626,9452,113630,4576,77589,4361,66780,4066,39795,2764,60334,3890,24017,2590,33567,2900,14864,1839,30696,2964,10258,1656,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
11027,1574,10285,1428,6306,1171,6522,1044,4689,988,4228,805,4394,836,2455,682,3835,867,4998,876,1236166,2997,455661,6826,77,82,455584,6833,1355,480,1432,560,3997,885,5299,1082,13584,1669,8878,1104,15303,1662,14491,1538,33505,2415,19992,2030,55251,2610,53535,2956,42628,2412,38573,2477,30660,2385,29345,2176,33818,2920,17892,1821,21089,2016,14957,1767,780505,7040,408501,6318,372004,6635,76840,3547,48540,2652,42850,2448,29967,2381,40760,2594,19396,1852,22022,1884,10812,1166,16807,1860,6939,1026,13492,1311,10726,1298,5903,853,6873,1166,4800,822,3710,788,5115,1080,1662,555,2969,768,1821,538,0400000US19,2430288,3398,1194122,2585,622337,6386,36,39,622301,6390,1664,458,1721,691,3721,802,4881,1053,12084,1516,6028,905,12584,1586,11688,1516,24697,2333,14977,1846,43730,2782,59271,3364,52829,3320,57718,3028,43394,2695,50144,2959,59853,3143,42925,3261,55942,2981,62450,3259,571785,6293,288845,5413,282940,6324,55102,2800,39302,2618,31841,2589,19957,2166,25237,2224,10600,1319,16041,2043,7128,1040,12994,1485,5999,1225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
10547,1644,8812,1396,4834,783,4007,875,3524,688,4365,1029,4257,1049,2268,639,2879,765,5510,1119,1135069,2611,415557,6054,65,78,415492,6059,1221,417,1079,552,3753,946,4852,1039,14624,1699,10408,1296,16840,1909,18231,2194,27433,2201,21395,1827,46916,3283,45348,2550,40657,2803,34440,2772,23794,1862,22433,2057,30595,2624,17060,1735,18473,2124,15940,1578,719512,6801,395424,6164,324088,5832,63338,3127,44917,3127,39389,2362,27170,1985,37958,2214,13963,1581,19351,2110,10037,1273,12674,1414,6322,1083,11135,1580,8407,1196,7641,1316,5382,935,3377,655,4009,858,4036,820,2136,629,1340,454,1506,502,0400000US20,2242491,2982,1107422,2878,585525,6416,43,62,585482,6419,2250,536,1277,406,3403,702,4829,1100,12335,1903,7322,1249,14781,2107,12397,1734,25693,2785,19643,1904,42346,2638,55241,3572,47952,3313,44412,3006,35738,2590,37853,2738,50435,2959,38442,2688,57590,3082,71543,3714,521897,6997,265992,5949,255905,6243,51273,3459,32631,2657,31528,2685,18597,2257,23007,2608,12111,1424,12227,1619,6469,1098,11315,1325,5744,1141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
15639,2116,11664,1605,6179,1074,8094,1213,3844,918,4574,1030,6516,1232,3703,1043,4098,986,6605,1072,1780450,3124,580718,7680,121,118,580597,7685,1293,524,1968,684,7507,1458,6608,1092,19750,1991,20731,1929,32749,3339,24933,2567,45929,3590,25823,2611,63512,3978,63921,4048,46611,3379,48186,3323,32293,3191,33484,2513,37094,2779,21733,1892,27237,2283,19235,1879,1199732,8107,760872,8040,438860,8318,87793,4719,54189,3288,55483,3501,40322,3051,47827,2511,20898,2448,26334,2476,11706,1640,18405,1852,8270,1574,15635,1844,12967,1454,7000,1256,7857,1267,4571,878,5384,1141,5349,1070,3073,705,3367,929,2430,627,0400000US21,3470977,3017,1690527,3249,746903,9615,45,75,746858,9618,2304,565,1958,610,6034,1166,6603,1333,18261,2280,11323,1612,22978,2536,19262,2166,41052,2940,23083,1839,56942,3866,67969,4009,52661,3094,61866,3627,46873,3081,52346,3341,69694,3476,47896,3212,67376,3662,70377,3188,943624,9514,569522,9435,374102,8573,74398,4091,45264,3590,44418,3220,31292,2955,37316,2982,16396,2085,19896,2211,11976,1874,16763,1921,5467,1091,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
12418,1938,13856,2279,6890,1261,9825,1534,5661,1088,5699,1148,7682,1545,5875,1248,10209,1425,10348,1608,1862530,3076,637737,8747,77,96,637660,8744,1428,603,1974,733,10524,1873,13881,1966,31320,3278,26710,2515,40812,2713,28998,2517,46790,3371,26286,2714,57441,3831,70109,4231,46990,3045,47653,3449,36427,2935,38004,3612,42424,2909,21806,2101,27316,2306,20767,2055,1224793,9525,777033,9565,447760,9639,85190,4302,57222,3902,56918,4597,42581,3452,48227,3811,24448,2535,25377,2985,12804,2012,19482,2908,7330,1245,16511,2259,11314,1487,8458,1513,8847,1423,6031,1345,3761,821,5936,1198,2430,700,2751,803,2142,643,0400000US22,3603962,3513,1741432,3448,813381,9253,34,58,813347,9245,1460,360,1279,465,8816,1762,6339,1342,20866,2248,12886,1943,26027,2530,20850,2266,36103,3181,22570,2843,55785,3986,60218,4324,53205,3497,56168,4174,41042,3346,57707,4701,76466,4023,58544,4081,91831,4705,105185,4723,928051,9242,560244,8851,367807,9010,60561,3917,46909,4066,41503,3593,26809,3406,36552,3254,16323,2075,19394,2334,7387,1587,17287,2475,6619,1280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
6619,1160,5392,1073,3878,902,3521,821,1685,480,1759,511,3045,738,1395,483,1954,580,3026,687,565785,1553,181119,4579,0,155,181119,4579,707,606,631,350,1389,547,1423,565,3815,895,3611,870,8501,1265,5607,1247,12111,1436,7644,1104,22877,1996,21970,1803,16890,1931,13995,1845,10859,1255,11274,1285,13928,1489,8387,1222,8169,1264,7331,1146,384666,4492,210286,4504,174380,4755,27852,2142,23125,1963,19534,2130,13906,1758,15765,1621,10148,1356,11605,1530,7363,1226,9481,1522,3696,844,7324,1000,6841,1174,3272,631,4260,895,2240,620,2708,577,2107,547,1119,424,1241,533,793,349,0400000US23,1096245,1715,530460,1914,239205,4373,0,155,239205,4373,834,295,354,215,1291,484,1350,542,4953,1097,2116,673,5995,1200,4465,859,10052,1426,8407,1453,20031,2127,22674,1826,21495,2198,23305,2234,14291,1765,19260,2191,22313,1954,15263,1751,19480,1971,21276,2069,291255,4561,152087,4528,139168,4421,25002,2168,17392,1907,13776,1408,10717,1523,11761,1603,4635,804,8918,1275,4650,862,7703,1501,2340,604,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
18850,2025,16500,1888,13885,1984,12768,1495,6425,1286,10260,1614,10038,1495,8291,1415,13006,1611,15003,1620,2452140,2703,985364,12001,183,184,985181,12010,1684,642,1660,550,8000,1313,8050,1648,20302,2714,12315,1914,21703,2554,18139,2111,35942,2916,26335,2789,70698,4439,73518,4983,70694,4145,73367,4023,58561,4365,66674,3824,90836,4303,78481,4390,122828,5884,125394,4691,1466776,12175,835375,9666,631401,9756,106413,4252,71120,4267,65634,3500,45297,3398,58618,3923,27364,2601,35751,2823,20345,2494,31494,2736,14645,2027,27641,2736,25015,2280,15677,2041,14876,1501,10943,1216,11801,1449,13653,1562,10990,1247,15137,2081,8987,1318,0400000US24,4697087,3185,2244947,2979,1189195,9145,185,162,1189010,9150,1909,721,2707,891,5313,1211,6261,1322,15788,2147,10912,1520,18244,2126,17531,1986,46520,3089,27345,2849,62683,4046,71737,4146,60468,3701,76133,5018,63685,4619,77810,4672,106280,4965,83652,4605,159888,5830,274144,6556,1055752,9189,587982,8349,467770,7940,81639,3850,51796,3299,50742,3525,31707,2543,40921,3050,18646,2459,25250,2323,11257,1821,21602,2328,9184,1623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
26448,2335,25981,2279,17229,2034,17138,2100,12738,1757,13440,1691,12091,1555,9234,1565,16454,1837,19674,1857,2822635,3510,972031,10629,0,195,972031,10629,876,371,1910,582,6211,1404,4075,959,13504,1890,9546,1786,18611,2312,15945,1856,38886,3051,24712,2474,67365,4755,85684,5033,78262,4210,82181,4140,57917,4059,71837,4048,98273,4739,74994,4201,107720,4413,113522,4961,1850604,10921,980293,10377,870311,10006,145269,5370,98739,4490,81378,4143,58623,3324,79463,5086,32812,2560,52630,3660,27107,2298,48450,2902,20189,2046,41447,3003,35214,3067,23157,2219,21903,2119,13586,2007,17422,1885,20968,2031,16949,1760,20860,1822,14145,1883,0400000US25,5416163,3572,2593528,3363,1251613,13106,0,195,1251613,13106,2585,738,710,388,4905,1420,4688,1014,14673,1763,7604,1376,17032,2000,14198,1996,35990,3649,19226,2531,61431,4603,80322,5139,73579,4650,79334,4618,62633,3956,89693,4772,122888,5112,102473,5018,171751,5967,285898,6336,1341915,13018,697043,8857,644872,10324,112185,5021,76838,3709,64466,3707,39754,2812,54805,3739,25463,2522,35519,2863,18440,1968,34624,3083,12351,1498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
35385,2511,32247,2489,19920,1962,18341,1981,10889,1516,13949,1964,14615,1632,9412,1223,13440,1527,16561,1741,4064831,3918,1190021,11482,172,170,1189849,11501,1901,588,3841,764,13713,1486,14400,1824,36279,2549,28276,2514,48196,3278,44207,2535,77554,3984,44683,3044,114648,4947,126157,4278,92004,4451,98978,3726,67134,3486,75697,3881,95783,4804,68959,3810,82280,3536,55159,2670,2874810,12599,1694360,12323,1180450,12735,226805,7082,148186,5536,139217,5239,105919,4425,128205,4062,58172,3289,76721,3744,36507,2587,52739,3177,19852,1955,42982,3086,36250,2566,21552,2266,18537,1550,11975,1437,12769,1402,15845,1678,11682,1437,11646,1412,4889,872,0400000US26,7897753,4903,3832922,4720,1600214,12769,77,76,1600137,12767,4414,717,3826,794,14440,2515,11751,1747,29442,2765,20889,2095,43991,2753,32890,2757,71473,4132,37676,2702,98906,4678,120510,4408,103729,4462,117879,4942,89596,3701,113417,4234,152601,4783,123413,4093,187897,5070,221397,5046,2232708,12893,1307308,11002,925400,11591,182249,6271,111686,5298,107563,5042,71288,3733,88671,4182,41113,2994,52707,3561,27200,2357,42457,3014,15707,1704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
22947,2210,23315,2196,13521,1397,13430,1168,8083,1169,11769,1453,11361,1344,10184,1392,10797,1345,12347,1302,2151525,3075,797412,9576,126,192,797286,9597,2389,614,2083,427,7688,1164,6031,1178,16427,1713,11190,1422,22422,2064,19788,1872,39964,2594,28968,2192,70907,3448,82574,4268,75722,3818,75838,4214,50904,3083,53451,3079,70802,3647,47126,2714,60453,3602,52559,3601,1354113,9769,663095,7622,691018,8032,118637,4657,82632,3731,71794,3435,48351,2824,69733,3860,31426,2524,41322,2508,22498,2139,35260,2447,16433,1616,31569,2298,26912,1984,16934,1616,15790,1601,11586,1219,10309,1281,14915,1730,10679,1231,8062,1185,6176,1176,0400000US27,4242762,3554,2091237,3784,1076905,8982,29,30,1076876,8984,2995,531,2112,639,6053,917,5014,1031,17264,1995,9367,1507,17357,1524,15563,1734,39689,3252,22892,2012,65271,3376,80598,4193,75700,3866,86314,4269,70234,3621,83533,3540,110358,4072,76543,3327,122688,4522,167331,4567,1014332,9419,473530,7471,540802,8589,92779,3599,66827,3861,56992,3397,38128,2570,47627,2910,21838,2073,28205,2596,13337,1363,26672,2278,10643,1245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
9604,1797,6313,1346,4693,1215,3945,985,1724,677,2413,1017,3948,937,2381,714,3134,797,3652,935,1215819,2923,389371,7266,33,56,389338,7256,576,354,1338,506,7383,1523,6576,1176,17446,2505,14654,1617,26208,2474,19493,2140,32961,2591,20224,2721,44099,3201,43593,2846,29682,3161,29391,2987,19184,2080,19975,2370,21502,2687,11839,1434,12334,2027,10880,1809,826448,7017,558085,8247,268363,7606,55625,4085,35552,3023,32190,3086,25785,3153,32405,2764,13308,1648,15950,2102,7221,1262,10107,1661,4579,1127,7710,1460,7031,1378,4272,1075,4742,1042,1164,444,2869,837,3241,800,1625,705,1782,836,1205,497,0400000US28,2320405,3063,1104586,3258,470773,8523,0,198,470773,8523,1234,490,1220,482,4757,1057,3692,1056,13449,2136,9279,1851,17028,2302,15728,2428,33644,3267,12826,2001,39212,3713,44846,3425,37628,3389,34972,3436,27236,2879,33638,3075,36781,2613,22262,2739,39207,3023,42134,3353,633813,8444,404384,8078,229429,7826,44426,3783,31881,3177,28300,3153,16532,1903,21690,2445,10569,1732,13205,1983,7299,1587,10059,2112,3661,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
