B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039MA,B20005_039EA,B20005_040MA,B20005_040EA,B20005_041EA,B20005_041MA,B20005_042EA,B20005_042MA,B20005_043EA,B20005_043MA,B20005_044MA,B20005_044EA,B20005_045MA,B20005_045EA,B20005_046EA,B20005_046MA,B20005_047EA,B20005_047MA,B20005_048EA,B20005_048MA,B20005_049MA,B20005_049EA,B20005_050MA,B20005_050EA,B20005_051MA,B20005_051EA,B20005_052EA,B20005_052MA,B20005_053EA,B20005_053MA,B20005_054EA,B20005_054MA,B20005_055EA,B20005_055MA,B20005_056EA,B20005_056MA,B20005_057MA,B20005_057EA,B20005_058MA,B20005_058EA,B20005_059MA,B20005_059EA,B20005_060EA,B20005_060MA,B20005_061EA,B20005_061MA,B20005_062EA,B20005_062MA,B20005_063MA,B20005_063EA,B20005_064MA,B20005_064EA,B20005_065EA,B20005_065MA,B20005_066EA,B20005_066MA,B20005_067EA,B20005_067MA,B20005_068MA,B20005_068EA,B20005_069MA,B20005_069EA,B20005_070MA,B20005_070EA,B20005_071EA,B20005_071MA,B20005_072EA,B20005_072MA,B20005_073EA,B20005_073MA,B20005_074MA,B20005_074EA,B20005_075MA,B20005_075EA,B20005_076EA,B20005_076MA,B20005_077EA,B20005_077MA,B20005_078EA,B20005_078MA,B20005_079MA,B20005_079EA,B20005_080MA,B20005_080EA,B20005_081EA,B20005_081MA,B20005_082EA,B20005_082MA,B20005_083EA,B20005_083MA,B20005_084MA,B20005_084EA,B20005_085MA,B20005_085EA,B20005_086EA,B20005_086MA,B20005_087EA,B20005_087MA,B20005_088EA,B20005_088MA,B20005_089MA,B20005_089EA,B20005_090MA,B20005_090EA,B20005_091EA,B20005_091MA,B20005_092EA,B20005_092MA,B20005_093EA,B20005_093MA,B20005_094MA,B20005_094EA,B20005_095MA,B20005_095EA,NAME,B20005_001MA,B20005_001EA,B20005_002MA,B20005_002EA,B20005_003MA,B20005_003EA,B20005_004MA,B20005_004EA,B20005_005EA,B20005_005MA,B20005_006EA,B20005_006MA,B20005_007EA,B20005_007MA,B20005_008MA,B20005_008EA,B20005_009MA,B20005_009EA,B20005_010EA,B20005_010MA,B20005_011EA,B20005_011MA,B20005_012EA,B20005_012MA,B20005_013MA,B20005_013EA,B20005_014MA,B20005_014EA,B20005_015MA,B20005_015EA,B20005_016EA,B20005_016MA,B20005_017EA,B20005_017MA,B20005_018EA,B20005_018MA,B20005_019MA,B20005_019EA,B20005_020MA,B20005_020EA,B20005_021EA,B20005_021MA,B20005_022EA,B20005_022MA,B20005_023EA,B20005_023MA,B20005_024MA,B20005_024EA,B20005_025MA,B20005_025EA,B20005_026EA,B20005_026MA,B20005_027EA,B20005_027MA,B20005_028EA,B20005_028MA,B20005_029MA,B20005_029EA,B20005_030MA,B20005_030EA,B20005_031EA,B20005_031MA,B20005_032EA,B20005_032MA,B20005_033EA,B20005_033MA,B20005_034MA,B20005_034EA,B20005_035MA,B20005_035EA,B20005_036EA,B20005_036MA,B20005_037EA,B20005_037MA,B20005_038EA,B20005_038MA,state
13233,1576,10439,1533,6004,1118,5390,800,4806,1043,5342,1016,4859,874,3241,688,4176,854,5387,798,1514010,2423,527531,7432,9,15,527522,7430,1358,469,1565,494,5990,1139,7802,1157,22809,1990,16765,1585,29690,2269,26237,2058,43188,2521,25539,2183,54614,2962,65271,3637,48562,3364,41577,2565,27327,2329,26565,2081,28424,1881,18473,1817,20972,2132,14794,1486,986479,7324,620043,6594,366436,6320,74988,4226,51758,2754,45720,2595,30997,2337,38275,2491,17123,1922,22393,2055,11282,1283,15068,1624,5893,908,11202,1283,12357,1518,7533,928,6097,1000,3038,616,3430,637,2915,588,1826,570,2075,492,2466,756,0400000US40,2975401,2753,1461391,2667,725493,7840,54,95,725439,7842,2481,677,1250,503,6399,1131,6308,1216,17163,1691,13054,1604,25438,2465,19873,1708,43585,2872,26393,2035,54114,2963,67942,3335,53212,2904,57670,3297,38072,2753,46982,2866,62261,3523,44856,2298,64624,2720,73762,3167,735898,7572,433010,6825,302888,5971,57166,3225,38053,2554,33245,2267,24304,2256,30054,2433,12754,1501,18809,2371,8466,1338,12067,1519,5093,892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
21524,2679,16616,1903,10933,1789,8570,1542,5900,1248,8448,1429,7869,1326,4839,1128,6496,1363,8342,1352,1598846,3167,460979,8278,80,134,460899,8284,1277,425,1162,496,5578,1194,6368,1605,13659,2018,8579,1513,16870,2027,18361,2364,25775,3253,20226,2291,44452,3321,43613,2957,41267,3231,40198,3906,25295,2544,26668,2373,37736,2978,26967,2508,32080,2978,24768,2328,1137867,9266,645914,9214,491953,10231,91512,4932,59002,3680,55350,3635,36648,3120,48850,3559,25339,2677,31671,3148,15913,1932,22709,2670,14308,1787,22057,1969,16666,1862,9460,1496,8747,1333,6027,1148,6034,1208,8761,1282,5129,1042,4801,1166,2969,815,0400000US41,3136866,3726,1538020,3176,643230,9804,147,180,643083,9807,1071,391,798,414,4476,1227,5630,1197,14029,2139,8300,1760,15764,2703,12881,1977,28986,3249,18060,2509,45540,3755,53143,3557,44854,3181,46472,3117,36081,2670,42957,3213,63998,3387,45129,3181,69119,4086,85795,4192,894790,10183,480012,9270,414778,9321,78113,5050,45945,3449,40917,3129,26266,2756,39556,3025,18229,2466,22529,2599,13426,2034,21707,2831,8553,1504,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
51932,3714,46405,3274,27637,2502,31422,2317,19708,2616,21546,2058,21094,2296,16837,1817,18851,1679,21931,1808,5362469,3577,1773360,14010,131,139,1773229,13989,2180,720,4870,912,13642,1690,15537,1802,41983,2706,32071,2488,61312,3446,63825,3411,112598,4879,72488,3816,182800,6310,192518,7032,152501,5395,144287,4940,101159,4464,113379,4786,142887,5309,94534,3988,122543,4813,106115,5024,3589109,13769,2140616,12258,1448493,13265,270064,7251,185287,6698,165139,5771,114608,3982,153770,5777,75521,4107,84876,3973,44661,3134,67935,3646,29529,2579,53430,2652,44898,3061,29654,2732,28172,2769,17857,1657,20897,2251,20780,2036,14427,1860,16348,1898,10640,1531,0400000US42,10366567,4621,5004098,4827,2345426,14518,205,158,2345221,14514,5781,830,5077,889,15521,1684,16111,1690,40044,3179,28101,2741,50613,3534,48049,3224,90555,4952,53545,2718,147255,6146,188441,6622,167008,5647,191111,7208,138758,4561,188170,5352,226761,6981,164352,5399,250612,6727,329356,6849,2658672,14158,1519098,13843,1139574,13695,219011,5863,141752,5673,115602,5198,78958,3419,100729,5843,44595,3040,59094,3586,29776,2523,49930,3124,22764,2402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
4874,1243,4421,983,2552,865,2481,672,1070,575,1590,589,2018,893,879,368,1735,530,1293,476,450910,1382,151262,4937,0,200,151262,4937,420,370,139,128,1635,622,1216,493,2180,722,2330,922,5649,1313,3036,728,8021,1349,3950,954,15532,1969,15064,2309,11680,1410,13998,1726,8031,1352,8980,1636,13808,1687,11042,1407,11823,1806,12728,1906,299648,4939,165870,4563,133778,4493,23314,1960,15912,1751,12557,1364,8650,1266,13670,1754,5577,1104,8264,1330,4075,1066,7001,1620,3331,1042,6608,1095,5918,1103,2678,705,3131,889,1730,482,2359,625,3015,752,2653,880,2388,699,947,440,0400000US44,860108,1511,409198,1259,191518,4683,0,200,191518,4683,189,168,326,339,1112,593,1417,613,2592,751,2280,933,6319,1482,4778,1295,5666,1151,2583,685,12994,1891,13197,1587,14300,1916,12735,1877,10687,1710,15668,2098,16458,1777,16398,2398,23827,2401,27992,2572,217680,4790,116074,3760,101606,3925,16517,1996,10996,1524,11353,1562,7133,1437,10109,1441,5740,1224,5698,977,2859,1092,6384,1464,1904,605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
14774,1964,9808,1594,8436,1754,7101,1488,5475,1165,5063,1095,5785,1136,2659,706,4485,1417,6506,1283,1957674,3507,630505,9025,84,104,630421,9011,1492,659,2186,763,6619,1232,6257,1063,20385,2447,20131,2069,30394,2816,25916,2397,46256,3422,30058,3052,73426,4569,72094,3815,56777,3667,47993,4051,38030,3388,35840,3005,40825,3029,23861,2710,28197,2550,23684,2528,1327169,8783,841257,9609,485912,8134,92061,4741,63281,4168,62918,3782,41945,3055,52894,3639,27910,2627,28754,2603,15714,1694,21358,2576,8447,1372,17604,2236,14043,1971,9497,1651,7394,1395,5639,1271,5976,1493,4068,800,2691,978,1768,517,1950,586,0400000US45,3761993,4081,1804319,3500,797843,10794,13,22,797830,10795,1429,505,1629,486,6588,1233,4371,903,17675,1973,13118,1880,25777,2585,24271,2712,42413,3596,21179,2649,61044,4003,79034,5062,62317,4729,67911,4676,46428,3216,54139,4073,68165,4094,45508,3579,70004,4245,84830,4501,1006476,11007,612854,8339,393622,8291,77575,4797,51000,4543,41737,3375,33416,3144,42396,3410,17405,2106,25017,2660,9235,1500,17175,2345,8574,1690,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2897,793,2332,528,2166,672,1521,512,1140,442,1424,594,652,369,1045,539,449,207,1148,374,327221,1506,131646,4083,18,32,131628,4086,328,195,511,211,1678,571,1598,542,3427,755,3260,1197,5354,1003,4663,990,11663,1287,7614,1271,16733,1638,18090,1666,14625,1546,11018,1548,5941,1185,5773,1088,6666,1058,4122,912,4835,1066,3729,811,195575,4116,100058,2985,95517,3636,18552,1601,12908,1636,13342,1696,9511,1609,9352,1095,4768,965,4921,1092,3140,808,4347,934,2750,752,3391,931,2075,692,1784,620,1593,505,988,449,927,405,351,251,315,227,317,201,185,219,0400000US46,652501,1351,325280,1523,175438,3004,35,46,175403,2996,1361,453,709,375,2368,786,531,231,2644,598,1572,490,3747,937,3845,696,9140,1480,6250,1070,14585,1526,21672,2245,15850,1757,15425,1766,11373,1386,13854,1762,14385,1653,7241,1072,13380,1606,15471,1702,149842,3081,70423,2900,79419,3283,15226,1716,11336,1386,10290,1451,7015,1391,7151,1104,3016,893,4311,895,2245,690,2851,527,1204,562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
24223,2446,18394,2035,12083,1859,10455,1714,5691,1259,7586,1195,5300,1041,4450,954,7310,1272,10862,1563,2663831,4199,875888,12126,84,89,875804,12108,1703,626,2642,808,7520,1645,11455,1996,27040,2753,26092,2429,49335,3715,36856,3833,66330,3697,41314,3282,97092,5340,103529,5160,79574,4326,71059,3684,51467,3357,46582,3850,55151,3292,31234,2837,39342,2675,30487,2012,1787943,12914,1130213,11346,657730,10212,129222,5869,84480,4591,82526,4229,56141,3895,76732,4636,33581,2788,35476,2678,17606,1929,29692,2500,10998,1612,24164,2440,17853,1928,12431,1707,14379,2093,9607,1596,7464,1187,6276,988,2565,653,4012,1047,2525,688,0400000US47,5131838,4951,2468007,4307,1134660,12217,54,80,1134606,12231,3225,791,2667,719,7904,1533,7937,1168,25443,2676,19046,2189,37103,3327,30840,2570,57464,4151,31038,2816,97002,5135,109083,5828,85356,4489,94646,4992,67464,4652,74717,4291,96753,4900,64834,3812,97078,5024,125006,5250,1333347,12966,793471,10898,539876,9793,98791,4801,64121,4047,60080,4807,45218,3721,53803,3872,25025,2804,32013,2683,17467,2163,27196,2141,9808,1536,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
82691,5401,74154,4909,42754,2829,43494,3974,28549,2849,33254,3054,36698,3141,24042,2438,34845,3042,57352,3578,10066460,8841,3561574,24771,591,400,3560983,24705,5471,1228,9722,1716,38994,2808,43497,3509,143805,6318,114351,5838,194939,6527,150022,6567,241901,9060,145925,6577,326085,9393,335594,9633,259486,8336,268172,9667,221174,7942,219467,7242,250794,8336,173315,7532,220607,9062,197662,6451,6504886,27133,4075864,24728,2429022,22894,470550,11933,321836,7803,302238,8362,213498,6476,262562,10192,127221,5541,137260,7664,64250,4303,95357,5212,41915,3515,78879,4870,69678,3893,41785,3770,43637,3441,32246,2825,31924,2915,36349,3406,17561,2173,20951,2744,19325,2399,0400000US48,19828118,11388,9761658,9607,5085724,27081,339,280,5085385,27082,10599,1747,11031,1720,41440,4314,41520,3454,141080,6321,97324,6136,185101,8106,152262,7414,268983,9154,175009,7919,366131,10147,397788,11703,322622,9347,337819,11798,263671,7977,313424,12592,411379,11287,299998,9545,503043,11803,745161,13291,4675934,27551,2597078,18679,2078856,21571,361413,10737,241900,7270,219878,8101,163749,6874,216291,9337,88452,5081,124055,6409,58938,4081,101826,6049,44521,3976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
10931,1521,8312,1428,5309,1079,5201,1206,3351,867,4593,1117,4111,774,2814,743,3604,785,6256,948,1029848,2428,317111,7261,6,10,317105,7260,366,224,831,387,2104,627,4545,983,11107,2041,7159,1534,14341,1672,10893,1760,20806,2287,16183,2119,37284,2941,36888,3342,29535,2897,26990,2219,16423,1937,16190,2000,24006,2474,13567,1441,16659,1989,11228,1530,712737,7401,368572,7415,344165,6839,69405,3836,47194,2699,44934,2796,29686,2741,41827,3135,16530,2026,19259,1974,11844,1465,13805,1726,6233,1112,10135,1687,8042,1150,6053,1157,4158,873,3382,956,3117,829,3200,827,2330,1022,1712,584,1319,407,0400000US49,2054876,2260,1025028,2441,538697,6699,9,18,538688,6699,1787,681,770,385,3955,1098,4024,1002,11656,1996,7127,1398,15673,2352,12402,1770,24434,3272,15584,2073,32701,3244,40406,3148,37819,2715,38185,2750,29838,2422,42252,3201,50978,3648,43132,2982,60764,3451,65201,3003,486331,6921,221685,4420,264646,6501,46369,2819,33370,2640,29956,2704,20501,2232,25579,2567,11046,1402,15155,1812,8295,1674,14305,2146,5588,1110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
2958,558,3050,749,1813,567,1725,502,971,373,790,274,1514,449,290,143,1001,395,1370,411,264639,1191,91532,3028,45,72,91487,3031,410,215,176,105,754,293,460,224,1856,514,1046,410,3410,767,2786,668,5656,868,3257,762,9182,1205,10518,1281,9130,998,8556,1061,5383,837,7394,1025,6787,1054,4368,750,5361,990,4997,1024,173107,3157,82083,2657,91024,3232,18540,1401,12016,1572,8789,1270,5069,805,8622,1052,4260,793,4758,751,2904,629,5950,1096,2236,561,4545,873,3109,567,1825,482,1842,584,1133,494,1071,370,1619,522,1302,462,597,267,837,292,0400000US50,518107,1230,253468,1253,121126,2608,17,26,121109,2615,852,348,231,150,1140,361,840,396,2136,387,1424,585,1354,439,1919,588,4934,806,3535,879,8989,1117,10973,1462,11584,1323,10913,1346,7191,1149,9352,1247,12016,1231,7148,1054,11803,1383,12775,1160,132342,2765,61089,2222,71253,2388,13159,1280,10059,1317,8146,1274,3713,719,6830,1079,2774,658,3525,700,2215,684,4118,823,1232,474,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
33037,3247,22559,2599,17685,2186,13267,1792,8657,1303,9523,1396,12362,1582,10633,1545,12826,1820,20959,1969,3364845,4184,1286085,11276,138,145,1285947,11286,2189,612,2004,746,10498,1706,12423,1735,33129,2631,26068,2595,46841,3377,41358,3259,69992,4311,44483,3241,110223,5022,110906,4570,100731,5387,104061,5303,73016,4238,78761,4550,104627,4756,69827,3476,112307,5167,132503,4808,2078760,12524,1214395,13468,864365,12407,162094,5509,106407,5818,96742,4029,70858,4061,85961,4819,41336,2849,48640,3379,25589,2965,37692,3497,16032,1473,33301,2658,27407,2665,18799,2008,18803,1944,13448,1505,14219,1627,15069,1625,9582,1255,11849,1383,10537,1464,0400000US51,6541339,5175,3176494,4702,1663472,13944,138,132,1663334,13967,3237,789,2492,781,11726,1867,10158,1797,25044,3055,16485,2137,36283,2744,33969,2492,70693,5312,39207,3742,99418,4760,115748,5731,105277,4845,111776,5194,86035,5218,100497,5103,140103,6100,109240,4593,189118,6979,356828,7844,1513022,14089,841132,11517,671890,12075,124581,5274,81880,4269,69769,4483,49123,3757,60575,3491,25443,2789,35955,3296,18033,1967,34345,3113,10678,1696,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
