GEO_ID,C17020D_001E,C17020D_001M,C17020D_002E,C17020D_002M,C17020D_003E,C17020D_003M,C17020D_004E,C17020D_004M,C17020D_005E,C17020D_005M,C17020D_006E,C17020D_006M,C17020D_007E,C17020D_007M,C17020D_008E,C17020D_008M,C17020D_009E,C17020D_009M,NAME,C17020D_001EA,C17020D_001MA,C17020D_002EA,C17020D_002MA,C17020D_003MA,C17020D_003EA,C17020D_004MA,C17020D_004EA,C17020D_005MA,C17020D_005EA,C17020D_006EA,C17020D_006MA,C17020D_007EA,C17020D_007MA,C17020D_008EA,C17020D_008MA,C17020D_009MA,C17020D_009EA,state
0400000US32,206171,5171,18076,3730,4390,1496,11762,2323,1924,739,188095,5430,35271,2570,129858,3649,22966,1153,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28562,2037,3213,1673,920,632,1982,1181,311,294,25349,2243,6042,1106,17456,1571,1851,756,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,764663,5825,49826,6039,10923,2494,33075,4226,5828,1192,714837,8138,169727,4345,483703,5396,61407,1687,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27361,1748,3315,1018,302,265,2792,915,221,177,24046,1796,4958,1062,16961,1270,2127,259,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1465459,8501,285669,16412,72093,5893,182914,10773,30662,3267,1179790,17415,222152,6222,843141,11909,114497,3914,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,223018,4405,29247,4705,8122,1672,19850,3390,1275,666,193771,5574,47777,2507,133350,3856,12644,1569,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6342,829,1599,904,273,233,1326,798,0,141,4743,995,933,564,2947,791,863,477,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,193227,4232,28347,4413,6030,2326,20513,2802,1804,799,164880,5155,37508,2970,112611,3407,14761,1467,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,67929,2344,8633,1670,1895,795,6222,1040,516,301,59296,2871,14484,1282,40414,1936,4398,596,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,145864,4144,18154,2819,2945,1374,12753,1794,2456,737,127710,4798,27689,2597,89294,3177,10727,881,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,355250,5299,58641,4961,14986,2236,39872,3381,3783,780,296609,7055,68887,3478,204123,4992,23599,1554,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31803,1680,4438,1241,785,572,3034,853,619,299,27365,1959,7336,875,18643,1375,1386,433,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,58745,2301,7924,1941,1965,928,5472,1286,487,348,50821,3084,11639,1574,35456,2112,3726,848,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9159,1193,943,499,429,334,514,363,0,147,8216,1242,2064,575,5793,886,359,227,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,93489,3199,15681,3174,5093,1618,9480,1946,1108,531,77808,3980,17752,1892,53519,2767,6537,1068,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1037461,8989,124485,10023,31657,4456,83636,7075,9192,1840,912976,12103,219343,6473,624659,8226,68974,2514,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,61234,2840,12549,2347,3198,1081,8139,1436,1212,567,48685,3454,11630,1835,33063,2140,3992,652,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7885,765,1153,670,321,262,811,471,21,32,6732,874,1744,414,4575,630,413,215,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,462563,6304,38158,5886,8918,2044,26097,4230,3143,781,424405,7800,99452,3845,289326,5131,35627,1324,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,499753,6765,65145,7067,13013,2666,41788,4757,10344,1696,434608,8918,88669,4140,304107,6207,41832,1915,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11313,1234,2435,964,721,522,1714,651,0,182,8878,1093,1704,490,6212,1130,962,469,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,132651,3446,27200,4338,9420,2377,17083,2479,697,340,105451,4717,31053,2512,68915,2819,5483,916,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5484,1083,407,466,109,185,298,310,0,185,5077,1193,1668,696,2914,739,495,413,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12972,2892,6004,1984,1490,876,4204,1382,310,224,6968,2427,1498,958,4684,1619,786,452,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,56985,2989,8570,2253,1259,746,6704,1703,607,340,48415,3451,12963,1408,31699,2299,3753,956,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42324,2217,4457,1741,1558,960,2671,996,228,213,37867,2666,9413,1660,25092,1373,3362,454,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,187035,3996,26525,4351,4343,1763,20108,3112,2074,684,160510,5455,36751,2484,108172,3708,15587,1131,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38403,1915,3881,1112,861,413,2753,920,267,288,34522,1945,8918,1286,23677,1484,1927,722,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
