B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,GEO_ID,B24090_001E,B24090_001M,B24090_002EA,B24090_002MA,B24090_003EA,B24090_003MA,B24090_004EA,B24090_004MA,B24090_005EA,B24090_005MA,B24090_006EA,B24090_006MA,B24090_007MA,B24090_007EA,B24090_008EA,B24090_008MA,B24090_009EA,B24090_009MA,B24090_010EA,B24090_010MA,B24090_011EA,B24090_011MA,B24090_012EA,B24090_012MA,B24090_013EA,B24090_013MA,B24090_014EA,B24090_014MA,B24090_015EA,B24090_015MA,B24090_016EA,B24090_016MA,B24090_017EA,B24090_017MA,B24090_018MA,B24090_018EA,B24090_019EA,B24090_019MA,B24090_020EA,B24090_020MA,B24090_021EA,B24090_021MA,NAME,B24090_001EA,B24090_001MA,state
1168187,10815,941190,9840,892632,10315,48558,3552,61090,3841,55727,3347,32677,2936,23467,2252,53052,3229,984,358,864934,12508,606323,11434,593838,11302,12485,1590,119583,4534,55803,3852,41755,3266,17775,2061,22620,2335,1075,469,0400000US18,2033121,16512,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,18
616561,6287,472647,7149,439331,7269,33316,2291,28226,2364,30808,2155,24067,2153,13247,1828,46900,2892,666,259,452517,6815,295170,5999,285445,5904,9725,1700,56983,3084,36406,2979,34935,2343,10275,1237,18153,1639,595,301,0400000US19,1069078,9282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,19
563880,6430,416416,6431,390018,6374,26398,1788,26038,1873,37453,2679,26055,1975,20143,2174,36899,2264,876,331,411317,5938,255902,5844,248312,5866,7590,1169,51173,2785,39444,2628,36214,2724,13839,1876,14334,1498,411,220,0400000US20,975197,7744,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,20
722751,9752,549313,9193,515649,9200,33664,2678,36056,2461,34332,2125,38229,3042,21347,1953,42670,3041,804,455,575677,7485,372334,8304,363074,7984,9260,1392,65841,4029,42619,3224,62882,3413,16474,2144,14927,1798,600,353,0400000US21,1298428,12818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,21
790832,9051,612547,8967,576039,9114,36508,2945,30528,2912,49983,4190,34629,3363,21346,2200,41396,3245,403,266,629046,8850,413515,8510,402464,8695,11051,1664,56788,3560,63130,4129,63006,4004,16373,1885,15371,1879,863,474,0400000US22,1419878,12652,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,22
236877,4397,167076,4263,151842,4163,15234,1569,18144,2016,14252,1829,9251,1180,7610,1237,20296,2137,248,201,180383,4548,103678,3841,99102,3818,4576,915,36888,2843,16234,1772,11148,1505,4900,928,7201,1235,334,220,0400000US23,417260,6131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,23
1160500,9435,779670,10154,725534,10897,54136,3126,77245,3445,65240,4067,42167,3030,149983,5518,45205,2806,990,414,976696,11880,547081,10082,527743,9728,19338,2161,129266,5697,81184,3686,53685,3973,132545,5053,31727,2856,1208,481,0400000US24,2137196,16146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,24
1238971,13307,910564,12151,855624,12246,54940,3383,109790,5382,70994,3589,48476,3108,31439,2842,67299,3848,409,273,966273,10761,612075,10749,596230,10572,15845,1958,173910,6873,77965,3881,49455,2928,18729,1936,33710,2395,429,299,0400000US25,2205244,18049,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,25
1583180,12886,1257972,13222,1176748,13075,81224,3365,89926,4443,74782,3953,51820,3481,32396,2533,75039,3546,1245,428,1180925,11777,801064,10066,777860,10158,23204,1919,166132,5181,78415,4053,74493,3826,27032,2081,32314,1922,1475,474,0400000US26,2764105,19191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,26
1069462,9084,821931,9789,758871,9814,63060,2844,72002,4272,53153,3074,34221,2045,22197,2012,64800,3109,1158,386,793460,9514,525158,8722,509671,8437,15487,1498,122683,4601,61149,2910,41087,2939,13157,1559,29713,2335,513,269,0400000US27,1862922,13852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,27
459243,8341,336977,7774,312753,7529,24224,2614,19200,2012,24573,2748,30265,2755,21361,3037,26502,2468,365,261,384583,7270,238738,6631,230993,6548,7745,1510,28415,2808,32834,3445,58939,4190,14460,2389,10932,1678,265,192,0400000US28,843826,11416,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,28
1051171,10601,789286,9863,742399,9868,46887,3175,68224,3873,58269,3509,39121,3182,29336,2510,65389,4061,1546,727,864127,9630,566892,9656,550855,9557,16037,1753,125275,5032,62790,3820,57060,3422,24523,2156,26544,2217,1043,557,0400000US29,1915298,15225,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,29
181163,4171,119771,4118,103348,3808,16423,1514,10789,1517,11461,1642,12802,1665,8992,1133,16555,1565,793,302,131623,4076,71760,3687,67369,3567,4391,758,17475,1719,12166,1475,12988,1716,8186,1403,8434,1125,614,252,0400000US30,312786,5718,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,30
389003,4644,282428,4901,261317,4809,21111,1942,19008,1480,23072,2029,19125,2053,11361,1624,33448,2015,561,205,286185,4265,182566,4007,176228,3905,6338,932,38396,2123,25036,1968,17706,1546,8061,993,14033,1510,387,169,0400000US31,675188,6291,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,31
472228,7590,379206,7709,360680,7393,18526,2003,12088,1691,28388,2473,15275,1824,16411,2098,20732,2817,128,209,364254,7146,279976,7108,272817,7057,7159,1286,15481,1739,30724,3036,17899,2144,8933,1217,11101,1592,140,162,0400000US32,836482,11029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,32
267492,4585,203289,4807,191108,4710,12181,1691,16065,1548,13970,2142,7271,1326,7760,1442,18875,2187,262,195,200984,5555,122385,5277,119074,5333,3311,688,35333,2751,20862,2311,9200,1381,4892,863,8180,1360,132,152,0400000US33,468476,7641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,33
1692298,12436,1321203,13451,1220519,14323,100684,4525,78463,4566,102087,4547,63135,2933,46182,3513,79878,4408,1350,512,1263745,12732,895605,12249,867359,12406,28246,2540,123928,4806,109515,4985,76997,4011,27061,2601,28874,2351,1765,716,0400000US34,2956043,18890,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,34
340761,6995,226636,7273,213506,6871,13130,1894,16421,2002,27898,3336,20441,2141,28973,2654,20114,2088,278,145,262447,6948,147675,6029,140550,5840,7125,1189,27388,2559,27921,2608,29812,2291,17744,1806,11518,1596,389,246,0400000US35,603208,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,35
3541318,21107,2580061,21725,2387461,21670,192600,7675,234450,7027,300794,9246,148285,4972,86779,4716,187781,7542,3168,821,2825512,18943,1776111,16981,1716719,17367,59392,3413,388762,8024,338255,9195,162168,5297,56604,3528,100740,4678,2872,738,0400000US36,6366830,29774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,36
1636887,14942,1254899,15824,1170164,15041,84735,4352,79501,4127,82799,4962,82374,4629,47263,3882,88798,4286,1253,437,1300630,13873,867433,13295,839714,12747,27719,2611,132343,6185,93531,4640,129553,5623,35588,2648,40861,3081,1321,593,0400000US37,2937517,22383,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,37
159508,2992,109796,3408,102096,3352,7700,1122,8696,1496,7789,1109,8115,1140,7363,1219,17231,1347,518,209,107800,2710,60428,2899,57799,2918,2629,695,17504,2161,8841,1261,9536,1394,5127,999,6059,979,305,147,0400000US38,267308,3939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,38
2033724,15049,1585283,14079,1502929,14493,82354,4283,109442,5273,125382,4940,62396,3270,51290,3787,98118,4644,1813,629,1552021,13656,1042267,13239,1019055,12988,23212,2149,207228,6552,146128,5551,76392,3898,36750,3065,41850,3135,1406,595,0400000US39,3585745,20924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,39
703896,7626,514810,8086,480593,7849,34217,2529,26137,1910,36970,2420,35509,2347,39650,2829,50264,2553,556,195,521063,7446,338405,6448,327795,6565,10610,1081,44659,2932,37420,2541,59597,3179,21997,2002,17999,1483,986,331,0400000US40,1224959,10313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,40
636238,9792,482909,9840,447255,10007,35654,2785,36497,2517,37174,2548,24611,2414,16366,1887,38269,3270,412,293,457199,8201,289333,7379,276836,7015,12497,1555,60488,3769,37688,3044,34623,2742,11069,1388,23252,2558,746,330,0400000US41,1093437,11657,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,41
2316878,14749,1762140,15666,1658744,15735,103396,4436,167210,5882,112236,5123,82936,3781,62879,4080,126787,4926,2690,956,1759548,13933,1168868,13662,1141635,13601,27233,2105,301938,7527,120024,4446,81094,3717,41690,3007,44336,3013,1598,569,0400000US42,4076426,19605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,42
188182,4810,137853,4539,130211,4595,7642,1221,12353,1772,11575,1489,8167,1343,7890,1389,10344,1439,0,200,150119,4998,94633,3881,92260,3729,2373,570,28237,2364,11114,1268,8921,1206,3552,991,3597,869,65,112,0400000US44,338301,7350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,44
771990,10732,591747,9448,556132,9377,35615,2398,28983,2910,40177,2939,42966,3120,26838,2620,40762,3494,517,251,622664,9051,416714,8494,407452,8476,9262,1262,48520,3292,45787,4034,76783,4170,18447,2297,16004,2105,409,296,0400000US45,1394654,14888,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,45
171333,2893,116525,3635,104007,3345,12518,1525,11357,1769,10264,1479,6056,1031,7066,1204,19831,1548,234,123,130510,4169,77307,3150,74390,3187,2917,599,22705,1648,10136,1302,7471,1268,5863,1079,6631,1147,397,188,0400000US46,301843,5285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,46
1111558,12034,831654,13144,794131,12497,37523,2803,55722,3682,70163,4177,38779,4042,40235,3599,74380,4774,625,299,867412,12084,589640,11272,579830,11234,9810,1216,91005,4927,82149,3955,52876,4207,23436,2357,27452,2320,854,393,0400000US47,1978970,15496,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,47
4970019,26913,3864843,24248,3678754,24241,186089,6356,176281,7390,273462,8737,179416,7810,152332,6644,318788,9985,4897,1460,3524867,24625,2399876,23511,2343982,22752,55894,3853,267984,8492,336322,10191,296771,10410,93097,5464,126880,7203,3937,956,0400000US48,8494886,34961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,48
531654,7067,411151,7265,381221,7348,29930,2316,26693,2767,22412,1933,26982,2082,23946,2574,20216,2087,254,166,314086,7289,209797,6175,202993,6131,6804,1205,29550,2271,23479,2665,28557,2516,13991,1944,8353,1448,359,222,0400000US49,845740,10859,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,49
120301,2663,83015,2976,74535,3062,8480,1207,11244,1146,6120,929,5981,1308,3529,685,10201,1131,211,136,90743,3011,48796,2506,46229,2444,2567,719,21070,1726,7968,1031,4684,760,2254,574,5870,955,101,89,0400000US50,211044,3862,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,50
1568549,13728,1092792,14195,1023635,14055,69157,3653,80356,4016,87255,4526,53709,3401,182919,6914,70420,4380,1098,453,1261090,11616,773404,11376,747860,11673,25544,2155,134070,5296,128084,5490,65385,3634,123974,5101,34857,2876,1316,539,0400000US51,2829639,19349,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,51
1262313,12734,939718,12109,880240,12241,59478,3799,64546,4051,77064,3872,60162,3686,64663,3709,55056,3867,1104,585,877185,11454,550337,9770,529644,9817,20693,2146,104466,5063,66401,4095,80568,3932,36392,3009,38322,3220,699,310,0400000US53,2139498,15918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,53
303006,5819,224498,5687,215684,5875,8814,1313,14094,1575,16317,2033,21289,2388,13739,1543,12705,1734,364,343,228114,6337,143704,5453,140065,5433,3639,893,22123,1990,18960,2076,25062,2411,12240,1591,5972,1137,53,69,0400000US54,531120,9085,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,54
1087144,8197,856191,8842,803057,8854,53134,2347,52589,3064,60098,3267,42062,2674,16253,1484,58831,2246,1120,307,817570,9337,555069,8406,539838,8452,15231,1619,109399,4288,66577,3314,46208,2819,13655,1480,25569,1772,1093,332,0400000US55,1904714,13721,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,55
123104,4469,92943,3874,85025,3596,7918,1219,3089,702,8572,1658,7131,1289,3935,882,7341,1097,93,87,78404,3459,43832,3083,41070,3081,2762,818,8161,1214,9793,1284,9070,1462,2182,592,5322,1254,44,74,0400000US56,201508,5851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,56
406399,6365,263640,7038,248792,7022,14848,2018,12735,1707,24739,2205,61585,4317,9116,1452,34381,2849,203,182,340967,8210,194536,7178,190495,7032,4041,1050,22536,2422,26377,2429,78601,4536,8272,1515,10429,1534,216,188,0400000US72,747366,11178,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,72
807836,11197,610833,9713,573605,9295,37228,2866,32209,3003,50658,3394,35675,2919,37069,3327,40254,3669,1138,506,615031,9850,406017,9569,395818,9223,10199,1681,54812,3837,52611,3558,56059,3125,26966,2628,18261,2193,305,155,0400000US01,1422867,16609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,01
123557,4548,73141,4158,67531,3922,5610,1131,9269,1383,9906,1245,10400,1491,13513,1691,7209,1269,119,108,99634,3381,47923,3422,46130,3422,1793,514,14607,1790,10594,1499,12146,1516,9486,1392,4829,1257,49,72,0400000US02,223191,6170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,02
1083310,10964,830803,11194,781807,10285,48996,3840,46613,3809,72384,4242,41397,2980,38810,3695,52371,4070,932,430,813468,11182,562483,9517,543569,9276,18914,2035,76376,4952,65144,4091,55404,4342,26593,2677,26822,2689,646,437,0400000US04,1896778,15460,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,04
505959,7512,377443,7886,353118,8049,24325,2365,20379,2127,30993,2897,31413,2616,14062,1547,30881,2592,788,501,395586,6714,249104,6513,241089,6279,8015,1243,36622,2836,31908,3214,54862,3684,9598,1546,13017,1860,475,379,0400000US05,901545,10572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,05
