GEO_ID,C27001I_001E,C27001I_001M,C27001I_002E,C27001I_002M,C27001I_003E,C27001I_003M,C27001I_004E,C27001I_004M,C27001I_005E,C27001I_005M,C27001I_006E,C27001I_006M,C27001I_007E,C27001I_007M,C27001I_008E,C27001I_008M,C27001I_009E,C27001I_009M,C27001I_010E,C27001I_010M,NAME,C27001I_001EA,C27001I_001MA,C27001I_002MA,C27001I_002EA,C27001I_003EA,C27001I_003MA,C27001I_004MA,C27001I_004EA,C27001I_005EA,C27001I_005MA,C27001I_006EA,C27001I_006MA,C27001I_007MA,C27001I_007EA,C27001I_008EA,C27001I_008MA,C27001I_009MA,C27001I_009EA,C27001I_010EA,C27001I_010MA,state
0400000US41,469402,866,183926,602,167536,3024,16390,2890,270572,1457,154306,5768,116266,5667,14904,938,14394,942,510,318,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,763297,1561,275278,774,255024,3685,20254,3736,452680,1995,315058,8194,137622,8182,35339,1399,33476,1496,1863,924,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,137575,326,47218,340,44364,1233,2854,1196,83996,531,52041,2888,31955,2812,6361,374,5733,494,628,356,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,239456,2103,88075,1882,70853,3656,17222,3554,143729,2522,62107,3965,81622,3653,7652,1132,6591,1083,1061,819,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23919,1009,9777,511,9057,529,720,347,13351,955,8254,1269,5097,1075,791,394,740,382,51,87,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,303510,2817,117711,1733,100344,2868,17367,3089,176576,2073,76435,4685,100141,5161,9223,1504,8936,1557,287,250,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9816895,4335,3417406,1734,2842704,19145,574702,18817,5814347,4863,3044588,30549,2769759,29984,585142,3008,550487,4328,34655,3697,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,375065,843,149347,417,110867,5075,38480,5049,212843,1000,112706,5906,100137,5876,12875,658,11628,808,1247,543,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9700,356,2675,448,2652,453,23,44,6261,522,5328,533,933,324,764,345,764,345,0,143,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,666414,3520,221134,2250,197002,4554,24132,3584,422104,3375,242289,8716,179815,8793,23176,1700,20736,1846,2440,1277,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,795403,1385,313367,467,286919,4499,26448,4463,457132,2094,250299,7150,206833,7198,24904,1357,23219,1421,1685,693,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22630,1668,8583,1097,8348,1115,235,212,12413,1099,9569,1281,2844,869,1634,502,1634,502,0,182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,349785,932,140078,902,123495,2983,16583,3106,198021,1424,123249,4366,74772,4250,11686,955,10616,1017,1070,606,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53424,710,17825,663,14342,1167,3483,1046,31999,887,20076,2172,11923,2033,3600,805,3567,811,33,56,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3607155,4044,842896,1446,808032,4846,34864,4658,2194671,3117,1975603,8742,219068,8444,569588,1112,564973,1469,4615,1077,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,182796,3277,71831,2169,63628,3584,8203,2350,106008,2396,47618,4724,58390,4424,4957,930,4741,912,216,260,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40914,849,15028,155,13612,724,1416,700,24512,888,17842,1324,6670,1266,1374,512,1348,514,26,43,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1936580,2279,704971,334,583463,8501,121508,8462,1123093,2296,700926,14043,422167,13741,108516,843,103223,1614,5293,1165,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,195224,1052,79733,1104,71101,2060,8632,1751,111384,1595,58113,3904,53271,3943,4107,1123,3732,1067,375,376,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
