GEO_ID,C15010G_001E,C15010G_001M,C15010G_002E,C15010G_002M,C15010G_003E,C15010G_003M,C15010G_004E,C15010G_004M,C15010G_005E,C15010G_005M,C15010G_006E,C15010G_006M,NAME,C15010G_001EA,C15010G_001MA,C15010G_002EA,C15010G_002MA,C15010G_003MA,C15010G_003EA,C15010G_004MA,C15010G_004EA,C15010G_005EA,C15010G_005MA,C15010G_006EA,C15010G_006MA,state
0400000US21,5878,1182,1896,709,760,447,1007,476,673,371,1542,596,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,6412,1201,2395,709,302,247,964,434,940,423,1811,651,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2393,687,1003,416,224,212,236,204,113,123,817,401,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,27295,2577,11855,1531,2949,1024,5077,1039,1703,561,5711,1079,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,22783,2320,11453,1855,1508,527,3089,892,1125,446,5608,1055,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23138,2384,9814,1449,2212,639,5124,1129,1753,561,4235,915,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,11823,1619,4886,1015,683,354,2283,812,1361,430,2610,758,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2950,970,1311,621,689,597,275,235,320,255,355,307,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12364,1802,3649,802,1699,712,3084,938,1407,656,2525,704,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2258,708,555,257,52,49,560,304,378,253,713,386,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,3654,844,1372,542,340,266,735,335,497,311,710,410,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,8977,1469,3064,920,608,326,2140,549,888,498,2277,708,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2393,692,1282,587,166,150,293,257,48,61,604,301,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,27732,2194,11436,1425,2935,991,5498,1199,2579,801,5284,1061,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7970,1558,3111,957,503,380,918,445,1240,526,2198,847,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,70046,4668,28519,2698,6445,1226,11003,1831,5591,1176,18488,2120,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,20286,2348,8118,1582,1937,827,5026,1121,1280,479,3925,785,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1030,434,174,152,62,103,406,285,57,68,331,298,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,19964,2281,6888,1378,1931,685,4033,1170,1934,724,5178,1127,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,26780,1781,7475,1000,3170,637,5530,769,5245,713,5360,893,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16569,2070,7881,1315,1668,594,2163,773,964,493,3893,835,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,23211,2190,9265,1693,2246,593,3746,884,1942,595,6012,1044,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2758,865,996,503,257,243,462,252,182,200,861,483,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,7858,1533,3438,995,538,360,1454,699,838,603,1590,651,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,1285,438,469,316,235,201,300,225,29,35,252,242,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,10196,1481,3390,897,891,408,2350,1058,1160,518,2405,774,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,68005,4905,26772,2602,6703,1906,12916,1897,6533,1248,15081,2005,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,5493,943,1620,459,522,275,599,269,788,349,1964,685,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2080,514,731,361,13,24,136,183,257,189,943,394,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37143,3145,15286,2335,2491,574,7296,1306,2328,791,9742,1439,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,38271,3106,15822,1921,2844,941,5868,1167,2488,656,11249,1596,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2740,785,1076,394,489,327,102,90,313,212,760,563,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,8246,1371,3231,812,695,430,1349,545,736,335,2235,807,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,1565,637,560,300,121,192,103,176,486,332,295,292,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,66016,4702,14903,1928,6305,1383,22563,2576,12940,1959,9305,1804,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,7060,1299,2287,726,749,402,1349,542,1187,611,1488,585,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,3715,705,1009,436,136,104,348,167,368,180,1854,544,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,19999,2265,7497,1602,2392,823,3292,821,2195,844,4623,999,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,5888,1319,2341,768,373,318,1031,470,1452,630,691,457,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
