GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001MA,B11001G_001EA,B11001G_002EA,B11001G_002MA,B11001G_003EA,B11001G_003MA,B11001G_004EA,B11001G_004MA,B11001G_005MA,B11001G_005EA,B11001G_006MA,B11001G_006EA,B11001G_007EA,B11001G_007MA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US21,19367,1813,13603,1601,6977,1197,6626,1066,1645,628,4981,939,5764,1133,4585,962,1179,472,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20000,2288,12032,1509,6648,1108,5384,1211,1726,722,3658,882,7968,1408,6541,1143,1427,633,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6635,1225,3754,730,2305,632,1449,500,163,134,1286,486,2881,902,2112,730,769,439,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38550,2788,27450,2730,17064,2136,10386,1529,2914,787,7472,1386,11100,1571,8873,1466,2227,689,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,44348,3214,27992,2770,15508,2098,12484,1765,2741,957,9743,1465,16356,2077,11603,1673,4753,1120,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,53412,2618,33605,2278,19256,1658,14349,1689,3063,838,11286,1509,19807,1840,15731,1577,4076,865,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25063,2399,15871,1874,9130,1367,6741,1248,2076,816,4665,974,9192,1369,6420,936,2772,980,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6950,1349,4689,1040,2636,700,2053,715,621,463,1432,558,2261,736,2023,721,238,166,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,29849,2976,18231,1944,10165,1330,8066,1335,2718,809,5348,994,11618,1718,9372,1452,2246,772,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6939,1051,4544,797,3046,648,1498,499,701,377,797,367,2395,665,2172,647,223,171,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8708,1316,5842,1083,2932,768,2910,880,985,644,1925,596,2866,808,2284,675,582,402,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24767,2685,16191,2180,9056,1759,7135,1479,1596,548,5539,1398,8576,1433,6155,1245,2421,739,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5750,1037,3209,798,2142,696,1067,488,430,231,637,353,2541,816,1920,673,621,399,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,49976,2928,35843,2311,22044,2063,13799,1669,3988,1039,9811,1587,14133,1722,11621,1404,2512,928,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16399,1721,10169,1352,6836,1109,3333,828,1184,519,2149,584,6230,1111,5348,972,882,461,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,131429,4749,84739,3539,47327,2772,37412,2618,9226,1465,28186,2275,46690,3268,37332,2820,9358,1389,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47062,3179,32398,2475,19446,1975,12952,1554,3068,808,9884,1482,14664,1996,11139,1692,3525,1059,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2330,645,1402,488,735,340,667,375,177,168,490,341,928,425,863,427,65,86,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,57381,4214,35109,2929,17624,2435,17485,2400,2905,829,14580,2168,22272,2322,18630,2122,3642,874,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,79575,2774,51619,2343,31602,1964,20017,1571,5467,996,14550,1427,27956,1607,22306,1560,5650,972,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37939,3326,23940,2778,14947,2164,8993,1526,2064,766,6929,1214,13999,1662,10118,1486,3881,1058,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,53349,3330,33681,2836,19305,2401,14376,1851,3167,835,11209,1472,19668,2214,15049,2021,4619,1059,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6119,1111,3727,774,2208,550,1519,598,333,273,1186,568,2392,846,2107,832,285,223,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18184,2478,12121,1885,7476,1359,4645,1199,1002,662,3643,1044,6063,1409,4340,1023,1723,880,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2822,717,2105,635,1123,456,982,401,187,164,795,379,717,258,653,249,64,52,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28579,3319,17128,2305,10925,1823,6203,1279,1742,713,4461,1146,11451,2086,9548,1977,1903,726,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,149313,5423,96908,4707,64398,3824,32510,2984,8575,1516,23935,2750,52405,3520,40059,3130,12346,2161,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11864,1656,9112,1550,6172,1062,2940,965,1096,440,1844,916,2752,767,1984,658,768,349,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3022,619,1681,470,809,272,872,360,228,196,644,352,1341,524,870,359,471,338,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,54564,3836,37435,3140,25008,2453,12427,2055,3516,1116,8911,1718,17129,2280,13310,2045,3819,914,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,79126,3650,49463,2944,29822,2309,19641,2307,4839,1160,14802,1990,29663,3037,21922,2575,7741,1392,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8873,1283,5758,1119,3794,993,1964,460,457,244,1507,445,3115,801,2812,780,303,198,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,22900,2158,14334,1849,7607,1296,6727,1146,1819,636,4908,1070,8566,1157,6301,1057,2265,661,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3893,1021,2443,625,1804,593,639,360,229,150,410,320,1450,734,1239,701,211,250,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,148275,4880,104630,4423,58036,3631,46594,3047,9677,1346,36917,2738,43645,3189,36173,3031,7472,1357,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19284,1835,12168,1420,7886,1171,4282,963,1458,488,2824,868,7116,1277,6104,1140,1012,493,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13359,1766,8837,1386,4785,971,4052,904,945,374,3107,701,4522,844,3435,678,1087,465,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42589,2739,27974,2407,17765,2071,10209,1457,2545,699,7664,1376,14615,1774,10778,1370,3837,1048,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15887,1732,9869,1327,7143,1151,2726,851,1018,576,1708,649,6018,1030,5445,1005,573,363,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
