GEO_ID,C19001_001E,C19001_001M,C19001_002E,C19001_002M,C19001_003E,C19001_003M,C19001_004E,C19001_004M,C19001_005E,C19001_005M,C19001_006E,C19001_006M,C19001_007E,C19001_007M,C19001_008E,C19001_008M,C19001_009E,C19001_009M,C19001_010E,C19001_010M,C19001_011E,C19001_011M,NAME,C19001_001MA,C19001_001EA,C19001_002EA,C19001_002MA,C19001_003MA,C19001_003EA,C19001_004EA,C19001_004MA,C19001_005EA,C19001_005MA,C19001_006MA,C19001_006EA,C19001_007EA,C19001_007MA,C19001_008EA,C19001_008MA,C19001_009EA,C19001_009MA,C19001_010EA,C19001_010MA,C19001_011MA,C19001_011EA,state
0400000US23,554543,4451,40809,2780,35890,2768,65910,3264,66707,3667,82673,3528,110044,4482,65649,3238,57919,2772,14117,1571,14825,1550,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2157717,7667,114504,4017,80546,4064,158782,5392,156251,5988,244444,7010,376880,8574,282346,6942,385423,8675,183005,5218,175536,4473,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2522394,9088,176729,6365,127199,5070,225166,6305,193079,6294,276601,7058,411417,9473,315698,7222,411069,9721,187216,5783,198220,5544,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3819068,10789,331613,7940,226404,6037,461975,8845,429699,7527,562778,8647,703791,10337,440333,8301,416777,7588,132751,4226,112947,3881,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2111943,6274,123088,4854,97196,3913,194623,5526,196448,6198,289141,6201,404980,6947,297101,5747,304144,6916,104922,4141,100300,3829,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1090521,7826,132911,4629,91903,4890,163952,5593,129428,5396,159222,7301,183153,5537,95987,4942,86551,4631,24910,2512,22504,2282,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2359135,11280,197814,5746,155115,5523,289303,7574,280659,8003,351606,7987,439080,9890,269069,7222,237448,6764,75288,3628,63753,3417,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,408938,3977,30978,2299,26397,2345,54493,2872,48803,2885,61552,3095,77316,3909,47108,2756,41998,2242,10750,1260,9543,1072,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,733570,4667,44164,2222,40350,2824,81949,3740,81904,3321,112178,4206,148252,4655,94305,3634,84880,3861,24795,1644,20793,1378,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1006605,7913,67781,4049,51242,3284,114898,5424,115924,5668,155598,6314,200174,6954,121733,5037,112949,5332,35315,2553,30991,2501,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519137,4650,23280,2772,22024,2280,45996,3102,46156,3521,66449,3588,95323,4096,76491,3899,82922,3351,33954,2322,26542,2249,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3198799,8893,186306,6709,128253,4940,260691,6259,261622,8260,346136,8363,522392,11583,409476,9940,535023,8806,272810,7262,276090,6093,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,764996,5964,79256,4433,51811,3090,97765,4180,92440,4557,106494,3963,128469,5267,84613,3470,76770,3358,28152,2602,19226,1686,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7238922,16375,601351,10808,387742,9697,744859,14336,646500,10765,866337,12496,1232513,14967,857092,12216,1001931,12653,424622,8682,475975,9638,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3731325,14347,326378,8038,246652,7877,460689,9643,440413,10169,556000,10308,675472,13816,416883,8819,374538,9516,116831,5242,117469,5025,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,290944,2708,19119,2140,14102,1574,28405,2066,30349,2145,43816,2694,55451,3025,38393,2382,37358,2269,11222,1480,12729,1512,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4554672,11606,388382,8569,280450,7111,558404,8594,503199,8827,668404,11347,852689,11911,528540,10541,484292,9382,153679,4970,136633,4978,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1446667,5298,123562,4223,96280,3347,185807,5326,169850,4152,221692,5725,269303,6242,162519,5155,137381,4064,41474,2514,38799,2169,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516957,7216,123176,5572,85653,4670,178752,6214,160335,5340,220965,5968,284246,7879,183368,6343,180031,5680,53738,3100,46693,2660,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4958249,11531,359101,8305,280596,6262,561774,9482,526826,8484,684917,10319,920933,11475,617796,10724,601834,8718,208306,6055,196166,4271,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,413083,3010,33633,2703,25265,2513,41677,2684,37726,2706,53781,3631,72079,3862,50388,3289,58452,2841,21281,2150,18801,1905,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1787340,9096,169436,5854,121208,5945,232572,6916,208691,7047,272102,7540,322322,8301,188429,5937,169938,6613,55132,3551,47510,3105,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323765,3111,20738,2050,17490,1548,37112,2495,37183,2514,54761,3214,63601,2946,41974,2431,33476,2440,9223,1171,8207,1290,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2480090,11146,223831,7108,173872,6005,322774,9200,310602,9052,369759,9591,447363,8485,263725,8025,227133,7159,71100,4103,69931,3349,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8970959,21541,700287,14201,494482,10579,1006119,14026,959749,14135,1255151,18613,1594380,19643,1041774,18510,1103180,13200,413623,10964,402214,8812,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,895691,5044,48682,3449,36251,2727,85165,3750,84292,4234,132496,5443,193320,5898,126383,4701,121356,4524,37406,2536,30340,2409,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,258520,2853,14710,1578,15269,1563,27221,1937,26201,1726,37820,2167,51996,2491,35307,2161,32216,1874,8966,1163,8814,908,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3038967,13344,183865,6101,129742,5208,272133,7391,267098,6820,383555,8601,542848,11010,383179,8936,453162,8221,207476,6355,215909,5471,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2636817,10074,173193,7048,116010,5118,245578,7450,248399,6198,360604,6770,503330,8779,343259,7870,382994,7994,139083,5397,124367,4838,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741544,5473,79484,3963,53915,3414,110002,4704,89113,4218,106718,4432,130362,5000,81985,3886,60337,3450,15807,1498,13821,1401,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2288362,8293,143819,4139,128479,5419,257421,6585,244972,6549,342394,7771,455309,6591,298829,6868,275651,5289,74611,3249,66877,3251,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,223513,2812,11545,1618,12717,1745,23101,2437,22522,2195,31303,2309,43064,2872,32828,2396,30905,2695,10098,1435,5430,1122,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1263694,9111,366044,8403,143490,5027,241134,7389,155138,6637,154270,5343,115660,5941,43747,3026,26937,2458,10535,1751,6739,1341,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1845169,11483,193613,6166,142540,5867,240787,6626,212367,7111,264575,7009,317383,8209,198192,6844,178415,5536,55020,3106,42277,2701,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,251651,2883,9859,1330,9950,1234,21001,1895,20745,1935,30235,2170,47529,3019,35551,2599,43832,2873,18160,1860,14789,1556,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2392168,11611,189387,6459,134388,5496,279910,7978,271312,8341,362154,9574,443417,11078,270785,8053,275378,6413,88728,4681,76709,3938,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1143859,7351,111217,5096,91795,4075,166626,5830,141728,4886,169949,5779,204970,6360,111440,4295,97274,4062,25554,2394,23306,2108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
