B23002H_044E,B23002H_044M,B23002H_045E,B23002H_045M,B23002H_046E,B23002H_046M,B23002H_047E,B23002H_047M,B23002H_048E,B23002H_048M,B23002H_049E,B23002H_049M,B23002H_050E,B23002H_050M,B23002H_051E,B23002H_051M,B23002H_052E,B23002H_052M,B23002H_053E,B23002H_053M,B23002H_054E,B23002H_054M,B23002H_055E,B23002H_055M,B23002H_056E,B23002H_056M,B23002H_057E,B23002H_057M,B23002H_058E,B23002H_058M,B23002H_059E,B23002H_059M,B23002H_060E,B23002H_060M,B23002H_061E,B23002H_061M,B23002H_062E,B23002H_062M,B23002H_063E,B23002H_063M,B23002H_064E,B23002H_064M,B23002H_065E,B23002H_065M,B23002H_066E,B23002H_066M,B23002H_067E,B23002H_067M,B23002H_068E,B23002H_068M,B23002H_069E,B23002H_069M,B23002H_070E,B23002H_070M,B23002H_071E,B23002H_071M,B23002H_072E,B23002H_072M,B23002H_073E,B23002H_073M,B23002H_074E,B23002H_074M,B23002H_075E,B23002H_075M,B23002H_076E,B23002H_076M,B23002H_077E,B23002H_077M,B23002H_078E,B23002H_078M,B23002H_079E,B23002H_079M,GEO_ID,B23002H_001E,B23002H_001M,B23002H_002E,B23002H_002M,B23002H_003E,B23002H_003M,B23002H_004E,B23002H_004M,B23002H_005E,B23002H_005M,B23002H_006E,B23002H_006M,B23002H_007E,B23002H_007M,B23002H_008E,B23002H_008M,B23002H_009E,B23002H_009M,B23002H_010E,B23002H_010M,B23002H_011E,B23002H_011M,B23002H_012E,B23002H_012M,B23002H_013E,B23002H_013M,B23002H_014E,B23002H_014M,B23002H_015E,B23002H_015M,B23002H_016E,B23002H_016M,B23002H_017E,B23002H_017M,B23002H_018E,B23002H_018M,B23002H_019E,B23002H_019M,B23002H_020E,B23002H_020M,B23002H_021E,B23002H_021M,B23002H_022E,B23002H_022M,B23002H_023E,B23002H_023M,B23002H_024E,B23002H_024M,B23002H_025E,B23002H_025M,B23002H_026E,B23002H_026M,B23002H_027E,B23002H_027M,B23002H_028E,B23002H_028M,B23002H_029E,B23002H_029M,B23002H_030E,B23002H_030M,B23002H_031E,B23002H_031M,B23002H_032E,B23002H_032M,B23002H_033E,B23002H_033M,B23002H_034E,B23002H_034M,B23002H_035E,B23002H_035M,B23002H_036E,B23002H_036M,B23002H_037E,B23002H_037M,B23002H_038E,B23002H_038M,B23002H_039E,B23002H_039M,B23002H_040E,B23002H_040M,B23002H_041E,B23002H_041M,B23002H_042E,B23002H_042M,B23002H_043E,B23002H_043M,B23002H_044MA,B23002H_044EA,B23002H_045EA,B23002H_045MA,B23002H_046EA,B23002H_046MA,B23002H_047EA,B23002H_047MA,B23002H_048MA,B23002H_048EA,B23002H_049MA,B23002H_049EA,B23002H_050MA,B23002H_050EA,B23002H_051EA,B23002H_051MA,B23002H_052EA,B23002H_052MA,B23002H_053EA,B23002H_053MA,B23002H_054MA,B23002H_054EA,B23002H_055MA,B23002H_055EA,B23002H_056EA,B23002H_056MA,B23002H_057EA,B23002H_057MA,B23002H_058EA,B23002H_058MA,B23002H_059MA,B23002H_059EA,B23002H_060MA,B23002H_060EA,B23002H_061MA,B23002H_061EA,B23002H_062EA,B23002H_062MA,B23002H_063EA,B23002H_063MA,B23002H_064EA,B23002H_064MA,B23002H_065MA,B23002H_065EA,B23002H_066MA,B23002H_066EA,B23002H_067EA,B23002H_067MA,B23002H_068EA,B23002H_068MA,B23002H_069EA,B23002H_069MA,B23002H_070EA,B23002H_070MA,B23002H_071EA,B23002H_071MA,B23002H_072EA,B23002H_072MA,B23002H_073MA,B23002H_073EA,B23002H_074MA,B23002H_074EA,B23002H_075EA,B23002H_075MA,B23002H_076EA,B23002H_076MA,B23002H_077EA,B23002H_077MA,B23002H_078MA,B23002H_078EA,B23002H_079MA,B23002H_079EA,NAME,B23002H_001MA,B23002H_001EA,B23002H_002MA,B23002H_002EA,B23002H_003EA,B23002H_003MA,B23002H_004MA,B23002H_004EA,B23002H_005MA,B23002H_005EA,B23002H_006MA,B23002H_006EA,B23002H_007MA,B23002H_007EA,B23002H_008MA,B23002H_008EA,B23002H_009EA,B23002H_009MA,B23002H_010MA,B23002H_010EA,B23002H_011MA,B23002H_011EA,B23002H_012MA,B23002H_012EA,B23002H_013MA,B23002H_013EA,B23002H_014EA,B23002H_014MA,B23002H_015MA,B23002H_015EA,B23002H_016MA,B23002H_016EA,B23002H_017MA,B23002H_017EA,B23002H_018MA,B23002H_018EA,B23002H_019MA,B23002H_019EA,B23002H_020EA,B23002H_020MA,B23002H_021EA,B23002H_021MA,B23002H_022EA,B23002H_022MA,B23002H_023MA,B23002H_023EA,B23002H_024MA,B23002H_024EA,B23002H_025EA,B23002H_025MA,B23002H_026EA,B23002H_026MA,B23002H_027EA,B23002H_027MA,B23002H_028MA,B23002H_028EA,B23002H_029MA,B23002H_029EA,B23002H_030EA,B23002H_030MA,B23002H_031EA,B23002H_031MA,B23002H_032EA,B23002H_032MA,B23002H_033MA,B23002H_033EA,B23002H_034MA,B23002H_034EA,B23002H_035EA,B23002H_035MA,B23002H_036EA,B23002H_036MA,B23002H_037EA,B23002H_037MA,B23002H_038MA,B23002H_038EA,B23002H_039MA,B23002H_039EA,B23002H_040EA,B23002H_040MA,B23002H_041EA,B23002H_041MA,B23002H_042EA,B23002H_042MA,B23002H_043MA,B23002H_043EA,state
0,184,60738,2902,48876,2877,11862,1656,77085,2665,180415,1852,134794,3405,0,184,134794,3405,118131,3325,16663,2222,45621,3192,1046770,608,814499,6516,115,144,814384,6519,763889,6627,50495,3838,232271,6380,365104,279,219867,4366,110,182,219757,4394,210868,4395,8889,1231,145237,4336,134356,2946,35057,2324,33199,2244,1858,586,99299,2842,325706,2951,22910,1578,21997,1550,913,360,302796,3212,0400000US18,4261877,3499,2071703,2846,142560,2964,57360,2635,14,14,57346,2635,44592,2401,12754,1441,85200,3072,187199,1786,143683,3616,232,193,143451,3634,123295,4149,20156,2218,43516,3349,1041844,1061,926707,4549,2340,844,924367,4529,861490,5931,62877,4170,115137,4562,350206,334,245007,4026,0,184,245007,4026,230957,4447,14050,1655,105199,4032,116892,2603,39783,2157,37129,2185,2654,710,77109,2560,233002,2590,31435,2634,30050,2541,1385,460,201567,3599,2190174,2573,137823,3110,60738,2902,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
34,51,38811,1996,34614,1903,4197,793,32038,2016,90424,1525,73613,2125,0,151,73613,2125,68743,2116,4870,945,16811,1828,514123,601,430176,3546,15,27,430161,3539,414148,3824,16013,1523,83947,3527,187504,208,127367,2668,0,151,127367,2668,124432,2794,2935,597,60137,2660,68150,2392,21657,1815,21158,1820,499,260,46493,2163,190295,2422,14842,1347,14282,1338,560,262,175453,2448,0400000US19,2189845,2577,1068466,1912,72206,1872,35804,1912,11,21,35793,1911,30141,2040,5652,922,36402,1901,95582,1306,77199,2242,237,242,76962,2284,69303,2671,7659,1484,18383,1726,518393,697,473536,3302,1088,370,472448,3334,450159,3917,22289,1797,44857,3216,185378,296,139279,2571,125,131,139154,2547,134228,2642,4926,833,46099,2568,63303,1955,24236,1628,23412,1554,824,333,39067,1828,133604,1950,19747,1272,19133,1277,614,301,113857,1935,1121379,1572,70883,2235,38845,1984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
44,78,28726,1804,24590,1823,4136,855,29201,1922,71703,1514,55412,2482,528,380,54884,2492,51364,2676,3520,807,16291,2282,433154,500,346105,3865,566,399,345539,3896,327878,4152,17661,1861,87049,3762,155226,60,103415,2343,0,165,103415,2343,100180,2474,3235,779,51811,2345,57232,1689,19712,1306,19326,1251,386,213,37520,1930,144800,1679,13339,1217,12954,1215,385,231,131461,1979,0400000US20,1800703,1899,880617,1477,61221,2129,28375,1962,377,233,27998,1963,22390,1685,5608,1019,32846,2107,80018,1724,66664,2204,3596,1052,63068,2290,56693,2586,6375,1062,13354,1517,431880,932,394097,3058,7722,1172,386375,3204,368319,3471,18056,1767,37783,2913,150993,100,115896,2180,32,53,115864,2167,110289,2371,5575,1021,35097,2180,52579,1714,23440,1426,22444,1420,996,393,29139,1487,103926,1702,16018,1237,15621,1226,397,210,87908,1691,920086,1333,57971,2070,28770,1804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0,181,41007,2901,30472,2301,10535,1747,48624,2629,123576,2231,88899,2887,106,107,88793,2898,77122,2932,11671,1635,34677,2477,760954,675,556456,5123,297,250,556159,5098,516468,5781,39691,3015,204498,5058,263047,160,133618,3441,42,70,133576,3437,127021,3296,6555,1045,129429,3423,101909,3091,22092,1990,21178,1925,914,346,79817,3052,220745,3100,13489,1469,13128,1422,361,228,207256,3312,0400000US21,3033097,2696,1473235,2156,97766,2929,40909,2686,548,229,40361,2697,27693,2274,12668,1724,56857,2926,127740,2062,97925,3256,4141,952,93784,3462,77874,3454,15910,2237,29815,2732,751306,927,616684,5297,6029,1014,610655,5345,559792,5963,50863,3201,134622,5309,247133,202,144710,2948,0,181,144710,2948,136824,3159,7886,1165,102423,2997,92227,2155,25633,1914,24468,1877,1165,435,66594,2173,157063,2134,20695,1686,19787,1675,908,349,136368,2287,1559862,2254,89631,3179,41007,2901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0,193,25139,2128,20556,2070,4583,1320,41155,2263,92714,1755,64270,2612,186,205,64084,2632,58044,2518,6040,1257,28444,2209,550935,1220,405360,5199,1030,515,404330,5178,382356,5252,21974,2551,145575,5307,190729,243,102289,3653,0,193,102289,3653,96826,3503,5463,1189,88440,3674,71566,2421,20688,1646,19633,1669,1055,482,50878,2243,171562,2372,13130,1518,12815,1482,315,166,158432,2539,0400000US22,2231285,2863,1087485,1943,68137,2638,25608,2223,251,245,25357,2232,20046,2335,5311,1457,42529,2213,94327,2315,70563,3418,2135,632,68428,3452,60776,3572,7652,1710,23764,2642,551131,1152,483858,3784,6794,1032,477064,4040,452617,4543,24447,2491,67273,3782,183720,388,125628,3067,51,107,125577,3073,120899,2982,4678,974,58092,3078,68028,2483,24774,2098,23431,2100,1343,554,43254,2412,122142,2488,19457,2139,18449,2081,1008,562,102685,2581,1143800,1991,66294,2472,25139,2128,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0,155,15499,1352,13601,1339,1898,645,15187,1180,35868,767,29715,1306,0,155,29715,1306,26782,1334,2933,820,6153,986,249248,222,195445,3478,36,44,195409,3482,182136,3586,13273,1428,53803,3481,100244,137,63474,1947,0,155,63474,1947,61452,1981,2022,534,36770,1959,35925,1606,10967,1248,10585,1233,382,183,24958,1451,86831,1606,6648,862,6497,841,151,90,80183,1677,0400000US23,1042654,1174,503852,1013,32098,1205,14783,1404,23,47,14760,1397,11092,1263,3668,956,17315,1490,36760,736,31105,1344,232,184,30873,1326,25081,1415,5792,1171,5655,1134,241041,90,209805,2419,637,371,209168,2374,196531,2486,12637,1482,31236,2421,95010,146,66256,1935,0,155,66256,1935,61956,1958,4300,874,28754,1941,35354,1381,12981,1397,12232,1247,749,328,22373,1549,63589,1379,9161,1133,8592,1142,569,267,54428,1459,538802,739,30686,1042,15499,1352,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
96,106,34164,2302,28953,2308,5211,1435,40092,2395,96649,1250,74866,2430,690,279,74176,2470,66954,2511,7222,1218,21783,2365,647090,564,526697,4269,1658,698,525039,4296,498971,4785,26068,2407,120393,4255,236940,132,159269,3024,48,53,159221,3028,152373,3375,6848,1023,77671,3018,89785,2703,31316,1868,30052,1848,1264,583,58469,2610,211565,2692,20902,1579,19676,1602,1226,519,190663,2719,0400000US24,2632338,2458,1275957,1709,80116,1752,32283,2092,775,381,31508,2126,24495,1797,7013,1104,47833,2705,100449,628,77125,2350,3832,610,73293,2558,64493,3021,8800,1316,23324,2252,633912,399,581487,2909,11444,1638,570043,3256,539450,4106,30593,2689,52425,2933,227315,124,176559,2793,43,68,176516,2791,165512,2701,11004,1425,50756,2781,82340,2373,38679,2054,36898,2101,1781,491,43661,2250,151825,2382,24966,1728,23815,1669,1151,372,126859,2612,1356381,1589,74352,1875,34260,2294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0,195,61555,3305,51384,2695,10171,1794,69091,3262,157425,1268,120410,3012,48,54,120362,3005,111009,2924,9353,1676,37015,2865,1031446,1522,854876,6771,106,106,854770,6791,809725,7920,45045,3503,176570,6714,374317,346,262372,4262,0,195,262372,4262,247172,4339,15200,1605,111945,4196,138985,3518,50692,2954,47571,2906,3121,671,88293,3210,352551,3470,30434,2319,28576,2283,1858,569,322117,3307,0400000US25,4192916,4013,2007546,2635,134619,2531,56800,2999,57,95,56743,3010,43142,2836,13601,2017,77819,2970,159345,1489,120731,2748,439,318,120292,2725,103844,2949,16448,1929,38614,2702,1004055,1662,910241,4617,2317,710,907924,4617,839710,5921,68214,4158,93814,4340,347858,389,261722,3807,44,43,261678,3805,245071,4055,16607,1906,86136,3823,124227,3551,56787,3071,52987,3153,3800,830,67440,2906,237442,3513,38211,2606,35743,2436,2468,709,199231,3354,2185370,2936,130646,2208,61555,3305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0,161,84527,3467,66370,3319,18157,1814,108319,4106,248024,1151,192462,3243,73,99,192389,3256,172519,3748,19870,1836,55562,3082,1466817,775,1132076,6906,459,390,1131617,6934,1046972,7345,84645,3479,334741,6730,556430,234,316953,4387,0,161,316953,4387,297855,4158,19098,1658,239477,4382,204441,3264,46875,2521,44110,2601,2765,638,157566,3265,492065,3291,30422,2044,28074,1978,2348,550,461643,3614,0400000US26,6175435,3722,3014812,2582,200886,2448,83656,2773,84,100,83572,2779,59431,2822,24141,1852,117230,2988,256361,803,201268,3736,615,524,200653,3924,168150,4162,32503,2654,55093,3738,1473217,725,1291583,5718,1552,448,1290031,5809,1181129,7423,108902,4802,181634,5745,536782,303,345521,3725,0,161,345521,3725,316047,4056,29474,1811,191261,3708,192964,3743,56491,2494,52066,2566,4425,674,136473,3670,354602,3732,37070,2082,34361,2045,2709,602,317532,3230,3160623,2572,192846,2563,84527,3467,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
73,122,63900,2113,54806,2088,9094,1453,46221,2393,133147,803,112869,1980,29,37,112840,1977,105360,2114,7480,1215,20278,1805,898078,467,772858,4218,516,457,772342,4309,742071,4907,30271,2685,125220,4184,311538,275,217191,3225,0,139,217191,3225,209413,3089,7778,999,94347,3284,106384,2266,31845,1415,30551,1363,1294,407,74539,2513,279902,2290,19546,1514,19302,1524,244,159,260356,2638,0400000US27,3610288,2550,1771045,1781,111480,1669,56396,2186,0,139,56396,2186,46978,2311,9418,1062,55084,2354,138325,441,116229,2163,101,132,116128,2187,105187,2529,10941,1328,22096,2090,907247,463,847136,3701,1930,539,845206,3875,803613,4785,41593,2644,60111,3722,308284,285,232552,2655,52,71,232500,2657,220817,2642,11683,1353,75732,2645,102376,2568,37927,1914,36863,1977,1064,365,64449,2261,203333,2571,27604,1717,26461,1646,1143,446,175729,2897,1839243,1805,110194,1838,63973,2087,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
257,228,12964,1505,8866,1324,4098,828,29808,2687,57163,2723,36889,2326,323,256,36566,2332,30714,2543,5852,1494,20274,2211,327934,2122,236646,3916,280,240,236366,3884,221081,4242,15285,1789,91288,3950,120260,324,64910,2708,0,198,64910,2708,61380,2649,3530,999,55350,2766,48935,2182,11182,1500,10959,1489,223,162,37753,2075,119198,2173,8581,1144,8084,1161,497,297,110617,2484,0400000US28,1391824,2151,675305,2235,48787,3123,19396,1756,874,475,18522,1864,14114,1645,4408,1042,29391,2911,54999,2505,43072,2570,1780,571,41292,2588,34900,2583,6392,1338,11927,1584,328031,1976,280209,3933,3978,834,276231,3905,259721,4469,16510,2175,47822,3540,113862,278,74713,2318,42,74,74671,2322,70965,2606,3706,996,39149,2295,45498,2074,17355,1603,16805,1534,550,304,28143,1756,84128,2030,11664,1698,11438,1684,226,192,72464,2177,716519,2483,43029,2967,13221,1483,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
333,375,57464,3234,46339,3182,11125,1685,63385,2350,158156,1713,123879,3155,440,346,123439,3151,111215,2825,12224,1733,34277,2992,958721,780,751424,5924,867,484,750557,5897,705959,5785,44598,3567,207297,5944,337979,134,204556,3681,0,177,204556,3681,194221,3887,10335,1883,133423,3694,129040,2959,36467,2423,35135,2324,1332,420,92573,3025,316125,2947,23121,1800,21989,1713,1132,433,293004,3104,0400000US29,3930637,3379,1909434,2797,126340,3108,59413,3177,2570,726,56843,3189,42274,2801,14569,1999,66927,3447,160466,2220,127885,3146,3445,857,124440,3157,111139,3310,13301,1751,32581,2745,956941,1290,837731,4406,6043,1087,831688,4303,773771,5601,57917,4019,119210,4440,319006,545,216480,3882,0,177,216480,3882,205437,3678,11043,1273,102526,3834,118314,2751,39994,2095,38044,2058,1950,550,78320,3139,228367,2737,29658,2198,28131,2158,1527,465,198709,3016,2021203,2526,121182,2848,57797,3226,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
31,58,9017,1047,7996,1110,1021,439,10727,1170,28964,796,23214,1374,83,127,23131,1357,20877,1628,2254,852,5750,1185,163836,399,130727,2125,208,176,130519,2125,124889,2474,5630,1192,33109,2189,67941,36,41683,1373,0,157,41683,1373,39806,1393,1877,531,26258,1364,24406,1091,7563,901,7365,885,198,171,16843,1056,54913,1092,4698,713,4400,747,298,209,50215,1061,0400000US30,720987,1197,361152,979,23077,1290,9475,1366,222,254,9253,1371,7362,1077,1891,580,13602,1472,30654,993,25577,1285,936,469,24641,1229,21797,1371,2844,956,5077,1021,168367,671,151185,1671,1357,424,149828,1683,141103,2294,8725,1596,17182,1675,68205,90,47981,1421,0,157,47981,1421,45053,1512,2928,667,20224,1407,24657,1239,8931,1085,8517,1075,414,219,15726,1035,46192,1238,6927,879,6690,841,237,185,39265,1290,359835,897,19775,1174,9048,1054,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
16,37,21846,1563,18805,1461,3041,707,17073,1181,49396,1132,41556,1610,77,82,41479,1611,39540,1630,1939,564,7840,1138,292254,583,247820,2460,462,288,247358,2453,237772,2716,9586,1222,44434,2304,104115,161,71937,1527,0,149,71937,1527,70074,1592,1863,488,32178,1527,36069,1462,13225,1345,13075,1316,150,117,22844,1433,100352,1473,9395,1149,9317,1140,78,89,90957,1710,0400000US31,1214910,1598,593789,1104,38708,1434,21029,1592,16,37,21013,1592,17207,1451,3806,854,17679,1478,52731,1050,45792,1545,534,201,45258,1549,41103,1780,4155,1007,6939,1207,294982,639,273270,1907,2734,545,270536,1967,259988,2293,10548,1492,21712,1695,101575,243,79389,1533,22,45,79367,1542,77409,1611,1958,481,22186,1501,36026,1420,17191,1407,16685,1375,506,244,18835,1260,69767,1409,12876,1007,12594,1008,282,149,56891,1508,621121,1092,38935,1408,21862,1562,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
