B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058MA,B27010_059MA,B27010_059EA,B27010_060MA,B27010_060EA,B27010_061EA,B27010_061MA,B27010_062EA,B27010_062MA,B27010_063EA,B27010_063MA,B27010_064EA,B27010_064MA,B27010_065MA,B27010_065EA,B27010_066MA,B27010_066EA,NAME,B27010_001EA,B27010_001MA,B27010_002EA,B27010_002MA,B27010_003EA,B27010_003MA,B27010_004MA,B27010_004EA,B27010_005MA,B27010_005EA,B27010_006EA,B27010_006MA,B27010_007EA,B27010_007MA,B27010_008EA,B27010_008MA,B27010_009EA,B27010_009MA,B27010_010MA,B27010_010EA,B27010_011MA,B27010_011EA,B27010_012EA,B27010_012MA,B27010_013EA,B27010_013MA,B27010_014EA,B27010_014MA,B27010_015MA,B27010_015EA,B27010_016MA,B27010_016EA,B27010_017EA,B27010_017MA,B27010_018EA,B27010_018MA,B27010_019EA,B27010_019MA,B27010_020EA,B27010_020MA,B27010_021MA,B27010_021EA,B27010_022MA,B27010_022EA,B27010_023EA,B27010_023MA,B27010_024EA,B27010_024MA,B27010_025EA,B27010_025MA,B27010_026MA,B27010_026EA,B27010_027MA,B27010_027EA,B27010_028EA,B27010_028MA,B27010_029EA,B27010_029MA,B27010_030EA,B27010_030MA,B27010_031EA,B27010_031MA,B27010_032MA,B27010_032EA,B27010_033MA,B27010_033EA,B27010_034MA,B27010_034EA,B27010_035EA,B27010_035MA,B27010_036EA,B27010_036MA,B27010_037MA,B27010_037EA,B27010_038MA,B27010_038EA,B27010_039MA,B27010_039EA,B27010_040EA,B27010_040MA,B27010_041EA,B27010_041MA,B27010_042EA,B27010_042MA,B27010_043MA,B27010_043EA,B27010_044MA,B27010_044EA,B27010_045EA,B27010_045MA,B27010_046EA,B27010_046MA,B27010_047EA,B27010_047MA,B27010_048MA,B27010_048EA,B27010_049MA,B27010_049EA,B27010_050EA,B27010_050MA,B27010_051EA,B27010_051MA,B27010_052EA,B27010_052MA,B27010_053EA,B27010_053MA,B27010_054MA,B27010_054EA,B27010_055MA,B27010_055EA,B27010_056EA,B27010_056MA,B27010_057EA,B27010_057MA,B27010_058EA,state
11558,3290,1055,715513,10575,359165,8158,352544,7906,76,92,34701,2839,447043,9086,25713,3066,0400000US36,19316728,2028,4252821,2255,3769940,13918,2081579,19483,184280,8844,10038,1965,1472985,21370,20717,2315,341,337,315214,12602,88143,6573,1066,691,11292,2070,7417,1769,615,412,206681,11386,167667,8795,4681526,4410,3490619,21243,2386494,16847,265519,9802,13974,2100,802806,15006,14823,2039,7003,1208,264033,9725,120243,6923,2579,783,22768,2210,4656,1063,1118,425,112669,5729,926874,18597,7721051,5054,6058427,18851,4634801,23855,353693,10772,105111,5438,922952,14233,17239,1852,24631,2637,679969,15107,224191,9959,50690,3620,15652,1980,145456,5565,11293,1511,13486,1571,219201,7839,982655,15704,2661330,2929,723285,10707,73295,3612,7603,1546,641133,10537,129,128,1125,505,1912332,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
7994,1356,482,246697,8136,259381,7324,96820,5508,329,251,30260,2280,311692,6495,7945,1453,0400000US37,9552529,3461,2281544,2903,1990727,10370,890340,15744,133989,7557,4123,1531,874564,15503,86978,5946,733,521,117856,7135,31049,3462,277,237,3172,871,16032,2535,324,299,67002,5189,172961,8341,2128500,6484,1394119,12952,951942,12856,155370,6453,4729,1174,214036,6578,59162,3340,8880,2022,102362,5315,38362,3666,722,428,11533,2267,13142,1999,1529,450,37074,3382,632019,14441,3837910,7452,2680649,18495,2046376,19607,271657,10231,86811,5154,185320,6808,60319,4095,30166,2610,387946,9126,96741,4207,25058,2179,14035,1637,83278,4584,31015,2599,12332,1620,125487,5064,769315,16884,1304575,3023,350095,7220,16895,1965,1948,623,330691,6526,161,160,400,238,946535,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
1738,14,26,12258,1299,34631,1703,4021,683,0,141,1829,420,25145,1727,309,210,0400000US38,684776,917,153705,979,130641,2557,90045,3279,10299,1427,65,63,25090,2409,5126,1211,16,26,12515,1855,4142,1197,16,23,25,37,3021,1187,62,86,5249,1050,10549,1755,180428,2141,140256,3660,109609,3899,16740,1983,305,302,8790,1626,4682,1266,130,141,11497,1964,4802,1245,24,28,869,453,3469,1108,23,40,2310,841,28675,2764,255613,1930,202810,3496,162544,4102,26082,2089,2866,623,5783,1129,3550,850,1985,598,23812,2047,8238,1233,1481,584,620,293,3076,637,2056,575,630,436,7711,902,28991,2408,95030,701,16823,1712,1170,441,777,532,14843,1444,0,141,33,55,77898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
8187,1392,577,427873,7204,300703,7101,80860,4273,135,133,34108,2204,341414,8201,7217,1353,0400000US39,11371766,1352,2656700,2547,2335431,11148,1384451,17800,83160,5499,7106,1818,840987,16759,18933,3524,794,564,180603,8136,33987,3051,793,668,8738,1685,7479,1646,489,454,129117,6676,140666,7404,2497972,4643,1849417,14624,1346585,14994,139685,5887,10301,1656,334968,8834,12572,1789,5306,1115,128122,5862,48553,3554,2936,847,14226,1839,5860,1252,1271,460,55276,4340,520433,12646,4578511,5617,3560095,15563,2892330,18977,225477,8060,92355,4436,292047,8546,24523,3066,33363,2712,382485,8197,108982,5050,33869,2471,13184,1681,80090,4179,16586,2911,12860,1466,116914,4642,635931,12019,1638583,3323,444881,7978,33968,2790,3151,966,406517,7937,124,103,1121,451,1186485,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
4226,513,276,95037,4207,103892,4034,32596,2312,59,65,17230,1290,126978,3889,3584,967,0400000US40,3733058,1692,934617,1114,781422,6627,364370,7828,43898,3660,6571,1276,347303,7959,18474,2423,806,460,58986,4687,11494,1646,558,316,2391,968,6990,1692,209,114,37344,3812,94209,4828,872858,3416,552186,7375,407894,6958,49180,3378,3563,788,75549,3949,13136,1811,2864,735,46076,3178,16658,2237,773,437,4050,971,5723,1289,586,344,18286,2297,274596,7193,1408386,4018,956076,7812,737989,8107,87133,4182,37452,2440,57356,3065,20156,1976,15990,1644,139623,4363,35632,2244,11343,1334,5675,856,27162,2293,10468,1369,5268,969,44075,2496,312687,7273,517197,1980,137308,4145,8672,1040,689,316,127222,3929,126,143,599,268,376305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
4845,349,292,98268,4424,142093,4768,36551,3315,0,193,17757,1965,134331,4307,2827,820,0400000US41,3860452,927,859846,1439,753106,6540,400034,11277,53758,5775,449,335,292761,9159,5452,1791,652,844,52110,3985,9447,1765,148,194,923,436,2408,988,187,249,38997,4183,54630,6061,884719,3794,601858,9500,427306,9848,68598,4437,1593,523,95528,5082,5171,1648,3662,1286,48590,4371,19921,2346,84,103,3416,1060,1837,658,308,249,23024,2827,234271,8680,1543443,3850,1124637,12628,865637,12956,121116,5600,22443,3147,92621,5713,7340,1213,15480,1893,134525,6101,32560,2765,6856,1238,7496,1318,25711,2599,5961,1254,6604,1244,49337,4111,284281,9983,572444,1872,140268,4400,7311,1259,1477,576,130810,4449,0,193,670,291,429349,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
7763,1808,805,404362,7522,520163,8579,115994,4829,231,167,30084,2132,425622,8658,10264,1556,0400000US42,12559315,1121,2730989,1603,2413244,8933,1444246,14619,121523,6627,3753,1399,831214,14986,12253,2448,255,256,178791,6804,31702,2702,1353,559,6133,1388,5441,1429,567,465,133595,6380,138954,7790,2787669,4528,2150370,13206,1608066,14139,185676,6598,7547,1483,333426,10228,9371,1345,6284,1525,134963,5603,46416,3356,1678,628,15905,2204,5766,1231,1229,568,63969,3648,502336,11961,5080243,5184,4064656,13868,3296498,18934,334968,8821,76331,4743,314234,7947,20998,2299,21627,2193,442492,9009,110463,5113,31965,2219,22185,1900,97897,5159,15381,1763,9739,1294,154862,5237,573095,11695,1960414,2769,451886,7778,40251,3050,5132,1140,405474,7407,252,190,777,350,1498264,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
2889,100,97,30573,2471,31680,2582,11292,1341,0,200,3495,904,34770,2108,1333,596,0400000US44,1034895,650,216675,507,190826,3586,117400,4987,8497,1805,42,67,62217,4479,2670,880,0,200,16059,2924,3786,1325,0,200,894,548,817,651,0,200,10562,2375,9790,1901,245848,1496,182392,3941,132866,4096,18959,1956,664,385,28057,2677,1669,598,177,224,13311,1758,5625,1260,146,112,1792,694,750,348,35,65,4963,1165,50145,3616,420852,1643,325734,5207,266629,6878,20196,2341,5822,1354,29120,3085,2724,935,1243,496,41521,3330,10006,1733,2091,664,1516,576,13237,2064,1797,640,1033,541,11841,1580,53597,3804,151520,740,38277,2691,3630,779,162,154,34399,2717,50,83,36,61,111910,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
6684,95,112,124704,4765,123232,5636,49026,3161,52,87,17915,2253,176905,5218,5843,1555,0400000US45,4623171,2221,1078022,2060,930056,8079,431577,9350,46240,4574,2959,1340,414642,12160,33103,4591,1535,1618,58852,4560,12624,2026,253,242,1672,763,11243,2973,10,18,33050,3521,89114,7828,1039012,4264,676138,9931,487991,10556,53950,4230,2398,816,105089,6100,24253,3014,2457,883,52290,3922,15442,2192,658,459,5215,1257,9159,1946,413,219,21403,1940,310584,10133,1829521,4311,1249582,13835,959867,14017,101131,5982,45728,3213,94434,5040,31142,3569,17280,2331,207299,7932,45949,2995,16787,2113,7725,1576,43072,3751,17148,2364,6684,1125,69934,4583,372640,9404,676616,1909,178844,6129,8845,1403,1520,503,167993,6035,295,237,191,187,491929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2331,152,188,10769,1405,35468,2326,4107,696,0,147,4728,978,29635,1940,487,316,0400000US46,816425,682,203033,1016,174854,2834,95023,3804,18633,2649,358,281,56133,3485,4635,1515,72,126,16344,2235,5189,1379,173,206,378,289,1608,643,0,147,8996,1707,11835,1930,190064,1571,137705,3611,101347,3769,18048,2058,517,377,14315,1785,3246,1088,232,236,13578,1984,5650,1224,119,121,1215,688,1976,726,91,104,4527,1079,38781,2868,309000,1499,228769,3874,174795,4261,32891,2251,3201,719,9488,1339,3983,860,4411,944,37201,2446,13303,1804,1546,510,1351,464,5404,1108,3155,887,1081,457,11361,1388,43030,2829,114328,761,28982,2229,757,229,135,121,27909,2270,0,147,181,187,84859,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
7596,368,234,157627,5380,186764,5493,65203,3057,596,481,17497,1834,207318,6757,3974,1159,0400000US47,6354629,2073,1490249,2924,1319457,9917,684788,15707,77556,6117,4430,1925,522452,14580,29622,3396,609,422,86262,6135,21752,2971,916,829,3444,1049,4025,1110,67,80,56058,5250,84530,7156,1431408,4901,1012187,13009,698558,14937,95023,5378,5609,1367,186314,8138,21516,2857,5167,1587,68450,4681,22716,2983,683,372,7324,1515,6075,1293,562,521,31090,3527,350771,11736,2539601,5493,1834467,12299,1403756,13932,158976,6240,64154,4186,158187,7338,28186,2822,21208,2336,262289,8655,61962,3957,21104,2349,10285,1606,62833,4272,12546,1570,7222,1364,86337,4740,442845,10349,893371,2925,254024,7050,13590,1751,1713,613,237977,7352,252,294,492,343,635373,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
13988,3363,984,499543,9276,409692,9416,289859,7777,647,342,69633,3573,600893,11904,55575,4406,0400000US48,25584499,3960,6971878,4231,5786282,28721,2700275,35761,272778,10382,13783,2257,2680034,30068,117192,8955,2220,1261,322306,14518,95956,8661,1055,514,10195,1922,47038,5076,98,77,167964,10108,863290,24422,6226865,8698,3584967,27250,2724792,31640,312717,10399,12667,2150,437443,11782,71662,5962,25686,2928,287033,9902,120625,6692,2019,784,24604,3278,39427,3987,2070,676,98288,5975,2354865,21175,9631609,10014,6374425,31710,5085288,35886,511676,13625,152302,6254,441067,11298,108436,6161,75656,4456,768556,14756,232975,9967,37790,2758,16264,1954,153369,6374,57379,4486,19696,2502,251083,8634,2488628,29840,2754147,4459,824942,13502,61830,4685,8206,1594,751145,12894,1049,688,2712,857,1873630,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
3969,232,154,59034,2930,50726,2826,11486,1415,0,181,6095,1201,63060,2942,1801,604,0400000US49,2829001,909,884012,1115,747409,9027,534069,11600,50754,4697,611,476,152046,8782,9929,1839,0,181,46912,4751,12957,2142,81,99,1354,673,5064,1620,0,181,27456,4050,89691,7218,761535,2393,554747,8274,453455,8589,55313,3884,1042,560,36372,3510,7173,1489,1392,618,35457,2919,14618,1915,531,354,2268,782,2633,958,190,175,15217,2047,171331,7318,915533,2347,699859,6352,585061,8020,57183,3841,8675,1478,35648,3318,8557,1510,4735,1228,69326,3906,20058,2068,4899,977,1519,787,11856,1643,6445,1196,1574,432,22975,2263,146348,5077,267921,1231,75487,4084,6501,1245,725,406,68052,3700,106,170,103,106,190633,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1750,157,172,21581,2140,20410,1756,7290,927,0,143,2591,644,19430,1450,165,140,0400000US50,619928,318,123563,830,110534,2009,57821,3363,3206,709,134,171,48758,3157,615,317,0,143,9538,1553,1044,521,80,120,338,203,387,235,12,20,7677,1495,3491,974,136620,1102,111656,2140,75760,2953,9843,1149,197,194,25004,2480,611,299,241,233,8039,1107,1762,595,67,91,1907,650,316,199,88,96,3899,752,16925,1703,264455,1229,219757,3061,164723,3803,17028,1707,3342,769,31937,2117,1370,443,1357,428,25226,2224,4049,703,1621,515,621,243,8262,1313,1199,486,702,344,8772,1484,19472,1959,95290,650,23666,1642,1486,415,126,113,22054,1626,0,143,0,143,71459,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
8223,1456,577,226026,6978,189770,6698,49327,3410,352,276,14279,1605,286085,6826,10402,1991,0400000US51,7973466,4199,1851845,2479,1617910,9685,968144,12975,89798,5639,5769,1793,425990,11997,127404,7977,805,472,129997,8063,37520,4208,5309,2180,3171,1172,38083,4109,1669,751,44245,5476,103938,6874,1854763,7357,1332393,12084,1015027,14475,128616,6654,4712,1033,104521,5589,74525,5243,4992,1171,116986,7305,54634,5171,2714,932,6717,1312,22296,2741,955,405,29670,3221,405384,11132,3230698,6479,2424283,15675,1937384,15200,202317,8093,58530,4054,90371,4799,118913,5522,16768,2011,326404,9831,93528,5890,19986,2326,10323,1366,37884,2964,68726,4267,6874,1159,89083,5171,480011,13420,1036160,3070,258463,7950,25156,2365,3996,980,227896,7710,1121,540,294,245,767295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
7454,992,495,175320,5996,192265,6392,58579,3686,294,194,16691,2189,216051,7175,7901,1361,0400000US53,6793078,2904,1583595,1522,1378528,10922,730338,12660,92563,7019,3565,1228,500391,13685,51617,5204,54,75,113988,7159,25794,3646,349,296,3129,900,12942,2340,173,263,71601,6580,91079,7622,1583635,4793,1078750,11846,802058,11402,100918,6013,3190,791,123904,6245,42666,3480,6014,1218,89947,5623,29775,3297,1376,768,9184,1640,13077,2657,522,344,36013,2906,414938,10203,2738020,4254,2060426,11854,1625569,13397,210310,8272,35158,3442,130090,6469,40791,3518,18508,2045,246741,7035,61226,3579,11980,1577,8912,1659,44331,3372,23983,3013,8904,1521,87405,4039,430853,10682,887828,2080,219735,6963,18997,2220,2500,849,197054,7204,717,515,467,359,660192,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
3108,11,20,84045,3710,44573,3383,18049,1992,0,182,11603,1483,68450,3176,1051,563,0400000US54,1826512,259,382980,1261,346935,3594,186318,6335,7003,1655,663,432,146524,7204,5892,1700,535,604,21022,3025,4695,1224,291,254,594,307,735,379,0,182,14707,2680,15023,2306,384191,2296,251497,5585,192466,5740,13148,2081,1133,527,40241,3479,2979,1039,1530,736,21596,2990,10595,2390,535,490,2492,798,1178,632,401,344,6395,1224,111098,5290,756782,2876,530968,6865,413386,8660,20925,2429,24865,2402,54506,3805,6692,1393,10594,1526,89177,4125,17290,2114,12626,1564,2552,744,20149,2135,2991,816,4745,1076,28824,2352,136637,6420,302559,1429,74777,3138,2924,804,137,129,71367,3251,195,304,154,156,226731,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
5571,442,238,152031,5183,207874,4804,42066,2622,107,124,19760,1834,168537,4358,2732,786,0400000US55,5652085,607,1315276,1869,1166152,6812,737523,9734,48438,4405,3603,1724,369804,9910,6125,1666,659,456,87567,4919,17761,2176,571,494,3200,724,3721,1182,642,480,61672,4624,61557,5412,1266721,4378,996481,7782,744311,9656,76054,4367,3414,970,163173,6295,5638,1203,3891,948,65843,3639,22295,2095,1237,645,7478,1105,2166,704,1357,591,31310,2826,204397,6436,2275667,4672,1846492,9675,1492580,11637,148083,5714,25473,2184,156040,6015,10230,1616,14086,1961,191863,5799,48369,2947,10526,1157,6444,1205,46154,2661,7237,1033,5870,1031,67263,3269,237312,7613,794421,1726,200872,5803,12820,1533,1035,360,186747,5371,14,24,256,210,590817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
