GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001EA,B16005A_001MA,B16005A_002MA,B16005A_002EA,B16005A_003EA,B16005A_003MA,B16005A_004EA,B16005A_004MA,B16005A_005MA,B16005A_005EA,B16005A_006EA,B16005A_006MA,B16005A_007MA,B16005A_007EA,B16005A_008MA,B16005A_008EA,B16005A_009EA,B16005A_009MA,B16005A_010EA,B16005A_010MA,B16005A_011MA,B16005A_011EA,state
0400000US17,8791015,24181,7868062,20834,7170925,23454,697137,17252,583482,16166,113655,7145,922953,22746,112222,6659,810731,21624,315749,11926,494982,15949,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5181834,7781,5055051,7286,4881204,11936,173847,9231,138265,7654,35582,4217,126783,7858,31262,3726,95521,6801,39783,3834,55738,5595,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2631571,4348,2575158,5026,2502755,6547,72403,5745,55913,4210,16490,2520,56413,4658,13841,1972,42572,4071,17319,2841,25253,3005,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2285022,6027,2183472,6864,2093342,7628,90130,4700,73798,4591,16332,2312,101550,6900,15459,1984,86091,6396,34504,4156,51587,4313,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3609566,4994,3547159,6178,3484860,6529,62299,4838,48768,4248,13531,2118,62407,6109,18425,2820,43982,5298,18455,3078,25527,3450,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2703915,5945,2621036,6900,2460090,8833,160946,7345,138269,7152,22677,2907,82879,6536,14975,2350,67904,5815,28208,3371,39696,4752,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1203845,1410,1177980,2841,1123202,4627,54778,3809,47297,3669,7481,1231,25865,2693,14555,1975,11310,1609,7762,1247,3548,1015,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3235146,11559,2980998,10554,2836798,11841,144200,9405,125567,8551,18633,3142,254148,11058,67226,6176,186922,10203,94853,6632,92069,6986,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5045304,11475,4604587,15886,4280845,17675,323742,9426,261035,8431,62707,4279,440717,14363,102540,4950,338177,13963,165929,9033,172248,8829,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7414611,8279,7073008,12738,6798312,15322,274696,8962,229283,9358,45413,3170,341603,10593,89746,5076,251857,11003,120055,6123,131802,7976,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4311916,6396,4187914,6480,4047925,7372,139989,5501,114436,4814,25553,2741,124002,6035,32642,2668,91360,5577,41761,3770,49599,3776,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1666981,4077,1634861,3409,1608382,3953,26479,2891,20026,2503,6453,1347,32120,3594,6383,1359,25737,3608,9589,2247,16148,2488,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4698090,6510,4586193,9821,4472146,10287,114047,7608,89730,6534,24317,3674,111897,8991,25021,2550,86876,8658,38150,4651,48726,6476,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,841288,2174,828181,2924,807614,3421,20567,2543,17495,2248,3072,875,13107,1795,9414,1551,3693,922,3037,736,656,401,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1517747,5151,1459778,4958,1406923,6620,52855,4312,43273,3750,9582,1567,57969,5557,7616,1239,50353,5452,15746,2469,34607,4247,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1825289,13729,1551743,14514,1369859,13181,181884,10211,153259,10239,28625,3948,273546,14170,38383,3987,235163,13282,91611,7802,143552,10139,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1181647,2401,1142541,4295,1101615,5298,40926,3523,35080,3262,5846,1394,39106,3487,16215,2069,22891,3001,13137,2363,9754,1658,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5776940,18890,4954692,17828,4402848,19385,551844,14631,449806,13869,102038,4834,822248,20302,123995,8022,698253,19206,281293,9985,416960,14083,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1399726,13662,1262965,12859,973648,12128,289317,9639,251042,9677,38275,3030,136761,8398,14734,2182,122027,8235,40487,4203,81540,6534,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12042036,27679,10503876,25470,9370520,27275,1133356,25198,902127,21626,231229,9385,1538160,20922,298016,10477,1240144,21095,524799,14673,715345,15589,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6379994,15043,6029543,12259,5801728,12758,227815,11087,182937,9399,44878,5040,350451,12841,64559,6348,285892,11742,109759,7284,176133,10144,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,577255,1284,570996,2192,554452,2283,16544,1585,13784,1519,2760,736,6259,1437,3220,1059,3039,1008,1839,878,1200,780,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9035685,7363,8822104,9528,8541749,13332,280355,9948,217220,8390,63135,4879,213581,8611,62552,4261,151029,7682,77562,5679,73467,4788,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2626667,6516,2526325,5815,2440904,6733,85421,5383,71534,5076,13887,2134,100342,5873,15564,2151,84778,5304,30636,2960,54142,4637,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3098172,11081,2919946,10967,2783544,12043,136402,7534,114076,6805,22326,2521,178226,9476,44354,4095,133872,8587,53047,5054,80825,6316,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9951540,10769,9616364,15160,9202515,17503,413849,13057,317323,11410,96526,6364,335176,13376,90072,5926,245104,11567,115296,7094,129808,7375,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,819970,5445,751870,4977,697055,6096,54815,4756,44195,3968,10620,2091,68100,5653,14431,2938,53669,4841,24293,3036,29376,3526,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2959503,8422,2838755,8260,2759588,9727,79167,6722,66951,6294,12216,2085,120748,7686,31905,3977,88843,7328,40501,4197,48342,6031,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,662709,2177,653074,2356,637297,2936,15777,2116,12972,1807,2805,833,9635,1823,1969,558,7666,1740,2519,681,5147,1421,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4710244,8170,4573222,7721,4468928,10376,104294,6670,89126,6413,15168,2209,137022,7988,31352,3265,105670,8165,47623,5198,58047,6022,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17759671,40381,15197563,50749,11753059,39121,3444504,37963,2729691,34590,714813,21284,2562108,32825,231009,12422,2331099,30844,694828,19993,1636271,23840,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2264544,9470,2133266,9486,2014783,10490,118483,6011,104494,5828,13989,2024,131278,8881,27460,3283,103818,7591,48040,5464,55778,6184,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,567799,953,552853,1922,538630,2537,14223,1580,12365,1474,1858,491,14946,1638,7696,1146,7250,1281,5303,1017,1947,542,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5305488,11862,4955358,13488,4739012,15879,216346,10113,183943,9221,32403,3931,350130,11650,71406,4637,278724,11840,130137,7131,148587,10728,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5055489,13566,4690795,13243,4445001,17714,245794,11842,205333,10968,40461,4461,364694,12868,102345,6598,262349,11408,121811,7549,140538,9234,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1648294,2401,1636655,2893,1617217,3999,19438,2651,13628,1957,5810,1449,11639,1967,4264,1114,7375,1740,4971,1434,2404,859,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4700443,7633,4561737,8723,4381809,10059,179928,7046,140937,6479,38991,3196,138706,8387,32647,3299,106059,7419,45126,4113,60933,5148,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,481679,2352,472258,2583,459267,2957,12991,2055,10872,1885,2119,619,9421,2421,2546,785,6875,2329,2862,1195,4013,1337,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2391779,20407,2336548,21068,128252,8073,2208296,22911,372848,11140,1835448,22101,55231,4724,3093,1001,52138,4469,9934,2081,42204,3493,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
