GEO_ID,B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,NAME,B05003I_001EA,B05003I_001MA,B05003I_002MA,B05003I_002EA,B05003I_003EA,B05003I_003MA,B05003I_004EA,B05003I_004MA,B05003I_005EA,B05003I_005MA,B05003I_006EA,B05003I_006MA,B05003I_007EA,B05003I_007MA,B05003I_008EA,B05003I_008MA,B05003I_009EA,B05003I_009MA,B05003I_010EA,B05003I_010MA,B05003I_011EA,B05003I_011MA,B05003I_012EA,B05003I_012MA,B05003I_013MA,B05003I_013EA,B05003I_014EA,B05003I_014MA,B05003I_015EA,B05003I_015MA,B05003I_016EA,B05003I_016MA,B05003I_017EA,B05003I_017MA,B05003I_018EA,B05003I_018MA,B05003I_019EA,B05003I_019MA,B05003I_020EA,B05003I_020MA,B05003I_021EA,B05003I_021MA,B05003I_022EA,B05003I_022MA,B05003I_023EA,B05003I_023MA,state
0400000US36,3496401,760,1730127,1908,503873,1531,466029,4259,37844,4184,6099,1599,31745,4065,1226254,1535,587536,11663,638718,11564,208781,8436,429937,11148,1766274,1722,478062,1303,442013,3913,36049,3733,5525,1330,30524,3371,1288212,1327,639739,10138,648473,10111,278539,7834,369934,9085,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,828104,1278,436309,4694,159194,3910,142841,4294,16353,3158,1434,830,14919,3167,277115,3635,74615,5320,202500,5060,28323,3487,174177,5094,391795,4775,162199,3853,146408,4441,15791,2507,1897,922,13894,2501,229596,3267,75280,5139,154316,5202,29103,3872,125213,5846,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14923,736,7678,955,2366,516,2333,507,33,64,33,64,0,143,5312,933,4820,992,492,325,353,319,139,59,7245,850,3283,500,3270,499,13,28,13,28,0,143,3962,766,3456,763,506,267,170,130,336,230,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,364018,1988,187635,2718,68837,2229,64846,2419,3991,1121,1122,587,2869,1095,118798,1670,75338,2648,43460,2676,9336,1389,34124,2521,176383,2539,68374,2302,63942,2397,4432,1287,1212,558,3220,1066,108009,1478,76335,2251,31674,1956,9765,1361,21909,2039,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,347623,-555555555,186932,1816,72474,1558,65526,1996,6948,1270,1019,616,5929,1175,114458,1143,50439,2720,64019,2508,11599,1380,52420,2673,160691,1814,65358,1548,60129,1821,5229,1156,106,108,5123,1146,95333,1063,50200,2656,45133,2517,9946,1194,35187,2533,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,466071,-555555555,243584,2425,94865,2009,85791,2482,9074,2007,274,250,8800,1987,148719,1198,61364,4543,87355,4394,16394,2312,70961,4681,222487,2425,88955,2009,82331,2490,6624,1727,683,386,5941,1729,133532,1198,64219,4506,69313,4707,15123,2022,54190,4323,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,751430,1100,387059,2621,138995,1821,131009,2399,7986,1643,2267,833,5719,1479,248064,1718,168237,4541,79827,4362,26981,2903,52846,4660,364371,2384,128173,1606,119714,2500,8459,1840,2491,877,5968,1615,236198,1447,165017,3985,71181,4094,27022,2230,44159,3901,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,134714,-555555555,66749,440,23794,240,20314,1415,3480,1395,683,567,2797,1218,42955,361,16833,1881,26122,1893,9587,1569,16535,1972,67965,440,22407,239,20432,929,1975,894,431,492,1544,824,45558,362,20700,2042,24858,2042,11299,1651,13559,2380,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,241008,1564,131077,3671,41248,3478,36064,3009,5184,2001,269,254,4915,1967,89829,2131,31817,3365,58012,3293,8531,1601,49481,3497,109931,3754,43726,3530,39013,3791,4713,1392,306,343,4407,1327,66205,1803,27772,2857,38433,2821,7061,1578,31372,3042,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22899,1246,12504,1500,4097,647,3828,665,269,260,89,121,180,204,8407,1311,4682,1022,3725,982,720,359,3005,965,10395,1129,4242,610,4129,594,113,123,55,70,58,97,6153,940,2910,665,3243,994,938,433,2305,840,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,296307,2405,159331,3319,56248,2459,49830,2622,6418,1397,433,406,5985,1379,103083,2267,30988,3483,72095,3250,10358,1856,61737,3142,136976,3773,54946,3262,48682,3083,6264,2132,868,587,5396,2035,82030,2046,30284,3879,51746,3689,9732,1971,42014,4008,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9791628,2612,4934273,4577,1734019,3952,1621074,7974,112945,7735,8894,2324,104051,7337,3200254,2401,1772865,21639,1427389,21516,342366,11462,1085023,21378,4857355,4920,1665718,4053,1561358,7808,104360,6476,8311,1753,96049,6137,3191637,2330,1867905,19712,1323732,19659,382904,10698,940828,19297,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,372913,-555555555,193061,1487,76546,1147,69228,1899,7318,1730,1092,558,6226,1685,116515,865,49588,3522,66927,3467,17296,2614,49631,3589,179852,1488,72056,1148,66880,1785,5176,1311,967,570,4209,1277,107796,864,44736,3081,63060,3062,17578,1994,45482,3818,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9134,432,4620,581,1364,453,1268,441,96,118,53,101,43,66,3256,502,1916,551,1340,581,392,350,948,503,4514,560,1478,403,1425,425,53,70,0,145,53,70,3036,409,2534,469,502,268,249,176,253,228,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,648793,2673,339113,4174,110220,3279,96663,3488,13557,1994,1319,759,12238,1860,228893,2860,82412,5778,146481,5644,32430,3628,114051,5373,309680,3707,100255,2937,90241,3334,10014,2067,1658,635,8356,1859,209425,2169,76886,4930,132539,4742,43369,3523,89170,5402,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,789060,-555555555,410429,2344,156902,1876,145276,2695,11626,2505,1196,807,10430,2517,253527,1411,118000,5703,135527,5795,31693,3161,103834,6266,378631,2346,150960,2047,138519,2824,12441,2257,1234,603,11207,2227,227671,1237,116355,4472,111316,4394,26225,2920,85091,4510,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21302,933,10320,1152,2687,699,2531,674,156,166,156,166,0,184,7633,1057,4885,1055,2748,775,450,302,2298,652,10982,1471,4013,1006,3901,998,112,155,0,184,112,155,6969,1219,4950,1136,2019,471,908,433,1111,516,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,345297,832,182127,1810,72595,1717,67902,2019,4693,1081,1174,575,3519,936,109532,1227,54852,3783,54680,3445,14315,2331,40365,3100,163170,1952,64817,1675,60113,1643,4704,1074,1158,418,3546,941,98353,1151,58658,2688,39695,2587,11211,1603,28484,2647,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,51758,-555555555,26541,1307,10411,1153,8892,1108,1519,561,230,340,1289,480,16130,756,11870,1185,4260,967,1454,669,2806,894,25217,1308,9287,1048,8374,1239,913,534,0,189,913,534,15930,944,12072,979,3858,848,907,455,2951,748,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3667710,4625,1748730,3868,440262,2977,437412,3077,2850,1254,138,133,2712,1256,1308468,2294,1264644,4378,43824,3558,17359,2131,26465,2753,1918980,4111,428758,3117,426023,3212,2735,896,271,235,2464,882,1490222,2078,1434158,4786,56064,4110,24147,2422,31917,3173,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,186204,1731,98446,3800,31157,2347,27722,2398,3435,846,56,73,3379,846,67289,2940,21016,2905,46273,3247,8460,1910,37813,2983,87758,4022,36137,2818,31437,3149,4700,1667,235,277,4465,1670,51621,2766,20832,3081,30789,2621,7118,1825,23671,2369,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41627,180,21142,692,7840,532,7784,543,56,69,48,67,8,14,13302,363,9699,1058,3603,1027,2022,853,1581,597,20485,731,7109,543,7109,543,0,149,0,149,0,149,13376,373,9202,990,4174,919,2242,769,1932,670,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1949295,-555555555,981331,1972,359668,1840,336887,4353,22781,3996,1572,1111,21209,3892,621663,426,365000,7850,256663,7946,72317,4425,184346,7880,967964,1973,346905,1842,326553,4271,20352,3680,2744,1375,17608,3467,621059,424,361717,9078,259342,9083,80699,6647,178643,7889,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,190047,1436,102130,2581,39776,2204,34530,2241,5246,1926,170,166,5076,1912,62354,1626,23113,2827,39241,2679,8109,1658,31132,2945,87917,2511,36301,2172,30873,2484,5428,1404,198,243,5230,1429,51616,1306,19703,2214,31913,1964,7973,1622,23940,2264,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14359500,-555555555,7260720,1874,2443012,1607,2293280,7253,149732,7048,13161,2162,136571,6554,4817708,1220,2257260,23495,2560448,23323,779565,15181,1780883,20733,7098780,1876,2343835,1562,2202494,8458,141341,8169,12745,1960,128596,7745,4754945,1105,2254853,19905,2500092,19995,891258,13581,1608834,20738,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1070559,-555555555,547604,2272,195727,1816,182637,3141,13090,2511,1384,653,11706,2458,351877,1445,217090,6032,134787,6419,27216,2968,107571,6572,522955,2272,185448,2000,173776,3052,11672,1973,1548,862,10124,1901,337507,878,225059,5276,112448,5273,24143,2653,88305,5427,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,494289,-555555555,247104,1191,83173,993,76968,1967,6205,1690,1421,633,4784,1560,163931,514,99747,4087,64184,4058,16103,2608,48081,3812,247185,1191,79171,991,75202,1539,3969,1174,543,283,3426,1126,168014,513,114327,3421,53687,3359,19600,2258,34087,3516,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,76153,-555555555,38919,578,13766,488,12895,678,871,493,270,341,601,376,25153,278,11431,1727,13722,1728,2456,933,11266,1822,37234,578,14235,488,13869,536,366,274,27,45,339,270,22999,278,12709,1339,10290,1274,2162,835,8128,1408,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,58744,-555555555,30670,279,7269,279,6357,734,912,613,41,73,871,604,23401,-555555555,8118,1605,15283,1605,4565,1185,10718,1649,28074,279,6198,279,5497,508,701,528,64,113,637,524,21876,-555555555,7952,1194,13924,1195,4400,949,9524,1178,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,11
0400000US12,4355051,568,2156099,4754,574194,3238,511859,5294,62335,5045,9929,1984,52406,4721,1581905,3125,617555,15235,964350,15251,398018,11898,566332,17163,2198952,4751,546413,3334,486821,5369,59592,4289,11036,2116,48556,3773,1652539,2782,629135,13916,1023404,14197,530889,13264,492515,13812,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,880067,3229,475085,4597,168278,3684,151215,4371,17063,2806,989,619,16074,2753,306807,3625,88119,6777,218688,6816,41237,5577,177451,7542,404982,4008,155330,3473,140234,4291,15096,2989,3408,1964,11688,2212,249652,2962,87155,6729,162497,6040,38418,5082,124079,6613,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,126419,-555555555,64309,575,23598,575,23522,578,76,87,58,75,18,33,40711,-555555555,35446,1426,5265,1427,2899,802,2366,1238,62110,575,22589,575,22383,646,206,234,206,234,0,187,39521,-555555555,34764,1093,4757,1093,2642,801,2115,906,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,15
0400000US16,181740,468,95509,1657,38860,1356,36574,1700,2286,1154,129,130,2157,1168,56649,662,28411,2331,28238,2387,5440,1330,22798,2539,86231,1732,35165,1394,33030,1733,2135,797,115,118,2020,778,51066,705,28165,2017,22901,1931,5548,1398,17353,2239,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2077030,1761,1069568,2561,372708,2095,344013,3654,28695,3077,4029,1241,24666,2986,696860,1713,283701,7617,413159,7429,132846,6764,280313,8031,1007462,2643,359295,1947,334076,3708,25219,3264,3958,957,21261,3200,648167,1825,288357,6766,359810,6649,121987,5140,237823,6591,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,399486,1944,206660,2913,77068,2022,69905,2197,7163,1268,1142,572,6021,1244,129592,2557,59518,3361,70074,3565,14714,2569,55360,3982,192826,2926,80821,2573,74326,2845,6495,1688,1123,556,5372,1542,112005,1982,55352,2692,56653,2889,14110,1789,42543,3328,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,153241,926,79947,2031,32519,1464,29999,1479,2520,797,475,309,2045,721,47428,1170,20892,1668,26536,1851,6483,1307,20053,1757,73294,1797,30765,1572,28334,1793,2431,886,263,221,2168,833,42529,931,21455,1803,21074,1607,6172,1269,14902,1799,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,306806,1269,158797,1759,63155,1549,56239,1860,6916,1384,647,375,6269,1320,95642,996,44189,2877,51453,2950,12748,2040,38705,2912,148009,1926,60262,1560,56142,2083,4120,1264,250,262,3870,1224,87747,1142,44937,2955,42810,2789,10434,1540,32376,2754,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,131508,2386,70654,2442,26381,1818,23185,1904,3196,1048,752,548,2444,883,44273,1594,17062,2115,27211,1946,5323,1307,21888,2222,60854,2097,25216,1606,22925,1823,2291,775,395,267,1896,752,35638,1520,16090,2059,19548,1812,4199,1018,15349,1711,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,197866,1605,107890,2237,28671,1498,25987,1731,2684,1006,258,284,2426,1000,79219,1807,31368,2825,47851,3054,12180,1764,35671,3011,89976,1928,27200,1495,24153,1735,3047,1136,568,427,2479,1008,62776,1233,29113,2895,33663,2673,13866,1877,19797,2410,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17813,614,8161,902,3378,481,3066,475,312,295,73,101,239,241,4783,772,3420,804,1363,625,681,452,682,475,9652,915,3294,556,3187,587,107,143,21,39,86,137,6358,703,4741,761,1617,514,1033,475,584,331,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,489505,374,253327,1811,78259,1291,69550,2322,8709,1816,1015,576,7694,1805,175068,1120,47958,3856,127110,3890,31865,2951,95245,4485,236178,1843,77640,1487,69094,2386,8546,2117,1236,645,7310,2036,158538,966,48923,3797,109615,3916,34692,2722,74923,4451,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,649272,117,319262,966,108845,940,101368,1707,7477,1362,1860,723,5617,1247,210417,240,115653,4421,94764,4432,32177,2734,62587,4726,330010,982,104579,939,98445,1491,6134,1313,1621,710,4513,1044,225431,262,127612,4252,97819,4233,41957,3353,55862,3750,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
