GEO_ID,C19001I_001E,C19001I_001M,C19001I_002E,C19001I_002M,C19001I_003E,C19001I_003M,C19001I_004E,C19001I_004M,C19001I_005E,C19001I_005M,C19001I_006E,C19001I_006M,C19001I_007E,C19001I_007M,C19001I_008E,C19001I_008M,C19001I_009E,C19001I_009M,C19001I_010E,C19001I_010M,C19001I_011E,C19001I_011M,NAME,C19001I_001MA,C19001I_001EA,C19001I_002EA,C19001I_002MA,C19001I_003EA,C19001I_003MA,C19001I_004EA,C19001I_004MA,C19001I_005MA,C19001I_005EA,C19001I_006MA,C19001I_006EA,C19001I_007EA,C19001I_007MA,C19001I_008EA,C19001I_008MA,C19001I_009EA,C19001I_009MA,C19001I_010MA,C19001I_010EA,C19001I_011MA,C19001I_011EA,state
0400000US15,29909,2064,1716,627,1979,608,3054,874,3785,1126,4572,1316,6156,1419,2919,756,3781,919,1305,509,642,314,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,42692,2402,4310,1116,3206,998,7771,1350,7284,1478,8081,1349,7288,1522,2504,878,1699,643,356,266,193,311,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,510134,7370,37822,3649,24365,2597,70372,4840,75175,4321,88104,5155,101611,4795,56736,3930,37737,3632,11567,1873,6645,1385,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,100163,3373,11283,1855,10528,1945,13544,2328,14504,1831,17257,1911,16763,1959,7679,1665,6757,1381,1294,642,554,312,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40934,2109,3321,939,3382,996,7535,1398,7374,1358,6639,1200,6919,1364,3204,1082,1518,500,709,567,333,265,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,78412,2972,6507,1377,5312,1122,11763,1544,13114,1867,14282,1830,14319,1647,7552,1391,4177,986,515,509,871,516,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31882,2219,3439,1112,3062,886,6480,1443,3722,909,5751,1424,4599,1071,2404,856,1886,766,334,200,205,181,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,59994,3015,4894,1158,4208,1178,8365,1809,7403,1509,10354,1971,10008,1703,5717,1311,6167,1446,1302,644,1576,548,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5299,584,552,304,265,202,1069,507,574,425,732,319,683,325,592,430,611,448,34,63,187,233,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,118785,3263,4326,996,3697,1070,12772,1779,11577,1806,18124,2568,25730,2929,13981,1995,17615,2273,6353,1192,4610,1216,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,195015,4531,32625,3405,15893,2097,29942,3262,20351,2525,25094,2779,31983,3231,18111,2282,12233,1774,4816,1181,3967,996,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,115349,3784,12538,1670,9474,1677,18532,1995,16878,1856,18238,2176,18693,1780,9801,1602,7326,1384,2665,688,1204,402,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,63729,2262,5364,1139,3043,821,10904,1488,10673,1683,10630,1710,10919,1277,5968,1039,3779,976,1405,508,1044,527,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19115,1889,2181,826,1431,829,2940,1218,2388,881,2906,978,4095,1126,1104,500,1257,679,457,327,356,335,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,55260,2594,4972,955,4680,1273,9023,1515,7817,1172,8770,1603,9794,1687,4695,946,3136,874,1135,547,1238,542,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8313,1255,586,451,1091,612,1481,630,1140,416,1561,658,1089,527,850,564,435,271,80,125,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,45256,1962,4389,1247,2200,793,7664,1574,7691,1403,7793,1395,9715,1422,3018,851,1928,587,686,353,172,209,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,180684,5891,13155,2184,9694,1768,27501,3007,29448,3305,30924,2834,37284,3772,17395,2645,9463,2129,3713,1703,2107,908,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10211,1317,943,564,391,359,1262,622,1822,885,1193,659,1630,741,1545,584,939,462,344,337,142,135,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,445920,6717,40401,3379,26205,2579,54938,4123,52029,4011,61899,3586,80091,4121,52989,3946,47656,3466,16031,2368,13681,2050,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,310878,5376,40465,3694,26670,2596,49251,3365,42830,3660,46534,3407,47771,3881,26290,2604,21869,2448,5533,1100,3665,899,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1034255,10244,146149,6762,81592,5329,145916,6052,113965,4939,133916,5601,162660,7296,98475,5570,94944,5503,33316,3326,23322,2686,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,202192,5301,16484,2646,17035,2917,38135,3469,36401,4447,35984,3529,31005,3329,13463,2438,9089,1743,1926,662,2670,1090,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3855,725,397,476,216,261,801,358,537,358,717,470,616,361,437,278,44,66,0,143,90,127,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,101956,3282,13350,1945,8440,1594,14602,2069,11678,1718,18269,2189,15540,2048,9954,1703,7049,1305,1865,634,1209,514,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,86845,3000,7581,1260,8059,1251,15143,2080,13953,1686,13276,1555,14127,1434,8192,1427,5032,924,691,424,791,396,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,109755,3689,9356,1652,8529,1680,17726,2747,15564,2181,20173,2416,19893,2168,10732,1981,4980,1138,1270,615,1532,576,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,205049,4803,34361,2873,18002,2372,31584,2978,24148,2565,28829,3010,33152,3435,15693,2030,13772,2307,3267,936,2241,853,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,38234,1892,7669,1328,3860,1016,5617,1246,4346,1149,5253,1058,4891,1026,2815,934,3153,926,383,385,247,189,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,60156,3254,4993,1398,4392,1567,11742,2186,10255,2206,7477,1832,11390,1858,4011,1105,4089,1167,777,433,1030,703,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5757,885,637,440,321,248,493,276,1490,755,835,422,1523,562,289,311,109,108,0,155,60,71,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,71782,3381,8071,1826,5483,1178,15663,2356,9688,2133,11962,2141,10042,1907,5631,1578,4005,1039,673,476,564,291,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2632907,16512,261282,9702,196413,7579,420339,11840,369090,11469,422276,10317,465335,13190,234150,10779,184228,9590,47820,4673,31974,3073,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,88501,3457,7425,1531,6654,1629,10552,1956,12603,2182,16482,2387,18623,2696,7990,1615,6344,1310,1585,599,243,203,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2443,595,64,80,159,150,171,122,299,343,166,135,615,348,337,287,298,178,188,152,146,231,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,162996,5292,7536,1669,7559,1736,17559,2544,15628,2271,22665,3107,32752,3370,22255,2815,21657,2598,8397,1733,6988,1617,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,197963,4987,16418,2476,13812,2072,31747,3401,27805,3308,31775,3282,35249,3098,19103,2484,15119,2057,3494,949,3441,976,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4912,792,612,337,268,244,764,456,393,241,755,344,1076,577,742,344,186,150,100,173,16,31,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,89394,3133,8070,1339,6300,1222,15307,2273,13605,1808,13844,1693,15892,1930,8046,1178,5707,1096,1744,762,879,425,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13091,1306,891,464,710,490,1847,773,2309,810,1729,691,1679,558,2003,704,1501,630,187,214,235,282,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1242910,8859,368899,7247,152854,5629,233178,6772,152133,5643,140049,5454,114121,5737,38502,3190,28389,2695,8405,1485,6380,1087,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
