GEO_ID,C24010H_001E,C24010H_001M,C24010H_002E,C24010H_002M,C24010H_003E,C24010H_003M,C24010H_004E,C24010H_004M,C24010H_005E,C24010H_005M,C24010H_006E,C24010H_006M,C24010H_007E,C24010H_007M,C24010H_008E,C24010H_008M,C24010H_009E,C24010H_009M,C24010H_010E,C24010H_010M,C24010H_011E,C24010H_011M,C24010H_012E,C24010H_012M,C24010H_013E,C24010H_013M,NAME,C24010H_001MA,C24010H_001EA,C24010H_002EA,C24010H_002MA,C24010H_003EA,C24010H_003MA,C24010H_004EA,C24010H_004MA,C24010H_005EA,C24010H_005MA,C24010H_006MA,C24010H_006EA,C24010H_007EA,C24010H_007MA,C24010H_008EA,C24010H_008MA,C24010H_009EA,C24010H_009MA,C24010H_010EA,C24010H_010MA,C24010H_011EA,C24010H_011MA,C24010H_012EA,C24010H_012MA,C24010H_013EA,C24010H_013MA,state
0400000US13,2457796,18786,1320362,11536,494137,10252,147822,8640,253294,9425,223805,10235,201304,7396,1137434,13633,505172,9956,184263,8033,383730,11764,10561,1942,53708,3755,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,146977,3961,82421,3165,33527,2999,13779,2049,11808,1749,15249,2078,8058,1592,64556,2576,32553,2838,12139,1816,18044,1973,565,390,1255,455,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,590548,8664,313592,5665,110080,5880,35966,3295,50947,3441,62874,4001,53725,4232,276956,5987,101318,4824,60888,3413,98137,5075,3116,992,13497,1908,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4038413,15903,2097645,11138,784256,13401,238662,8424,394595,10877,302460,8913,377672,9492,1940768,12006,837747,10704,356456,9434,649498,11364,13516,2000,83551,4969,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2485939,14752,1302797,9764,383521,8516,157245,6118,216772,7337,214566,6835,330693,8228,1183142,9176,442853,10377,240028,6755,392444,7230,8050,1567,99767,5092,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1399391,8029,727598,5437,227330,5656,80829,3889,126671,5825,128541,4596,164227,5610,671793,5755,259310,6864,146736,4731,218150,5310,6676,959,40921,2914,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1130077,8441,588631,5705,211679,7019,66380,3604,99856,4476,105303,5068,105413,5026,541446,6708,234313,5983,103385,4261,174968,6408,4436,936,24344,2346,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1616957,11980,840825,8434,240343,6849,107443,5916,140641,5552,155751,5757,196647,6932,776132,8712,303154,5921,151869,5091,256959,6975,6391,1257,57759,3728,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1267432,11782,689851,7276,215011,6120,83587,4315,115393,4776,156552,6254,119308,6261,577581,8320,244825,7429,98464,4901,211013,7863,5365,1428,17914,2620,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,614656,6392,311189,4258,94123,4023,41322,2487,53587,3909,66965,3344,55192,3279,303467,4377,124043,3888,66768,3607,97494,3621,2465,827,12697,1387,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1625340,12073,847820,8305,396455,8923,97259,5056,137717,6043,128189,6588,88200,4345,777520,8594,401136,7331,115782,5881,234147,7083,3689,899,22766,2609,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2598707,13446,1320428,9001,556903,10106,175398,6623,239355,6900,189799,7541,158973,6710,1278279,9375,622624,9373,217193,7987,389830,8863,6627,1324,42005,2666,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3400452,14804,1768685,11033,585066,9335,222178,6379,306255,8105,266055,6873,389131,7555,1631767,11150,627961,10278,352573,8949,534273,9039,11539,1674,105421,4190,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2365241,11249,1211039,7446,447356,7796,132796,4554,217119,6037,187283,6459,226485,5450,1154202,7405,507899,6507,229370,5996,352661,7776,8481,1257,55791,2892,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,739917,9387,404363,6285,128168,5975,41197,4191,64318,4340,91967,5012,78713,5371,335554,7267,143339,5531,54224,4659,119877,4817,2856,964,15258,2043,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2299713,13100,1193930,9460,376151,8961,159600,6847,208110,6727,218208,7128,231861,7339,1105783,8884,438802,9666,236936,6785,363176,8196,7253,1209,59616,3803,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,434490,6516,227056,4603,72568,3798,30968,2581,39575,3380,48043,2923,35902,2780,207434,3946,80422,3756,51291,2895,64692,3595,2633,982,8396,1322,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,810237,6930,421087,3924,137768,3916,44038,3085,77931,3994,83162,3258,78188,3331,389150,5303,152916,4644,85523,3567,128938,4376,4006,829,17767,1784,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,681178,9383,366554,6718,118172,7131,75409,5908,74169,5176,58900,5660,39904,3322,314624,7391,119708,6222,67332,5116,113674,6470,2567,1063,11343,2056,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,639793,7443,330077,4900,115938,4590,41696,2603,60822,3474,58876,3336,52745,3370,309716,5157,138573,5447,54669,3032,97066,4957,1621,541,17787,2177,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2512800,13850,1322337,9394,561978,9945,156195,6517,259194,6726,192391,5974,152579,6621,1190463,9654,570812,8241,178255,6463,404620,8727,5100,1432,31676,2691,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,389818,6274,206967,4518,91027,3823,28123,2879,36752,3050,29011,2683,22054,2514,182851,4351,93947,3886,30994,3273,53027,3403,1188,544,3695,1024,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5486490,22789,2854100,13892,1163009,14434,394366,9414,530500,11218,405508,7724,360717,8444,2632390,15815,1269830,14386,428361,10380,830432,13033,14700,2081,89067,4476,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2868602,20211,1506119,12886,541105,12129,183599,8633,283288,10212,246193,8541,251934,7863,1362483,13490,602977,12540,241779,8155,439696,10179,8595,1719,69436,4079,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,341420,4054,182526,2552,58234,3156,16936,1850,29850,2178,44338,2779,33168,2414,158894,2996,62409,3034,36921,2483,52196,2791,1772,571,5596,948,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4408624,22036,2294481,12428,725574,11381,294603,8673,392231,9365,344185,8942,537888,9611,2114143,14961,814160,10898,445219,8723,694018,10494,13692,1725,147054,5339,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1210333,9615,649927,5509,208402,4870,79523,4787,111722,4075,127835,5396,122445,5896,560406,7250,228392,5623,107711,4964,196101,6438,5273,813,22929,2279,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1366731,14254,697260,8524,251054,7426,93028,5048,126558,6505,105946,6246,120674,5479,669471,9181,274366,6761,138657,6494,217733,7515,6450,1510,32265,2960,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4887895,18019,2541195,11576,845896,10235,313976,8073,438060,10033,427802,9440,515461,8127,2346700,12629,954512,11345,460216,9958,785755,11523,15016,1879,131201,6187,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,408756,6012,205135,4428,75780,4231,33551,3096,40236,2725,27308,2741,28260,2889,203621,4265,89427,3909,39207,2970,65613,3741,803,418,8571,1408,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1331386,13910,706451,8995,229045,8469,97996,6070,128971,6799,128232,6797,122207,6346,624935,9048,257205,8015,110381,5884,222169,7701,4647,1292,30533,3094,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,374186,5079,195180,3223,66475,3304,24711,2256,31539,2677,38095,3070,34360,2198,179006,3675,66531,3214,38723,2723,60667,3529,2044,638,11041,1657,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2161117,14997,1134215,10095,354438,9515,135523,6629,208256,8095,191076,8465,244922,8158,1026902,11444,411906,9632,191111,7350,348516,8965,6696,1585,68673,4874,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5599984,27895,3027282,18576,1273935,18484,305765,10726,575854,13707,460193,12477,411535,12651,2572702,18327,1210455,18316,381097,11449,885415,16088,18777,2978,76958,4848,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1030834,9561,572699,6519,225596,6376,60777,4259,113983,5532,83621,4710,88722,4179,458135,6738,179776,5381,88864,4647,165648,6603,2750,709,21097,2026,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,310807,4542,158144,2785,56434,2148,22072,1660,23661,1927,31609,2129,24368,1918,152663,3368,70791,2735,31331,2474,40956,2274,1755,541,7830,1336,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2562637,16695,1349035,9948,594069,9682,158785,6766,222949,6353,202250,8157,170982,6807,1213602,11660,602223,10428,184961,6892,370413,9295,8935,1612,47070,4271,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2334733,13624,1234681,9769,494642,8848,146115,5611,214927,6282,191425,7180,187572,6036,1100052,9560,475742,9174,220439,7152,349100,7967,10674,1831,44097,3503,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,707645,8374,369749,6214,99517,4488,46770,3891,55816,4083,87270,4686,80376,4218,337896,6355,127594,5325,74442,4268,120790,4204,2425,805,12645,1583,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2457320,11963,1262239,8421,392888,8310,141621,5274,211053,6697,205044,5064,311633,7300,1195081,7954,460633,8259,249161,6775,383866,7061,11834,1861,89587,3956,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,255526,4211,138109,2571,37405,2777,16370,2222,17727,1901,38234,2753,28373,2163,117417,3102,46065,2597,24932,2354,39231,2776,2557,928,4632,972,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9752,1651,5479,1395,2730,824,347,303,994,461,931,682,477,322,4273,844,1961,656,725,407,1278,570,0,210,309,273,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
