GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001MA,C16007_001EA,C16007_002EA,C16007_002MA,C16007_003EA,C16007_003MA,C16007_004EA,C16007_004MA,C16007_005EA,C16007_005MA,C16007_006MA,C16007_006EA,C16007_007MA,C16007_007EA,C16007_008EA,C16007_008MA,C16007_009EA,C16007_009MA,C16007_010EA,C16007_010MA,C16007_011EA,C16007_011MA,C16007_012MA,C16007_012EA,C16007_013MA,C16007_013EA,state
0400000US15,1286790,336,216337,475,175438,4224,3768,1248,37131,3925,866984,985,646633,9941,21769,3148,198582,8741,203469,861,140804,3650,1702,583,60963,3451,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1466499,1173,309167,1442,271675,3231,30995,2818,6497,1379,953046,1862,846884,4744,78809,3610,27353,2777,204286,1600,195228,1661,5066,964,3992,1157,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12042289,2784,2269570,2985,1702016,11986,410688,8380,156866,8147,8130124,2854,6207241,17912,1118846,11460,804037,14960,1642595,2550,1402595,6538,84488,2661,155512,6170,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6088598,2338,1168933,2824,1051166,6245,74670,4325,43097,4164,4063173,2920,3713713,8622,196097,5253,153363,7253,856492,2200,822008,2438,11749,1232,22735,2228,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2864107,1975,525654,2489,473903,4071,34614,2463,17137,2327,1880263,2152,1738370,4794,74291,3458,67602,4051,458190,1134,443768,1852,5046,918,9376,1537,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2669198,1936,520373,1850,448449,3615,55020,3124,16904,2132,1766866,2059,1555685,6426,134033,4224,77148,4812,381959,1680,360953,2095,9186,1283,11820,1580,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4090258,2803,745901,3228,702238,4289,23356,2044,20307,2917,2750396,2975,2609754,5254,70471,3562,70171,4494,593961,2422,581135,2323,4416,1037,8410,1251,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4261861,2265,806273,2854,753896,3866,31014,3144,21363,2504,2884292,2327,2636757,6887,116285,4459,131250,5268,571296,2107,499222,3636,9941,1149,62133,3624,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1261967,1092,204101,1585,194133,2328,2497,832,7471,1799,840558,1527,790303,3776,9658,1600,40597,2881,217308,1029,193952,2290,414,234,22942,2113,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5465168,1520,983511,1683,819696,7089,83161,4513,80654,5571,3749898,2061,3080114,12952,277419,8134,392365,11245,731759,1815,651248,3864,18109,1540,62402,3072,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6224979,1031,1042550,1220,821206,8114,102154,5229,119190,6344,4260520,1710,3268742,14074,367828,6037,623950,13456,921909,1675,764582,6275,27818,1438,129509,6078,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9292794,2286,1709692,2513,1546863,7060,64725,4443,98104,5761,6195232,2516,5610075,13123,184283,5220,400874,10846,1387870,1688,1288601,4565,15957,1297,83312,4535,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4992262,2268,925062,2785,800640,6851,54025,3950,70397,4969,3366117,2967,2990679,7630,136300,4340,239138,6800,701083,1328,660320,2796,5560,763,35203,2539,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2773115,2308,546544,2449,526353,3182,12745,1915,7446,1381,1839548,2483,1760553,4617,47389,3272,31606,3520,387023,1657,381023,1933,2136,844,3864,1003,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5629071,2603,1032078,4003,956823,5695,38208,3037,37047,3858,3742389,3925,3484212,10192,106815,4669,151362,8797,854604,2799,825826,3307,7200,1441,21578,1954,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,937750,1344,162622,1523,154783,2224,3887,1426,3952,1029,624152,1625,593653,3086,9859,1779,20640,2502,150976,950,145654,1110,1516,547,3806,630,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1711659,1722,329644,1752,288723,3457,30778,3132,10143,1904,1132218,1542,1008461,5179,81824,4018,41933,2924,249797,1159,238467,1402,3742,872,7588,1255,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2538136,1069,477917,1196,314870,7065,137706,5319,25341,3945,1720579,1662,1185392,11867,366515,8749,168672,8511,339640,1432,283343,4158,25170,2746,31127,2899,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1250588,1078,212063,1187,198006,1916,5721,1177,8336,1465,853935,1275,784660,4621,19383,2051,49892,4175,184590,931,170443,1173,1429,400,12718,1173,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8285611,1107,1506881,1301,1085217,10236,249357,6911,172307,7543,5571952,1548,3740832,17807,943246,9884,887874,13686,1206778,1284,938801,6812,95669,2009,172308,6052,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1937824,1795,373353,1849,253583,6471,98527,5396,21243,2340,1281414,2252,797676,8969,377744,8109,105994,4312,283057,1511,178968,2725,84693,2076,19396,1516,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18307740,1992,3122165,2797,2220868,15458,483060,11128,418237,10553,12520655,3351,8584372,25205,1966556,13145,1969727,22170,2664920,2395,1995508,9500,249123,3788,420289,8799,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9029678,4982,1662419,5380,1436871,9071,173932,6138,51616,5330,6091303,5054,5394154,11389,466623,9224,230526,9490,1275956,3357,1232331,3973,14748,1710,28877,3120,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,637666,1234,105012,1165,99916,1266,1502,480,3594,967,434198,1141,412681,1931,7551,1275,13966,1550,98456,474,92689,859,367,253,5400,816,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10836508,2683,1983929,3038,1840117,7556,56394,3625,87418,5933,7204745,3014,6710210,11239,169385,5346,325150,9518,1647834,2434,1564385,4299,14324,1536,69125,4075,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3527312,2274,671437,2324,598178,4237,57395,3823,15864,1753,2338485,2058,2104104,6640,156510,5009,77871,3576,517390,1689,496013,1771,8829,986,12548,1491,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3633190,2343,623351,2404,492490,5909,92729,4700,38132,3560,2456718,2912,2084171,10122,218167,7613,154380,7322,553121,2055,516073,2816,12825,1569,24223,2455,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12021912,2000,2039940,2160,1807898,9402,115099,5632,116943,7172,7999554,3210,7132152,14250,374333,6498,493069,11244,1982418,2643,1844148,5577,28624,1574,109646,5075,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,995856,641,163628,745,126318,3095,25633,2298,11677,2183,678551,840,531662,5487,75561,3071,71328,4732,153677,622,126726,2051,5605,410,21346,2058,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4376509,2412,779292,2976,723934,5333,42621,3926,12737,2856,2942330,3157,2730012,7914,137865,6285,74453,4916,654887,2239,633559,2783,6908,1867,14420,2266,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,765534,769,143301,920,132901,1860,4169,887,6231,1382,502208,1166,468591,2407,12849,1316,20768,2129,120025,917,113707,1246,581,253,5737,938,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6003565,3559,1090666,4204,999010,6597,62612,4613,29044,3545,4033866,4150,3731258,9233,177374,6396,125234,6249,879033,2575,858628,2633,6462,1596,13943,1745,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23721334,5089,5004335,5551,3219895,22225,1597322,19954,187118,9378,16009174,5588,10236495,26733,4853030,26327,919649,15523,2707825,5010,2043742,7290,538345,4845,125738,5285,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2554924,1828,618781,2180,527880,5658,70309,4719,20592,2844,1677819,1903,1409994,8552,178477,6741,89348,5482,258324,1461,236668,2075,9489,1173,12167,1436,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595658,692,95148,1085,90701,1451,1231,506,3216,840,406869,867,387077,2444,4540,901,15252,2026,93641,480,88478,725,284,140,4879,702,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7588188,3722,1344677,4076,1137518,9049,115707,5048,91452,6616,5233176,4031,4389172,14794,375059,8038,468945,12428,1010335,3474,929188,4460,20281,1887,60866,3465,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6390691,1457,1140895,2337,893133,9460,138228,6211,109534,6725,4388553,3765,3549446,14476,359324,7961,479783,12256,861243,3003,761569,4571,20199,2087,79475,3555,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1751216,1930,282683,1786,275816,2098,3667,1036,3200,950,1167216,2305,1138812,2781,11543,1604,16861,2359,301317,1522,296278,1755,789,360,4250,1090,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5362567,1949,975200,2797,865876,5283,60356,3860,48968,3538,3595153,2616,3276399,9381,166037,5287,152717,6941,792214,1874,752737,2900,9557,980,29920,2466,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,529136,1050,96069,1372,88356,1563,6547,1451,1166,467,361038,1134,338217,2647,17115,2002,5706,1082,72029,760,68629,764,1925,551,1475,565,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3489898,1138,659703,1139,20478,2459,638569,2809,656,598,2265123,-555555555,108692,7641,2153043,7659,3388,1142,565072,-555555555,37483,2710,526918,2765,671,364,Puerto Rico,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,72
