GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001EA,C17012_001MA,C17012_002EA,C17012_002MA,C17012_003EA,C17012_003MA,C17012_004MA,C17012_004EA,C17012_005EA,C17012_005MA,C17012_006EA,C17012_006MA,C17012_007EA,C17012_007MA,C17012_008EA,C17012_008MA,C17012_009MA,C17012_009EA,C17012_010MA,C17012_010EA,C17012_011MA,C17012_011EA,state
0400000US13,2376008,17596,349145,12059,81864,5012,176514,8582,78909,5728,11858,2046,2026863,18425,1056740,16082,808657,15147,153537,8504,7929,1716,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,6911,1334,11185,1810,6762,1647,1820,784,285111,5942,154574,4831,103949,4475,23352,2348,3236,860,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,46241,3273,10986,1829,23158,2429,10529,1890,1568,636,352441,7686,193430,5469,116214,4957,37141,3450,5656,1395,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,340244,8556,70706,4671,172846,7285,82409,4451,14283,2118,2758620,16709,1492091,14256,1023694,14275,227240,7356,15595,1786,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,192775,7271,38042,2677,101606,5445,44451,3593,8676,2029,1448614,12106,807645,8869,518530,10523,113052,5099,9387,1552,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,63772,3387,12174,1496,32809,2890,15863,1616,2926,953,721123,8768,411102,6456,243410,6666,61742,3114,4869,945,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,66664,3600,10434,1296,37838,2892,15966,1818,2426,738,655352,7579,353578,5820,236804,5846,60548,3915,4422,946,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,164243,6798,39465,3143,89712,5087,31044,3177,4022,1132,955637,11084,550098,8000,340691,7173,61290,3476,3558,945,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,179881,6179,43648,2910,90239,4984,39977,3095,6017,1357,938336,11018,513631,8270,348095,9742,71016,5161,5594,1543,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,32495,2540,8016,1321,19382,2123,4573,824,524,368,315465,6969,193883,4822,105095,4106,16057,1666,430,214,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,99824,5151,22996,2374,54365,4051,18746,2589,3717,1077,1315752,12332,692733,10218,519638,10668,96250,4778,7131,1687,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,132011,6211,30195,2359,73796,4833,24423,2889,3597,1016,1465909,13868,792646,12614,568343,10940,100914,5119,4006,1061,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,309722,7285,72056,3282,157874,5718,68806,4083,10986,1607,2163162,13062,1261858,11008,734266,9776,154827,4753,12211,1820,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,102942,4216,20653,1556,53910,3291,22282,2169,6097,1126,1253524,10605,686623,8254,451580,7897,107241,4191,8080,1010,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,128617,4967,31870,2945,66210,4104,26778,2627,3759,931,612341,10378,341117,7248,225564,7124,43542,4165,2118,612,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,176069,6353,40448,3327,93075,4724,36016,3568,6530,1377,1358762,12420,767963,10400,480129,9638,103514,4387,7156,1484,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253131,4418,24521,2093,6416,1133,12459,1863,4939,1162,707,307,228610,4454,140719,3879,69927,3032,16966,1959,998,407,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470445,6228,42692,3018,7390,1087,21676,2618,11547,1568,2079,836,427753,5995,233586,4732,149570,5002,40671,2890,3926,715,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,636981,10614,75701,5093,17833,2836,36592,3567,17671,2608,3605,1069,561280,9863,294668,7701,218459,8068,43935,5116,4218,1614,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,349501,4958,19729,2344,3883,894,10714,1937,4842,1086,290,304,329772,4735,190531,4946,119807,3627,18711,1903,723,461,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2191404,14596,171559,6460,41758,3093,87806,3691,35801,3148,6194,1238,2019845,14324,1068580,12795,798023,13181,144855,5974,8387,1754,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,502498,8737,83298,5108,21410,2580,40248,3567,18378,2219,3262,910,419200,7648,237842,6257,143161,5459,35404,3594,2793,1044,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4607636,22601,567575,11385,142217,5512,291520,8765,109396,4900,24442,2534,4040061,22850,2214866,20254,1518386,13747,281924,8041,24885,2505,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455564,21325,325239,10097,74812,4906,167985,8120,73459,5004,8983,1595,2130325,19806,1204796,16196,779622,15221,137887,6888,8020,1623,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175219,3737,13805,1595,2891,629,8299,1430,2128,632,487,311,161414,3550,91620,2524,55080,2784,13847,1682,867,436,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2915927,16276,350368,8799,69280,3862,191222,7717,75461,4594,14405,1911,2565559,16549,1480668,13832,879975,11125,189997,6785,14919,2175,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957855,8144,122171,4473,29502,2256,60819,3203,28042,2819,3808,962,835684,8781,457423,6329,308857,8295,64578,3284,4826,1046,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,956746,11057,114203,5079,26421,2732,59134,3832,24577,3050,4071,1089,842543,10679,491040,8614,286246,6707,61333,3714,3924,1210,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3193701,19403,306856,8627,73050,3660,160405,5905,61720,4338,11681,1570,2886845,19281,1685554,13675,990403,14292,196610,6379,14278,1459,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256181,5460,27047,2598,5142,962,15353,2282,5518,1169,1034,598,229134,5017,129965,4446,84343,4100,14203,1908,623,368,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201688,14648,171751,6065,41612,3510,87658,5127,37272,3669,5209,1231,1029937,13352,597614,11137,360329,9310,68927,4249,3067,1193,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,210679,4391,20158,2313,4311,886,10684,1759,3904,981,1259,390,190521,4624,108390,3395,62740,3386,18027,1952,1364,563,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1625686,15329,223369,7357,52907,3586,119374,6390,45524,3606,5564,1318,1402317,16014,813406,12154,492560,12186,90480,5174,5871,1380,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6171317,25795,886201,15796,167829,7431,425212,12063,249773,9332,43387,3430,5285116,28584,2660313,21465,2096606,24062,493906,13286,34291,3052,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,662478,8210,69117,4249,14807,2183,32755,2971,16841,2701,4714,1355,593361,8210,279468,5456,204670,6092,93738,4902,15485,1638,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,161619,3467,11127,1393,2054,549,7204,1212,1766,552,103,89,150492,3125,89857,2582,51987,2661,8194,1264,454,181,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010914,15488,165280,7219,37160,3382,93823,5617,31596,3289,2701,758,1845634,14844,990287,10724,716718,12610,129746,5851,8883,1637,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1699851,11753,160632,5606,37368,2849,81760,4098,36128,3667,5376,1620,1539219,10641,843100,8669,571594,9510,115129,5475,9396,1571,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,477809,7963,65327,3718,18593,1883,35963,2849,9656,1603,1115,692,412482,7638,260819,6093,127712,5090,22299,2430,1652,868,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1462927,12624,129303,4787,26833,2325,68738,3705,28308,2662,5424,1110,1333624,12843,764876,8371,460391,8113,100268,4646,8089,1213,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,142618,4167,11312,1711,1828,599,6014,1254,3104,818,366,298,131306,4137,76614,3035,43192,3189,10304,1404,1196,470,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,903660,10060,376960,8027,152718,4758,173408,6697,47242,3091,3592,998,526700,9644,316954,6626,190053,6664,19287,2668,406,247,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
