GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001MA,C01001I_001EA,C01001I_002MA,C01001I_002EA,C01001I_003EA,C01001I_003MA,C01001I_004EA,C01001I_004MA,C01001I_005EA,C01001I_005MA,C01001I_006EA,C01001I_006MA,C01001I_007MA,C01001I_007EA,C01001I_008EA,C01001I_008MA,C01001I_009EA,C01001I_009MA,state
0400000US25,649272,117,319262,966,108845,940,198536,468,11881,482,330010,982,104579,939,208044,608,17387,570,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,447420,716,227776,2074,88988,1630,130183,1369,8605,890,219644,2123,83715,1801,124951,1079,10978,953,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,257186,1004,135180,2107,53026,1674,79823,1402,2331,313,122006,1945,51094,1740,67763,1305,3149,482,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81113,3654,46775,3615,13708,2159,31388,2332,1679,531,34338,2162,13853,1858,19148,1428,1337,704,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,216372,1346,113085,2609,43542,2625,65698,1686,3845,769,103287,2448,41159,1924,57847,1774,4281,718,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,29331,620,14181,1058,6251,869,7297,1187,633,360,15150,1183,5815,1002,8608,891,727,359,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,173430,489,90066,1990,36469,1671,51538,979,2059,503,83364,1911,34810,1625,46030,1099,2524,584,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,737221,-555555555,378050,964,136034,908,228113,521,13903,552,359171,963,129598,906,212919,755,16654,517,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38497,1097,19808,1462,7269,1042,11809,1032,730,310,18689,1195,6352,929,11626,953,711,358,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1600690,-555555555,806576,1204,240334,1026,524128,699,42114,632,794114,1206,230400,1025,505564,657,58150,575,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,973051,-555555555,484089,1545,155525,1546,289073,684,39491,684,488962,1544,148807,1546,290393,336,49762,336,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3496401,760,1730127,1908,503873,1531,1122659,1588,103595,856,1766274,1722,478062,1303,1127230,1462,160982,969,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,828104,1278,436309,4694,159194,3910,270711,3692,6404,1314,391795,4775,162199,3853,220195,3151,9401,1519,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14923,736,7678,955,2366,516,5025,981,287,204,7245,850,3283,500,3821,770,141,121,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,364018,1988,187635,2718,68837,2229,111276,1730,7522,825,176383,2539,68374,2302,98497,1589,9512,1035,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,347623,-555555555,186932,1816,72474,1558,109280,1155,5178,460,160691,1814,65358,1548,89476,1108,5857,747,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,466071,-555555555,243584,2425,94865,2009,142214,861,6505,1209,222487,2425,88955,2009,125888,1270,7644,771,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,751430,1100,387059,2621,138995,1821,234319,1640,13745,839,364371,2384,128173,1606,218817,1605,17381,787,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,134714,-555555555,66749,440,23794,240,40791,359,2164,98,67965,440,22407,239,42228,349,3330,242,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,241008,1564,131077,3671,41248,3478,87563,2205,2266,733,109931,3754,43726,3530,62413,2005,3792,1153,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22899,1246,12504,1500,4097,647,8170,1281,237,124,10395,1129,4242,610,5848,952,305,144,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,296307,2405,159331,3319,56248,2459,100347,2216,2736,793,136976,3773,54946,3262,77725,2219,4305,1178,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9791628,2612,4934273,4577,1734019,3952,2957860,2586,242394,1844,4857355,4920,1665718,4053,2871126,3080,320511,2171,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,372913,-555555555,193061,1487,76546,1147,111282,844,5233,623,179852,1488,72056,1148,102067,1143,5729,608,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9134,432,4620,581,1364,453,3023,506,233,195,4514,560,1478,403,2875,445,161,122,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,648793,2673,339113,4174,110220,3279,220179,3030,8714,1052,309680,3707,100255,2937,197544,2206,11881,1118,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,789060,-555555555,410429,2344,156902,1876,243595,1556,9932,1073,378631,2346,150960,2047,215017,1488,12654,1077,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21302,933,10320,1152,2687,699,7376,1074,257,157,10982,1471,4013,1006,5951,1135,1018,498,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,345297,832,182127,1810,72595,1717,104933,1176,4599,515,163170,1952,64817,1675,91772,1058,6581,737,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,51758,-555555555,26541,1307,10411,1153,14957,738,1173,278,25217,1308,9287,1048,14394,964,1536,448,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3667710,4625,1748730,3868,440262,2977,1064731,2126,243737,673,1918980,4111,428758,3117,1173179,1983,317043,609,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
