GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001MA,B23006_001EA,B23006_002EA,B23006_002MA,B23006_003MA,B23006_003EA,B23006_004EA,B23006_004MA,B23006_005MA,B23006_005EA,B23006_006MA,B23006_006EA,B23006_007EA,B23006_007MA,B23006_008MA,B23006_008EA,B23006_009EA,B23006_009MA,B23006_010EA,B23006_010MA,B23006_011MA,B23006_011EA,B23006_012EA,B23006_012MA,B23006_013MA,B23006_013EA,B23006_014MA,B23006_014EA,B23006_015EA,B23006_015MA,B23006_016MA,B23006_016EA,B23006_017EA,B23006_017MA,B23006_018MA,B23006_018EA,B23006_019MA,B23006_019EA,B23006_020EA,B23006_020MA,B23006_021EA,B23006_021MA,B23006_022EA,B23006_022MA,B23006_023MA,B23006_023EA,B23006_024MA,B23006_024EA,B23006_025MA,B23006_025EA,B23006_026EA,B23006_026MA,B23006_027EA,B23006_027MA,B23006_028EA,B23006_028MA,B23006_029EA,B23006_029MA,state
0400000US45,2455645,5090,329315,8700,175817,7207,0,217,175817,7207,138416,6449,37401,3702,153498,6327,747501,14203,532835,13188,3088,1039,529747,13132,464169,11846,65578,4783,214666,9347,771543,14378,610237,14518,9069,1750,601168,14632,544649,13567,56519,5116,161306,6664,607286,14035,509154,13425,4486,1334,504668,13303,481409,13222,23259,3035,98132,6206,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,417563,2030,29739,2920,20109,2494,0,155,20109,2494,17288,2217,2821,942,9630,1342,123946,4658,99862,4629,113,141,99749,4670,93325,4448,6424,1333,24084,2548,147318,5619,124264,5063,2133,914,122131,5055,116980,5160,5151,1436,23054,2232,116560,4820,103970,4765,533,393,103437,4790,101577,4785,1860,743,12590,1808,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3415359,5915,427503,10831,221731,8750,0,208,221731,8750,182148,8032,39583,3555,205772,8351,1135036,14219,807644,13051,2324,1008,805320,13050,715323,12836,89997,6519,327392,9339,988968,14272,774471,14035,6378,1750,768093,14005,701984,15197,66109,4530,214497,7979,863852,15207,742037,14711,4210,1208,737827,14735,709735,14579,28092,3112,121815,6027,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13366566,9941,2333526,31962,1483042,23542,103,144,1482939,23542,1326177,23131,156762,7600,850484,17982,3329672,30900,2431305,27404,8056,1561,2423249,27731,2214664,26792,208585,10301,898367,17220,4043130,35445,3208340,32375,30402,2982,3177938,32079,2954189,32931,223749,10311,834790,14999,3660238,37512,3132708,33002,24964,3353,3107744,33274,2991628,32687,116116,7541,527530,14343,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1350344,3104,126475,6520,92331,5892,0,192,92331,5892,77904,5107,14427,2715,34144,3284,304118,8571,232780,7701,283,232,232497,7677,210341,6711,22156,2840,71338,4056,509384,10389,391221,8648,1900,672,389321,8640,366035,8655,23286,2894,118163,5661,410367,10033,342562,8212,1110,544,341452,8165,331097,8203,10355,1482,67805,4376,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,341011,1151,21332,1631,12868,1538,0,145,12868,1538,11226,1464,1642,439,8464,1098,99533,3481,79466,3299,57,62,79409,3301,73554,3205,5855,900,20067,1867,93451,3725,78228,3797,335,218,77893,3781,74937,3859,2956,691,15223,1530,126695,3959,112187,3850,225,172,111962,3850,108974,3811,2988,572,14508,1835,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4408509,7352,433266,12054,263776,9135,4,9,263772,9135,228710,8481,35062,3011,169490,7264,1080973,17129,807128,14340,8694,1816,798434,13760,731008,13044,67426,4131,273845,8287,1253367,16748,1009989,17288,29201,3396,980788,16901,918773,16547,62015,3856,243378,9564,1640903,15393,1420908,16567,32362,2882,1388546,16979,1340764,17185,47782,4390,219995,7469,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3722183,5258,336471,10494,213785,8688,0,201,213785,8688,177333,8488,36452,3273,122686,5837,848605,14187,624489,12572,4810,1093,619679,12709,549682,12551,69997,4848,224116,7772,1322054,18122,1033015,16772,19954,2722,1013061,16569,918933,15823,94128,5823,289039,8123,1215053,17283,1030441,15578,10117,1482,1020324,15355,972319,15180,48005,3644,184612,6420,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,992881,2661,122508,6806,49781,4395,0,184,49781,4395,40968,3968,8813,1496,72727,4756,409110,9028,261923,8454,81,133,261842,8441,238503,8211,23339,2337,147187,5135,259057,7025,186422,5972,191,141,186231,5976,173515,6126,12716,1767,72635,3792,202206,7907,172935,7178,86,123,172849,7171,167650,7121,5199,1155,29271,2775,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3039159,4179,233052,6213,149905,5298,0,151,149905,5298,125402,4709,24503,2520,83147,3480,919906,11532,731639,10212,325,265,731314,10183,668248,10193,63066,3812,188267,6442,1020591,12547,856120,12953,1713,646,854407,12895,794411,12638,59996,3916,164471,6237,865610,12217,754630,11025,1018,515,753612,10988,727604,10901,26008,2409,110980,4759,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,303579,1691,21448,2691,15903,2462,0,189,15903,2462,14514,2428,1389,673,5545,1223,88884,4423,69804,4152,147,170,69657,4158,66688,4157,2969,833,19080,2439,115965,4961,96169,4853,950,514,95219,4891,90861,4844,4358,1118,19796,2032,77282,4371,66654,4186,325,218,66329,4164,64306,4118,2023,842,10628,1345,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1878443,2195,401996,9830,142976,6124,0,210,142976,6124,101293,5180,41683,3097,259020,8042,515616,7728,286923,6947,251,208,286672,6968,224449,6678,62223,4305,228693,6399,462316,9122,316653,7921,496,352,316157,8047,272159,7303,43998,3415,145663,6100,498515,10934,402119,8996,834,512,401285,9061,369283,8843,32002,3196,96396,5218,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
