GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001EA,C05010_001MA,C05010_002MA,C05010_002EA,C05010_003EA,C05010_003MA,C05010_004EA,C05010_004MA,C05010_005MA,C05010_005EA,C05010_006EA,C05010_006MA,C05010_007MA,C05010_007EA,state
0400000US24,1280972,6115,379072,14336,267261,12832,111811,8021,901900,15232,701670,15038,200230,8858,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1356652,4237,398613,13210,264009,13357,134604,8437,958039,13010,747359,12542,210680,8005,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2191674,5106,985624,16625,859531,16440,126093,8968,1206050,15313,1082858,14475,123192,6954,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1234642,4892,413583,10215,306448,10643,107135,6845,821059,10015,732717,9562,88342,5470,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,699937,5134,401355,9988,388565,9697,12790,2562,298582,9295,285346,9084,13236,2854,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1337975,6149,590910,12483,533933,13213,56977,5571,747065,12626,698018,12088,49047,4029,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212186,2544,95460,4877,91264,5030,4196,1668,116726,4489,114283,4457,2443,731,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,440585,2775,175967,7251,132083,7022,43884,4645,264618,7122,246838,6696,17780,2716,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,630870,4924,310611,13240,158250,11002,152361,9954,320259,12634,224710,10173,95549,7715,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,270876,1840,75783,4736,65974,4828,9809,2375,195093,4811,174002,5003,21091,2857,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1977861,5347,610191,15712,346412,15525,263779,12888,1367670,15635,938855,14374,428815,11687,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489985,4448,278585,9760,201483,9571,77102,7081,211400,9530,185109,9173,26291,3585,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4098553,9354,1719373,27120,1011638,22878,707735,19627,2379180,26370,1678404,21759,700776,18302,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2185276,9305,1069491,22183,828295,22160,241196,11129,1115785,21691,993129,21353,122656,9371,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,145859,1397,49409,3449,45705,3300,3704,1191,96450,3275,93676,3361,2774,922,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2567057,7189,1149441,19967,1066560,19393,82881,7596,1417616,20044,1322805,20030,94811,6869,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,882421,3971,430864,9359,361227,9766,69637,5186,451557,9532,415323,9365,36234,4203,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,820679,5842,384140,11545,266828,10242,117312,8203,436539,11546,361338,11290,75201,6520,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2649288,6827,1031613,16708,903482,15951,128131,9132,1617675,17727,1462086,18449,155589,7582,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208399,2506,82763,5004,54994,4804,27769,3760,125636,5070,101297,4291,24339,3611,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1023667,5835,523536,15659,465864,15138,57672,5608,500131,14218,465097,13208,35034,4690,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,190961,1869,75942,4667,69714,4548,6228,1639,115019,4371,111189,4266,3830,1308,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1402073,8575,694950,15609,603747,15275,91203,8155,707123,14031,649483,13772,57640,5175,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6630852,14511,3344252,34366,1848929,33239,1495323,29606,3286600,32288,2500011,31639,786589,19800,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,852472,4135,341257,13382,250910,14495,90347,8865,511215,13480,455057,13964,56158,5459,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,120147,1474,42510,3008,40054,3033,2456,861,77637,2828,72330,2756,5307,933,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1779946,6217,583528,17238,444894,13768,138634,10256,1196418,17230,959466,15920,236952,9749,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1506122,6378,588145,14429,380299,14269,207846,10419,917977,15231,722592,16243,195385,9995,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,361246,3796,173460,6380,169223,6223,4237,1342,187786,7177,182104,7335,5682,1342,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1269211,4646,497334,10682,428854,10270,68480,5249,771877,10610,715751,10374,56126,4811,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128165,1717,47641,4589,40522,4313,7119,1498,80524,4450,77536,4519,2988,981,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,838070,4050,674638,9071,649274,10053,25364,3074,163432,8761,153671,8963,9761,2334,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
