GEO_ID,B16005H_001E,B16005H_001M,B16005H_002E,B16005H_002M,B16005H_003E,B16005H_003M,B16005H_004E,B16005H_004M,B16005H_005E,B16005H_005M,B16005H_006E,B16005H_006M,B16005H_007E,B16005H_007M,B16005H_008E,B16005H_008M,B16005H_009E,B16005H_009M,B16005H_010E,B16005H_010M,B16005H_011E,B16005H_011M,NAME,B16005H_001EA,B16005H_001MA,B16005H_002EA,B16005H_002MA,B16005H_003EA,B16005H_003MA,B16005H_004MA,B16005H_004EA,B16005H_005MA,B16005H_005EA,B16005H_006EA,B16005H_006MA,B16005H_007EA,B16005H_007MA,B16005H_008EA,B16005H_008MA,B16005H_009MA,B16005H_009EA,B16005H_010MA,B16005H_010EA,B16005H_011MA,B16005H_011EA,state
0400000US15,300929,399,282176,2523,269179,3583,12997,2156,11460,1884,1537,701,18753,2417,10457,1831,8296,1659,6641,1419,1655,704,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1234721,2330,1213823,3755,1190868,4793,22955,2679,20613,2665,2342,912,20898,3104,12291,1912,8607,2124,4431,1139,4176,1617,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7708429,4926,7239527,15725,6955725,21700,283802,12944,243943,11207,39859,5016,468902,14900,96756,5812,372146,13630,180751,8764,191395,9342,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4991172,2303,4928714,6327,4808077,10785,120637,8049,96336,6661,24301,3438,62458,5668,28483,3603,33975,4170,19681,2758,14294,2919,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2549540,924,2521663,3600,2471247,5666,50416,4698,38346,3614,12070,2219,27877,3427,12146,1974,15731,2565,10013,1969,5718,1407,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2099409,1485,2069020,4452,2027436,5760,41584,3280,35404,3389,6180,1056,30389,4512,12837,1843,17552,3907,11498,3129,6054,2078,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3542074,2409,3508792,4784,3460015,6236,48777,4757,38056,3814,10721,2004,33282,4275,15149,2639,18133,3318,10644,2260,7489,1823,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2584402,2050,2556323,3738,2419965,7246,136358,6476,117710,6195,18648,2367,28079,3530,11395,1794,16684,2878,11015,1915,5669,1721,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1192472,380,1168622,2399,1116527,4303,52095,3706,45279,3601,6816,1207,23850,2443,14110,1954,9740,1410,6919,1145,2821,772,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3006397,2062,2881725,8199,2788238,11167,93487,6904,81852,6761,11635,1895,124672,7552,39451,3523,85221,6845,55566,4747,29655,3786,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4766647,6229,4415191,15042,4209491,17227,205700,7777,181484,7439,24216,2587,351456,13420,97134,4842,254322,12717,134741,7750,119581,8296,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7154742,1828,6872532,10127,6667408,14091,205124,8038,173350,7522,31774,2245,282210,10100,85351,5059,196859,10258,99923,6074,96936,7058,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4176331,1350,4109749,4270,4005854,6005,103895,4410,86003,4118,17892,2008,66582,4250,28778,2455,37804,3613,24243,2781,13561,2004,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1621755,1511,1610602,2301,1594974,3382,15628,2222,12594,1901,3034,869,11153,2096,5796,1313,5357,1759,4021,1406,1336,730,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4578531,2391,4503443,8470,4413803,9831,89640,6394,70657,5304,18983,3173,75088,7793,22357,2498,52731,7528,26942,3999,25789,5300,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,824635,384,812847,1790,794191,2963,18656,2423,15722,2096,2934,881,11788,1668,8948,1495,2840,777,2506,686,334,323,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1416006,1221,1400289,2945,1372176,4003,28113,2778,23509,2435,4604,950,15717,2986,5802,1042,9915,2705,5166,1364,4749,2077,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1386593,1151,1315585,8216,1272520,9384,43065,5080,38672,5172,4393,1074,71008,7843,28990,3129,42018,7462,27233,5015,14785,3872,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1155634,1264,1123422,3698,1090933,5192,32489,3207,28347,2812,4142,1099,32212,3394,15410,1993,16802,2936,11058,2286,5744,1256,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4920783,5051,4478379,13636,4241015,17934,237364,10277,207469,10604,29895,2835,442404,13286,105510,6759,336894,12534,172813,7066,164081,8726,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,798053,1546,775210,3048,739390,5045,35820,3375,30899,3321,4921,1201,22843,2808,10234,1556,12609,2530,8736,2023,3873,1427,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10704023,5827,9685410,16519,9054098,23667,631312,16189,522792,14801,108520,5191,1018613,15859,266358,9291,752255,15396,367012,12094,385243,10374,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5946392,3347,5825353,8884,5724205,11531,101148,6558,86377,6157,14771,1817,121039,8323,55025,5700,66014,6446,46587,4878,19427,3385,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,569926,276,564076,1430,549846,2078,14230,1501,11978,1507,2252,620,5850,1369,3153,1061,2697,948,1573,810,1124,776,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8836421,2163,8670747,7620,8446698,12531,224049,9063,174983,6963,49066,4602,165674,7156,56515,3762,109159,6220,62117,4786,47042,3794,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2444454,957,2417177,3348,2383903,4153,33274,2625,29009,2510,4265,878,27277,3185,12008,1808,15269,2333,10102,1549,5167,1518,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2868589,3047,2781136,6753,2705205,9163,75931,5472,65792,5064,10139,1528,87453,6650,38231,3527,49222,5595,27287,3678,21935,3722,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9586799,4244,9349595,10846,9077223,15397,272372,9829,217429,8907,54943,4537,237204,10186,79992,5241,157212,8944,83894,5509,73318,5696,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,764499,1956,720985,4373,688524,5817,32461,2964,27399,2754,5062,1272,43514,4121,11969,2569,31545,3724,16796,2168,14749,2368,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2833339,2419,2775917,6247,2731413,9154,44504,5057,37454,4581,7050,1612,57422,6353,28491,3957,28931,4369,20458,3183,8473,2943,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,652852,1219,647553,1748,634128,2749,13425,1925,11346,1717,2079,683,5299,1340,1962,561,3337,1270,1761,617,1576,869,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4564654,1598,4496822,5994,4429014,8678,67808,5376,58634,5003,9174,1710,67832,5676,28274,2909,39558,5660,24575,3856,14983,3252,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10873670,5995,10528748,18458,10169204,20045,359544,13547,309571,12598,49973,4272,344922,17492,144269,9790,200653,13076,129884,9422,70769,6943,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2057341,2487,2012226,4908,1945620,6502,66606,4090,58512,4172,8094,1372,45115,5182,23528,2704,21587,3501,14916,3052,6671,1642,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,561288,518,547346,1717,534683,2492,12663,1592,10805,1497,1858,491,13942,1571,7461,1098,6481,1221,4860,978,1621,483,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4941263,2677,4777724,9562,4654626,13348,123098,7450,106957,6887,16141,2490,163539,8764,59679,4187,103860,7223,70025,5589,33835,4434,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4664420,2987,4434220,10762,4306580,15103,127640,7501,110328,7071,17312,2665,230200,10589,94218,6209,135982,8735,79501,6541,56481,4991,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1634631,1869,1625775,2676,1608287,3577,17488,2500,12239,1799,5249,1426,8856,1682,4193,1093,4663,1466,3670,1282,993,626,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4492552,1738,4422672,5734,4306854,8983,115818,5536,95674,4944,20144,1598,69880,5413,28276,2829,41604,4143,26934,3215,14670,2331,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,456183,285,452238,1165,444477,2002,7761,1580,6136,1404,1625,590,3945,1145,2436,791,1509,819,852,469,657,514,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,26816,3604,22776,3083,4302,1258,18474,2620,7740,1577,10734,2051,4040,1281,328,384,3712,1235,1362,586,2350,999,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
