GEO_ID,C17020D_001E,C17020D_001M,C17020D_002E,C17020D_002M,C17020D_003E,C17020D_003M,C17020D_004E,C17020D_004M,C17020D_005E,C17020D_005M,C17020D_006E,C17020D_006M,C17020D_007E,C17020D_007M,C17020D_008E,C17020D_008M,C17020D_009E,C17020D_009M,NAME,C17020D_001EA,C17020D_001MA,C17020D_002EA,C17020D_002MA,C17020D_003MA,C17020D_003EA,C17020D_004MA,C17020D_004EA,C17020D_005MA,C17020D_005EA,C17020D_006EA,C17020D_006MA,C17020D_007EA,C17020D_007MA,C17020D_008MA,C17020D_008EA,C17020D_009MA,C17020D_009EA,state
0400000US29,91808,3203,15240,2475,3454,1082,11123,1873,663,459,76568,3667,17290,1886,53319,2445,5959,932,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5536,1191,1693,848,372,250,1179,789,142,161,3843,979,488,338,3071,905,284,242,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33256,1764,7825,2411,3060,1271,4534,1395,231,235,25431,2385,5063,1089,18964,1724,1404,456,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,193804,5927,22452,5336,3762,2081,15801,3822,2889,1244,171352,6985,33176,3617,117349,4766,20827,1433,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28138,2171,2014,974,269,262,1472,681,273,347,26124,2246,6927,1255,18183,1409,1014,458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,736717,6658,51028,6966,12720,3265,32914,4161,5394,1300,685689,9700,164174,4973,467196,5569,54319,1443,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25220,2005,4500,1732,1291,936,2921,1111,288,269,20720,1976,3713,907,14448,1693,2559,626,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1414843,9813,258419,15155,60208,5522,167510,9983,30701,2993,1156424,17877,226658,6626,825660,12261,104106,3387,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,206302,5664,28893,4646,8036,1923,20334,3327,523,370,177409,6833,44979,3087,121168,5327,11262,1275,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6785,1059,1217,565,116,153,1101,508,0,143,5568,1152,1214,639,4236,940,118,130,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,190167,5051,22027,3665,4644,1964,16350,2482,1033,437,168140,6262,40512,3382,114027,3895,13601,1282,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,63598,3151,7852,1872,1664,960,5829,1342,359,219,55746,3791,12120,1684,39046,2634,4580,772,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,150332,4356,28915,4020,6020,1699,20618,2698,2277,920,121417,5121,28568,2477,81919,3680,10930,1401,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,343137,4619,57136,6687,13691,3241,38743,4410,4702,853,286001,7703,66085,4165,198473,5065,21443,1538,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,30726,1491,8348,2527,3066,1270,4782,1386,500,403,22378,2390,4595,1201,16004,1603,1779,532,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,61362,2675,7185,2445,1779,1043,5273,1758,133,161,54177,3641,11901,1892,38160,2787,4116,1218,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7446,899,1046,562,38,43,1008,563,0,155,6400,1022,2120,553,3841,678,439,250,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,90120,4191,11660,3206,3364,1336,7025,2064,1271,682,78460,4440,19435,2199,53085,3038,5940,1121,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,986947,10165,123680,12743,30930,5792,81674,8048,11076,2094,863267,15926,213120,7918,586035,10912,64112,2655,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,55509,3101,9911,2565,2880,1589,6478,1386,553,377,45598,3260,10058,1995,32369,2037,3171,563,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7145,1018,922,469,244,179,585,427,93,141,6223,923,1405,420,4400,709,418,153,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,446602,8031,38953,5593,10503,2376,24828,3595,3622,1123,407649,10211,95105,4224,282212,6547,30332,2268,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,493776,7566,60141,6550,11797,2810,39106,4305,9238,1553,433635,8744,92289,4778,303112,5759,38234,1836,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10922,1369,2381,799,424,272,1820,674,137,119,8541,1531,2120,799,5785,989,636,341,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,127183,3558,21196,3561,6473,1800,13591,2183,1132,579,105987,4874,33314,2805,68126,2843,4547,756,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4756,1083,636,550,77,72,453,538,106,152,4120,976,830,374,2866,784,424,401,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9432,2373,5038,1677,1573,863,2950,1005,515,312,4394,1522,656,603,2903,1204,835,619,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
