GEO_ID,B20017C_001E,B20017C_001M,B20017C_002E,B20017C_002M,B20017C_003E,B20017C_003M,B20017C_004E,B20017C_004M,B20017C_005E,B20017C_005M,B20017C_006E,B20017C_006M,B20017C_007E,B20017C_007M,NAME,B20017C_001EA,B20017C_001MA,B20017C_002EA,B20017C_002MA,B20017C_003MA,B20017C_003EA,B20017C_004EA,B20017C_004MA,B20017C_005EA,B20017C_005MA,B20017C_006MA,B20017C_006EA,B20017C_007EA,B20017C_007MA,state
0400000US42,16785,3930,15755,7495,39433,15961,6741,1401,18566,4980,43648,14196,8741,2871,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33262,30092,40838,31576,50528,9766,40283,49494,18979,29946,45505,20755,4599,24326,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24986,10515,30153,11959,36038,7055,17840,13664,18660,10533,31997,4922,10195,9216,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,17695,2185,19659,3722,30299,5666,6740,2210,16417,2464,26768,3714,6622,2448,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,20157,5726,22219,6581,28273,8426,7697,4337,17023,2635,18435,12061,11958,9505,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26640,3356,30739,2976,41348,3103,9660,3928,20682,5170,31882,5102,6628,1518,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19554,4484,31429,1715,38882,6052,7036,4254,12011,6943,24338,2635,6020,1729,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,27573,20558,24256,40322,43444,1880,6003,3168,28220,10878,29280,4992,7333,5091,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,25836,5650,31652,7196,40051,11523,21974,13415,21018,3798,31100,13892,8242,3179,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,24375,1790,26801,2643,40909,4105,10686,1990,22116,3433,38235,4428,8427,1199,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7321,8003,5929,7385,7908,22553,5643,3224,20500,10912,21917,6561,3068,34824,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18474,2831,20100,2624,36510,3054,7110,2923,16818,3872,27809,4878,6946,1817,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22091,3486,23287,4447,38874,5193,12224,6667,19205,5576,28750,10345,10069,10132,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14828,1466,13832,1714,14636,2421,11035,7642,16412,3058,23384,9033,9694,7921,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
